,which,famous,french,artist,who,painted,the,grande,odalisque,of,1814,is,represented,in,the,drawings,collection,of,the,v,&,a,?
old,0.3071022629737854,0.20580843091011047,0.1230572909116745,0.12518973648548126,0.2511109709739685,0.15141835808753967,0.31849798560142517,0.08329100161790848,0.20407113432884216,0.30522194504737854,0.1347697526216507,0.24332627654075623,0.15632617473602295,0.2865324318408966,0.31849798560142517,0.21005967259407043,0.15432500839233398,0.30522194504737854,0.31849798560142517,0.07272037863731384,0.13134126365184784,0.2846200466156006,0.20577076077461243
master,0.18431153893470764,0.1524212509393692,0.12827304005622864,0.27713289856910706,0.3010654151439667,0.14003117382526398,0.19769129157066345,0.2349473237991333,0.14809584617614746,0.17072871327400208,0.10347294807434082,0.16117574274539948,0.1442679464817047,0.17882928252220154,0.19769129157066345,0.2171470820903778,0.15440933406352997,0.17072871327400208,0.19769129157066345,0.09621870517730713,0.14030353724956512,0.2078990340232849,0.11915034055709839
works,0.2730301022529602,0.28817856311798096,0.1636105477809906,0.27076712250709534,0.2919859290122986,0.3006913959980011,0.26337864995002747,0.15692797303199768,0.23419028520584106,0.1964656114578247,0.11933034658432007,0.30236580967903137,0.15046696364879608,0.2656683027744293,0.26337864995002747,0.3757094442844391,0.3417747914791107,0.1964656114578247,0.26337864995002747,0.1258377879858017,0.12323866784572601,0.2170431762933731,0.19597402215003967
",",0.3658004403114319,0.2816491723060608,0.28806620836257935,0.2583858072757721,0.3365725874900818,0.1939309537410736,0.4933079481124878,0.28130850195884705,0.24152624607086182,0.4946078956127167,0.17958122491836548,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2235531359910965,0.2277175933122635,0.4946078956127167,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.31091248989105225
including,0.41826364398002625,0.3776775002479553,0.19837699830532074,0.17414095997810364,0.2835840582847595,0.19063293933868408,0.3738902807235718,0.1923634558916092,0.12528939545154572,0.44195112586021423,0.0060136038810014725,0.25093933939933777,0.22142086923122406,0.35857823491096497,0.3738902807235718,0.26133641600608826,0.32469215989112854,0.44195112586021423,0.3738902807235718,0.07733747363090515,0.24869678914546967,0.21045410633087158,0.1633303165435791
works,0.2730301022529602,0.28817856311798096,0.1636105477809906,0.27076712250709534,0.2919859290122986,0.3006913959980011,0.26337864995002747,0.15692797303199768,0.23419028520584106,0.1964656114578247,0.11933034658432007,0.30236580967903137,0.15046696364879608,0.2656683027744293,0.26337864995002747,0.3757094442844391,0.3417747914791107,0.1964656114578247,0.26337864995002747,0.1258377879858017,0.12323866784572601,0.2170431762933731,0.19597402215003967
by,0.40543368458747864,0.24140264093875885,0.23343317210674286,0.24115848541259766,0.39727845788002014,0.24111458659172058,0.4408751428127289,0.10540623217821121,0.18776315450668335,0.3646814823150635,0.07904115319252014,0.3899846076965332,0.23673410713672638,0.370934396982193,0.4408751428127289,0.24822719395160675,0.2678082287311554,0.3646814823150635,0.4408751428127289,0.11988817155361176,0.17475149035453796,0.32094135880470276,0.17966607213020325
:,-0.11049769818782806,0.020688151940703392,0.1675521433353424,0.08650374412536621,-0.0025186005514115095,0.0020779380574822426,-0.03403344005346298,0.006978913675993681,0.13318085670471191,-0.08807745575904846,0.04562641307711601,-0.07222653180360794,0.1406276673078537,0.020521078258752823,-0.03403344005346298,-0.08356654644012451,-0.10115766525268555,-0.08807745575904846,-0.03403344005346298,-0.009624218568205833,-0.03967161104083061,-0.0007584693375974894,-0.07156077772378922
dürer,0.16149553656578064,0.3047216832637787,0.13235516846179962,0.3796781897544861,0.24429138004779816,0.4240182340145111,0.2264566421508789,0.13969466090202332,0.238902747631073,0.2159564346075058,0.22725695371627808,0.11452244222164154,0.12606440484523773,0.22514767944812775,0.2264566421508789,0.45471665263175964,0.27969586849212646,0.2159564346075058,0.2264566421508789,0.13259372115135193,0.10514942556619644,0.14280684292316437,0.15266801416873932
",",0.3658004403114319,0.2816491723060608,0.28806620836257935,0.2583858072757721,0.3365725874900818,0.1939309537410736,0.4933079481124878,0.28130850195884705,0.24152624607086182,0.4946078956127167,0.17958122491836548,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2235531359910965,0.2277175933122635,0.4946078956127167,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.31091248989105225
giovanni,0.1761956363916397,0.2914877235889435,0.21701876819133759,0.20847614109516144,0.2912859320640564,0.2168668955564499,0.16284190118312836,0.2504540979862213,0.3716232180595398,0.18752416968345642,0.17350050806999207,0.09566495567560196,0.06869260221719742,0.15815386176109314,0.16284190118312836,0.21443013846874237,0.1363195925951004,0.18752416968345642,0.16284190118312836,0.14237019419670105,0.12406846880912781,0.17958615720272064,0.13561689853668213
benedetto,0.16615256667137146,0.22577343881130219,0.2794267535209656,0.3263622522354126,0.2539159655570984,0.32402947545051575,0.19872620701789856,0.3094746768474579,0.45958277583122253,0.24889785051345825,0.15682855248451233,0.1278565675020218,0.09905248880386353,0.1845807135105133,0.19872620701789856,0.24215717613697052,0.16631589829921722,0.24889785051345825,0.19872620701789856,0.21728938817977905,0.11180485785007477,0.19269663095474243,0.25279513001441956
castiglione,0.18716248869895935,0.28074032068252563,0.3018123507499695,0.3117533326148987,0.2632845342159271,0.24664106965065002,0.30627307295799255,0.3114481270313263,0.4983550012111664,0.3281422257423401,0.19794932007789612,0.22739122807979584,0.1403108537197113,0.3097412884235382,0.30627307295799255,0.2603987753391266,0.22581747174263,0.3281422257423401,0.30627307295799255,0.16847734153270721,0.12521077692508698,0.2182239592075348,0.1528071165084839
",",0.3658004403114319,0.2816491723060608,0.28806620836257935,0.2583858072757721,0.3365725874900818,0.1939309537410736,0.4933079481124878,0.28130850195884705,0.24152624607086182,0.4946078956127167,0.17958122491836548,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2235531359910965,0.2277175933122635,0.4946078956127167,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.31091248989105225
bernardo,0.1773013323545456,0.1990663707256317,0.2533479630947113,0.15815049409866333,0.18555714190006256,0.2534627914428711,0.23935143649578094,0.3931299149990082,0.32425355911254883,0.21924100816249847,0.17926837503910065,0.16960135102272034,0.06558988988399506,0.238566592335701,0.23935143649578094,0.22464656829833984,0.0693463534116745,0.21924100816249847,0.23935143649578094,0.1387273371219635,0.14516235888004303,0.21217109262943268,0.11246369034051895
buontalenti,0.23066453635692596,0.33702635765075684,0.30210474133491516,0.3333788216114044,0.28639572858810425,0.2783573567867279,0.25555747747421265,0.3923575282096863,0.5261548161506653,0.2568659484386444,0.1405801624059677,0.2205628901720047,0.20377974212169647,0.261213093996048,0.25555747747421265,0.2754124402999878,0.2617388367652893,0.2568659484386444,0.25555747747421265,0.20652057230472565,0.22456799447536469,0.2749694585800171,0.23699690401554108
",",0.3658004403114319,0.2816491723060608,0.28806620836257935,0.2583858072757721,0.3365725874900818,0.1939309537410736,0.4933079481124878,0.28130850195884705,0.24152624607086182,0.4946078956127167,0.17958122491836548,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2235531359910965,0.2277175933122635,0.4946078956127167,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.31091248989105225
rembrandt,0.16259396076202393,0.2627871036529541,0.24903824925422668,0.36967870593070984,0.2529917359352112,0.5318341851234436,0.16912591457366943,0.18888583779335022,0.3606525957584381,0.22973763942718506,0.17902567982673645,0.18082065880298615,0.14455494284629822,0.19755259156227112,0.16912591457366943,0.45066118240356445,0.2952265441417694,0.22973763942718506,0.16912591457366943,0.0823482796549797,0.07446708530187607,0.2051539421081543,0.22640541195869446
",",0.3658004403114319,0.2816491723060608,0.28806620836257935,0.2583858072757721,0.3365725874900818,0.1939309537410736,0.4933079481124878,0.28130850195884705,0.24152624607086182,0.4946078956127167,0.17958122491836548,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2235531359910965,0.2277175933122635,0.4946078956127167,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.31091248989105225
antonio,0.17034529149532318,0.22992347180843353,0.20788517594337463,0.14017364382743835,0.23815816640853882,0.14743483066558838,0.2070869356393814,0.2912706434726715,0.24906983971595764,0.2094241827726364,0.08207489550113678,0.10257551819086075,0.06810407340526581,0.16966992616653442,0.2070869356393814,0.16866716742515564,0.1160007119178772,0.2094241827726364,0.2070869356393814,0.1799592673778534,0.08665228635072708,0.15162940323352814,0.09923860430717468
verrio,0.16076302528381348,0.21243703365325928,0.2682282328605652,0.3341551423072815,0.20618434250354767,0.20828546583652496,0.1978490650653839,0.3820624053478241,0.5114089250564575,0.13358087837696075,0.17990054190158844,0.17778046429157257,0.15446221828460693,0.1894386112689972,0.1978490650653839,0.23059959709644318,0.17969803512096405,0.13358087837696075,0.1978490650653839,0.24335505068302155,0.11119163781404495,0.24842163920402527,0.2797500193119049
",",0.3658004403114319,0.2816491723060608,0.28806620836257935,0.2583858072757721,0.3365725874900818,0.1939309537410736,0.4933079481124878,0.28130850195884705,0.24152624607086182,0.4946078956127167,0.17958122491836548,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2235531359910965,0.2277175933122635,0.4946078956127167,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.31091248989105225
paul,0.15805208683013916,0.12448831647634506,0.2441975474357605,0.1670079231262207,0.2292756587266922,0.21123956143856049,0.19191958010196686,0.15201854705810547,0.23796872794628143,0.14511796832084656,0.09741725027561188,0.18022699654102325,0.1423024833202362,0.21331322193145752,0.19191958010196686,0.17512787878513336,0.1638609915971756,0.14511796832084656,0.19191958010196686,0.1338740587234497,0.17826934158802032,0.13667120039463043,0.16611461341381073
sandby,0.30030587315559387,0.18714837729930878,0.15239542722702026,0.15900219976902008,0.24302585422992706,0.15946336090564728,0.24723881483078003,0.24209065735340118,0.2025553435087204,0.18716053664684296,0.07131217420101166,0.23067043721675873,0.16869843006134033,0.2848673164844513,0.24723881483078003,0.2144666463136673,0.1828925907611847,0.18716053664684296,0.24723881483078003,0.20707131922245026,0.11912203580141068,0.3144772946834564,0.24216556549072266
",",0.3658004403114319,0.2816491723060608,0.28806620836257935,0.2583858072757721,0.3365725874900818,0.1939309537410736,0.4933079481124878,0.28130850195884705,0.24152624607086182,0.4946078956127167,0.17958122491836548,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2235531359910965,0.2277175933122635,0.4946078956127167,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.31091248989105225
john,0.20415355265140533,0.22112208604812622,0.16710959374904633,0.21397335827350616,0.30388808250427246,0.15080349147319794,0.2230520099401474,0.12496640533208847,0.18507517874240875,0.2407056987285614,0.07237214595079422,0.16449548304080963,0.12029799073934555,0.22177861630916595,0.2230520099401474,0.12626059353351593,0.14187732338905334,0.2407056987285614,0.2230520099401474,0.12748752534389496,0.1578986942768097,0.20638683438301086,0.13162356615066528
russell,0.14376436173915863,0.2362579107284546,0.13612404465675354,0.09340688586235046,0.2708354890346527,0.14922749996185303,0.2413037121295929,0.14058274030685425,0.1448977291584015,0.21486875414848328,0.025626836344599724,0.21315249800682068,0.16518741846084595,0.22963611781597137,0.2413037121295929,0.18649254739284515,0.0948466807603836,0.21486875414848328,0.2413037121295929,0.1724885255098343,0.12409015744924545,0.18258225917816162,0.11642709374427795
",",0.3658004403114319,0.2816491723060608,0.28806620836257935,0.2583858072757721,0.3365725874900818,0.1939309537410736,0.4933079481124878,0.28130850195884705,0.24152624607086182,0.4946078956127167,0.17958122491836548,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2235531359910965,0.2277175933122635,0.4946078956127167,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.31091248989105225
angelica,0.08564567565917969,0.1591997593641281,0.10494761914014816,0.21974563598632812,0.17875108122825623,0.313433974981308,0.14534907042980194,0.18433967232704163,0.31659838557243347,0.1420925110578537,0.11391212046146393,0.14407482743263245,0.07810983061790466,0.11892448365688324,0.14534907042980194,0.17629985511302948,0.14559295773506165,0.1420925110578537,0.14534907042980194,0.13136997818946838,0.13079442083835602,0.1587238907814026,0.19822736084461212
kauffman,0.17502962052822113,0.21809302270412445,0.10237251222133636,0.23697347939014435,0.2983647882938385,0.1813083291053772,0.2655191421508789,0.10809759795665741,0.22356468439102173,0.250521719455719,0.12817955017089844,0.23165081441402435,0.17106127738952637,0.28209009766578674,0.2655191421508789,0.2414986938238144,0.19164332747459412,0.250521719455719,0.2655191421508789,0.1326993703842163,0.21522293984889984,0.22006161510944366,0.17178326845169067
",",0.3658004403114319,0.2816491723060608,0.28806620836257935,0.2583858072757721,0.3365725874900818,0.1939309537410736,0.4933079481124878,0.28130850195884705,0.24152624607086182,0.4946078956127167,0.17958122491836548,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2235531359910965,0.2277175933122635,0.4946078956127167,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.31091248989105225
john,0.20415355265140533,0.22112208604812622,0.16710959374904633,0.21397335827350616,0.30388808250427246,0.15080349147319794,0.2230520099401474,0.12496640533208847,0.18507517874240875,0.2407056987285614,0.07237214595079422,0.16449548304080963,0.12029799073934555,0.22177861630916595,0.2230520099401474,0.12626059353351593,0.14187732338905334,0.2407056987285614,0.2230520099401474,0.12748752534389496,0.1578986942768097,0.20638683438301086,0.13162356615066528
flaxman,0.2881503999233246,0.31041955947875977,0.24939744174480438,0.3281422257423401,0.3207222819328308,0.19275768101215363,0.3222133219242096,0.174103781580925,0.3658987283706665,0.2958856523036957,0.23129819333553314,0.2727881669998169,0.1957920342683792,0.28192105889320374,0.3222133219242096,0.30332043766975403,0.2447238713502884,0.2958856523036957,0.3222133219242096,0.2674000561237335,0.25550803542137146,0.3530634939670563,0.1984574794769287
",",0.3658004403114319,0.2816491723060608,0.28806620836257935,0.2583858072757721,0.3365725874900818,0.1939309537410736,0.4933079481124878,0.28130850195884705,0.24152624607086182,0.4946078956127167,0.17958122491836548,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2235531359910965,0.2277175933122635,0.4946078956127167,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.31091248989105225
hugh,0.11573401838541031,0.1901206523180008,0.23834329843521118,0.1717909723520279,0.24496686458587646,0.12949004769325256,0.24369864165782928,0.10482526570558548,0.18882335722446442,0.23160827159881592,0.09419369697570801,0.10511639714241028,0.09046531468629837,0.18993298709392548,0.24369864165782928,0.1698141098022461,0.0481608584523201,0.23160827159881592,0.24369864165782928,0.19455187022686005,0.17555378377437592,0.1478407233953476,0.12381613999605179
douglas,0.10685979574918747,0.1629316657781601,0.16030041873455048,0.20488514006137848,0.161043182015419,0.1542043387889862,0.18504364788532257,0.12145164608955383,0.18877780437469482,0.13222047686576843,0.14109398424625397,0.14269384741783142,0.1030551940202713,0.17743754386901855,0.18504364788532257,0.18172085285186768,0.12040972709655762,0.13222047686576843,0.18504364788532257,0.09603535383939743,0.16055870056152344,0.15485304594039917,0.1281188279390335
hamilton,0.20252017676830292,0.21394772827625275,0.12271712720394135,0.07945878058671951,0.2541866600513458,0.13256476819515228,0.24943995475769043,0.13897211849689484,0.1340494006872177,0.2026616632938385,0.03153790906071663,0.14254130423069,0.13341528177261353,0.2069321870803833,0.24943995475769043,0.10915408283472061,0.15871797502040863,0.2026616632938385,0.24943995475769043,0.19062469899654388,0.12696991860866547,0.2237759679555893,0.16491469740867615
",",0.3658004403114319,0.2816491723060608,0.28806620836257935,0.2583858072757721,0.3365725874900818,0.1939309537410736,0.4933079481124878,0.28130850195884705,0.24152624607086182,0.4946078956127167,0.17958122491836548,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2235531359910965,0.2277175933122635,0.4946078956127167,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.31091248989105225
thomas,0.20158961415290833,0.18261981010437012,0.1262308657169342,0.22121816873550415,0.26103657484054565,0.17636638879776,0.23505409061908722,0.09197712689638138,0.19478964805603027,0.18699592351913452,0.12367106229066849,0.15801864862442017,0.13160744309425354,0.21133768558502197,0.23505409061908722,0.18178868293762207,0.1858091503381729,0.18699592351913452,0.23505409061908722,0.1084803119301796,0.1422349363565445,0.19268037378787994,0.16133050620555878
rowlandson,0.1847062110900879,0.243505597114563,0.12817618250846863,0.26995596289634705,0.41190725564956665,0.23236453533172607,0.22991494834423065,0.09210820496082306,0.1786503791809082,0.25045666098594666,0.21181438863277435,0.17110946774482727,0.17377205193042755,0.25160765647888184,0.22991494834423065,0.21179212629795074,0.14915351569652557,0.25045666098594666,0.22991494834423065,0.19104446470737457,0.20554731786251068,0.2431790977716446,0.18764621019363403
",",0.3658004403114319,0.2816491723060608,0.28806620836257935,0.2583858072757721,0.3365725874900818,0.1939309537410736,0.4933079481124878,0.28130850195884705,0.24152624607086182,0.4946078956127167,0.17958122491836548,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2235531359910965,0.2277175933122635,0.4946078956127167,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.31091248989105225
william,0.13988013565540314,0.16922372579574585,0.20046363770961761,0.16332297027111053,0.32068803906440735,0.1671081930398941,0.21537061035633087,0.09370716661214828,0.20833377540111542,0.20272590219974518,0.11037049442529678,0.13717274367809296,0.07601814717054367,0.21605195105075836,0.21537061035633087,0.21193835139274597,0.1617477536201477,0.20272590219974518,0.21537061035633087,0.18227645754814148,0.1375914216041565,0.19269351661205292,0.14462219178676605
kilburn,0.2017192244529724,0.16940677165985107,0.11454776674509048,0.2075301557779312,0.12464701384305954,0.1527138352394104,0.21308137476444244,0.12533241510391235,0.20884741842746735,0.2127806842327118,0.08838746696710587,0.22522278130054474,0.12554340064525604,0.24660691618919373,0.21308137476444244,0.16882333159446716,0.10632961988449097,0.2127806842327118,0.21308137476444244,0.2645983397960663,0.21421748399734497,0.23915046453475952,0.19079868495464325
",",0.3658004403114319,0.2816491723060608,0.28806620836257935,0.2583858072757721,0.3365725874900818,0.1939309537410736,0.4933079481124878,0.28130850195884705,0.24152624607086182,0.4946078956127167,0.17958122491836548,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2235531359910965,0.2277175933122635,0.4946078956127167,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.31091248989105225
thomas,0.20158961415290833,0.18261981010437012,0.1262308657169342,0.22121816873550415,0.26103657484054565,0.17636638879776,0.23505409061908722,0.09197712689638138,0.19478964805603027,0.18699592351913452,0.12367106229066849,0.15801864862442017,0.13160744309425354,0.21133768558502197,0.23505409061908722,0.18178868293762207,0.1858091503381729,0.18699592351913452,0.23505409061908722,0.1084803119301796,0.1422349363565445,0.19268037378787994,0.16133050620555878
girtin,0.30738365650177,0.27281832695007324,0.31922346353530884,0.23114043474197388,0.2850584089756012,0.2756171226501465,0.31849709153175354,0.13788145780563354,0.31199267506599426,0.28263330459594727,0.20010501146316528,0.3070039749145508,0.14205773174762726,0.283529669046402,0.31849709153175354,0.32221361994743347,0.2317536175251007,0.28263330459594727,0.31849709153175354,0.09213287383317947,0.2177601009607315,0.3325401842594147,0.13964176177978516
",",0.3658004403114319,0.2816491723060608,0.28806620836257935,0.2583858072757721,0.3365725874900818,0.1939309537410736,0.4933079481124878,0.28130850195884705,0.24152624607086182,0.4946078956127167,0.17958122491836548,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2235531359910965,0.2277175933122635,0.4946078956127167,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.31091248989105225
jean,0.11219283938407898,0.1634303480386734,0.5110375285148621,0.1849459856748581,0.20390325784683228,0.21666942536830902,0.2186683863401413,0.23817653954029083,0.3161905109882355,0.14357218146324158,0.17617779970169067,0.14914077520370483,0.16078059375286102,0.19998259842395782,0.2186683863401413,0.22356320917606354,0.24194449186325073,0.14357218146324158,0.2186683863401413,0.06389088928699493,0.05770741030573845,0.19298788905143738,0.1531364470720291
auguste,0.14753739535808563,0.2706635594367981,0.5191109776496887,0.2638678252696991,0.24562294781208038,0.3402825593948364,0.18969763815402985,0.2551186680793762,0.46164295077323914,0.229461669921875,0.13099320232868195,0.15298309922218323,0.19796691834926605,0.2284879982471466,0.18969763815402985,0.36511677503585815,0.2737104892730713,0.229461669921875,0.18969763815402985,0.12022212892770767,0.092386394739151,0.22253604233264923,0.17689163982868195
dominique,0.08100323379039764,0.2283555120229721,0.44945937395095825,0.2725493013858795,0.2515011727809906,0.2165275365114212,0.12689374387264252,0.28795796632766724,0.4477849304676056,0.14352527260780334,0.18977291882038116,0.10579884052276611,0.12749794125556946,0.14559809863567352,0.12689374387264252,0.16421525180339813,0.1706787496805191,0.14352527260780334,0.12689374387264252,0.12587504088878632,0.20650556683540344,0.19313062727451324,0.18719474971294403
ingres,0.11337044090032578,0.2794528007507324,0.3586512804031372,0.28333964943885803,0.16997383534908295,0.3693719804286957,0.19489136338233948,0.276737242937088,0.48920300602912903,0.20122623443603516,0.14861264824867249,0.17344927787780762,0.14811675250530243,0.20508749783039093,0.19489136338233948,0.3891015350818634,0.27812889218330383,0.20122623443603516,0.19489136338233948,0.11505771428346634,0.17144040763378143,0.20255963504314423,0.21079476177692413
",",0.3658004403114319,0.2816491723060608,0.28806620836257935,0.2583858072757721,0.3365725874900818,0.1939309537410736,0.4933079481124878,0.28130850195884705,0.24152624607086182,0.4946078956127167,0.17958122491836548,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2235531359910965,0.2277175933122635,0.4946078956127167,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.31091248989105225
david,0.16383904218673706,0.19392549991607666,0.17698441445827484,0.1968037486076355,0.26544609665870667,0.18370284140110016,0.2237231284379959,0.14517256617546082,0.22652487456798553,0.191870778799057,0.15100833773612976,0.14622443914413452,0.16012918949127197,0.17107756435871124,0.2237231284379959,0.1756264716386795,0.17162975668907166,0.191870778799057,0.2237231284379959,0.1434764564037323,0.14487789571285248,0.19156141579151154,0.04158485680818558
wilkie,0.1315290480852127,0.20299279689788818,0.2182455211877823,0.28803345561027527,0.28204548358917236,0.20529378950595856,0.2626578211784363,0.1771627515554428,0.27911338210105896,0.19975170493125916,0.11422359198331833,0.16934245824813843,0.16971544921398163,0.2423786073923111,0.2626578211784363,0.2882160544395447,0.16974714398384094,0.19975170493125916,0.2626578211784363,0.15775929391384125,0.288770467042923,0.23975518345832825,0.12453664839267731
",",0.3658004403114319,0.2816491723060608,0.28806620836257935,0.2583858072757721,0.3365725874900818,0.1939309537410736,0.4933079481124878,0.28130850195884705,0.24152624607086182,0.4946078956127167,0.17958122491836548,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2235531359910965,0.2277175933122635,0.4946078956127167,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.31091248989105225
john,0.20415355265140533,0.22112208604812622,0.16710959374904633,0.21397335827350616,0.30388808250427246,0.15080349147319794,0.2230520099401474,0.12496640533208847,0.18507517874240875,0.2407056987285614,0.07237214595079422,0.16449548304080963,0.12029799073934555,0.22177861630916595,0.2230520099401474,0.12626059353351593,0.14187732338905334,0.2407056987285614,0.2230520099401474,0.12748752534389496,0.1578986942768097,0.20638683438301086,0.13162356615066528
