,during,the,compression,stage,of,the,rankine,cycle,",",what,state,is,the,working,fluid,in,?
work,0.1864008754491806,0.2704800069332123,0.23187442123889923,0.2369212806224823,0.23473061621189117,0.2704800069332123,0.18954385817050934,0.21434089541435242,0.3283594250679016,0.3762225806713104,0.17748010158538818,0.22475390136241913,0.2704800069332123,0.6558395028114319,0.19854071736335754,0.2753349542617798,0.2621155381202698
is,0.2240111529827118,0.5823672413825989,0.2661573588848114,0.19676770269870758,0.4854315221309662,0.5823672413825989,0.19099628925323486,0.20626789331436157,0.4691906273365021,0.28837618231773376,0.2627358138561249,1.0,0.5823672413825989,0.20290212333202362,0.23022614419460297,0.5394441485404968,0.22961433231830597
required,0.21146009862422943,0.27848219871520996,0.33430397510528564,0.13525128364562988,0.26183071732521057,0.27848219871520996,0.20827032625675201,0.15741318464279175,0.22653338313102722,0.2506856620311737,0.23407280445098877,0.21426478028297424,0.27848219871520996,0.2608795166015625,0.18848489224910736,0.20162324607372284,0.24962718784809113
to,0.2828781306743622,0.535392165184021,0.2348061203956604,0.1484832912683487,0.41548454761505127,0.535392165184021,0.15547960996627808,0.17373278737068176,0.44245919585227966,0.455847829580307,0.25557461380958557,0.42745086550712585,0.535392165184021,0.28215980529785156,0.20024138689041138,0.45010748505592346,0.29463258385658264
drive,0.11820177733898163,0.2083187699317932,0.33699098229408264,0.11983750760555267,0.17806991934776306,0.2083187699317932,0.07105295360088348,0.1975702941417694,0.17920437455177307,0.21679377555847168,0.2120266705751419,0.20462195575237274,0.2083187699317932,0.22857147455215454,0.20113134384155273,0.16816924512386322,0.11447915434837341
the,0.4838213622570038,1.0,0.24867193400859833,0.22652170062065125,0.733189046382904,1.0,0.22060109674930573,0.2701641917228699,0.4933079481124878,0.42745697498321533,0.3097178041934967,0.5823672413825989,1.0,0.25857484340667725,0.23256433010101318,0.6662389636039734,0.22068053483963013
pump,0.1458914428949356,0.21872945129871368,0.36663082242012024,0.14422252774238586,0.11486294865608215,0.21872945129871368,0.18391194939613342,0.186528280377388,0.22363486886024475,0.2035713642835617,0.11577299982309341,0.19189900159835815,0.21872945129871368,0.20175422728061676,0.3812316954135895,0.14753441512584686,0.24768272042274475
",",0.3225448727607727,0.4933079481124878,0.19348332285881042,0.2630990147590637,0.4946078956127167,0.4933079481124878,0.2938905656337738,0.16122886538505554,1.0000001192092896,0.3087472915649414,0.29481780529022217,0.4691906273365021,0.4933079481124878,0.29007792472839355,0.10517379641532898,0.5201468467712402,0.31091248989105225
the,0.4838213622570038,1.0,0.24867193400859833,0.22652170062065125,0.733189046382904,1.0,0.22060109674930573,0.2701641917228699,0.4933079481124878,0.42745697498321533,0.3097178041934967,0.5823672413825989,1.0,0.25857484340667725,0.23256433010101318,0.6662389636039734,0.22068053483963013
working,0.16578039526939392,0.25857484340667725,0.15783581137657166,0.21316975355148315,0.19986772537231445,0.25857484340667725,0.14615657925605774,0.1813115030527115,0.29007792472839355,0.2846863269805908,0.10993105918169022,0.20290212333202362,0.25857484340667725,1.0,0.1520453691482544,0.3062970042228699,0.17154020071029663
fluid,0.18480466306209564,0.23256433010101318,0.4609978497028351,0.17453749477863312,0.217294842004776,0.23256433010101318,0.2930317521095276,0.22116050124168396,0.10517379641532898,0.20682886242866516,0.12536951899528503,0.23022614419460297,0.23256433010101318,0.1520453691482544,1.0,0.1272517591714859,0.18212400376796722
being,0.30547067523002625,0.419739305973053,0.19791823625564575,0.14545422792434692,0.34885138273239136,0.419739305973053,0.1774543672800064,0.14053374528884888,0.34499165415763855,0.3760843276977539,0.2262357622385025,0.4445112943649292,0.419739305973053,0.34377625584602356,0.21412643790245056,0.33162933588027954,0.26743772625923157
in,0.4627237319946289,0.6662389636039734,0.14698553085327148,0.2011467069387436,0.5696388483047485,0.6662389636039734,0.20086932182312012,0.20483464002609253,0.5201468467712402,0.30808621644973755,0.33316072821617126,0.5394441485404968,0.6662389636039734,0.3062970042228699,0.1272517591714859,1.0,0.20430970191955566
its,0.23688937723636627,0.559237003326416,0.19382475316524506,0.12744686007499695,0.48690423369407654,0.559237003326416,0.17247441411018372,0.11801506578922272,0.33157986402511597,0.30393704771995544,0.3171643614768982,0.4447362422943115,0.559237003326416,0.18424473702907562,0.16100819408893585,0.3793783485889435,0.15103481709957123
liquid,0.14834143221378326,0.25047987699508667,0.476392924785614,0.1848597228527069,0.2296105921268463,0.25047987699508667,0.26619791984558105,0.20723608136177063,0.18898124992847443,0.24017377197742462,0.16684888303279877,0.2801579535007477,0.25047987699508667,0.19118084013462067,0.5961727499961853,0.19967526197433472,0.18412289023399353
phase,0.31154826283454895,0.29143109917640686,0.2638142704963684,0.29476362466812134,0.2589104175567627,0.29143109917640686,0.13105469942092896,0.31675559282302856,0.17857486009597778,0.19029277563095093,0.16008661687374115,0.2040843516588211,0.29143109917640686,0.2258985936641693,0.27192091941833496,0.21901577711105347,0.16345681250095367
at,0.372769296169281,0.457212895154953,0.19384147226810455,0.16777737438678741,0.42558613419532776,0.457212895154953,0.23498916625976562,0.16644613444805145,0.38314947485923767,0.2838611304759979,0.2408173680305481,0.25906258821487427,0.457212895154953,0.26494351029396057,0.1612268090248108,0.4374977946281433,0.21978627145290375
this,0.34351885318756104,0.6274310946464539,0.3365766406059265,0.19488343596458435,0.45148900151252747,0.6274310946464539,0.1767853945493698,0.2510433495044708,0.4316047728061676,0.5489566326141357,0.24571897089481354,0.480927973985672,0.6274310946464539,0.3341676890850067,0.27227285504341125,0.45205554366111755,0.3155723512172699
point,0.14391489326953888,0.3084787130355835,0.22126922011375427,0.1073477491736412,0.269877165555954,0.3084787130355835,0.17862682044506073,0.14621451497077942,0.28971099853515625,0.3286605179309845,0.22966556251049042,0.29601794481277466,0.3084787130355835,0.15222063660621643,0.18680337071418762,0.24451331794261932,0.19189560413360596
.,0.3485563397407532,0.5934505462646484,0.22932106256484985,0.19994208216667175,0.5352458953857422,0.5934505462646484,0.24286073446273804,0.19143328070640564,0.6812511086463928,0.3567904531955719,0.31380724906921387,0.4569662809371948,0.5934505462646484,0.28468647599220276,0.17701123654842377,0.5591574311256409,0.4130953550338745
