,although,not,a,fuel,___,is,the,chemical,compound,the,generates,the,most,occurrence,of,explosions,.
brought,0.21064741909503937,0.20921888947486877,0.2422461211681366,0.11318693310022354,0.15707503259181976,0.1763010025024414,0.32700833678245544,0.16650696098804474,0.11946457624435425,0.32700833678245544,0.22859618067741394,0.32700833678245544,0.27231454849243164,0.15678581595420837,0.3339962065219879,0.1956872045993805,0.31484454870224
into,0.18110710382461548,0.2764923572540283,0.3461161255836487,0.2483680099248886,0.1662106215953827,0.2619607150554657,0.39493247866630554,0.13986143469810486,0.17075544595718384,0.39493247866630554,0.26622095704078674,0.39493247866630554,0.19537433981895447,0.13039618730545044,0.32255905866622925,0.2129884511232376,0.26250120997428894
close,0.3934372365474701,0.22054697573184967,0.2293529510498047,0.16976116597652435,0.17987221479415894,0.26769399642944336,0.2625353932380676,0.1226193979382515,0.15967194736003876,0.2625353932380676,0.15375976264476776,0.2625353932380676,0.17479877173900604,0.14852526783943176,0.24178770184516907,0.17979063093662262,0.2501809298992157
proximity,0.21234875917434692,0.14266912639141083,0.22286240756511688,0.2293081283569336,0.17700771987438202,0.23200470209121704,0.26819658279418945,0.1891079545021057,0.1976677030324936,0.26819658279418945,0.24224096536636353,0.26819658279418945,0.2531491219997406,0.23913627862930298,0.2888256311416626,0.27380993962287903,0.13586711883544922
;,0.10183266550302505,0.12084553390741348,-0.02122584730386734,-0.009314785711467266,0.06680706888437271,0.05324986204504967,0.09152708947658539,-0.03170118108391762,0.039662234485149384,0.09152708947658539,-0.0007090903236530721,0.09152708947658539,0.09552082419395447,-0.03679873049259186,0.054534342139959335,-0.013087812811136246,0.09254473447799683
an,0.25058484077453613,0.3722182512283325,0.44552403688430786,0.194906547665596,0.2199404388666153,0.4654068350791931,0.4207492768764496,0.17447158694267273,0.20412981510162354,0.4207492768764496,0.23369356989860535,0.4207492768764496,0.2748267352581024,0.18530824780464172,0.32280945777893066,0.18487824499607086,0.3581749200820923
ignition,0.2514619529247284,0.2740841507911682,0.3030063509941101,0.4321945905685425,0.19593726098537445,0.194061741232872,0.24005205929279327,0.3834882378578186,0.3398357927799225,0.24005205929279327,0.2689140737056732,0.24005205929279327,0.21120893955230713,0.23081821203231812,0.16859804093837738,0.4060192406177521,0.24304911494255066
event,0.19483055174350739,0.24953210353851318,0.2635729908943176,0.1470545083284378,0.18025559186935425,0.2078172266483307,0.2960145175457001,0.13593228161334991,0.16738386452198029,0.2960145175457001,0.19088143110275269,0.2960145175457001,0.1644613891839981,0.3790569305419922,0.19878064095973969,0.3226524889469147,0.2068977802991867
",",0.36230817437171936,0.3769696354866028,0.427140474319458,0.19458916783332825,0.24922403693199158,0.4691906273365021,0.4933079481124878,0.20593619346618652,0.19082562625408173,0.4933079481124878,0.20035813748836517,0.4933079481124878,0.3636029064655304,0.24145178496837616,0.4946078956127167,0.26272279024124146,0.6812511086463928
such,0.2615102529525757,0.4058493673801422,0.2706976532936096,0.1929764300584793,0.22858676314353943,0.23545363545417786,0.3575236201286316,0.22861135005950928,0.21221131086349487,0.3575236201286316,0.30432868003845215,0.3575236201286316,0.38148126006126404,0.29768118262290955,0.3209529519081116,0.2847067415714264,0.3298943042755127
as,0.34522923827171326,0.5105602741241455,0.39550232887268066,0.18854616582393646,0.2215372622013092,0.43216490745544434,0.48381632566452026,0.25971847772598267,0.24829186499118805,0.48381632566452026,0.20256733894348145,0.48381632566452026,0.3548237979412079,0.19772915542125702,0.3886612355709076,0.18980950117111206,0.515582263469696
heat,0.1871870905160904,0.24420922994613647,0.2243129312992096,0.4278028905391693,0.09098745882511139,0.20543494820594788,0.2556036710739136,0.3129177987575531,0.27007949352264404,0.2556036710739136,0.3010287582874298,0.2556036710739136,0.19453804194927216,0.25560036301612854,0.19590096175670624,0.30380749702453613,0.27046459913253784
or,0.2867298126220703,0.5119067430496216,0.48853766918182373,0.21729646623134613,0.3245568573474884,0.41870999336242676,0.4174870550632477,0.2565906345844269,0.2773558497428894,0.4174870550632477,0.34947603940963745,0.4174870550632477,0.30746427178382874,0.3314163088798523,0.3792596757411957,0.24238431453704834,0.36683785915374756
a,0.29747897386550903,0.3791346549987793,1.0,0.199651837348938,0.24965733289718628,0.658733606338501,0.5829201340675354,0.24089328944683075,0.2321223020553589,0.5829201340675354,0.29189229011535645,0.5829201340675354,0.3508910834789276,0.2751205861568451,0.5052502155303955,0.2882891893386841,0.50484299659729
spark,0.2123797982931137,0.22644729912281036,0.26829463243484497,0.34965264797210693,0.22548098862171173,0.1769925057888031,0.23584461212158203,0.3335666358470917,0.31120002269744873,0.23584461212158203,0.23140546679496765,0.23584461212158203,0.18509849905967712,0.19749240577220917,0.22545747458934784,0.3812466263771057,0.2980855405330658
",",0.36230817437171936,0.3769696354866028,0.427140474319458,0.19458916783332825,0.24922403693199158,0.4691906273365021,0.4933079481124878,0.20593619346618652,0.19082562625408173,0.4933079481124878,0.20035813748836517,0.4933079481124878,0.3636029064655304,0.24145178496837616,0.4946078956127167,0.26272279024124146,0.6812511086463928
is,0.301360160112381,0.3776007890701294,0.658733606338501,0.1733948439359665,0.17666615545749664,1.0,0.5823672413825989,0.2387559562921524,0.26978302001953125,0.5823672413825989,0.31729310750961304,0.5823672413825989,0.41165053844451904,0.2722100615501404,0.4854315221309662,0.22502240538597107,0.4569662809371948
needed,0.26544690132141113,0.49983495473861694,0.2915569543838501,0.3041585385799408,0.3006731867790222,0.21605761349201202,0.3064746856689453,0.23535941541194916,0.215587317943573,0.3064746856689453,0.33675310015678406,0.3064746856689453,0.23680970072746277,0.21615691483020782,0.27215874195098877,0.15749697387218475,0.31272366642951965
to,0.4176313281059265,0.5149973034858704,0.45503583550453186,0.20716820657253265,0.28368300199508667,0.42745086550712585,0.535392165184021,0.19030416011810303,0.23539909720420837,0.535392165184021,0.27254578471183777,0.535392165184021,0.321603000164032,0.22612078487873077,0.41548454761505127,0.17998242378234863,0.4645031690597534
trigger,0.15223953127861023,0.2613605558872223,0.25678765773773193,0.17337433993816376,0.25384101271629333,0.19706949591636658,0.2766578197479248,0.21051450073719025,0.1866135448217392,0.2766578197479248,0.2870715856552124,0.2766578197479248,0.14342129230499268,0.3069429397583008,0.15345779061317444,0.3160030245780945,0.21539413928985596
combustion,0.18732888996601105,0.2672426402568817,0.3238258957862854,0.6050742268562317,0.21409684419631958,0.27011600136756897,0.2447446882724762,0.4644984006881714,0.3927370309829712,0.2447446882724762,0.40554946660995483,0.2447446882724762,0.27073904871940613,0.32148897647857666,0.25126782059669495,0.41710853576660156,0.2124136984348297
.,0.33771249651908875,0.4824007451534271,0.50484299659729,0.17959722876548767,0.30368533730506897,0.4569662809371948,0.5934505462646484,0.23593789339065552,0.20561864972114563,0.5934505462646484,0.26904383301734924,0.5934505462646484,0.35404038429260254,0.18602602183818817,0.5352458953857422,0.25344425439834595,1.0000001192092896
