,what,did,luther,think,that,faith,could,not,be,understood,by,?
antithetical,0.35316574573516846,0.2346838265657425,0.21312658488750458,0.3346758186817169,0.372305303812027,0.24231034517288208,0.32218897342681885,0.35635656118392944,0.3713960647583008,0.3221953213214874,0.3077693283557892,0.28381913900375366
in,0.30808621644973755,0.2593238651752472,0.20523880422115326,0.23837615549564362,0.435920387506485,0.16146141290664673,0.29357993602752686,0.3403114080429077,0.3481820821762085,0.2733529508113861,0.370934396982193,0.20430970191955566
the,0.42745697498321533,0.34736719727516174,0.1759674996137619,0.3102172613143921,0.5473989248275757,0.20665863156318665,0.35393214225769043,0.4310511648654938,0.4248143136501312,0.34565386176109314,0.4408751428127289,0.22068053483963013
sense,0.3673125207424164,0.21181362867355347,0.17231106758117676,0.4093526005744934,0.3660537302494049,0.3022260069847107,0.2695138156414032,0.33277660608291626,0.2750726640224457,0.3618220388889313,0.14194129407405853,0.25268280506134033
that,0.6297725439071655,0.47518548369407654,0.21746599674224854,0.5798900723457336,1.0,0.29499298334121704,0.5584503412246704,0.6600887179374695,0.6036020517349243,0.43199658393859863,0.37496164441108704,0.32716336846351624
questions,0.4857400059700012,0.26886671781539917,0.21036848425865173,0.45475637912750244,0.3304099440574646,0.2895115911960602,0.29026931524276733,0.35035616159439087,0.3082304298877716,0.3537783920764923,0.18656910955905914,0.42967134714126587
of,0.33290785551071167,0.2513895630836487,0.1719115972518921,0.2625778615474701,0.41498205065727234,0.20991961658000946,0.29043012857437134,0.3307090103626251,0.33904364705085754,0.2838643789291382,0.3646814823150635,0.1826142966747284
faith,0.3120079040527344,0.24413958191871643,0.2839079797267914,0.3630247414112091,0.29499298334121704,1.0,0.20057570934295654,0.2913705110549927,0.25434166193008423,0.22263026237487793,0.15042667090892792,0.2833177447319031
could,0.4188697934150696,0.6308382749557495,0.1768653839826584,0.4359463155269623,0.5584503412246704,0.20057570934295654,0.9999998807907104,0.5930190086364746,0.4791525900363922,0.38877078890800476,0.26333630084991455,0.3411986827850342
not,0.5449194312095642,0.6481515765190125,0.21636232733726501,0.5479815602302551,0.6600887179374695,0.2913705110549927,0.5930190086364746,0.9999999403953552,0.5788898468017578,0.45724233984947205,0.291808545589447,0.41942933201789856
be,0.3929833769798279,0.22657383978366852,0.15299063920974731,0.4904957115650177,0.6036020517349243,0.25434166193008423,0.4791525900363922,0.5788898468017578,1.0,0.39132335782051086,0.43158695101737976,0.3324260413646698
illuminated,0.1660466343164444,0.1035330519080162,0.12910154461860657,0.1790534406900406,0.23726719617843628,0.16160953044891357,0.140768900513649,0.1594616025686264,0.19264817237854004,0.19995436072349548,0.2791660726070404,0.14651840925216675
by,0.2455483376979828,0.18574509024620056,0.15382802486419678,0.2680226266384125,0.37496164441108704,0.15042667090892792,0.26333630084991455,0.291808545589447,0.43158695101737976,0.2473793774843216,1.0000001192092896,0.17966607213020325
reason,0.3762516975402832,0.2975914180278778,0.1425657421350479,0.45760443806648254,0.462776243686676,0.25525468587875366,0.3438085615634918,0.4808345437049866,0.3769439458847046,0.3220181167125702,0.18194518983364105,0.3403966724872589
.,0.3567904531955719,0.35288307070732117,0.24907569587230682,0.31119775772094727,0.4460422694683075,0.2496335357427597,0.3200591504573822,0.4824007451534271,0.4383580684661865,0.28461018204689026,0.3936232924461365,0.4130953550338745
,what,did,luther,think,that,faith,could,not,be,understood,by,?
however,0.4480680823326111,0.5603718757629395,0.19122347235679626,0.516847550868988,0.6336373090744019,0.24186603724956512,0.48913729190826416,0.6236329078674316,0.5002188086509705,0.46489301323890686,0.34889668226242065,0.2152075469493866
",",0.3087472915649414,0.3015086054801941,0.23255878686904907,0.3095206320285797,0.4137537479400635,0.3190833032131195,0.27399855852127075,0.3769696354866028,0.39254459738731384,0.2673775255680084,0.3680937886238098,0.31091248989105225
though,0.4089210331439972,0.4678466022014618,0.1487087458372116,0.47289636731147766,0.5324916243553162,0.2741154134273529,0.41478025913238525,0.6113561391830444,0.46173956990242004,0.4352242052555084,0.3096425533294678,0.3188856542110443
seemingly,0.32713985443115234,0.2477373480796814,0.13331203162670135,0.36613762378692627,0.3593229651451111,0.28097400069236755,0.28822755813598633,0.3587949275970459,0.29597434401512146,0.36893337965011597,0.2073259949684143,0.21683967113494873
contradictorily,0.5051833987236023,0.33976617455482483,0.19782893359661102,0.5280444622039795,0.5278912782669067,0.3405055105686188,0.40484297275543213,0.5108681917190552,0.41832441091537476,0.43424516916275024,0.20715835690498352,0.3981408178806305
",",0.3087472915649414,0.3015086054801941,0.23255878686904907,0.3095206320285797,0.4137537479400635,0.3190833032131195,0.27399855852127075,0.3769696354866028,0.39254459738731384,0.2673775255680084,0.3680937886238098,0.31091248989105225
he,0.3114890456199646,0.3292143940925598,0.2454872578382492,0.26572662591934204,0.36068853735923767,0.23620006442070007,0.2828438878059387,0.29440581798553467,0.3325980603694916,0.21358346939086914,0.2485479861497879,0.2089974731206894
also,0.42747777700424194,0.39334940910339355,0.22154976427555084,0.38373658061027527,0.6005857586860657,0.21829761564731598,0.42194491624832153,0.4917296767234802,0.48342031240463257,0.36022284626960754,0.3824189305305481,0.21848613023757935
wrote,0.2664989233016968,0.3485160768032074,0.24184277653694153,0.2458704560995102,0.27484676241874695,0.1750338077545166,0.2797102630138397,0.1716090738773346,0.18142859637737274,0.32114672660827637,0.2766735553741455,0.19322504103183746
in,0.30808621644973755,0.2593238651752472,0.20523880422115326,0.23837615549564362,0.435920387506485,0.16146141290664673,0.29357993602752686,0.3403114080429077,0.3481820821762085,0.2733529508113861,0.370934396982193,0.20430970191955566
the,0.42745697498321533,0.34736719727516174,0.1759674996137619,0.3102172613143921,0.5473989248275757,0.20665863156318665,0.35393214225769043,0.4310511648654938,0.4248143136501312,0.34565386176109314,0.4408751428127289,0.22068053483963013
latter,0.25606152415275574,0.18721601366996765,0.2563993036746979,0.24006134271621704,0.3184053301811218,0.3207811117172241,0.1855679452419281,0.2347303181886673,0.2888791859149933,0.3141222596168518,0.21144916117191315,0.12733961641788483
work,0.3762225806713104,0.336654931306839,0.15580131113529205,0.35677194595336914,0.34257015585899353,0.23484140634536743,0.32390448451042175,0.3568844795227051,0.34449198842048645,0.29018276929855347,0.25005507469177246,0.2621155381202698
that,0.6297725439071655,0.47518548369407654,0.21746599674224854,0.5798900723457336,1.0,0.29499298334121704,0.5584503412246704,0.6600887179374695,0.6036020517349243,0.43199658393859863,0.37496164441108704,0.32716336846351624
human,0.24243313074111938,0.15822581946849823,0.22659067809581757,0.2531999349594116,0.3200635015964508,0.19480928778648376,0.26518023014068604,0.26186084747314453,0.2650514245033264,0.2927793562412262,0.23065325617790222,0.19748784601688385
reason,0.3762516975402832,0.2975914180278778,0.1425657421350479,0.45760443806648254,0.462776243686676,0.25525468587875366,0.3438085615634918,0.4808345437049866,0.3769439458847046,0.3220181167125702,0.18194518983364105,0.3403966724872589
``,0.008517155423760414,-0.029888948425650597,-0.013964727520942688,0.021398255601525307,0.05285148695111275,0.04868196323513985,0.07445607334375381,0.09406080842018127,0.07670000940561295,0.07279854267835617,-0.030704375356435776,0.0685480609536171
strives,0.27498531341552734,0.2038450837135315,0.15032583475112915,0.32408377528190613,0.349208265542984,0.38082608580589294,0.2609458267688751,0.2887347638607025,0.28073620796203613,0.3042002320289612,0.19945791363716125,0.15830111503601074
not,0.5449194312095642,0.6481515765190125,0.21636232733726501,0.5479815602302551,0.6600887179374695,0.2913705110549927,0.5930190086364746,0.9999999403953552,0.5788898468017578,0.45724233984947205,0.291808545589447,0.41942933201789856
against,0.24561616778373718,0.22514554858207703,0.18804924190044403,0.23559826612472534,0.3318655490875244,0.25673815608024597,0.23186609148979187,0.22345952689647675,0.18640132248401642,0.1515820026397705,0.24816733598709106,0.18095137178897858
faith,0.3120079040527344,0.24413958191871643,0.2839079797267914,0.3630247414112091,0.29499298334121704,1.0,0.20057570934295654,0.2913705110549927,0.25434166193008423,0.22263026237487793,0.15042667090892792,0.2833177447319031
",",0.3087472915649414,0.3015086054801941,0.23255878686904907,0.3095206320285797,0.4137537479400635,0.3190833032131195,0.27399855852127075,0.3769696354866028,0.39254459738731384,0.2673775255680084,0.3680937886238098,0.31091248989105225
when,0.4700249433517456,0.3228907287120819,0.14516782760620117,0.34485629200935364,0.5860282182693481,0.16715224087238312,0.42036551237106323,0.4799930453300476,0.4451393485069275,0.31187573075294495,0.4376842677593231,0.22841128706932068
enlightened,0.36392664909362793,0.2343338578939438,0.21493735909461975,0.38169804215431213,0.3509603440761566,0.29927805066108704,0.2921846807003021,0.3069881796836853,0.3214743733406067,0.4289051294326782,0.18522903323173523,0.17856155335903168
",",0.3087472915649414,0.3015086054801941,0.23255878686904907,0.3095206320285797,0.4137537479400635,0.3190833032131195,0.27399855852127075,0.3769696354866028,0.39254459738731384,0.2673775255680084,0.3680937886238098,0.31091248989105225
but,0.5029441118240356,0.49033689498901367,0.20694120228290558,0.5420777797698975,0.7244205474853516,0.3185817003250122,0.49503007531166077,0.6553761959075928,0.5764366984367371,0.46120667457580566,0.3159136474132538,0.27921953797340393
rather,0.3923804461956024,0.3137456178665161,0.19670958817005157,0.44844239950180054,0.4945213496685028,0.22988756000995636,0.44688019156455994,0.4821464419364929,0.4789743721485138,0.33644869923591614,0.2593236565589905,0.3053998053073883
furthers,0.3439541757106781,0.26244884729385376,0.11820081621408463,0.3318502604961395,0.3572285771369934,0.2593960464000702,0.3246981203556061,0.31659406423568726,0.372249960899353,0.29868000745773315,0.3214796781539917,0.20228497684001923
and,0.31309178471565247,0.34479495882987976,0.20796556770801544,0.30740439891815186,0.4731321930885315,0.2653059959411621,0.3385082483291626,0.39099299907684326,0.41766801476478577,0.2717077434062958,0.4289871156215668,0.20544172823429108
advances,0.2105628252029419,0.19833697378635406,0.14968566596508026,0.2528575658798218,0.271369993686676,0.21849022805690765,0.26817524433135986,0.2431279420852661,0.2498282641172409,0.3191835284233093,0.2476312816143036,0.12414493411779404
it,0.45803478360176086,0.2993364930152893,0.15365919470787048,0.4360305368900299,0.5921133160591125,0.22215943038463593,0.329755574464798,0.4651523232460022,0.5203388929367065,0.33449283242225647,0.40926623344421387,0.25732165575027466
'',0.08143015950918198,0.01978493109345436,-0.04572787508368492,0.03370605781674385,0.007880004122853279,0.002301151631399989,-0.0027024701703339815,0.04262445494532585,0.08835477381944656,0.06481505185365677,-0.010275691747665405,0.018684765323996544
",",0.3087472915649414,0.3015086054801941,0.23255878686904907,0.3095206320285797,0.4137537479400635,0.3190833032131195,0.27399855852127075,0.3769696354866028,0.39254459738731384,0.2673775255680084,0.3680937886238098,0.31091248989105225
bringing,0.31787076592445374,0.2473924607038498,0.15791840851306915,0.2929026186466217,0.34740063548088074,0.25747644901275635,0.28120309114456177,0.27911579608917236,0.2819235324859619,0.2674984335899353,0.18947379291057587,0.24553225934505463
claims,0.2397100329399109,0.2474527209997177,0.13753576576709747,0.264617383480072,0.35298386216163635,0.23270124197006226,0.19102191925048828,0.31899094581604004,0.2180156707763672,0.1891631782054901,0.16884745657444,0.18741291761398315
he,0.3114890456199646,0.3292143940925598,0.2454872578382492,0.26572662591934204,0.36068853735923767,0.23620006442070007,0.2828438878059387,0.29440581798553467,0.3325980603694916,0.21358346939086914,0.2485479861497879,0.2089974731206894
was,0.22111038863658905,0.41399896144866943,0.19185513257980347,0.245719313621521,0.33670201897621155,0.23632077872753143,0.39896807074546814,0.2888734042644501,0.42228707671165466,0.26713287830352783,0.4752357602119446,0.18412111699581146
a,0.3320399522781372,0.2552328109741211,0.17967689037322998,0.35850703716278076,0.47537946701049805,0.23009571433067322,0.3736826181411743,0.3791346549987793,0.39883795380592346,0.26333922147750854,0.32094135880470276,0.23916715383529663
fideist,0.2493092119693756,0.24387511610984802,0.3328764736652374,0.27317431569099426,0.30894485116004944,0.44035831093788147,0.22373779118061066,0.2825818657875061,0.23598171770572662,0.2654944062232971,0.19967719912528992,0.23637740314006805
into,0.2180619090795517,0.14888085424900055,0.12939998507499695,0.21333828568458557,0.3239944875240326,0.13127589225769043,0.2989432215690613,0.2764923572540283,0.3462390601634979,0.24110057950019836,0.30473223328590393,0.15662476420402527
dispute,0.3763929307460785,0.24726319313049316,0.173647940158844,0.28480157256126404,0.2636946141719818,0.22181624174118042,0.20425622165203094,0.27614825963974,0.22524218261241913,0.22411149740219116,0.20251576602458954,0.24252742528915405
.,0.3567904531955719,0.35288307070732117,0.24907569587230682,0.31119775772094727,0.4460422694683075,0.2496335357427597,0.3200591504573822,0.4824007451534271,0.4383580684661865,0.28461018204689026,0.3936232924461365,0.4130953550338745
