,what,city,is,tied,with,miami,for,hosting,the,super,bowl,?
most,0.3219912350177765,0.24853192269802094,0.41165053844451904,0.29268643260002136,0.336320698261261,0.15172173082828522,0.3906237483024597,0.24230946600437164,0.47635307908058167,0.22041858732700348,0.20814399421215057,0.2107497900724411
with,0.2464839518070221,0.19554263353347778,0.3250955045223236,0.30813896656036377,0.9999999403953552,0.19651886820793152,0.39140474796295166,0.22353698313236237,0.4223487675189972,0.1518537551164627,0.18353787064552307,0.2433311939239502
new,0.2130378633737564,0.3555362820625305,0.2208656519651413,0.09051075577735901,0.24325589835643768,0.273945152759552,0.2700757384300232,0.2724176049232483,0.3845241069793701,0.2769954204559326,0.1471257209777832,0.14782847464084625
orleans,0.14538788795471191,0.3083096742630005,0.1614922136068344,0.13544689118862152,0.20286688208580017,0.4642077684402466,0.2517727017402649,0.18295370042324066,0.22309443354606628,0.1912957727909088,0.3010152578353882,0.13097690045833588
),0.26259949803352356,0.2113075703382492,0.37732169032096863,0.18432949483394623,0.3069596290588379,0.18169249594211578,0.3639558255672455,0.2074185609817505,0.3456730246543884,0.1971341073513031,0.16361013054847717,0.42300865054130554
",",0.3087472915649414,0.35839709639549255,0.4691906273365021,0.2160988301038742,0.4120737314224243,0.2643101215362549,0.4464869201183319,0.2848934829235077,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.31091248989105225
with,0.2464839518070221,0.19554263353347778,0.3250955045223236,0.30813896656036377,0.9999999403953552,0.19651886820793152,0.39140474796295166,0.22353698313236237,0.4223487675189972,0.1518537551164627,0.18353787064552307,0.2433311939239502
the,0.42745697498321533,0.35769423842430115,0.5823672413825989,0.24453675746917725,0.4223487675189972,0.19180938601493835,0.4739971458911896,0.3117837607860565,1.0,0.21959073841571808,0.21576224267482758,0.22068053483963013
most,0.3219912350177765,0.24853192269802094,0.41165053844451904,0.29268643260002136,0.336320698261261,0.15172173082828522,0.3906237483024597,0.24230946600437164,0.47635307908058167,0.22041858732700348,0.20814399421215057,0.2107497900724411
recent,0.24256184697151184,0.09647074341773987,0.2643822133541107,0.18773037195205688,0.2035779356956482,0.15462711453437805,0.3207632005214691,0.20425644516944885,0.31046223640441895,0.2514570653438568,0.24412648379802704,0.2544887959957123
one,0.376489520072937,0.26093539595603943,0.4544198513031006,0.29399627447128296,0.3855307400226593,0.1768561154603958,0.384836345911026,0.2562161386013031,0.5514441132545471,0.21711376309394836,0.19098831713199615,0.2673267424106598
being,0.3760843276977539,0.2038702517747879,0.4445112943649292,0.2949841022491455,0.36860430240631104,0.1459277719259262,0.41687241196632385,0.36408475041389465,0.419739305973053,0.19301097095012665,0.16827359795570374,0.26743772625923157
super,0.13651713728904724,0.14329007267951965,0.15390309691429138,0.15753702819347382,0.1518537551164627,0.27029719948768616,0.22938419878482819,0.17380088567733765,0.21959073841571808,1.0000001192092896,0.4848237931728363,0.166326642036438
bowl,0.15942467749118805,0.18699099123477936,0.14233897626399994,0.19662193953990936,0.18353787064552307,0.3255155682563782,0.24430087208747864,0.13951371610164642,0.21576224267482758,0.4848237931728363,1.0,0.21118052303791046
xliv,0.14278893172740936,0.24484819173812866,0.17575909197330475,0.2724526524543762,0.19830451905727386,0.35426974296569824,0.2636018991470337,0.2637592852115631,0.26059773564338684,0.5207219123840332,0.5515007376670837,0.25535592436790466
in,0.30808621644973755,0.3911624252796173,0.5394441485404968,0.19519025087356567,0.4080928862094879,0.17197883129119873,0.4322226941585541,0.27141645550727844,0.6662389636039734,0.18576006591320038,0.17236235737800598,0.20430970191955566
2010,0.2741409242153168,0.20585815608501434,0.24019573628902435,0.08564373105764389,0.20064860582351685,0.08850324153900146,0.15196888148784637,0.09874682128429413,0.31722962856292725,-0.0031138178892433643,0.020887387916445732,0.21232788264751434
.,0.3567904531955719,0.29856356978416443,0.4569662809371948,0.16254320740699768,0.4446153938770294,0.2522616982460022,0.4726039469242096,0.2664221525192261,0.5934505462646484,0.2757420241832733,0.21516893804073334,0.4130953550338745
