,what,contributed,to,water,pollution,in,the,rhine,?
duisburg,0.144659623503685,0.08300657570362091,0.14863340556621552,0.15477465093135834,0.176700621843338,0.254626601934433,0.2369861900806427,0.5019469261169434,0.18542204797267914
.,0.3567904531955719,0.25505968928337097,0.4645031690597534,0.26634910702705383,0.24355308711528778,0.5591574311256409,0.5934505462646484,0.2089352011680603,0.4130953550338745
,what,contributed,to,water,pollution,in,the,rhine,?
until,0.2693650424480438,0.24219626188278198,0.354556679725647,0.1726219356060028,0.16452309489250183,0.38338494300842285,0.37191009521484375,0.2225569188594818,0.20304496586322784
the,0.42745697498321533,0.2633678913116455,0.535392165184021,0.297396719455719,0.2658846378326416,0.6662389636039734,1.0,0.30735138058662415,0.22068053483963013
early,0.2454567849636078,0.32109230756759644,0.24557004868984222,0.1746964007616043,0.17949390411376953,0.34672921895980835,0.34442198276519775,0.17102190852165222,0.15272949635982513
1980s,-0.06585196405649185,0.009069479070603848,-0.014551017433404922,0.2478904277086258,0.15071649849414825,0.03401865437626839,0.07890266180038452,0.11513366550207138,-0.0718669518828392
",",0.3087472915649414,0.2899704575538635,0.44245919585227966,0.26706066727638245,0.2824518084526062,0.5201468467712402,0.4933079481124878,0.167837992310524,0.31091248989105225
industry,0.1966298520565033,0.2500784993171692,0.24876736104488373,0.2170514017343521,0.3359397053718567,0.2675124704837799,0.26942890882492065,0.21157976984977722,0.11813290417194366
was,0.22111038863658905,0.301775723695755,0.3636345863342285,0.18750394880771637,0.18784920871257782,0.45514053106307983,0.48711544275283813,0.18681856989860535,0.18412111699581146
a,0.3320399522781372,0.24738897383213043,0.45503583550453186,0.2979097068309784,0.22524841129779816,0.539380669593811,0.5829201340675354,0.1823403388261795,0.23916715383529663
major,0.21026742458343506,0.23858404159545898,0.19240309298038483,0.14223308861255646,0.1936955451965332,0.3249945342540741,0.31775903701782227,0.10607928037643433,0.19788557291030884
source,0.2553733289241791,0.190126433968544,0.2501981854438782,0.26925894618034363,0.2900612950325012,0.24019475281238556,0.30258262157440186,0.20831243693828583,0.2462312877178192
of,0.33290785551071167,0.29837220907211304,0.41548454761505127,0.2741255462169647,0.28485921025276184,0.5696388483047485,0.733189046382904,0.2548927664756775,0.1826142966747284
water,0.17456887662410736,0.13331922888755798,0.27858173847198486,0.9999998807907104,0.47903650999069214,0.23966141045093536,0.297396719455719,0.18943050503730774,0.14731885492801666
pollution,0.23829525709152222,0.2591036558151245,0.29624056816101074,0.47903650999069214,1.0,0.2645488381385803,0.2658846378326416,0.15997937321662903,0.22070297598838806
.,0.3567904531955719,0.25505968928337097,0.4645031690597534,0.26634910702705383,0.24355308711528778,0.5591574311256409,0.5934505462646484,0.2089352011680603,0.4130953550338745
