,what,is,an,anda,?
to,0.455847829580307,0.42745086550712585,0.3138085603713989,0.11109834164381027,0.29463258385658264
his,0.26976513862609863,0.24372583627700806,0.24025635421276093,0.05046051740646362,0.18075084686279297
father,0.21527598798274994,0.21280217170715332,0.14175958931446075,0.04404851049184799,0.14826634526252747
's,0.02692362666130066,0.02396530658006668,0.025255560874938965,0.026845021173357964,-0.023395681753754616
anda,0.17371848225593567,0.17430028319358826,0.1063046008348465,1.0000001192092896,0.19407446682453156
(,0.2411840260028839,0.35393038392066956,0.286407470703125,0.3256615996360779,0.40561532974243164
sworn,0.16677235066890717,0.16133081912994385,0.1705435961484909,0.15402817726135254,0.21179816126823425
brother,0.14914146065711975,0.1533610075712204,0.056148942559957504,0.07776328921318054,0.14267398416996002
or,0.33867141604423523,0.41870999336242676,0.3096676766872406,0.24150969088077545,0.32389625906944275
blood,0.15800324082374573,0.18016870319843292,0.13378086686134338,0.08053318411111832,0.156274676322937
brother,0.14914146065711975,0.1533610075712204,0.056148942559957504,0.07776328921318054,0.14267398416996002
),0.26259949803352356,0.37732169032096863,0.2873353958129883,0.34574031829833984,0.42300865054130554
toghrul,0.27790945768356323,0.3379969000816345,0.22932139039039612,0.34719881415367126,0.24630779027938843
",",0.3087472915649414,0.4691906273365021,0.3581022024154663,0.225419282913208,0.31091248989105225
who,0.40942975878715515,0.24293622374534607,0.2848317325115204,0.09526785463094711,0.26220351457595825
was,0.22111038863658905,0.5810302495956421,0.3694365322589874,0.116753488779068,0.18412111699581146
khan,0.16476042568683624,0.20103248953819275,0.12960869073867798,0.21391724050045013,0.12862591445446014
of,0.33290785551071167,0.4854315221309662,0.32280945777893066,0.13425621390342712,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,0.4207492768764496,0.1769319325685501,0.22068053483963013
keraites,0.3201684355735779,0.2833741009235382,0.21757477521896362,0.20899075269699097,0.20962880551815033
",",0.3087472915649414,0.4691906273365021,0.3581022024154663,0.225419282913208,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.2838519215583801,0.19824044406414032,0.20544172823429108
is,0.28837618231773376,1.0,0.4654068350791931,0.17430028319358826,0.22961433231830597
better,0.3551420271396637,0.23651917278766632,0.3010759651660919,0.17690037190914154,0.32159438729286194
known,0.20381177961826324,0.41921812295913696,0.3156754970550537,0.14801302552223206,0.18314571678638458
by,0.2455483376979828,0.3899846076965332,0.2719563841819763,0.13164176046848297,0.17966607213020325
the,0.42745697498321533,0.5823672413825989,0.4207492768764496,0.1769319325685501,0.22068053483963013
chinese,0.11643128097057343,0.1841094046831131,0.1873110979795456,0.22259126603603363,0.20843194425106049
title,0.205022931098938,0.17983698844909668,0.1704794317483902,0.041640136390924454,0.34551161527633667
``,0.008517155423760414,0.058766357600688934,0.03770720958709717,0.09631145745515823,0.0685480609536171
wang,0.11104074120521545,0.12368463724851608,0.1326131671667099,0.2432062029838562,0.17497806251049042
khan,0.16476042568683624,0.20103248953819275,0.12960869073867798,0.21391724050045013,0.12862591445446014
'',0.08143015950918198,0.0793738141655922,0.09471100568771362,-0.03997175768017769,0.018684765323996544
",",0.3087472915649414,0.4691906273365021,0.3581022024154663,0.225419282913208,0.31091248989105225
which,0.5261979103088379,0.4457404911518097,0.3611921966075897,0.18764862418174744,0.25814583897590637
the,0.42745697498321533,0.5823672413825989,0.4207492768764496,0.1769319325685501,0.22068053483963013
jurchen,0.18715956807136536,0.21340161561965942,0.12684357166290283,0.22235479950904846,0.2415906935930252
jin,0.17349651455879211,0.1395159661769867,0.1609758883714676,0.2330353856086731,0.12195159494876862
dynasty,0.17240095138549805,0.16410371661186218,0.17141813039779663,0.18947812914848328,0.15884074568748474
granted,0.2214755117893219,0.15173335373401642,0.150648832321167,0.08824725449085236,0.22870221734046936
him,0.34912991523742676,0.21291719377040863,0.2095802277326584,0.03644057735800743,0.23943768441677094
in,0.30808621644973755,0.5394441485404968,0.2605783939361572,0.1441202461719513,0.20430970191955566
1197,-0.10899470746517181,-0.09641577303409576,-0.0441192127764225,-0.09825892001390457,-0.11800234019756317
.,0.3567904531955719,0.4569662809371948,0.3581749200820923,0.2067904770374298,0.4130953550338745
