,when,did,france,take,control,of,algeria,?
south-east,0.27979180216789246,0.2154894471168518,0.3119162619113922,0.21764138340950012,0.16179527342319489,0.34269678592681885,0.24822230637073517,0.25255709886550903
asia,0.15632228553295135,0.19509263336658478,0.2792564630508423,0.12059974670410156,0.1443500518798828,0.2372564673423767,0.29799261689186096,0.1340748518705368
",",0.36674630641937256,0.3015086054801941,0.28250643610954285,0.2881867289543152,0.20811550319194794,0.4946078956127167,0.17786583304405212,0.31091248989105225
with,0.5075214505195618,0.25472134351730347,0.20020143687725067,0.21222369372844696,0.2059466540813446,0.41827285289764404,0.10133390128612518,0.2433311939239502
other,0.34102705121040344,0.31707024574279785,0.19600534439086914,0.3012649118900299,0.2407509833574295,0.38583824038505554,0.12917965650558472,0.24682199954986572
conquests,0.21027079224586487,0.20527727901935577,0.25215673446655273,0.23649314045906067,0.28636857867240906,0.2998427450656891,0.2606510519981384,0.14706142246723175
in,0.4431333839893341,0.2593238651752472,0.3812309503555298,0.21975718438625336,0.24831421673297882,0.5696388483047485,0.2257280796766281,0.20430970191955566
central,0.16662165522575378,0.14962437748908997,0.17670755088329315,0.1277151107788086,0.1965293437242508,0.3415789008140564,0.19027292728424072,0.14787602424621582
and,0.4716290831565857,0.34479495882987976,0.2925812005996704,0.296702116727829,0.29790008068084717,0.5116966962814331,0.13345398008823395,0.20544172823429108
east,0.23069076240062714,0.17160435020923615,0.22583982348442078,0.12825579941272736,0.17190313339233398,0.314786434173584,0.224436953663826,0.10070597380399704
africa,0.18735390901565552,0.1931072473526001,0.3494209945201874,0.1700870543718338,0.09908807277679443,0.2694264054298401,0.4592131972312927,0.12926554679870605
",",0.36674630641937256,0.3015086054801941,0.28250643610954285,0.2881867289543152,0.20811550319194794,0.4946078956127167,0.17786583304405212,0.31091248989105225
as,0.4437963366508484,0.3596470057964325,0.19034622609615326,0.26337623596191406,0.18926969170570374,0.3886612355709076,0.1290663778781891,0.27043893933296204
well,0.33199459314346313,0.4341743588447571,0.18028524518013,0.2634601593017578,0.23414066433906555,0.3343164324760437,0.09317924827337265,0.24815571308135986
as,0.4437963366508484,0.3596470057964325,0.19034622609615326,0.26337623596191406,0.18926969170570374,0.3886612355709076,0.1290663778781891,0.27043893933296204
the,0.5091903209686279,0.34736719727516174,0.35517507791519165,0.31620436906814575,0.32841500639915466,0.733189046382904,0.1901172548532486,0.22068053483963013
south,0.18115942180156708,0.1510593444108963,0.26797276735305786,0.12392246723175049,0.10118170827627182,0.33382371068000793,0.25790417194366455,0.12336621433496475
pacific,0.21232163906097412,0.18718315660953522,0.1909259557723999,0.11727946251630783,0.08326682448387146,0.21646003425121307,0.12912452220916748,0.13060949742794037
.,0.475719153881073,0.35288307070732117,0.33719199895858765,0.3045158088207245,0.24319837987422943,0.5352458953857422,0.18513213098049164,0.4130953550338745
