,what,term,was,used,for,the,second,regeneration,?
renewal,0.1813642829656601,0.3172599971294403,0.17806404829025269,0.17803405225276947,0.21634124219417572,0.25515222549438477,0.1725901961326599,0.3499276041984558,0.10891313850879669
",",0.3087472915649414,0.21599270403385162,0.45456063747406006,0.3120402991771698,0.4464869201183319,0.4933079481124878,0.29927265644073486,0.1955612301826477,0.31091248989105225
'',0.08143015950918198,0.13619764149188995,0.04456103965640068,0.050410956144332886,-0.04479556903243065,0.041273195296525955,-0.06889788806438446,0.05689337104558945,0.018684765323996544
and,0.31309178471565247,0.22272127866744995,0.3740963041782379,0.3150506615638733,0.5064792633056641,0.5171257257461548,0.2743909955024719,0.275411456823349,0.20544172823429108
the,0.42745697498321533,0.2740369141101837,0.48711544275283813,0.3718377649784088,0.4739971458911896,1.0,0.4620301127433777,0.3351733982563019,0.22068053483963013
second,0.19948028028011322,0.1964436024427414,0.3858029544353485,0.16882206499576569,0.25438159704208374,0.4620301127433777,1.0,0.2708222270011902,0.17239587008953094
doctor,0.20870667695999146,0.18813423812389374,0.19672659039497375,0.15671396255493164,0.1556548923254013,0.2820442318916321,0.20181342959403992,0.344775915145874,0.1462511420249939
underwent,0.17015217244625092,0.29103174805641174,0.3799797594547272,0.2867892384529114,0.2784963548183441,0.33590078353881836,0.22138158977031708,0.34424909949302673,0.12751154601573944
a,0.3320399522781372,0.3080509603023529,0.4508470594882965,0.3864384889602661,0.44038116931915283,0.5829201340675354,0.3655064105987549,0.22819030284881592,0.23916715383529663
``,0.008517155423760414,0.11803510040044785,-0.012679691426455975,0.08103004097938538,0.01270448137074709,0.029072100296616554,0.07228557765483856,0.0084949666634202,0.0685480609536171
change,0.3690716028213501,0.16245196759700775,0.18487286567687988,0.2650039494037628,0.28146812319755554,0.3641999065876007,0.21451319754123688,0.26394692063331604,0.24115969240665436
of,0.33290785551071167,0.26047757267951965,0.4069072902202606,0.3075267970561981,0.4185989499092102,0.733189046382904,0.353416383266449,0.32214465737342834,0.1826142966747284
appearance,0.17546585202217102,0.16528530418872833,0.2275954782962799,0.20699788630008698,0.23348291218280792,0.2678116261959076,0.2300565540790558,0.2655763328075409,0.17315366864204407
'',0.08143015950918198,0.13619764149188995,0.04456103965640068,0.050410956144332886,-0.04479556903243065,0.041273195296525955,-0.06889788806438446,0.05689337104558945,0.018684765323996544
.,0.3567904531955719,0.18456575274467468,0.40146201848983765,0.33111312985420227,0.4726039469242096,0.5934505462646484,0.346034437417984,0.23414283990859985,0.4130953550338745
