,what,did,the,court,of,justice,say,steymann,was,entitled,to,?
as,0.31749409437179565,0.3596470057964325,0.48381632566452026,0.17202796041965485,0.3886612355709076,0.17992214858531952,0.3316376805305481,0.20613519847393036,0.3677520453929901,0.23439309000968933,0.42092081904411316,0.27043893933296204
there,0.35085538029670715,0.29736605286598206,0.47025805711746216,0.21166393160820007,0.44397735595703125,0.1235368549823761,0.4026152193546295,0.0732390508055687,0.24909798800945282,0.1841614544391632,0.40669289231300354,0.29405656456947327
was,0.22111038863658905,0.41399896144866943,0.48711544275283813,0.2737988233566284,0.4069072902202606,0.24932703375816345,0.24911612272262573,0.30031758546829224,1.0000001192092896,0.2241649031639099,0.3636345863342285,0.18412111699581146
at,0.2838611304759979,0.28390252590179443,0.457212895154953,0.22898134589195251,0.42558613419532776,0.12562339007854462,0.24579253792762756,0.16045387089252472,0.36707764863967896,0.1659850925207138,0.36524343490600586,0.21978627145290375
least,0.3337163031101227,0.2185145616531372,0.3428877890110016,0.16972577571868896,0.32696738839149475,0.14170119166374207,0.34217512607574463,0.12121717631816864,0.20791326463222504,0.17607933282852173,0.35133054852485657,0.28866854310035706
an,0.2821882665157318,0.22598257660865784,0.4207492768764496,0.20114386081695557,0.32280945777893066,0.1862974911928177,0.2514885663986206,0.16207771003246307,0.3694365322589874,0.19044727087020874,0.3138085603713989,0.19793890416622162
``,0.008517155423760414,-0.029888948425650597,0.029072100296616554,0.041694171726703644,0.06780257821083069,0.009855320677161217,0.062410302460193634,0.06866037845611572,-0.012679691426455975,-0.10594924539327621,0.06720756739377975,0.0685480609536171
indirect,0.27479690313339233,0.23417915403842926,0.29687994718551636,0.195756733417511,0.3016951382160187,0.265851765871048,0.27177518606185913,0.11986476182937622,0.1909869909286499,0.18388481438159943,0.30790576338768005,0.20991046726703644
quid,0.21782654523849487,0.0977078303694725,0.17819146811962128,0.13566690683364868,0.17070259153842926,0.17861226201057434,0.1798996478319168,0.20367826521396637,0.10091190040111542,0.14162856340408325,0.11493831872940063,0.2102089673280716
pro,0.18814358115196228,0.14497412741184235,0.2149612456560135,0.1098572313785553,0.2189338058233261,0.11467508226633072,0.20471544563770294,0.1970832198858261,0.21248771250247955,0.12084145843982697,0.15312783420085907,0.17645101249217987
quo,0.24718832969665527,0.21101921796798706,0.13010144233703613,0.22070002555847168,0.06884635239839554,0.202593594789505,0.3365485966205597,0.08157575130462646,0.10076934099197388,0.2035803645849228,0.16818517446517944,0.27746227383613586
'',0.08143015950918198,0.01978493109345436,0.041273195296525955,0.02976340800523758,0.13035868108272552,0.007334704976528883,0.09060607105493546,-0.04299658164381981,0.04456103965640068,-0.004340342711657286,-0.009905828163027763,0.018684765323996544
for,0.3017193675041199,0.318512886762619,0.4739971458911896,0.21894486248493195,0.4185989499092102,0.22499679028987885,0.2911834120750427,0.2303989827632904,0.3863949179649353,0.20909465849399567,0.4451248347759247,0.264628142118454
the,0.42745697498321533,0.34736719727516174,1.0,0.2812081575393677,0.733189046382904,0.23470892012119293,0.3200206458568573,0.22103258967399597,0.48711544275283813,0.2671615183353424,0.535392165184021,0.22068053483963013
work,0.3762225806713104,0.336654931306839,0.2704800069332123,0.12019651383161545,0.23473061621189117,0.1519147753715515,0.32808518409729004,0.27533334493637085,0.24745555222034454,0.2581358253955841,0.3482864499092102,0.2621155381202698
he,0.3114890456199646,0.3292143940925598,0.4571082592010498,0.3171530067920685,0.38706058263778687,0.25223541259765625,0.2822306752204895,0.3158379793167114,0.5410010814666748,0.15494225919246674,0.385390967130661,0.2089974731206894
did,0.4259131848812103,1.0,0.34736719727516174,0.23020441830158234,0.2513895630836487,0.10621706396341324,0.40743184089660645,0.15494388341903687,0.41399896144866943,0.25660303235054016,0.4452643394470215,0.3023456633090973
.,0.3567904531955719,0.35288307070732117,0.5934505462646484,0.2742154598236084,0.5352458953857422,0.24642124772071838,0.33481550216674805,0.28391382098197937,0.40146201848983765,0.19482605159282684,0.4645031690597534,0.4130953550338745
