,what,two,talk,shows,are,currently,featured,during,daytime,programming,on,abc,?
such,0.23989605903625488,0.29377371072769165,0.2834286391735077,0.31230586767196655,0.4654397666454315,0.17467299103736877,0.2746334969997406,0.2389506697654724,0.2103775590658188,0.23931877315044403,0.3181164264678955,0.12735801935195923,0.17851735651493073
as,0.31749409437179565,0.3029302954673767,0.2877592444419861,0.27829593420028687,0.3826591968536377,0.32914450764656067,0.29986897110939026,0.29671990871429443,0.2541985809803009,0.21458211541175842,0.36047765612602234,0.2286096066236496,0.27043893933296204
talk,0.4448079466819763,0.1565530151128769,1.0000001192092896,0.23918253183364868,0.258561909198761,0.19649530947208405,0.23102210462093353,0.15288107097148895,0.22933343052864075,0.25321418046951294,0.2979150712490082,0.2639772891998291,0.6033820509910583
shows,0.30282244086265564,0.23579803109169006,0.23918253183364868,0.9999999403953552,0.29522567987442017,0.2469738870859146,0.35721638798713684,0.23531271517276764,0.27836883068084717,0.2502341568470001,0.361020565032959,0.3304527997970581,0.2040930688381195
",",0.3087472915649414,0.35859420895576477,0.29342958331108093,0.26986414194107056,0.4062570035457611,0.33041635155677795,0.27189624309539795,0.3225448727607727,0.24570508301258087,0.255766898393631,0.49057599902153015,0.2097204476594925,0.31091248989105225
or,0.33867141604423523,0.3349444568157196,0.34484586119651794,0.2261163592338562,0.5374364256858826,0.16914193332195282,0.2098761647939682,0.2425481230020523,0.2139887660741806,0.18655167520046234,0.2897229492664337,0.10767780989408493,0.32389625906944275
syndicated,0.16155266761779785,0.2750980854034424,0.22488245368003845,0.38070523738861084,0.17445553839206696,0.2570096552371979,0.35910141468048096,0.2596220076084137,0.36358144879341125,0.4348119795322418,0.26752179861068726,0.45452210307121277,0.1389981359243393
programs,0.23178155720233917,0.2408328801393509,0.24649712443351746,0.37812772393226624,0.25339001417160034,0.30932557582855225,0.2919895648956299,0.22000795602798462,0.3363555669784546,0.5994382500648499,0.28622785210609436,0.3454950749874115,0.16452431678771973
),0.26259949803352356,0.24161455035209656,0.407153844833374,0.2047332376241684,0.2373749315738678,0.24783915281295776,0.20441238582134247,0.23182427883148193,0.21826104819774628,0.18464556336402893,0.29937487840652466,0.18381085991859436,0.42300865054130554
featuring,0.18412666022777557,0.22133611142635345,0.21044418215751648,0.28372907638549805,0.1736019104719162,0.09789572656154633,0.6700529456138611,0.24746395647525787,0.2481909841299057,0.24710191786289215,0.24591706693172455,0.24525749683380127,0.24838131666183472
the,0.42745697498321533,0.43858039379119873,0.2565208673477173,0.36348509788513184,0.40399202704429626,0.2945235073566437,0.28660184144973755,0.4838213622570038,0.2526528239250183,0.17869283258914948,0.5107308030128479,0.2068762183189392,0.22068053483963013
talk/lifestyle,0.3996284306049347,0.13800695538520813,0.4749133288860321,0.3044247329235077,0.32546237111091614,0.21706603467464447,0.3736523687839508,0.2603474259376526,0.37458258867263794,0.33186742663383484,0.2835218608379364,0.28720390796661377,0.40534329414367676
shows,0.30282244086265564,0.23579803109169006,0.23918253183364868,0.9999999403953552,0.29522567987442017,0.2469738870859146,0.35721638798713684,0.23531271517276764,0.27836883068084717,0.2502341568470001,0.361020565032959,0.3304527997970581,0.2040930688381195
the,0.42745697498321533,0.43858039379119873,0.2565208673477173,0.36348509788513184,0.40399202704429626,0.2945235073566437,0.28660184144973755,0.4838213622570038,0.2526528239250183,0.17869283258914948,0.5107308030128479,0.2068762183189392,0.22068053483963013
view,0.2818201184272766,0.17549404501914978,0.24216923117637634,0.23454883694648743,0.1930849850177765,0.16342534124851227,0.15560048818588257,0.16323906183242798,0.12179362773895264,0.13407185673713684,0.2377469688653946,0.1534276157617569,0.17672975361347198
and,0.31309178471565247,0.4671151638031006,0.2586424648761749,0.34104886651039124,0.48576638102531433,0.2922934591770172,0.26700839400291443,0.36462149024009705,0.30179908871650696,0.23146864771842957,0.4077630043029785,0.16453155875205994,0.20544172823429108
the,0.42745697498321533,0.43858039379119873,0.2565208673477173,0.36348509788513184,0.40399202704429626,0.2945235073566437,0.28660184144973755,0.4838213622570038,0.2526528239250183,0.17869283258914948,0.5107308030128479,0.2068762183189392,0.22068053483963013
chew,0.22411519289016724,0.1798909604549408,0.2275567501783371,0.1396574229001999,0.24463313817977905,0.08030932396650314,0.1679137647151947,0.09735996276140213,0.15393759310245514,0.13635492324829102,0.11341986060142517,0.09105020761489868,0.19586901366710663
and,0.31309178471565247,0.4671151638031006,0.2586424648761749,0.34104886651039124,0.48576638102531433,0.2922934591770172,0.26700839400291443,0.36462149024009705,0.30179908871650696,0.23146864771842957,0.4077630043029785,0.16453155875205994,0.20544172823429108
the,0.42745697498321533,0.43858039379119873,0.2565208673477173,0.36348509788513184,0.40399202704429626,0.2945235073566437,0.28660184144973755,0.4838213622570038,0.2526528239250183,0.17869283258914948,0.5107308030128479,0.2068762183189392,0.22068053483963013
soap,0.17847999930381775,0.14107026159763336,0.1734686642885208,0.23132741451263428,0.14001549780368805,0.16889125108718872,0.22916756570339203,0.14858154952526093,0.36783695220947266,0.20332707464694977,0.18588966131210327,0.30289196968078613,0.1800997406244278
opera,0.19126243889331818,0.15283089876174927,0.18726800382137299,0.2169400453567505,0.10215061902999878,0.16510161757469177,0.18661737442016602,0.1728048324584961,0.2452889382839203,0.211136132478714,0.18005599081516266,0.28884679079055786,0.12079104036092758
general,0.24928055703639984,0.20819194614887238,0.1649518460035324,0.12306287884712219,0.15219135582447052,0.20262886583805084,0.04962126165628433,0.18023382127285004,0.03872622549533844,0.14148584008216858,0.18019753694534302,0.1430114507675171,0.1972234547138214
hospital,0.14525319635868073,0.1547834873199463,0.15494687855243683,0.12680497765541077,0.09803600609302521,0.15039177238941193,0.11827271431684494,0.19299815595149994,0.19835811853408813,0.06019799783825874,0.2869148552417755,0.1614045947790146,0.12508831918239594
.,0.3567904531955719,0.3524959683418274,0.2742018699645996,0.2639692425727844,0.3452940285205841,0.29744869470596313,0.27540460228919983,0.3485563397407532,0.2933103144168854,0.1874377578496933,0.49257001280784607,0.2567209303379059,0.4130953550338745
