,why,did,natural,sedimentation,by,the,rhine,compensate,the,transgression,bby,the,sea,?
compensate,0.26767584681510925,0.2713029980659485,0.2636013925075531,0.26482948660850525,0.23053959012031555,0.2269025444984436,0.15196874737739563,1.0,0.2269025444984436,0.390566349029541,0.21836413443088531,0.2269025444984436,0.22010262310504913,0.20590907335281372
the,0.30742117762565613,0.34736719727516174,0.2291368842124939,0.2617757022380829,0.4408751428127289,1.0,0.30735138058662415,0.2269025444984436,1.0,0.27999699115753174,0.23549826443195343,1.0,0.30363768339157104,0.22068053483963013
transgression,0.30569854378700256,0.2164636105298996,0.21270370483398438,0.3729029595851898,0.26642435789108276,0.27999699115753174,0.10412928462028503,0.390566349029541,0.27999699115753174,1.0,0.18667833507061005,0.27999699115753174,0.13933120667934418,0.2579537034034729
by,0.19170543551445007,0.18574509024620056,0.17614005506038666,0.19334092736244202,1.0000001192092896,0.4408751428127289,0.18456800282001495,0.23053959012031555,0.4408751428127289,0.26642435789108276,0.14629238843917847,0.4408751428127289,0.19145366549491882,0.17966607213020325
the,0.30742117762565613,0.34736719727516174,0.2291368842124939,0.2617757022380829,0.4408751428127289,1.0,0.30735138058662415,0.2269025444984436,1.0,0.27999699115753174,0.23549826443195343,1.0,0.30363768339157104,0.22068053483963013
sea,0.1984117180109024,0.1665116548538208,0.202376589179039,0.3575179874897003,0.19145366549491882,0.30363768339157104,0.17523105442523956,0.22010262310504913,0.30363768339157104,0.13933120667934418,0.18358784914016724,0.30363768339157104,1.0,0.15551945567131042
;,0.031007718294858932,0.10727239400148392,-0.03561099246144295,0.05186391621828079,0.10469875484704971,0.09152708947658539,0.029798196628689766,-0.008284355513751507,0.09152708947658539,0.030041661113500595,0.06267020851373672,0.09152708947658539,0.11624646931886673,0.10349778085947037
in,0.23227278888225555,0.2593238651752472,0.32136213779449463,0.19757536053657532,0.370934396982193,0.6662389636039734,0.24648422002792358,0.14788931608200073,0.6662389636039734,0.1931760311126709,0.21747590601444244,0.6662389636039734,0.2302369773387909,0.20430970191955566
the,0.30742117762565613,0.34736719727516174,0.2291368842124939,0.2617757022380829,0.4408751428127289,1.0,0.30735138058662415,0.2269025444984436,1.0,0.27999699115753174,0.23549826443195343,1.0,0.30363768339157104,0.22068053483963013
last,0.1652192920446396,0.30895525217056274,0.1314987689256668,0.09764233231544495,0.24441376328468323,0.3698786795139313,0.13734391331672668,0.09403661638498306,0.3698786795139313,0.17104558646678925,0.15485620498657227,0.3698786795139313,0.17452025413513184,0.22371746599674225
7000,-0.03256262466311455,0.07393041998147964,0.015214233659207821,-0.15355530381202698,0.05816926807165146,0.08879082649946213,0.08818124979734421,-0.06786195933818817,0.08879082649946213,-0.02135413885116577,0.09137183427810669,0.08879082649946213,-0.09422819316387177,-0.009344617836177349
years,0.2000180333852768,0.2695724070072174,0.1475665271282196,0.20893289148807526,0.19883383810520172,0.2912273406982422,0.18521612882614136,0.2150612771511078,0.2912273406982422,0.17616115510463715,0.16646996140480042,0.2912273406982422,0.14155210554599762,0.1914375126361847
",",0.2827242314815521,0.3015086054801941,0.30864179134368896,0.23885005712509155,0.3680937886238098,0.4933079481124878,0.167837992310524,0.26494190096855164,0.4933079481124878,0.25618770718574524,0.18597915768623352,0.4933079481124878,0.30078184604644775,0.31091248989105225
the,0.30742117762565613,0.34736719727516174,0.2291368842124939,0.2617757022380829,0.4408751428127289,1.0,0.30735138058662415,0.2269025444984436,1.0,0.27999699115753174,0.23549826443195343,1.0,0.30363768339157104,0.22068053483963013
coast,0.18660178780555725,0.14056022465229034,0.20557940006256104,0.21650564670562744,0.18690809607505798,0.28366661071777344,0.216410830616951,0.15689513087272644,0.28366661071777344,0.15928635001182556,0.21449601650238037,0.28366661071777344,0.49683353304862976,0.15869849920272827
line,0.16947408020496368,0.14681050181388855,0.05854946747422218,0.2324678599834442,0.1433108150959015,0.29789501428604126,0.18421846628189087,0.21771688759326935,0.29789501428604126,0.1641390472650528,0.13340193033218384,0.29789501428604126,0.1399143636226654,0.16271452605724335
was,0.23341619968414307,0.41399896144866943,0.16573187708854675,0.10663878917694092,0.4752357602119446,0.48711544275283813,0.18681856989860535,0.19694015383720398,0.48711544275283813,0.17563463747501373,0.16561153531074524,0.48711544275283813,0.18031850457191467,0.18412111699581146
roughly,0.2011253386735916,0.09208915382623672,0.1577416956424713,0.24778108298778534,0.22591209411621094,0.3095499873161316,0.2342734932899475,0.20780408382415771,0.3095499873161316,0.22380423545837402,0.20286248624324799,0.3095499873161316,0.15807688236236572,0.09299357235431671
at,0.23853865265846252,0.28390252590179443,0.15606315433979034,0.19532445073127747,0.2368064820766449,0.457212895154953,0.19469857215881348,0.19477444887161255,0.457212895154953,0.13485321402549744,0.16866010427474976,0.457212895154953,0.21252158284187317,0.21978627145290375
the,0.30742117762565613,0.34736719727516174,0.2291368842124939,0.2617757022380829,0.4408751428127289,1.0,0.30735138058662415,0.2269025444984436,1.0,0.27999699115753174,0.23549826443195343,1.0,0.30363768339157104,0.22068053483963013
same,0.2699325680732727,0.3097444474697113,0.21890249848365784,0.24339301884174347,0.2768566608428955,0.4583131968975067,0.2040260136127472,0.28711795806884766,0.4583131968975067,0.24534325301647186,0.25281092524528503,0.4583131968975067,0.12012212723493576,0.22649677097797394
location,0.12234728783369064,0.1365937441587448,0.1787654608488083,0.21476136147975922,0.2652251422405243,0.351087361574173,0.16971351206302643,0.08994245529174805,0.351087361574173,0.07222152501344681,0.11080716550350189,0.351087361574173,0.1643444299697876,0.15759775042533875
.,0.32909876108169556,0.35288307070732117,0.25792330503463745,0.24440717697143555,0.3936232924461365,0.5934505462646484,0.2089352011680603,0.2161218374967575,0.5934505462646484,0.2558988034725189,0.2487642914056778,0.5934505462646484,0.2680719196796417,0.4130953550338745
