,the,defeat,of,the,arab,troops,in,the,six-day,war,constituted,what,for,the,arab,muslim,world,?
israeli,0.14381162822246552,0.12332063913345337,0.07325319200754166,0.14381162822246552,0.4360867142677307,0.20644041895866394,0.14057733118534088,0.14381162822246552,0.18835534155368805,0.2457856386899948,0.07098878175020218,0.09620342403650284,0.16636642813682556,0.14381162822246552,0.4360867142677307,0.28485095500946045,0.22451834380626678,0.12899450957775116
troops,0.3229958415031433,0.48782339692115784,0.23602326214313507,0.3229958415031433,0.1967766433954239,1.0000001192092896,0.25826749205589294,0.3229958415031433,0.12905867397785187,0.4551744759082794,0.2760649621486664,0.18311697244644165,0.1535932570695877,0.3229958415031433,0.1967766433954239,0.25486573576927185,0.17815440893173218,0.14329779148101807
constituted,0.3523770868778229,0.20576006174087524,0.38538259267807007,0.3523770868778229,0.16240710020065308,0.2760649621486664,0.2523535192012787,0.3523770868778229,0.14052806794643402,0.27654051780700684,0.9999998807907104,0.22958192229270935,0.19513098895549774,0.3523770868778229,0.16240710020065308,0.3105538487434387,0.1425001323223114,0.18476234376430511
a,0.5829201340675354,0.14495371282100677,0.5052502155303955,0.5829201340675354,0.1530216783285141,0.16708239912986755,0.539380669593811,0.5829201340675354,0.25002118945121765,0.2368277609348297,0.1737714558839798,0.3320399522781372,0.44038116931915283,0.5829201340675354,0.1530216783285141,0.21089844405651093,0.22239887714385986,0.23916715383529663
pivotal,0.4188881814479828,0.2317901849746704,0.354938805103302,0.4188881814479828,0.17749004065990448,0.19105790555477142,0.3864452838897705,0.4188881814479828,0.3196454346179962,0.2555028796195984,0.2897651493549347,0.38660821318626404,0.3485534191131592,0.4188881814479828,0.17749004065990448,0.3224852383136749,0.21471017599105835,0.21733060479164124
event,0.2960145175457001,0.22804652154445648,0.19878064095973969,0.2960145175457001,0.10091003030538559,0.12345573306083679,0.27304479479789734,0.2960145175457001,0.3082379102706909,0.20626740157604218,0.15432651340961456,0.26981404423713684,0.21648059785366058,0.2960145175457001,0.10091003030538559,0.13302640616893768,0.2916157841682434,0.16076280176639557
in,0.6662389636039734,0.2583656907081604,0.5696388483047485,0.6662389636039734,0.19895488023757935,0.25826749205589294,1.0,0.6662389636039734,0.26914817094802856,0.29904094338417053,0.2523535192012787,0.30808621644973755,0.4322226941585541,0.6662389636039734,0.19895488023757935,0.2092999517917633,0.3038199245929718,0.20430970191955566
the,1.0,0.3182816207408905,0.733189046382904,1.0,0.2674407660961151,0.3229958415031433,0.6662389636039734,1.0,0.27213576436042786,0.366199791431427,0.3523770868778229,0.42745697498321533,0.4739971458911896,1.0,0.2674407660961151,0.28099653124809265,0.33604270219802856,0.22068053483963013
arab,0.2674407660961151,0.1281229704618454,0.22039446234703064,0.2674407660961151,1.0,0.1967766433954239,0.19895488023757935,0.2674407660961151,0.21004585921764374,0.24031506478786469,0.16240710020065308,0.14742176234722137,0.17779098451137543,0.2674407660961151,1.0,0.521757960319519,0.30316483974456787,0.18450474739074707
muslim,0.28099653124809265,0.16322197020053864,0.267849862575531,0.28099653124809265,0.521757960319519,0.25486573576927185,0.2092999517917633,0.28099653124809265,0.24905487895011902,0.17369410395622253,0.3105538487434387,0.2631456255912781,0.21262682974338531,0.28099653124809265,0.521757960319519,1.0,0.24435073137283325,0.17456822097301483
world,0.33604270219802856,0.18067266047000885,0.2828933000564575,0.33604270219802856,0.30316483974456787,0.17815440893173218,0.3038199245929718,0.33604270219802856,0.25857973098754883,0.4748530089855194,0.1425001323223114,0.21669597923755646,0.2444595992565155,0.33604270219802856,0.30316483974456787,0.24435073137283325,1.0000001192092896,0.17579582333564758
.,0.5934505462646484,0.17890939116477966,0.5352458953857422,0.5934505462646484,0.22325089573860168,0.19217929244041443,0.5591574311256409,0.5934505462646484,0.3368007242679596,0.3000848889350891,0.2181282341480255,0.3567904531955719,0.4726039469242096,0.5934505462646484,0.22325089573860168,0.27078697085380554,0.3177160322666168,0.4130953550338745
