,how,many,types,of,religious,or,spiritual,teachers,are,there,in,christianity,?
authoritarian/hierarchical,0.2989460825920105,0.32244887948036194,0.22439171373844147,0.34689053893089294,0.48253893852233887,0.33054813742637634,0.4599035084247589,0.3087718188762665,0.2728148400783539,0.24347460269927979,0.20499755442142487,0.418841689825058,0.33182182908058167
christian,0.10634523630142212,0.17312119901180267,0.03364568203687668,0.23494116961956024,0.4956040382385254,0.13909734785556793,0.3676062822341919,0.2289159893989563,0.13086310029029846,0.1443597376346588,0.17218929529190063,0.703339159488678,0.1508396863937378
traditions,0.19979596138000488,0.36509189009666443,0.31012317538261414,0.2921203374862671,0.45478489995002747,0.32729700207710266,0.4124178886413574,0.31369519233703613,0.3339942693710327,0.2990190386772156,0.251825749874115,0.49514275789260864,0.18007412552833557
with,0.3525622487068176,0.35744401812553406,0.2505682706832886,0.41827285289764404,0.16567319631576538,0.38158315420150757,0.18031524121761322,0.17936164140701294,0.38996943831443787,0.37390366196632385,0.4080928862094879,0.19412072002887726,0.2433311939239502
a,0.29312583804130554,0.2872205972671509,0.27099108695983887,0.5052502155303955,0.23162008821964264,0.48853766918182373,0.2160448133945465,0.2509842813014984,0.265255331993103,0.4214206337928772,0.539380669593811,0.17630846798419952,0.23916715383529663
long,0.2615325152873993,0.33054181933403015,0.23782043159008026,0.2567519545555115,0.11016801744699478,0.2804487943649292,0.12315716594457626,0.12917856872081757,0.23909839987754822,0.29671722650527954,0.2759332060813904,0.09323326498270035,0.19699987769126892
tradition,0.17727917432785034,0.277671217918396,0.18199747800827026,0.2663337290287018,0.40848371386528015,0.2896066904067993,0.39859843254089355,0.28217193484306335,0.2424667924642563,0.2278510183095932,0.24601249396800995,0.45918983221054077,0.15717756748199463
of,0.2480744868516922,0.37253960967063904,0.2447618544101715,1.0,0.2958606779575348,0.3792596757411957,0.3108343183994293,0.27737662196159363,0.39081433415412903,0.44397735595703125,0.5696388483047485,0.2674740254878998,0.1826142966747284
``,-0.01591024175286293,0.012824942357838154,0.001780139748007059,0.06780257821083069,0.0828113928437233,0.1197475790977478,0.04653976112604141,0.03607265651226044,0.12624181807041168,0.0756821483373642,0.04765888676047325,0.11656143516302109,0.0685480609536171
discernment,0.3233881890773773,0.2993372678756714,0.1920638531446457,0.34949520230293274,0.41529977321624756,0.32500705122947693,0.40385156869888306,0.27894771099090576,0.22750775516033173,0.27091583609580994,0.2916693389415741,0.35487040877342224,0.2531682550907135
of,0.2480744868516922,0.37253960967063904,0.2447618544101715,1.0,0.2958606779575348,0.3792596757411957,0.3108343183994293,0.27737662196159363,0.39081433415412903,0.44397735595703125,0.5696388483047485,0.2674740254878998,0.1826142966747284
spirits,0.2562704384326935,0.28551849722862244,0.23702973127365112,0.22770559787750244,0.2807508111000061,0.2754012644290924,0.5736316442489624,0.22649851441383362,0.26903390884399414,0.2542145848274231,0.1422407627105713,0.3601059019565582,0.21771028637886047
'',-0.0029843549709767103,-0.016843097284436226,-0.006088451948016882,0.13035868108272552,0.07026614248752594,0.04548122361302376,0.06836389005184174,-0.0032732344698160887,0.0263817198574543,0.03646579384803772,0.07432962208986282,0.04063108190894127,0.018684765323996544
",",0.22659391164779663,0.40610817074775696,0.24108222126960754,0.4946078956127167,0.2753547728061676,0.3769497275352478,0.2115405946969986,0.28049156069755554,0.4062570035457611,0.4587128460407257,0.5201468467712402,0.255263090133667,0.31091248989105225
of,0.2480744868516922,0.37253960967063904,0.2447618544101715,1.0,0.2958606779575348,0.3792596757411957,0.3108343183994293,0.27737662196159363,0.39081433415412903,0.44397735595703125,0.5696388483047485,0.2674740254878998,0.1826142966747284
vocations,0.21810340881347656,0.2896568179130554,0.26399365067481995,0.2839480936527252,0.35152891278266907,0.28426945209503174,0.34580573439598083,0.4697953164577484,0.2985449731349945,0.26173830032348633,0.31045955419540405,0.33440014719963074,0.22251662611961365
",",0.22659391164779663,0.40610817074775696,0.24108222126960754,0.4946078956127167,0.2753547728061676,0.3769497275352478,0.2115405946969986,0.28049156069755554,0.4062570035457611,0.4587128460407257,0.5201468467712402,0.255263090133667,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.3014242649078369,0.5116966962814331,0.30280056595802307,0.4713204801082611,0.2498117983341217,0.28640416264533997,0.48576638102531433,0.4242868423461914,0.4954058527946472,0.23834297060966492,0.20544172823429108
other,0.3591516315937042,0.6324484348297119,0.44658762216567993,0.38583824038505554,0.258376806974411,0.5325124859809875,0.23899737000465393,0.2326095551252365,0.5932393670082092,0.5342466235160828,0.39989137649536133,0.24642649292945862,0.24682199954986572
aspects,0.3338924050331116,0.3467404544353485,0.36016836762428284,0.2615640461444855,0.34262973070144653,0.31494101881980896,0.38444608449935913,0.20948171615600586,0.27324211597442627,0.20010367035865784,0.18558663129806519,0.239708811044693,0.15924711525440216
of,0.2480744868516922,0.37253960967063904,0.2447618544101715,1.0,0.2958606779575348,0.3792596757411957,0.3108343183994293,0.27737662196159363,0.39081433415412903,0.44397735595703125,0.5696388483047485,0.2674740254878998,0.1826142966747284
spiritual,0.18180760741233826,0.23598726093769073,0.11830631643533707,0.3108343183994293,0.5744005441665649,0.23889665305614471,1.0,0.30937016010284424,0.1689925491809845,0.2076401561498642,0.1903325319290161,0.4858110249042511,0.1801415979862213
life,0.24822278320789337,0.291175901889801,0.1329822838306427,0.2788603901863098,0.20940004289150238,0.18162311613559723,0.3007032573223114,0.1783103197813034,0.194062277674675,0.21769441664218903,0.27054134011268616,0.23014967143535614,0.21677987277507782
",",0.22659391164779663,0.40610817074775696,0.24108222126960754,0.4946078956127167,0.2753547728061676,0.3769497275352478,0.2115405946969986,0.28049156069755554,0.4062570035457611,0.4587128460407257,0.5201468467712402,0.255263090133667,0.31091248989105225
especially,0.33161523938179016,0.5876785516738892,0.3842662274837494,0.37220633029937744,0.2707432806491852,0.4209681451320648,0.19770634174346924,0.2615615427494049,0.4819037914276123,0.37575486302375793,0.3526567816734314,0.17601506412029266,0.19751401245594025
the,0.33890387415885925,0.4335206151008606,0.23509301245212555,0.733189046382904,0.22950971126556396,0.4174870550632477,0.2149372547864914,0.22025763988494873,0.40399202704429626,0.47025805711746216,0.6662389636039734,0.2489117980003357,0.22068053483963013
roman,0.08021295070648193,0.1827288269996643,0.04970918968319893,0.31028008460998535,0.3132304847240448,0.1793472021818161,0.16847166419029236,0.12613517045974731,0.1207391545176506,0.1407564878463745,0.24986636638641357,0.4328136146068573,0.1663191318511963
and,0.33647966384887695,0.5296266674995422,0.3014242649078369,0.5116966962814331,0.30280056595802307,0.4713204801082611,0.2498117983341217,0.28640416264533997,0.48576638102531433,0.4242868423461914,0.4954058527946472,0.23834297060966492,0.20544172823429108
orthodox,0.08184458315372467,0.2294904589653015,0.09601537883281708,0.24173015356063843,0.48777416348457336,0.16947193443775177,0.39582592248916626,0.27545565366744995,0.2058437019586563,0.2059711515903473,0.21750958263874054,0.5601819157600403,0.20826838910579681
catholic,0.11491761356592178,0.18935972452163696,0.02474621683359146,0.3452084958553314,0.48624303936958313,0.16083122789859772,0.30652305483818054,0.26756319403648376,0.17294862866401672,0.20166751742362976,0.26313918828964233,0.5075134038925171,0.16609853506088257
churches,0.14417250454425812,0.3129976987838745,0.19613254070281982,0.29080384969711304,0.5063908100128174,0.24588097631931305,0.33378109335899353,0.3117408752441406,0.29156017303466797,0.30504608154296875,0.2825169265270233,0.5513742566108704,0.19824735820293427
.,0.3287222981452942,0.3974229395389557,0.2097296416759491,0.5352458953857422,0.23880675435066223,0.36683785915374756,0.20261000096797943,0.24628326296806335,0.3452940285205841,0.43897318840026855,0.5591574311256409,0.25126564502716064,0.4130953550338745
