,what,is,defined,as,the,majority,vote,?
least,0.3337163031101227,0.25724145770072937,0.24619972705841064,0.2607470154762268,0.3428877890110016,0.2754978537559509,0.21638832986354828,0.28866854310035706
55,-0.04603438824415207,-0.018414879217743874,0.042116302996873856,-0.04744190722703934,0.014788559637963772,0.08941292762756348,0.05347288027405739,-0.008884507231414318
per,0.21384303271770477,0.22395510971546173,0.2177695333957672,0.24272821843624115,0.21691934764385223,0.1931135356426239,0.2461627870798111,0.22323818504810333
cent,0.17630065977573395,0.23562559485435486,0.13709835708141327,0.25609588623046875,0.21268479526042938,0.17329290509223938,0.23955674469470978,0.21050448715686798
of,0.33290785551071167,0.4854315221309662,0.2659633457660675,0.3886612355709076,0.733189046382904,0.29706597328186035,0.19845709204673767,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,0.2634572982788086,0.48381632566452026,1.0,0.28757327795028687,0.22779929637908936,0.22068053483963013
council,0.16933071613311768,0.2196589708328247,0.12713104486465454,0.18031510710716248,0.2829204201698303,0.23196718096733093,0.3168671727180481,0.1160062924027443
members,0.16873176395893097,0.1897467076778412,0.1730433851480484,0.21428564190864563,0.3321719169616699,0.31378620862960815,0.2641376256942749,0.10212311148643494
(,0.2411840260028839,0.35393038392066956,0.24254421889781952,0.32029855251312256,0.33289089798927307,0.18431158363819122,0.19731609523296356,0.40561532974243164
not,0.5449194312095642,0.3776007890701294,0.35070300102233887,0.5105602741241455,0.4310511648654938,0.29603248834609985,0.331701397895813,0.41942933201789856
votes,0.2574002146720886,0.2069811075925827,0.09549383074045181,0.18392576277256012,0.2303277552127838,0.4475650489330292,0.8366243839263916,0.23052719235420227
),0.26259949803352356,0.37732169032096863,0.21247997879981995,0.32161882519721985,0.3456730246543884,0.1868065446615219,0.18994680047035217,0.42300865054130554
representing,0.1524650901556015,0.2766564190387726,0.27149176597595215,0.30364102125167847,0.35762789845466614,0.30627456307411194,0.2629077136516571,0.10637413710355759
65,0.1392022669315338,0.054051581770181656,0.07975547760725021,0.06389645487070084,0.1360354721546173,0.14414505660533905,0.10807409137487411,0.1632431149482727
per,0.21384303271770477,0.22395510971546173,0.2177695333957672,0.24272821843624115,0.21691934764385223,0.1931135356426239,0.2461627870798111,0.22323818504810333
cent,0.17630065977573395,0.23562559485435486,0.13709835708141327,0.25609588623046875,0.21268479526042938,0.17329290509223938,0.23955674469470978,0.21050448715686798
of,0.33290785551071167,0.4854315221309662,0.2659633457660675,0.3886612355709076,0.733189046382904,0.29706597328186035,0.19845709204673767,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,0.2634572982788086,0.48381632566452026,1.0,0.28757327795028687,0.22779929637908936,0.22068053483963013
population,0.2000674307346344,0.2727566361427307,0.12917980551719666,0.22002090513706207,0.32044094800949097,0.3742915391921997,0.23420795798301697,0.14449454843997955
of,0.33290785551071167,0.4854315221309662,0.2659633457660675,0.3886612355709076,0.733189046382904,0.29706597328186035,0.19845709204673767,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,0.2634572982788086,0.48381632566452026,1.0,0.28757327795028687,0.22779929637908936,0.22068053483963013
eu,0.15409135818481445,0.12234814465045929,0.16978541016578674,0.13827164471149445,0.14126400649547577,0.25117191672325134,0.2779186964035034,0.21586786210536957
:,-0.12022944539785385,-0.07222653180360794,-0.08245524019002914,-0.11037297546863556,-0.03403344005346298,0.05292347073554993,0.0251502376049757,-0.07156077772378922
currently,0.21436211466789246,0.4011616110801697,0.1450522392988205,0.32914450764656067,0.2945235073566437,0.2656760513782501,0.15929639339447021,0.1861555278301239
this,0.5489566326141357,0.480927973985672,0.3271061182022095,0.43993282318115234,0.6274310946464539,0.2578946650028229,0.31675276160240173,0.3155723512172699
means,0.2553325295448303,0.4087343215942383,0.24203689396381378,0.19043149054050446,0.32225894927978516,0.24244453012943268,0.13785666227340698,0.21233566105365753
around,0.27475327253341675,0.286477267742157,0.14821237325668335,0.28430190682411194,0.40085816383361816,0.21718552708625793,0.18042054772377014,0.14729668200016022
74,0.1991376131772995,-0.023470811545848846,-0.08035419136285782,0.005458319094032049,0.10342573374509811,-0.009391766972839832,0.18227823078632355,0.13471639156341553
per,0.21384303271770477,0.22395510971546173,0.2177695333957672,0.24272821843624115,0.21691934764385223,0.1931135356426239,0.2461627870798111,0.22323818504810333
cent,0.17630065977573395,0.23562559485435486,0.13709835708141327,0.25609588623046875,0.21268479526042938,0.17329290509223938,0.23955674469470978,0.21050448715686798
",",0.3087472915649414,0.4691906273365021,0.2234039455652237,0.48816442489624023,0.4933079481124878,0.30214112997055054,0.27201512455940247,0.31091248989105225
or,0.33867141604423523,0.41870999336242676,0.30342966318130493,0.4400654137134552,0.4174870550632477,0.26763081550598145,0.1908024251461029,0.32389625906944275
260,0.09550680220127106,0.048074301332235336,0.029147302731871605,0.03060663491487503,0.011885111220180988,0.07723762094974518,0.11288176476955414,0.22087180614471436
of,0.33290785551071167,0.4854315221309662,0.2659633457660675,0.3886612355709076,0.733189046382904,0.29706597328186035,0.19845709204673767,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,0.2634572982788086,0.48381632566452026,1.0,0.28757327795028687,0.22779929637908936,0.22068053483963013
352,-0.1412608027458191,-0.042828578501939774,-0.1368551105260849,-0.027465470135211945,-0.10727708786725998,-0.10431868582963943,-0.027100207284092903,-0.06872464716434479
votes,0.2574002146720886,0.2069811075925827,0.09549383074045181,0.18392576277256012,0.2303277552127838,0.4475650489330292,0.8366243839263916,0.23052719235420227
.,0.3567904531955719,0.4569662809371948,0.23198837041854858,0.515582263469696,0.5934505462646484,0.30306822061538696,0.27672019600868225,0.4130953550338745
