,what,charter,has,become,an,important,aspect,of,eu,law,?
has,0.20338068902492523,0.15449199080467224,1.0,0.30010637640953064,0.2991473078727722,0.2858242392539978,0.21943919360637665,0.3909035325050354,0.13703566789627075,0.15925909578800201,0.15994466841220856
become,0.27134042978286743,0.19530536234378815,0.30010637640953064,1.0,0.24844235181808472,0.27541792392730713,0.1904280036687851,0.31678006052970886,0.20353801548480988,0.168503537774086,0.19511328637599945
an,0.2821882665157318,0.1787807196378708,0.2991473078727722,0.24844235181808472,1.0,0.2662794589996338,0.2318861037492752,0.32280945777893066,0.10770508646965027,0.17270056903362274,0.19793890416622162
integral,0.25464048981666565,0.16756020486354828,0.22855566442012787,0.19154338538646698,0.2565089166164398,0.28015223145484924,0.33138924837112427,0.2775067985057831,0.18359768390655518,0.33120211958885193,0.1463361233472824
part,0.3476244807243347,0.177870512008667,0.33699411153793335,0.23726636171340942,0.3128427565097809,0.39585626125335693,0.2442600280046463,0.452393114566803,0.18119610846042633,0.19317477941513062,0.08557961881160736
of,0.33290785551071167,0.2438247799873352,0.3909035325050354,0.31678006052970886,0.32280945777893066,0.43301743268966675,0.26582151651382446,1.0,0.1579294353723526,0.2816956341266632,0.1826142966747284
european,0.15324164927005768,0.334158331155777,0.1917828619480133,0.18499349057674408,0.15618090331554413,0.19270581007003784,0.08989446610212326,0.2507138252258301,0.46552222967147827,0.17164482176303864,0.14560863375663757
union,0.1396910548210144,0.24181725084781647,0.19102120399475098,0.16334053874015808,0.15291360020637512,0.1495465338230133,0.1594877541065216,0.2642118036746979,0.3292396068572998,0.19371826946735382,0.07797172665596008
law,0.2145031988620758,0.3311116695404053,0.15925909578800201,0.168503537774086,0.17270056903362274,0.13215887546539307,0.10914025455713272,0.2816956341266632,0.20359504222869873,1.0000001192092896,0.1528988480567932
",",0.3087472915649414,0.25566044449806213,0.3734780251979828,0.29676204919815063,0.3581022024154663,0.3452564477920532,0.19605056941509247,0.4946078956127167,0.1565755307674408,0.24953721463680267,0.31091248989105225
codifying,0.38892003893852234,0.21392667293548584,0.1251712590456009,0.15698491036891937,0.2466355562210083,0.25851497054100037,0.3775843679904938,0.22917644679546356,0.20861677825450897,0.3222481608390808,0.3729437291622162
the,0.42745697498321533,0.26436546444892883,0.4177538752555847,0.31731709837913513,0.4207492768764496,0.39348116517066956,0.24363651871681213,0.733189046382904,0.14126400649547577,0.24548950791358948,0.22068053483963013
fundamental,0.35305243730545044,0.2772924304008484,0.21495762467384338,0.1829306036233902,0.1619514524936676,0.3872447907924652,0.37294909358024597,0.35164782404899597,0.11398086696863174,0.35547971725463867,0.2011919468641281
rights,0.2386135458946228,0.41641664505004883,0.193097785115242,0.21720020473003387,0.2173870950937271,0.21105928719043732,0.24933584034442902,0.19425496459007263,0.1998741328716278,0.3795265257358551,0.21814769506454468
which,0.5261979103088379,0.22885680198669434,0.4350704550743103,0.31449273228645325,0.3611921966075897,0.37798872590065,0.3132780194282532,0.5011631846427917,0.15620915591716766,0.20205146074295044,0.25814583897590637
were,0.22298263013362885,0.18625377118587494,0.2784052789211273,0.28523334860801697,0.08893381804227829,0.20263507962226868,0.15208563208580017,0.34038281440734863,0.047443509101867676,0.15560519695281982,0.17890112102031708
previously,0.24305304884910583,0.22046297788619995,0.33915409445762634,0.1861494481563568,0.201622873544693,0.1571236550807953,0.1694074273109436,0.2850290536880493,0.04276226833462715,0.16741442680358887,0.15811841189861298
considered,0.2834889590740204,0.13256630301475525,0.2294963151216507,0.333471417427063,0.3028697371482849,0.4020090103149414,0.3018765151500702,0.4190242290496826,0.08413226157426834,0.2203971892595291,0.19909770786762238
general,0.24928055703639984,0.06253433227539062,0.12416177988052368,0.1829449087381363,0.16276395320892334,0.20133435726165771,0.12555740773677826,0.28352999687194824,0.16366180777549744,0.26049289107322693,0.1972234547138214
principles,0.3122304081916809,0.3494836986064911,0.10351306200027466,0.13078951835632324,0.15920476615428925,0.2621042728424072,0.36363843083381653,0.25854504108428955,0.1798057109117508,0.37726420164108276,0.19203636050224304
of,0.33290785551071167,0.2438247799873352,0.3909035325050354,0.31678006052970886,0.32280945777893066,0.43301743268966675,0.26582151651382446,1.0,0.1579294353723526,0.2816956341266632,0.1826142966747284
european,0.15324164927005768,0.334158331155777,0.1917828619480133,0.18499349057674408,0.15618090331554413,0.19270581007003784,0.08989446610212326,0.2507138252258301,0.46552222967147827,0.17164482176303864,0.14560863375663757
union,0.1396910548210144,0.24181725084781647,0.19102120399475098,0.16334053874015808,0.15291360020637512,0.1495465338230133,0.1594877541065216,0.2642118036746979,0.3292396068572998,0.19371826946735382,0.07797172665596008
law,0.2145031988620758,0.3311116695404053,0.15925909578800201,0.168503537774086,0.17270056903362274,0.13215887546539307,0.10914025455713272,0.2816956341266632,0.20359504222869873,1.0000001192092896,0.1528988480567932
.,0.3567904531955719,0.17250345647335052,0.4105546176433563,0.32859939336776733,0.3581749200820923,0.33938494324684143,0.21891406178474426,0.5352458953857422,0.1552242487668991,0.24482665956020355,0.4130953550338745
,what,charter,has,become,an,important,aspect,of,eu,law,?
the,0.42745697498321533,0.26436546444892883,0.4177538752555847,0.31731709837913513,0.4207492768764496,0.39348116517066956,0.24363651871681213,0.733189046382904,0.14126400649547577,0.24548950791358948,0.22068053483963013
2007,-0.15549811720848083,-0.2583237290382385,-0.17242015898227692,-0.14118565618991852,-0.09330242872238159,-0.09946443140506744,-0.06285460293292999,-0.21244128048419952,-0.10415828973054886,-0.18675847351551056,-0.1664225310087204
lisbon,0.1698790043592453,0.288802832365036,0.07124572992324829,0.11167588084936142,0.18496009707450867,0.17406639456748962,0.12598645687103271,0.23450347781181335,0.2764779031276703,0.15561380982398987,0.14563871920108795
treaty,0.17237819731235504,0.39000245928764343,0.1376098245382309,0.1583089828491211,0.16682939231395721,0.19668826460838318,0.13831712305545807,0.2602092921733856,0.23946674168109894,0.3302869200706482,0.1174844279885292
explicitly,0.3763854503631592,0.17670245468616486,0.17005492746829987,0.16090844571590424,0.2365877330303192,0.19245010614395142,0.301018625497818,0.1696290224790573,0.158223956823349,0.24544431269168854,0.2977891266345978
recognised,0.22302114963531494,0.31021711230278015,0.20770825445652008,0.2406984269618988,0.19415363669395447,0.23745663464069366,0.1875525563955307,0.29297497868537903,0.16342799365520477,0.17763693630695343,0.1985509693622589
fundamental,0.35305243730545044,0.2772924304008484,0.21495762467384338,0.1829306036233902,0.1619514524936676,0.3872447907924652,0.37294909358024597,0.35164782404899597,0.11398086696863174,0.35547971725463867,0.2011919468641281
rights,0.2386135458946228,0.41641664505004883,0.193097785115242,0.21720020473003387,0.2173870950937271,0.21105928719043732,0.24933584034442902,0.19425496459007263,0.1998741328716278,0.3795265257358551,0.21814769506454468
by,0.2455483376979828,0.1632666289806366,0.3254803419113159,0.1663227528333664,0.2719563841819763,0.1897295117378235,0.15796492993831635,0.3646814823150635,0.07193604856729507,0.1977037936449051,0.17966607213020325
providing,0.21766136586666107,0.2210931032896042,0.24969029426574707,0.1794646978378296,0.27484533190727234,0.2437456101179123,0.2849814295768738,0.24403119087219238,0.13552901148796082,0.20358245074748993,0.1936793476343155
in,0.30808621644973755,0.20881880819797516,0.4173259735107422,0.23238378763198853,0.2605783939361572,0.3796374499797821,0.16113883256912231,0.5696388483047485,0.12919096648693085,0.24850773811340332,0.20430970191955566
article,0.40514686703681946,0.2400231510400772,0.28238150477409363,0.18844176828861237,0.2350708693265915,0.28756630420684814,0.31724512577056885,0.25720444321632385,0.21028774976730347,0.187630295753479,0.4948462247848511
6,0.05088282376527786,0.03965838626027107,0.07182395458221436,0.13166607916355133,0.04869049787521362,0.04625891521573067,0.018028149381279945,0.055943556129932404,0.0513901524245739,0.06627890467643738,0.045001473277807236
(,0.2411840260028839,0.1613139510154724,0.2498389035463333,0.17883598804473877,0.286407470703125,0.21277278661727905,0.18374016880989075,0.35032153129577637,0.1709967851638794,0.14312884211540222,0.40561532974243164
1,-0.21266892552375793,-0.16970661282539368,-0.1557902842760086,-0.18633592128753662,-0.15245160460472107,-0.11593256890773773,-0.16273538768291473,-0.09473495930433273,-0.11595167219638824,-0.21160109341144562,-0.249979168176651
),0.26259949803352356,0.15187720954418182,0.26944878697395325,0.1894923597574234,0.2873353958129883,0.22956669330596924,0.19060786068439484,0.3680361211299896,0.1733860969543457,0.15311799943447113,0.42300865054130554
that,0.6297725439071655,0.2003634124994278,0.41272613406181335,0.33698222041130066,0.365763783454895,0.3865286409854889,0.31702283024787903,0.41498205065727234,0.10275088250637054,0.23277728259563446,0.32716336846351624
``,0.008517155423760414,-0.0005229103844612837,0.06254398077726364,0.039250798523426056,0.03770720958709717,0.12753228843212128,-0.023893197998404503,0.06780257821083069,0.179834246635437,0.005725041963160038,0.0685480609536171
the,0.42745697498321533,0.26436546444892883,0.4177538752555847,0.31731709837913513,0.4207492768764496,0.39348116517066956,0.24363651871681213,0.733189046382904,0.14126400649547577,0.24548950791358948,0.22068053483963013
union,0.1396910548210144,0.24181725084781647,0.19102120399475098,0.16334053874015808,0.15291360020637512,0.1495465338230133,0.1594877541065216,0.2642118036746979,0.3292396068572998,0.19371826946735382,0.07797172665596008
recognises,0.26039788126945496,0.33816102147102356,0.23412804305553436,0.28339067101478577,0.16864806413650513,0.2448364645242691,0.18011142313480377,0.3168335556983948,0.2053961306810379,0.20792217552661896,0.23097087442874908
the,0.42745697498321533,0.26436546444892883,0.4177538752555847,0.31731709837913513,0.4207492768764496,0.39348116517066956,0.24363651871681213,0.733189046382904,0.14126400649547577,0.24548950791358948,0.22068053483963013
rights,0.2386135458946228,0.41641664505004883,0.193097785115242,0.21720020473003387,0.2173870950937271,0.21105928719043732,0.24933584034442902,0.19425496459007263,0.1998741328716278,0.3795265257358551,0.21814769506454468
",",0.3087472915649414,0.25566044449806213,0.3734780251979828,0.29676204919815063,0.3581022024154663,0.3452564477920532,0.19605056941509247,0.4946078956127167,0.1565755307674408,0.24953721463680267,0.31091248989105225
freedoms,0.22408004105091095,0.40209880471229553,0.1800486147403717,0.15739290416240692,0.1497858762741089,0.2361425757408142,0.2728259265422821,0.27226173877716064,0.24916836619377136,0.34951481223106384,0.21596571803092957
and,0.31309178471565247,0.21405354142189026,0.43716782331466675,0.3416603207588196,0.2838519215583801,0.37549954652786255,0.2093125432729721,0.5116966962814331,0.16977795958518982,0.254730761051178,0.20544172823429108
principles,0.3122304081916809,0.3494836986064911,0.10351306200027466,0.13078951835632324,0.15920476615428925,0.2621042728424072,0.36363843083381653,0.25854504108428955,0.1798057109117508,0.37726420164108276,0.19203636050224304
set,0.28954121470451355,0.1124468520283699,0.128098264336586,0.19634774327278137,0.19075638055801392,0.12885001301765442,0.1561211794614792,0.20671486854553223,0.07814380526542664,0.17312762141227722,0.1698019951581955
out,0.3633197546005249,0.16600705683231354,0.30727511644363403,0.2347206473350525,0.2333006113767624,0.22722063958644867,0.14484775066375732,0.34176841378211975,0.12065667659044266,0.14484383165836334,0.22020699083805084
in,0.30808621644973755,0.20881880819797516,0.4173259735107422,0.23238378763198853,0.2605783939361572,0.3796374499797821,0.16113883256912231,0.5696388483047485,0.12919096648693085,0.24850773811340332,0.20430970191955566
the,0.42745697498321533,0.26436546444892883,0.4177538752555847,0.31731709837913513,0.4207492768764496,0.39348116517066956,0.24363651871681213,0.733189046382904,0.14126400649547577,0.24548950791358948,0.22068053483963013
charter,0.13714581727981567,1.0000001192092896,0.15449199080467224,0.19530536234378815,0.1787807196378708,0.19349318742752075,0.13243862986564636,0.2438247799873352,0.263906866312027,0.3311116695404053,0.14220231771469116
of,0.33290785551071167,0.2438247799873352,0.3909035325050354,0.31678006052970886,0.32280945777893066,0.43301743268966675,0.26582151651382446,1.0,0.1579294353723526,0.2816956341266632,0.1826142966747284
fundamental,0.35305243730545044,0.2772924304008484,0.21495762467384338,0.1829306036233902,0.1619514524936676,0.3872447907924652,0.37294909358024597,0.35164782404899597,0.11398086696863174,0.35547971725463867,0.2011919468641281
rights,0.2386135458946228,0.41641664505004883,0.193097785115242,0.21720020473003387,0.2173870950937271,0.21105928719043732,0.24933584034442902,0.19425496459007263,0.1998741328716278,0.3795265257358551,0.21814769506454468
of,0.33290785551071167,0.2438247799873352,0.3909035325050354,0.31678006052970886,0.32280945777893066,0.43301743268966675,0.26582151651382446,1.0,0.1579294353723526,0.2816956341266632,0.1826142966747284
the,0.42745697498321533,0.26436546444892883,0.4177538752555847,0.31731709837913513,0.4207492768764496,0.39348116517066956,0.24363651871681213,0.733189046382904,0.14126400649547577,0.24548950791358948,0.22068053483963013
european,0.15324164927005768,0.334158331155777,0.1917828619480133,0.18499349057674408,0.15618090331554413,0.19270581007003784,0.08989446610212326,0.2507138252258301,0.46552222967147827,0.17164482176303864,0.14560863375663757
union,0.1396910548210144,0.24181725084781647,0.19102120399475098,0.16334053874015808,0.15291360020637512,0.1495465338230133,0.1594877541065216,0.2642118036746979,0.3292396068572998,0.19371826946735382,0.07797172665596008
of,0.33290785551071167,0.2438247799873352,0.3909035325050354,0.31678006052970886,0.32280945777893066,0.43301743268966675,0.26582151651382446,1.0,0.1579294353723526,0.2816956341266632,0.1826142966747284
7,-0.1699475795030594,0.01247490756213665,-0.09826647490262985,-0.06746353954076767,-0.07402464002370834,-0.09199985861778259,-0.09920882433652878,-0.04983885586261749,-0.03293292596936226,-0.039152782410383224,-0.15092156827449799
december,0.19304980337619781,0.23399090766906738,0.17745162546634674,0.1423855423927307,0.20620359480381012,0.13392776250839233,0.06790744513273239,0.1503814309835434,0.15454992651939392,0.13729818165302277,0.2480352818965912
2000,-0.10562582314014435,-0.09187748283147812,-0.0468919537961483,0.04020978882908821,0.01535976491868496,-0.08967174589633942,-0.08202079683542252,0.010344067588448524,-0.1365196257829666,0.0008963981526903808,-0.0824366956949234
",",0.3087472915649414,0.25566044449806213,0.3734780251979828,0.29676204919815063,0.3581022024154663,0.3452564477920532,0.19605056941509247,0.4946078956127167,0.1565755307674408,0.24953721463680267,0.31091248989105225
as,0.31749409437179565,0.23024281859397888,0.351646363735199,0.36734503507614136,0.37218472361564636,0.2693694233894348,0.260917603969574,0.3886612355709076,0.13827164471149445,0.2346976399421692,0.27043893933296204
adopted,0.1504661738872528,0.2940364480018616,0.22093436121940613,0.20448137819766998,0.14038705825805664,0.10209764540195465,0.14873017370700836,0.25312307476997375,0.11569340527057648,0.27245211601257324,0.14235380291938782
at,0.2838611304759979,0.19808638095855713,0.2743658423423767,0.18341459333896637,0.2446778565645218,0.22091448307037354,0.15658201277256012,0.42558613419532776,0.18760159611701965,0.1870616227388382,0.21978627145290375
strasbourg,0.17556358873844147,0.2687762975692749,0.20715753734111786,0.11205651611089706,0.21263161301612854,0.1574518382549286,0.14381517469882965,0.2756233513355255,0.2380329668521881,0.24201951920986176,0.12678104639053345
on,0.34226128458976746,0.22432076930999756,0.34604379534721375,0.17756444215774536,0.3192969560623169,0.23164092004299164,0.1945095658302307,0.3966929316520691,0.18063917756080627,0.13878796994686127,0.2714994251728058
12,0.1696145385503769,0.04266323894262314,0.23230086266994476,0.19096006453037262,0.15378046035766602,0.25051259994506836,0.05175089091062546,0.2886716425418854,0.06383003294467926,0.006064980290830135,0.10021790862083435
december,0.19304980337619781,0.23399090766906738,0.17745162546634674,0.1423855423927307,0.20620359480381012,0.13392776250839233,0.06790744513273239,0.1503814309835434,0.15454992651939392,0.13729818165302277,0.2480352818965912
2007,-0.15549811720848083,-0.2583237290382385,-0.17242015898227692,-0.14118565618991852,-0.09330242872238159,-0.09946443140506744,-0.06285460293292999,-0.21244128048419952,-0.10415828973054886,-0.18675847351551056,-0.1664225310087204
",",0.3087472915649414,0.25566044449806213,0.3734780251979828,0.29676204919815063,0.3581022024154663,0.3452564477920532,0.19605056941509247,0.4946078956127167,0.1565755307674408,0.24953721463680267,0.31091248989105225
which,0.5261979103088379,0.22885680198669434,0.4350704550743103,0.31449273228645325,0.3611921966075897,0.37798872590065,0.3132780194282532,0.5011631846427917,0.15620915591716766,0.20205146074295044,0.25814583897590637
shall,0.26475924253463745,0.2803739607334137,0.18012024462223053,0.22835218906402588,0.13217949867248535,0.08776847273111343,0.21259872615337372,0.2537289261817932,0.17619791626930237,0.3176761865615845,0.3077273964881897
have,0.39808809757232666,0.1787286251783371,0.6353569626808167,0.3924923539161682,0.22897054255008698,0.31485000252723694,0.3453264534473419,0.3802283704280853,0.1317766159772873,0.18623127043247223,0.32991164922714233
the,0.42745697498321533,0.26436546444892883,0.4177538752555847,0.31731709837913513,0.4207492768764496,0.39348116517066956,0.24363651871681213,0.733189046382904,0.14126400649547577,0.24548950791358948,0.22068053483963013
same,0.3764382302761078,0.17003637552261353,0.3106575906276703,0.16909684240818024,0.2785528004169464,0.2538355886936188,0.23636358976364136,0.3808329105377197,0.19750000536441803,0.25704842805862427,0.22649677097797394
legal,0.26388198137283325,0.29930779337882996,0.19848433136940002,0.16713301837444305,0.21149705350399017,0.22981716692447662,0.18580955266952515,0.2720220685005188,0.2780792713165283,0.5520976781845093,0.2143220454454422
value,0.24056871235370636,0.12716077268123627,0.1682177633047104,0.06651397049427032,0.15501222014427185,0.20922386646270752,0.2801072895526886,0.14933855831623077,0.16249479353427887,0.15974314510822296,0.23920650780200958
as,0.31749409437179565,0.23024281859397888,0.351646363735199,0.36734503507614136,0.37218472361564636,0.2693694233894348,0.260917603969574,0.3886612355709076,0.13827164471149445,0.2346976399421692,0.27043893933296204
the,0.42745697498321533,0.26436546444892883,0.4177538752555847,0.31731709837913513,0.4207492768764496,0.39348116517066956,0.24363651871681213,0.733189046382904,0.14126400649547577,0.24548950791358948,0.22068053483963013
treaties,0.2403455525636673,0.43082430958747864,0.19029702246189117,0.1646839827299118,0.1250661462545395,0.2656135857105255,0.2538829445838928,0.3281906247138977,0.33172380924224854,0.39653173089027405,0.1693580597639084
.,0.3567904531955719,0.17250345647335052,0.4105546176433563,0.32859939336776733,0.3581749200820923,0.33938494324684143,0.21891406178474426,0.5352458953857422,0.1552242487668991,0.24482665956020355,0.4130953550338745
'',0.08143015950918198,0.03351861611008644,0.004576915875077248,-0.056798055768013,0.09471100568771362,0.03843875601887703,-0.008916174992918968,0.13035868108272552,0.0652511790394783,0.02283594384789467,0.018684765323996544
