,why,did,saudi,arabia,try,to,increase,production,",",and,reduce,profits,for,high,cost,producers,?
",",0.2827242314815521,0.3015086054801941,0.2657196521759033,0.2566268742084503,0.27472031116485596,0.44245919585227966,0.20005576312541962,0.24176549911499023,1.0000001192092896,0.6633074283599854,0.15094059705734253,0.14407268166542053,0.4464869201183319,0.27938312292099,0.20970560610294342,0.2837751507759094,0.31091248989105225
pushing,0.3031844198703766,0.208004429936409,0.17638973891735077,0.15895286202430725,0.31724733114242554,0.298397421836853,0.30685392022132874,0.09758220613002777,0.2548750638961792,0.26554709672927856,0.24687738716602325,0.19564667344093323,0.20903702080249786,0.20003801584243774,0.11510984599590302,0.08876093477010727,0.2176675945520401
prices,0.13124977052211761,0.22555270791053772,0.19542206823825836,0.16702625155448914,0.24992355704307556,0.3313114047050476,0.3687003254890442,0.37982460856437683,0.24323208630084991,0.2769239842891693,0.3266660273075104,0.514778733253479,0.2769668698310852,0.27138298749923706,0.4897516965866089,0.3343558609485626,0.14604969322681427
down,0.20744042098522186,0.2029697746038437,0.08414588123559952,0.10049910843372345,0.24353453516960144,0.33130598068237305,0.23077285289764404,0.20851479470729828,0.23362469673156738,0.2760816216468811,0.299008309841156,0.17238111793994904,0.22538931667804718,0.20752109587192535,0.1542038470506668,0.15744490921497345,0.13836295902729034
",",0.2827242314815521,0.3015086054801941,0.2657196521759033,0.2566268742084503,0.27472031116485596,0.44245919585227966,0.20005576312541962,0.24176549911499023,1.0000001192092896,0.6633074283599854,0.15094059705734253,0.14407268166542053,0.4464869201183319,0.27938312292099,0.20970560610294342,0.2837751507759094,0.31091248989105225
shrinking,0.2578057646751404,0.18774376809597015,0.2274271696805954,0.23842045664787292,0.26170608401298523,0.3032439947128296,0.3381974995136261,0.24340970814228058,0.24785944819450378,0.3412339985370636,0.3199756145477295,0.19262181222438812,0.196459099650383,0.20168647170066833,0.2015540450811386,0.16722244024276733,0.2101638913154602
or,0.3391086459159851,0.28211739659309387,0.24306336045265198,0.21106365323066711,0.3808893859386444,0.38921234011650085,0.2745954096317291,0.16223518550395966,0.3769497275352478,0.4713204801082611,0.3796486258506775,0.25912031531333923,0.4111599624156952,0.17899541556835175,0.24070757627487183,0.10036807507276535,0.32389625906944275
eliminating,0.17912885546684265,0.1570241004228592,0.16348302364349365,0.13272757828235626,0.3370865285396576,0.26180797815322876,0.22291973233222961,0.20296326279640198,0.2411145120859146,0.18983204662799835,0.3391209542751312,0.20746943354606628,0.21659892797470093,0.10960704833269119,0.17115646600723267,0.1716374158859253,0.13820406794548035
profits,0.1779387891292572,0.3037288188934326,0.14070753753185272,0.09190520644187927,0.281952440738678,0.3137185275554657,0.3762095868587494,0.4151896834373474,0.14407268166542053,0.20269834995269775,0.3205379843711853,1.0,0.2327321320772171,0.15394531190395355,0.46008366346359253,0.3537636697292328,0.1589900553226471
for,0.3869043290615082,0.318512886762619,0.213758185505867,0.20103362202644348,0.27246251702308655,0.4451248347759247,0.26647913455963135,0.26936712861061096,0.4464869201183319,0.5064792633056641,0.28123193979263306,0.2327321320772171,0.9999999403953552,0.1925620585680008,0.2728281319141388,0.14814059436321259,0.264628142118454
high-cost,0.23407405614852905,0.22001336514949799,0.22852912545204163,0.20466925203800201,0.2005380094051361,0.34462711215019226,0.36536264419555664,0.2824289798736572,0.4200354218482971,0.39747360348701477,0.3383367359638214,0.331411212682724,0.3112931549549103,0.5655812621116638,0.61039137840271,0.25926050543785095,0.30290859937667847
producers,0.13624726235866547,0.2055254876613617,0.155535489320755,0.19810868799686432,0.13644348084926605,0.2612137794494629,0.218080073595047,0.5374307632446289,0.2837751507759094,0.2762635052204132,0.2169155329465866,0.3537636697292328,0.14814059436321259,0.14572127163410187,0.18378913402557373,1.0,0.15943901240825653
.,0.32909876108169556,0.35288307070732117,0.2524958550930023,0.23547381162643433,0.3077121675014496,0.4645031690597534,0.24619564414024353,0.22297915816307068,0.6812511086463928,0.588965117931366,0.2184620201587677,0.17470195889472961,0.4726039469242096,0.24301011860370636,0.26134178042411804,0.20830154418945312,0.4130953550338745
