,what,did,objects,in,forced,motion,contain,according,to,the,late,medieval,idea,that,influence,aristotle,?
until,0.2693650424480438,0.33905428647994995,0.12015707045793533,0.38338494300842285,0.3293271064758301,0.1596565544605255,0.05388268083333969,0.13915656507015228,0.354556679725647,0.37191009521484375,0.4057881236076355,0.19082143902778625,0.2056553065776825,0.324736088514328,0.20031549036502838,0.08282201737165451,0.20304496586322784
the,0.42745697498321533,0.34736719727516174,0.24716724455356598,0.6662389636039734,0.2571122944355011,0.30530840158462524,0.26383090019226074,0.3202974498271942,0.535392165184021,1.0,0.31481194496154785,0.28617456555366516,0.2839161455631256,0.5473989248275757,0.3039984107017517,0.1415858268737793,0.22068053483963013
17th,0.15649843215942383,0.0865093395113945,0.11379527300596237,0.17784206569194794,0.0727730542421341,0.16651752591133118,0.09639091789722443,0.22489427030086517,0.16142873466014862,0.2679309546947479,0.17267736792564392,0.16258126497268677,0.0382610484957695,0.17458629608154297,0.1058446541428566,0.060530200600624084,0.096589595079422
century,0.20422613620758057,0.2333737462759018,0.18215437233448029,0.3174034655094147,0.21812647581100464,0.18483850359916687,0.08552562445402145,0.23980063199996948,0.20143604278564453,0.3617299497127533,0.42292845249176025,0.4737406075000763,0.23535291850566864,0.24900858104228973,0.30494225025177,0.3311103582382202,0.1026201918721199
work,0.3762225806713104,0.336654931306839,0.3232395052909851,0.2753349542617798,0.2395550161600113,0.2108263373374939,0.2171621322631836,0.1609015315771103,0.3482864499092102,0.2704800069332123,0.24772250652313232,0.19846448302268982,0.3988180160522461,0.34257015585899353,0.3181151747703552,0.2553432881832123,0.2621155381202698
of,0.33290785551071167,0.2513895630836487,0.23814009130001068,0.5696388483047485,0.27082350850105286,0.24864931404590607,0.30574339628219604,0.3307822346687317,0.41548454761505127,0.733189046382904,0.21690747141838074,0.31686919927597046,0.2342950403690338,0.41498205065727234,0.3608979284763336,0.22867590188980103,0.1826142966747284
galileo,0.23183517158031464,0.18615373969078064,0.36588457226753235,0.19406108558177948,0.16460448503494263,0.3271348476409912,0.1325167566537857,0.18752333521842957,0.17046451568603516,0.21531248092651367,0.22322562336921692,0.2211533933877945,0.2870751619338989,0.285929411649704,0.2428748458623886,0.40955138206481934,0.1773405522108078
galilei,0.24872058629989624,0.1803659349679947,0.36176443099975586,0.20573991537094116,0.17821741104125977,0.30468475818634033,0.11925629526376724,0.2351088523864746,0.15934664011001587,0.20981746912002563,0.16643844544887543,0.25228843092918396,0.29441729187965393,0.27534306049346924,0.23073352873325348,0.4401257634162903,0.17844437062740326
",",0.3087472915649414,0.3015086054801941,0.21213118731975555,0.5201468467712402,0.2527396082878113,0.18457698822021484,0.24384500086307526,0.3107093870639801,0.44245919585227966,0.4933079481124878,0.3051932752132416,0.18470603227615356,0.22699743509292603,0.4137537479400635,0.2585834860801697,0.21875548362731934,0.31091248989105225
who,0.40942975878715515,0.34038686752319336,0.19808335602283478,0.2792111933231354,0.35712045431137085,0.1509658545255661,0.06489512324333191,0.22336459159851074,0.42656609416007996,0.3733934462070465,0.19296042621135712,0.1664111316204071,0.3689709007740021,0.45444270968437195,0.2847938537597656,0.25860172510147095,0.26220351457595825
was,0.22111038863658905,0.41399896144866943,0.12351071834564209,0.45514053106307983,0.21640066802501678,0.20849859714508057,0.0908108651638031,0.31116798520088196,0.3636345863342285,0.48711544275283813,0.4393066465854645,0.20488819479942322,0.2835119664669037,0.33670201897621155,0.25968071818351746,0.19171908497810364,0.18412111699581146
influenced,0.22395093739032745,0.22115233540534973,0.17288318276405334,0.23469695448875427,0.22693797945976257,0.13557586073875427,0.11046052724123001,0.24779421091079712,0.11829091608524323,0.18518297374248505,0.3083239197731018,0.2668002247810364,0.30541855096817017,0.2764137387275696,0.8065833449363708,0.29108288884162903,0.1310873031616211
by,0.2455483376979828,0.18574509024620056,0.22672481834888458,0.370934396982193,0.24928836524486542,0.2258811891078949,0.19216567277908325,0.2975466847419739,0.33534231781959534,0.4408751428127289,0.2580295205116272,0.18843704462051392,0.2571745216846466,0.37496164441108704,0.29864758253097534,0.19290731847286224,0.17966607213020325
the,0.42745697498321533,0.34736719727516174,0.24716724455356598,0.6662389636039734,0.2571122944355011,0.30530840158462524,0.26383090019226074,0.3202974498271942,0.535392165184021,1.0,0.31481194496154785,0.28617456555366516,0.2839161455631256,0.5473989248275757,0.3039984107017517,0.1415858268737793,0.22068053483963013
late,0.1576872020959854,0.27609187364578247,0.14528410136699677,0.3439198434352875,0.22189545631408691,0.13879765570163727,0.06015389785170555,0.17120586335659027,0.25809016823768616,0.31481194496154785,1.0,0.2633466124534607,0.21649964153766632,0.2700948715209961,0.3038678467273712,0.14438603818416595,0.11339222639799118
medieval,0.2230893075466156,0.1563311666250229,0.20158784091472626,0.2546980679035187,0.17042198777198792,0.12445718795061111,0.10244763642549515,0.242094025015831,0.1536858230829239,0.28617456555366516,0.2633466124534607,1.0,0.11658886075019836,0.18623875081539154,0.2928411364555359,0.2949737012386322,0.15571735799312592
idea,0.44512778520584106,0.3689729869365692,0.28776514530181885,0.20288406312465668,0.18256080150604248,0.26565131545066833,0.17502246797084808,0.20464031398296356,0.3542773127555847,0.2839161455631256,0.21649964153766632,0.11658886075019836,1.0,0.49277663230895996,0.3713180422782898,0.35670042037963867,0.2952161729335785
that,0.6297725439071655,0.47518548369407654,0.33961281180381775,0.435920387506485,0.314667671918869,0.2637788951396942,0.36020758748054504,0.29146862030029297,0.5436353087425232,0.5473989248275757,0.2700948715209961,0.18623875081539154,0.49277663230895996,1.0,0.3612593710422516,0.30206596851348877,0.32716336846351624
objects,0.24020016193389893,0.16254889965057373,1.0000001192092896,0.23406893014907837,0.1915174424648285,0.3248368203639984,0.31279829144477844,0.17113643884658813,0.2695634961128235,0.24716724455356598,0.14528410136699677,0.20158784091472626,0.28776514530181885,0.33961281180381775,0.2514041066169739,0.277997761964798,0.15479016304016113
in,0.30808621644973755,0.2593238651752472,0.23406893014907837,1.0,0.2043643444776535,0.2190442532300949,0.23975171148777008,0.29259276390075684,0.45010748505592346,0.6662389636039734,0.3439198434352875,0.2546980679035187,0.20288406312465668,0.435920387506485,0.26119694113731384,0.17606331408023834,0.20430970191955566
forced,0.2257918417453766,0.36753809452056885,0.1915174424648285,0.2043643444776535,1.0,0.16769976913928986,0.06342592090368271,0.24305227398872375,0.3537954092025757,0.2571122944355011,0.22189545631408691,0.17042198777198792,0.18256080150604248,0.314667671918869,0.269636869430542,0.11390402168035507,0.17547516524791718
motion,0.260096937417984,0.17987219989299774,0.3248368203639984,0.2190442532300949,0.16769976913928986,0.9999999403953552,0.10359719395637512,0.20150518417358398,0.26277783513069153,0.30530840158462524,0.13879765570163727,0.12445718795061111,0.26565131545066833,0.2637788951396942,0.20144346356391907,0.22572894394397736,0.20143945515155792
carried,0.17649970948696136,0.17487744987010956,0.21809640526771545,0.22688958048820496,0.2981231212615967,0.11198054254055023,0.19441504776477814,0.2396072894334793,0.21867457032203674,0.31854987144470215,0.20695728063583374,0.1929456889629364,0.19091665744781494,0.277723491191864,0.217608243227005,0.20565223693847656,0.1305524855852127
an,0.2821882665157318,0.22598257660865784,0.1756676435470581,0.2605783939361572,0.11244519799947739,0.1709904968738556,0.13699057698249817,0.16550497710704803,0.3138085603713989,0.4207492768764496,0.1167203038930893,0.1495675891637802,0.1786234825849533,0.365763783454895,0.17206066846847534,0.19764694571495056,0.19793890416622162
innate,0.2683543860912323,0.18994300067424774,0.2647155821323395,0.18022385239601135,0.06916964054107666,0.17110846936702728,0.31896016001701355,0.09279455989599228,0.21057011187076569,0.2196919023990631,0.14891742169857025,0.1370338797569275,0.30035915970802307,0.3320786952972412,0.2620200514793396,0.28973817825317383,0.16386382281780243
force,0.16915984451770782,0.1680130809545517,0.27373945713043213,0.21744468808174133,0.4058721363544464,0.262514591217041,0.05646101012825966,0.16436368227005005,0.24496492743492126,0.2800885736942291,0.13458949327468872,0.16212649643421173,0.20167315006256104,0.26810982823371887,0.2760884165763855,0.14170260727405548,0.1650998443365097
of,0.33290785551071167,0.2513895630836487,0.23814009130001068,0.5696388483047485,0.27082350850105286,0.24864931404590607,0.30574339628219604,0.3307822346687317,0.41548454761505127,0.733189046382904,0.21690747141838074,0.31686919927597046,0.2342950403690338,0.41498205065727234,0.3608979284763336,0.22867590188980103,0.1826142966747284
impetus,0.226577028632164,0.1811249852180481,0.20306065678596497,0.20383292436599731,0.1643899381160736,0.23245501518249512,0.153074249625206,0.16732195019721985,0.23832306265830994,0.2660740911960602,0.22294524312019348,0.11077336966991425,0.3410068452358246,0.2961362600326538,0.3146025538444519,0.33560168743133545,0.12819479405879974
.,0.3567904531955719,0.35288307070732117,0.23188386857509613,0.5591574311256409,0.23676170408725739,0.20181286334991455,0.22565869987010956,0.29052162170410156,0.4645031690597534,0.5934505462646484,0.3287466764450073,0.2585373520851135,0.26084083318710327,0.4460422694683075,0.2734014391899109,0.16652794182300568,0.4130953550338745
,what,did,objects,in,forced,motion,contain,according,to,the,late,medieval,idea,that,influence,aristotle,?
he,0.3114890456199646,0.3292143940925598,0.14390882849693298,0.41690486669540405,0.2622094750404358,0.17289388179779053,0.06950431317090988,0.1964288353919983,0.385390967130661,0.4571082592010498,0.28255006670951843,0.18983832001686096,0.26744645833969116,0.36068853735923767,0.30631378293037415,0.23843912780284882,0.2089974731206894
showed,0.23458190262317657,0.36768215894699097,0.20697049796581268,0.3178827166557312,0.18330904841423035,0.18394799530506134,0.26163023710250854,0.3215377628803253,0.2083204984664917,0.3101346790790558,0.2284676730632782,0.14754560589790344,0.28394651412963867,0.3511183559894562,0.2617143988609314,0.23944325745105743,0.17389845848083496
that,0.6297725439071655,0.47518548369407654,0.33961281180381775,0.435920387506485,0.314667671918869,0.2637788951396942,0.36020758748054504,0.29146862030029297,0.5436353087425232,0.5473989248275757,0.2700948715209961,0.18623875081539154,0.49277663230895996,1.0,0.3612593710422516,0.30206596851348877,0.32716336846351624
the,0.42745697498321533,0.34736719727516174,0.24716724455356598,0.6662389636039734,0.2571122944355011,0.30530840158462524,0.26383090019226074,0.3202974498271942,0.535392165184021,1.0,0.31481194496154785,0.28617456555366516,0.2839161455631256,0.5473989248275757,0.3039984107017517,0.1415858268737793,0.22068053483963013
bodies,0.1688588559627533,0.24644926190376282,0.39785921573638916,0.2551804780960083,0.15465745329856873,0.2445032000541687,0.25042930245399475,0.19102773070335388,0.2779117226600647,0.2745959758758545,0.10412967205047607,0.1199512928724289,0.2354293316602707,0.30124250054359436,0.21802350878715515,0.1790090799331665,0.18285469710826874
were,0.22298263013362885,0.4162326455116272,0.2786100506782532,0.3815755248069763,0.2805345952510834,0.14214712381362915,0.3160918951034546,0.25184938311576843,0.31913647055625916,0.3906462490558624,0.37638410925865173,0.18805795907974243,0.2231837809085846,0.35517072677612305,0.22627855837345123,0.13814085721969604,0.17890112102031708
accelerated,0.2256019562482834,0.18238411843776703,0.32233375310897827,0.16314910352230072,0.233184814453125,0.37822431325912476,0.17358021438121796,0.21672634780406952,0.22047658264636993,0.24464751780033112,0.18702591955661774,0.1404232382774353,0.20805218815803528,0.275071382522583,0.26001453399658203,0.2278665155172348,0.12856028974056244
by,0.2455483376979828,0.18574509024620056,0.22672481834888458,0.370934396982193,0.24928836524486542,0.2258811891078949,0.19216567277908325,0.2975466847419739,0.33534231781959534,0.4408751428127289,0.2580295205116272,0.18843704462051392,0.2571745216846466,0.37496164441108704,0.29864758253097534,0.19290731847286224,0.17966607213020325
gravity,0.259439080953598,0.16321109235286713,0.4730571508407593,0.17083178460597992,0.15827789902687073,0.4236830770969391,0.21186110377311707,0.16558215022087097,0.23946231603622437,0.22609853744506836,0.13214991986751556,0.12989632785320282,0.292669415473938,0.3047354817390442,0.24972409009933472,0.31175875663757324,0.18354056775569916
to,0.455847829580307,0.4452643394470215,0.2695634961128235,0.45010748505592346,0.3537954092025757,0.26277783513069153,0.28093209862709045,0.28520727157592773,1.0,0.535392165184021,0.25809016823768616,0.1536858230829239,0.3542773127555847,0.5436353087425232,0.23180463910102844,0.21497178077697754,0.29463258385658264
an,0.2821882665157318,0.22598257660865784,0.1756676435470581,0.2605783939361572,0.11244519799947739,0.1709904968738556,0.13699057698249817,0.16550497710704803,0.3138085603713989,0.4207492768764496,0.1167203038930893,0.1495675891637802,0.1786234825849533,0.365763783454895,0.17206066846847534,0.19764694571495056,0.19793890416622162
extent,0.369102418422699,0.24440979957580566,0.18415650725364685,0.1923665851354599,0.16258960962295532,0.16430777311325073,0.2618647515773773,0.2528122663497925,0.26711156964302063,0.2727625370025635,0.1909499615430832,0.1267707198858261,0.25336846709251404,0.3597891628742218,0.4008482098579407,0.2982170879840851,0.1940663903951645
that,0.6297725439071655,0.47518548369407654,0.33961281180381775,0.435920387506485,0.314667671918869,0.2637788951396942,0.36020758748054504,0.29146862030029297,0.5436353087425232,0.5473989248275757,0.2700948715209961,0.18623875081539154,0.49277663230895996,1.0,0.3612593710422516,0.30206596851348877,0.32716336846351624
was,0.22111038863658905,0.41399896144866943,0.12351071834564209,0.45514053106307983,0.21640066802501678,0.20849859714508057,0.0908108651638031,0.31116798520088196,0.3636345863342285,0.48711544275283813,0.4393066465854645,0.20488819479942322,0.2835119664669037,0.33670201897621155,0.25968071818351746,0.19171908497810364,0.18412111699581146
independent,0.28752967715263367,0.22794869542121887,0.06680789589881897,0.2794609069824219,0.12460501492023468,0.2014542520046234,0.194060817360878,0.1231871098279953,0.20949965715408325,0.2927691638469696,0.14062999188899994,0.16222725808620453,0.1817220151424408,0.24654069542884827,0.22936782240867615,0.11748918890953064,0.11902587860822678
of,0.33290785551071167,0.2513895630836487,0.23814009130001068,0.5696388483047485,0.27082350850105286,0.24864931404590607,0.30574339628219604,0.3307822346687317,0.41548454761505127,0.733189046382904,0.21690747141838074,0.31686919927597046,0.2342950403690338,0.41498205065727234,0.3608979284763336,0.22867590188980103,0.1826142966747284
their,0.35142919421195984,0.38078752160072327,0.29732805490493774,0.34976133704185486,0.32794085144996643,0.21278102695941925,0.2947271168231964,0.22182291746139526,0.44619059562683105,0.516537070274353,0.18994268774986267,0.1725669652223587,0.2628145217895508,0.4266771972179413,0.28784066438674927,0.16659769415855408,0.1898253709077835
mass,0.23905135691165924,0.1598033756017685,0.3461655080318451,0.1766357719898224,0.1725035309791565,0.24820780754089355,0.21336641907691956,0.15431247651576996,0.20907121896743774,0.2284930944442749,0.12942925095558167,0.20896229147911072,0.2190360277891159,0.2827543616294861,0.18542461097240448,0.15524357557296753,0.2076406031847
and,0.31309178471565247,0.34479495882987976,0.2794862985610962,0.4954058527946472,0.28385210037231445,0.2186078429222107,0.3066939413547516,0.30645591020584106,0.48971283435821533,0.5171257257461548,0.3247620165348053,0.2673880457878113,0.24201342463493347,0.4731321930885315,0.34756016731262207,0.21236920356750488,0.20544172823429108
argued,0.31776854395866394,0.40107595920562744,0.16148655116558075,0.16827838122844696,0.276327520608902,0.1731429100036621,0.1425434947013855,0.3042967915534973,0.24650873243808746,0.1919303685426712,0.15406101942062378,0.1894630342721939,0.441631942987442,0.3780103027820587,0.34984660148620605,0.3588547110557556,0.18905270099639893
that,0.6297725439071655,0.47518548369407654,0.33961281180381775,0.435920387506485,0.314667671918869,0.2637788951396942,0.36020758748054504,0.29146862030029297,0.5436353087425232,0.5473989248275757,0.2700948715209961,0.18623875081539154,0.49277663230895996,1.0,0.3612593710422516,0.30206596851348877,0.32716336846351624
objects,0.24020016193389893,0.16254889965057373,1.0000001192092896,0.23406893014907837,0.1915174424648285,0.3248368203639984,0.31279829144477844,0.17113643884658813,0.2695634961128235,0.24716724455356598,0.14528410136699677,0.20158784091472626,0.28776514530181885,0.33961281180381775,0.2514041066169739,0.277997761964798,0.15479016304016113
retain,0.178955540060997,0.26291653513908386,0.20075415074825287,0.2081013172864914,0.26945438981056213,0.10733713954687119,0.2828730642795563,0.1423843502998352,0.3600676357746124,0.2913416624069214,0.16515256464481354,0.18067756295204163,0.2624944746494293,0.3142080307006836,0.250186562538147,0.03239050507545471,0.10032857954502106
their,0.35142919421195984,0.38078752160072327,0.29732805490493774,0.34976133704185486,0.32794085144996643,0.21278102695941925,0.2947271168231964,0.22182291746139526,0.44619059562683105,0.516537070274353,0.18994268774986267,0.1725669652223587,0.2628145217895508,0.4266771972179413,0.28784066438674927,0.16659769415855408,0.1898253709077835
velocity,0.21937116980552673,0.1735590100288391,0.3547598123550415,0.12496421486139297,0.1822928935289383,0.37702953815460205,0.1782405972480774,0.08350493013858795,0.2513314187526703,0.22094543278217316,0.1291259080171585,0.10534480959177017,0.22027051448822021,0.2781139016151428,0.18442143499851227,0.25594860315322876,0.20807628333568573
unless,0.4516109526157379,0.2809399366378784,0.3474059998989105,0.24363665282726288,0.22009746730327606,0.2504872977733612,0.32966357469558716,0.2184256911277771,0.45781534910202026,0.3451882302761078,0.12899257242679596,0.1224580928683281,0.2919017970561981,0.5599766373634338,0.17267613112926483,0.22302141785621643,0.37169966101646423
acted,0.1540473997592926,0.22742997109889984,0.18311384320259094,0.22516943514347076,0.19621242582798004,0.25053468346595764,0.11082124710083008,0.12947972118854523,0.09797097742557526,0.20873373746871948,0.18969614803791046,0.09826062619686127,0.08328813314437866,0.22111652791500092,0.2913205027580261,0.15994645655155182,0.15984973311424255
on,0.34226128458976746,0.2670976221561432,0.18997140228748322,0.46853652596473694,0.17744550108909607,0.1802297979593277,0.16834215819835663,0.2925943434238434,0.41031414270401,0.5107308030128479,0.2571752071380615,0.15240095555782318,0.22710762917995453,0.42569106817245483,0.22494085133075714,0.1333668828010559,0.2714994251728058
by,0.2455483376979828,0.18574509024620056,0.22672481834888458,0.370934396982193,0.24928836524486542,0.2258811891078949,0.19216567277908325,0.2975466847419739,0.33534231781959534,0.4408751428127289,0.2580295205116272,0.18843704462051392,0.2571745216846466,0.37496164441108704,0.29864758253097534,0.19290731847286224,0.17966607213020325
a,0.3320399522781372,0.2552328109741211,0.24898670613765717,0.539380669593811,0.23652443289756775,0.23572494089603424,0.23510922491550446,0.239227756857872,0.45503583550453186,0.5829201340675354,0.22989967465400696,0.22829298675060272,0.3483608067035675,0.47537946701049805,0.23828014731407166,0.17548255622386932,0.23916715383529663
force,0.16915984451770782,0.1680130809545517,0.27373945713043213,0.21744468808174133,0.4058721363544464,0.262514591217041,0.05646101012825966,0.16436368227005005,0.24496492743492126,0.2800885736942291,0.13458949327468872,0.16212649643421173,0.20167315006256104,0.26810982823371887,0.2760884165763855,0.14170260727405548,0.1650998443365097
",",0.3087472915649414,0.3015086054801941,0.21213118731975555,0.5201468467712402,0.2527396082878113,0.18457698822021484,0.24384500086307526,0.3107093870639801,0.44245919585227966,0.4933079481124878,0.3051932752132416,0.18470603227615356,0.22699743509292603,0.4137537479400635,0.2585834860801697,0.21875548362731934,0.31091248989105225
for,0.3017193675041199,0.318512886762619,0.240665465593338,0.4322226941585541,0.19555193185806274,0.27577662467956543,0.30063194036483765,0.1956551969051361,0.4451248347759247,0.4739971458911896,0.2018979787826538,0.18014349043369293,0.26828616857528687,0.4137635827064514,0.22429068386554718,0.13349127769470215,0.264628142118454
example,0.3456268310546875,0.2528466582298279,0.3090435564517975,0.30483278632164,0.17208035290241241,0.25269538164138794,0.37530142068862915,0.19780400395393372,0.3451666533946991,0.3755223751068115,0.04378215968608856,0.2023959457874298,0.4149380624294281,0.429897665977478,0.2714749276638031,0.24150450527668,0.30374911427497864
friction,0.2582229971885681,0.20624983310699463,0.42924872040748596,0.1972421556711197,0.32068750262260437,0.4094328284263611,0.19967663288116455,0.1909361630678177,0.30962538719177246,0.2587912678718567,0.20733444392681122,0.17792557179927826,0.29079705476760864,0.33971524238586426,0.35800716280937195,0.1723250448703766,0.18292373418807983
.,0.3567904531955719,0.35288307070732117,0.23188386857509613,0.5591574311256409,0.23676170408725739,0.20181286334991455,0.22565869987010956,0.29052162170410156,0.4645031690597534,0.5934505462646484,0.3287466764450073,0.2585373520851135,0.26084083318710327,0.4460422694683075,0.2734014391899109,0.16652794182300568,0.4130953550338745
