,how,many,khitan,tumens,were,there,?
(,0.1676948219537735,0.1455259770154953,0.21323993802070618,0.254930704832077,0.14743882417678833,0.22351126372814178,0.40561532974243164
塔不已兒,-0.026214154437184334,-0.03731062263250351,0.002156391739845276,-0.07851967960596085,0.00011048960004700348,-0.07978585362434387,-0.0865328311920166
),0.17939934134483337,0.16602720320224762,0.2383548766374588,0.23625682294368744,0.1566188633441925,0.24042794108390808,0.42300865054130554
and,0.33647966384887695,0.5296266674995422,0.23556430637836456,0.29776620864868164,0.42175528407096863,0.4242868423461914,0.20544172823429108
xiaozhacizhizizhongxi,0.1960379183292389,0.2860283851623535,0.6376825571060181,0.39737802743911743,0.2752004861831665,0.24279819428920746,0.23111842572689056
(,0.1676948219537735,0.1455259770154953,0.21323993802070618,0.254930704832077,0.14743882417678833,0.22351126372814178,0.40561532974243164
蕭札刺之子重喜,0.14745654165744781,0.1747407615184784,0.12419785559177399,0.11777471005916595,0.19857220351696014,0.07627766579389572,0.08713602274656296
),0.17939934134483337,0.16602720320224762,0.2383548766374588,0.23625682294368744,0.1566188633441925,0.24042794108390808,0.42300865054130554
commanded,0.14680735766887665,0.17069585621356964,0.25164902210235596,0.1456776112318039,0.2975910007953644,0.1752057671546936,0.13454970717430115
the,0.33890387415885925,0.4335206151008606,0.28280338644981384,0.32047373056411743,0.3906462490558624,0.47025805711746216,0.22068053483963013
three,0.23807744681835175,0.4501400589942932,0.15213249623775482,0.1966138333082199,0.38429051637649536,0.3531675636768341,0.20928427577018738
khitan,0.15470613539218903,0.178911492228508,1.0,0.2839905917644501,0.23881027102470398,0.21647381782531738,0.22136270999908447
tumens,0.1711575835943222,0.2821034789085388,0.2839905917644501,1.0000001192092896,0.28452253341674805,0.2587238550186157,0.11407921463251114
and,0.33647966384887695,0.5296266674995422,0.23556430637836456,0.29776620864868164,0.42175528407096863,0.4242868423461914,0.20544172823429108
the,0.33890387415885925,0.4335206151008606,0.28280338644981384,0.32047373056411743,0.3906462490558624,0.47025805711746216,0.22068053483963013
four,0.1955733299255371,0.4139232039451599,0.10932953655719757,0.17167219519615173,0.3769223988056183,0.29540538787841797,0.14532537758350372
han,0.1633017361164093,0.24089652299880981,0.4974193871021271,0.34090757369995117,0.185258150100708,0.1354026198387146,0.17129439115524292
generals,0.17411991953849792,0.27159982919692993,0.31874534487724304,0.15846405923366547,0.3414156436920166,0.17418621480464935,0.16273394227027893
zhang,0.19711549580097198,0.2243468016386032,0.4407181739807129,0.27484846115112305,0.22812984883785248,0.09661921858787537,0.18468330800533295
rou,0.16942338645458221,0.16559019684791565,0.2616221308708191,0.2612704634666443,0.05525922402739525,0.13241223990917206,0.1874285489320755
",",0.22659391164779663,0.40610817074775696,0.24559904634952545,0.32928577065467834,0.36755475401878357,0.4587128460407257,0.31091248989105225
yan,0.09125687181949615,0.09794016927480698,0.4361361265182495,0.20444008708000183,0.1336575746536255,0.14943702518939972,0.10652033984661102
shi,0.15457746386528015,0.1645810604095459,0.40431395173072815,0.24459128081798553,0.18801884353160858,0.16211248934268951,0.15530072152614594
",",0.22659391164779663,0.40610817074775696,0.24559904634952545,0.32928577065467834,0.36755475401878357,0.4587128460407257,0.31091248989105225
shi,0.15457746386528015,0.1645810604095459,0.40431395173072815,0.24459128081798553,0.18801884353160858,0.16211248934268951,0.15530072152614594
tianze,0.18955937027931213,0.2754509449005127,0.4201889634132385,0.3353980481624603,0.26080164313316345,0.20948314666748047,0.27177566289901733
",",0.22659391164779663,0.40610817074775696,0.24559904634952545,0.32928577065467834,0.36755475401878357,0.4587128460407257,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.23556430637836456,0.29776620864868164,0.42175528407096863,0.4242868423461914,0.20544172823429108
liu,0.13550780713558197,0.17799296975135803,0.36675238609313965,0.20546913146972656,0.24047952890396118,0.13218802213668823,0.18724565207958221
heima,0.116640105843544,0.1460958570241928,0.24039137363433838,0.43810543417930603,0.14421585202217102,0.1833716332912445,0.15050309896469116
commanded,0.14680735766887665,0.17069585621356964,0.25164902210235596,0.1456776112318039,0.2975910007953644,0.1752057671546936,0.13454970717430115
the,0.33890387415885925,0.4335206151008606,0.28280338644981384,0.32047373056411743,0.3906462490558624,0.47025805711746216,0.22068053483963013
four,0.1955733299255371,0.4139232039451599,0.10932953655719757,0.17167219519615173,0.3769223988056183,0.29540538787841797,0.14532537758350372
han,0.1633017361164093,0.24089652299880981,0.4974193871021271,0.34090757369995117,0.185258150100708,0.1354026198387146,0.17129439115524292
tumens,0.1711575835943222,0.2821034789085388,0.2839905917644501,1.0000001192092896,0.28452253341674805,0.2587238550186157,0.11407921463251114
under,0.23006081581115723,0.21268652379512787,0.1803065687417984,0.1579824835062027,0.28293636441230774,0.23181530833244324,0.18233340978622437
ogödei,0.1645953208208084,0.13015244901180267,0.44997096061706543,0.36117029190063477,0.13870884478092194,0.24126476049423218,0.22659435868263245
khan,0.11783289164304733,0.15215526521205902,0.5630635619163513,0.20635563135147095,0.12865866720676422,0.10096750408411026,0.12862591445446014
.,0.3287222981452942,0.3974229395389557,0.2087598592042923,0.26599517464637756,0.3378238379955292,0.43897318840026855,0.4130953550338745
