,in,what,year,did,developers,billings,&,meyering,acquire,the,alta,vista,tract,?
last,0.30714505910873413,0.23175878822803497,0.3419959247112274,0.30895525217056274,0.13258442282676697,0.1226659044623375,0.07283758372068405,0.2138005495071411,0.018383067101240158,0.3698786795139313,0.14303092658519745,0.19993439316749573,0.0913296788930893,0.22371746599674225
of,0.5696388483047485,0.33290785551071167,0.2578314542770386,0.2513895630836487,0.15035244822502136,0.24384750425815582,0.19900451600551605,0.2707578241825104,0.19236667454242706,0.733189046382904,0.1863243728876114,0.13944073021411896,0.20875340700149536,0.1826142966747284
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.2380460649728775,0.2178543508052826,0.14992168545722961,0.3445998430252075,0.19284681975841522,1.0,0.21644072234630585,0.19021748006343842,0.2717020511627197,0.22068053483963013
necessary,0.1872260719537735,0.3794087767601013,0.11494341492652893,0.34152600169181824,0.26804119348526,0.1488729864358902,0.04426635056734085,0.23963339626789093,0.2567302882671356,0.28364068269729614,0.035545192658901215,0.12827350199222565,0.1200651079416275,0.3430270850658417
municipal,0.2275012582540512,0.1597214788198471,0.1701677292585373,0.0977349504828453,0.2051607370376587,0.10687432438135147,0.09938442707061768,0.09060128033161163,0.12669289112091064,0.18049848079681396,0.2576541304588318,0.18662557005882263,0.14966200292110443,0.10536540299654007
improvements,0.24151334166526794,0.29292213916778564,0.1516367346048355,0.26624056696891785,0.4164547920227051,0.2045343518257141,0.0761517733335495,0.23647341132164001,0.21335197985172272,0.269887775182724,0.07803071290254593,0.2632579803466797,0.17616087198257446,0.26583096385002136
including,0.35857823491096497,0.18328791856765747,0.1839407980442047,0.26678287982940674,0.17430439591407776,0.22678637504577637,0.24869678914546967,0.24569636583328247,0.15726207196712494,0.3738902807235718,0.16825860738754272,0.16712605953216553,0.15360276401042938,0.1633303165435791
water,0.23966141045093536,0.17456887662410736,0.14500844478607178,0.1909485161304474,0.17484287917613983,0.14043667912483215,0.07599591463804245,0.18614664673805237,0.09587444365024567,0.297396719455719,0.14596015214920044,0.12394760549068451,0.2117786705493927,0.14731885492801666
service,0.1740635335445404,0.16857224702835083,0.17187200486660004,0.14130860567092896,0.23204657435417175,0.16870974004268646,0.15812088549137115,0.1747336983680725,0.19820374250411987,0.22661015391349792,0.14775747060775757,0.25909391045570374,0.1577741950750351,0.1676298975944519
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.22541633248329163,0.323849081993103,0.2516871392726898,0.389247864484787,0.19705404341220856,0.4933079481124878,0.27779361605644226,0.25796017050743103,0.22688284516334534,0.31091248989105225
and,0.4954058527946472,0.31309178471565247,0.2506658732891083,0.34479495882987976,0.22112950682640076,0.3252570331096649,0.34093084931373596,0.36477699875831604,0.23553775250911713,0.5171257257461548,0.17345282435417175,0.19163765013217926,0.22782114148139954,0.20544172823429108
began,0.34154343605041504,0.1665823757648468,0.23867103457450867,0.4415510594844818,0.19944022595882416,0.2549765408039093,0.09757918864488602,0.2685960829257965,0.16015119850635529,0.3059147596359253,0.08406547456979752,0.12746910750865936,0.10374845564365387,0.1370266228914261
marketing,0.2325202226638794,0.21407204866409302,0.19993138313293457,0.17093268036842346,0.37412407994270325,0.2401561290025711,0.17070232331752777,0.3136759102344513,0.2939166724681854,0.21615102887153625,0.14027562737464905,0.2321339100599289,0.14887669682502747,0.19105108082294464
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.2380460649728775,0.2178543508052826,0.14992168545722961,0.3445998430252075,0.19284681975841522,1.0,0.21644072234630585,0.19021748006343842,0.2717020511627197,0.22068053483963013
property,0.19798405468463898,0.24978817999362946,0.14419446885585785,0.17186422646045685,0.28637298941612244,0.16639786958694458,0.06863682717084885,0.14361640810966492,0.323076456785202,0.2061677873134613,0.05402027443051338,0.10072313249111176,0.1360047608613968,0.16865147650241852
with,0.4080928862094879,0.2464839518070221,0.3220449686050415,0.25472134351730347,0.22476612031459808,0.2555612027645111,0.20013411343097687,0.32027769088745117,0.2741476893424988,0.4223487675189972,0.13036108016967773,0.14253026247024536,0.16478216648101807,0.2433311939239502
fervor,0.21393463015556335,0.35266974568367004,0.17907166481018066,0.24641446769237518,0.20949764549732208,0.12616223096847534,0.14959168434143066,0.2578902244567871,0.15548387169837952,0.24141129851341248,0.05741262063384056,0.12415413558483124,0.2444058656692505,0.21508917212486267
.,0.5591574311256409,0.3567904531955719,0.32538118958473206,0.35288307070732117,0.24699343740940094,0.30370670557022095,0.16452857851982117,0.3289528489112854,0.15675117075443268,0.5934505462646484,0.24957479536533356,0.20176298916339874,0.19527077674865723,0.4130953550338745
