,what,was,the,plos,pathogens,paper,about,?
undertook,0.24039997160434723,0.340999037027359,0.3710167109966278,0.1466241329908371,0.1802985817193985,0.2232753038406372,0.205902099609375,0.1819676011800766
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.2581964433193207,0.21121124923229218,0.25947141647338867,0.34171196818351746,0.23916715383529663
new,0.2130378633737564,0.2748313844203949,0.3845241069793701,0.10742048174142838,0.13515934348106384,0.1730293184518814,0.20587114989757538,0.14782847464084625
investigation,0.2361239343881607,0.27696651220321655,0.2993324100971222,0.1768045276403427,0.2753674387931824,0.2534979581832886,0.22082452476024628,0.1558016687631607
into,0.2180619090795517,0.2322220653295517,0.39493247866630554,0.03742905706167221,0.18723729252815247,0.19487905502319336,0.2791807949542999,0.15662476420402527
the,0.42745697498321533,0.48711544275283813,1.0,0.17448601126670837,0.23115308582782745,0.2077420949935913,0.37995871901512146,0.22068053483963013
role,0.22614215314388275,0.2561398148536682,0.26607486605644226,0.09677854925394058,0.1788806915283203,0.1536952406167984,0.15488481521606445,0.18676944077014923
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.1732918620109558,0.22946582734584808,0.19050662219524384,0.40939709544181824,0.1826142966747284
yersinia,0.2697097361087799,0.1922709196805954,0.26242390275001526,0.32869017124176025,0.5756018161773682,0.24509188532829285,0.24240754544734955,0.22753337025642395
pestis,0.20065881311893463,0.19139879941940308,0.23376873135566711,0.38103801012039185,0.5820359587669373,0.238261416554451,0.17246399819850922,0.2471543848514557
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.14195695519447327,0.17208784818649292,0.18605142831802368,0.39797019958496094,0.20430970191955566
the,0.42745697498321533,0.48711544275283813,1.0,0.17448601126670837,0.23115308582782745,0.2077420949935913,0.37995871901512146,0.22068053483963013
black,0.12054000794887543,0.1419273465871811,0.28466513752937317,0.17271260917186737,0.14461396634578705,0.18181076645851135,0.19304651021957397,0.15159966051578522
death,0.2267695665359497,0.28516459465026855,0.21438048779964447,0.039208460599184036,0.19186393916606903,0.16478250920772552,0.148330956697464,0.21149799227714539
following,0.2506418824195862,0.16493390500545502,0.39779382944107056,0.04187795892357826,0.15212282538414001,0.12050650268793106,0.2062908262014389,0.1555173695087433
the,0.42745697498321533,0.48711544275283813,1.0,0.17448601126670837,0.23115308582782745,0.2077420949935913,0.37995871901512146,0.22068053483963013
disputed,0.3041055202484131,0.18628759682178497,0.32414746284484863,0.0931658148765564,0.15118402242660522,0.16721323132514954,0.20811837911605835,0.2165134698152542
identification,0.21125653386116028,0.15994779765605927,0.3052813708782196,0.21623143553733826,0.38303840160369873,0.18344596028327942,0.1664353758096695,0.2123335301876068
by,0.2455483376979828,0.4752357602119446,0.4408751428127289,0.07354491949081421,0.20554135739803314,0.20666080713272095,0.30091190338134766,0.17966607213020325
drancourt,0.22580432891845703,0.2748168110847473,0.32447513937950134,0.17189015448093414,0.1722746193408966,0.13036088645458221,0.2716463804244995,0.22359926998615265
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.17953655123710632,0.21800068020820618,0.21158236265182495,0.3875081241130829,0.20544172823429108
raoult,0.15077821910381317,0.32189926505088806,0.22710131108760834,0.18921388685703278,0.2259320169687271,0.012414919212460518,0.2280387431383133,0.1586870402097702
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.14195695519447327,0.17208784818649292,0.18605142831802368,0.39797019958496094,0.20430970191955566
1998,0.10774625837802887,0.04920116811990738,-0.047468025237321854,0.012211344204843044,-0.12132658064365387,0.009871931746602058,-0.055185746401548386,0.11714459210634232
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.19277657568454742,0.2375609129667282,0.2429187148809433,0.42038556933403015,0.4130953550338745
