,according,to,the,text,",",how,much,money,did,the,host,committee,raise,?
including,0.24753813445568085,0.24006329476833344,0.3738902807235718,0.1927030384540558,0.4127510190010071,0.20270724594593048,0.25625187158584595,0.2431754469871521,0.26678287982940674,0.3738902807235718,0.18043753504753113,0.15318942070007324,0.17579534649848938,0.1633303165435791
apple,0.1653537154197693,0.23797255754470825,0.19389043748378754,0.17659124732017517,0.2593806982040405,0.2165854573249817,0.09336904436349869,0.11252977699041367,0.11637157201766968,0.19389043748378754,0.18903502821922302,0.10197454690933228,0.14605657756328583,0.21977189183235168
",",0.3107093870639801,0.44245919585227966,0.4933079481124878,0.21162694692611694,1.0000001192092896,0.22659391164779663,0.36182254552841187,0.24156853556632996,0.3015086054801941,0.4933079481124878,0.26840344071388245,0.20982497930526733,0.2528770864009857,0.31091248989105225
google,0.09442994743585587,0.18934260308742523,0.15672807395458221,0.23917219042778015,0.26654380559921265,0.163117453455925,0.1831294149160385,0.19865632057189941,0.18124593794345856,0.15672807395458221,0.09717975556850433,0.10254024714231491,0.01027976255863905,0.33158186078071594
",",0.3107093870639801,0.44245919585227966,0.4933079481124878,0.21162694692611694,1.0000001192092896,0.22659391164779663,0.36182254552841187,0.24156853556632996,0.3015086054801941,0.4933079481124878,0.26840344071388245,0.20982497930526733,0.2528770864009857,0.31091248989105225
yahoo,0.15191614627838135,0.19721265137195587,0.1642497032880783,0.16144923865795135,0.21907691657543182,0.17910444736480713,0.1842806488275528,0.2425135225057602,0.16013243794441223,0.1642497032880783,0.15211184322834015,0.1824936419725418,0.17494268715381622,0.3211785852909088
!,0.13661402463912964,0.1950651854276657,0.208593487739563,0.2669258117675781,0.28909194469451904,0.24897439777851105,0.22685606777668,0.1663113832473755,0.21540984511375427,0.208593487739563,0.13930007815361023,0.0018133396515622735,0.19696196913719177,0.45165371894836426
",",0.3107093870639801,0.44245919585227966,0.4933079481124878,0.21162694692611694,1.0000001192092896,0.22659391164779663,0.36182254552841187,0.24156853556632996,0.3015086054801941,0.4933079481124878,0.26840344071388245,0.20982497930526733,0.2528770864009857,0.31091248989105225
intel,0.06509701907634735,0.1893104612827301,0.16567718982696533,0.14927899837493896,0.21605652570724487,0.19713515043258667,0.21138259768486023,0.22693389654159546,0.17387032508850098,0.16567718982696533,0.19311471283435822,0.21864186227321625,0.1597403734922409,0.2351066768169403
",",0.3107093870639801,0.44245919585227966,0.4933079481124878,0.21162694692611694,1.0000001192092896,0.22659391164779663,0.36182254552841187,0.24156853556632996,0.3015086054801941,0.4933079481124878,0.26840344071388245,0.20982497930526733,0.2528770864009857,0.31091248989105225
gap,0.04618573561310768,0.22861579060554504,0.27986636757850647,0.07287486642599106,0.213828906416893,0.13338913023471832,0.17480270564556122,0.1073838621377945,0.15783648192882538,0.27986636757850647,0.1278574913740158,0.11623523384332657,0.16299200057983398,0.09251954406499863
",",0.3107093870639801,0.44245919585227966,0.4933079481124878,0.21162694692611694,1.0000001192092896,0.22659391164779663,0.36182254552841187,0.24156853556632996,0.3015086054801941,0.4933079481124878,0.26840344071388245,0.20982497930526733,0.2528770864009857,0.31091248989105225
chevron,0.10827936232089996,0.19918283820152283,0.2372603714466095,0.13101981580257416,0.26833248138427734,0.1237804964184761,0.14171555638313293,0.06108727678656578,0.05819973722100258,0.2372603714466095,0.22385689616203308,0.13515333831310272,0.12151387333869934,0.10312800109386444
",",0.3107093870639801,0.44245919585227966,0.4933079481124878,0.21162694692611694,1.0000001192092896,0.22659391164779663,0.36182254552841187,0.24156853556632996,0.3015086054801941,0.4933079481124878,0.26840344071388245,0.20982497930526733,0.2528770864009857,0.31091248989105225
and,0.30645591020584106,0.48971283435821533,0.5171257257461548,0.18575285375118256,0.6633074283599854,0.33647966384887695,0.38395699858665466,0.3070235550403595,0.34479495882987976,0.5171257257461548,0.2797408998012543,0.22311176359653473,0.2588892877101898,0.20544172823429108
dignity,0.22123098373413086,0.2778012454509735,0.26360175013542175,0.10647423565387726,0.181061789393425,0.25994202494621277,0.20307600498199463,0.2386866807937622,0.19489222764968872,0.26360175013542175,0.1311081498861313,0.23037375509738922,0.18721875548362732,0.2379169464111328
health,0.2139369249343872,0.29985085129737854,0.2340974360704422,0.1180519312620163,0.2331448197364807,0.24691897630691528,0.21859803795814514,0.3055263161659241,0.21597589552402496,0.2340974360704422,0.11977764219045639,0.23691463470458984,0.2640317678451538,0.16094304621219635
.,0.29052162170410156,0.4645031690597534,0.5934505462646484,0.2065814584493637,0.6812511086463928,0.3287222981452942,0.3374604284763336,0.2570818066596985,0.35288307070732117,0.5934505462646484,0.20596550405025482,0.18011361360549927,0.2937842607498169,0.4130953550338745
