,when,did,tesla,discover,the,possibility,of,wireless,connectivity,?
in,0.4431333839893341,0.2593238651752472,0.17097744345664978,0.24369259178638458,0.6662389636039734,0.19996024668216705,0.5696388483047485,0.22999337315559387,0.22795961797237396,0.20430970191955566
new,0.257220059633255,0.227974995970726,0.15999311208724976,0.2431245893239975,0.3845241069793701,0.20492930710315704,0.343457967042923,0.28625407814979553,0.23178106546401978,0.14782847464084625
york,0.21644815802574158,0.16606222093105316,0.15629629790782928,0.15185748040676117,0.3034006953239441,0.1837366223335266,0.23040355741977692,0.22783243656158447,0.19747120141983032,0.15262620151042938
and,0.4716290831565857,0.34479495882987976,0.19560420513153076,0.21819821000099182,0.5171257257461548,0.22425253689289093,0.5116966962814331,0.22977887094020844,0.24775873124599457,0.20544172823429108
colorado,0.14737550914287567,0.16166602075099945,0.17255069315433502,0.20222435891628265,0.24470749497413635,0.14867617189884186,0.17896123230457306,0.13028153777122498,0.12815964221954346,0.15461322665214539
springs,0.2640158534049988,0.10978550463914871,0.18937155604362488,0.17955699563026428,0.2626856863498688,0.18945609033107758,0.2518058717250824,0.1795915961265564,0.1846102774143219,0.0950024425983429
",",0.36674630641937256,0.3015086054801941,0.20599327981472015,0.22755950689315796,0.4933079481124878,0.23664548993110657,0.4946078956127167,0.2685069143772125,0.22704561054706573,0.31091248989105225
and,0.4716290831565857,0.34479495882987976,0.19560420513153076,0.21819821000099182,0.5171257257461548,0.22425253689289093,0.5116966962814331,0.22977887094020844,0.24775873124599457,0.20544172823429108
made,0.2936893105506897,0.3068731725215912,0.1893712431192398,0.1749458909034729,0.3885267674922943,0.1348009556531906,0.33167365193367004,0.1322362869977951,0.14093372225761414,0.17218779027462006
early,0.32107013463974,0.32047218084335327,0.10564569383859634,0.1820792853832245,0.34442198276519775,0.25736069679260254,0.30937549471855164,0.19160501658916473,0.18556396663188934,0.15272949635982513
(,0.2459595799446106,0.18979617953300476,0.2156914919614792,0.10876473784446716,0.33289089798927307,0.12121649831533432,0.35032153129577637,0.2016565203666687,0.21816284954547882,0.40561532974243164
1893,0.1228116899728775,0.10365716367959976,0.030090492218732834,0.0686502680182457,0.10564703494310379,0.1325729340314865,0.04443042352795601,0.0657375231385231,0.04748651012778282,0.0544506311416626
),0.2538422644138336,0.18584993481636047,0.22692398726940155,0.10497525334358215,0.3456730246543884,0.14710383117198944,0.3680361211299896,0.19797921180725098,0.25314825773239136,0.42300865054130554
pronouncements,0.15743376314640045,0.2104693353176117,0.12222201377153397,0.1851738691329956,0.24128134548664093,0.19845865666866302,0.17750529944896698,0.20960596203804016,0.31039461493492126,0.2776719629764557
on,0.37706470489501953,0.2670976221561432,0.16159376502037048,0.1676451414823532,0.5107308030128479,0.23918402194976807,0.3966929316520691,0.23828737437725067,0.23934005200862885,0.2714994251728058
the,0.5091903209686279,0.34736719727516174,0.1324402391910553,0.28971150517463684,1.0,0.26613181829452515,0.733189046382904,0.2474355399608612,0.2708665430545807,0.22068053483963013
possibility,0.33503931760787964,0.28292912244796753,0.18081195652484894,0.2519594132900238,0.26613181829452515,1.0000001192092896,0.2423204630613327,0.18737174570560455,0.3275669515132904,0.2723599076271057
of,0.3757161796092987,0.2513895630836487,0.18837453424930573,0.21607455611228943,0.733189046382904,0.2423204630613327,1.0,0.16934619843959808,0.25766485929489136,0.1826142966747284
wireless,0.1706441044807434,0.11166471242904663,0.3652113080024719,0.18320868909358978,0.2474355399608612,0.18737174570560455,0.16934619843959808,1.0,0.48510411381721497,0.08461163192987442
communication,0.22516880929470062,0.1962505280971527,0.25979727506637573,0.24022814631462097,0.2984345257282257,0.3469703197479248,0.2729943096637726,0.5381464958190918,0.506529688835144,0.1517418920993805
with,0.5075214505195618,0.25472134351730347,0.16424812376499176,0.18929526209831238,0.4223487675189972,0.27325883507728577,0.41827285289764404,0.17823590338230133,0.22071558237075806,0.2433311939239502
his,0.37120407819747925,0.3546801507472992,0.1580733060836792,0.2157134711742401,0.4394008219242096,0.21207965910434723,0.38364991545677185,0.10785644501447678,0.12109873443841934,0.18075084686279297
devices,0.22731846570968628,0.17442724108695984,0.4021223783493042,0.18970447778701782,0.2281099557876587,0.32224684953689575,0.1820836365222931,0.623042643070221,0.48598089814186096,0.10574188083410263
.,0.475719153881073,0.35288307070732117,0.17949827015399933,0.22028395533561707,0.5934505462646484,0.19531312584877014,0.5352458953857422,0.21385128796100616,0.22509630024433136,0.4130953550338745
