,which,country,'s,cars,became,more,highly,sought,after,as,they,were,more,fuel,efficient,?
toyota,0.1931948959827423,0.15751013159751892,0.013688119128346443,0.48336291313171387,0.1954212784767151,0.15739178657531738,0.08882005512714386,0.15963107347488403,0.1790030300617218,0.22407671809196472,0.14327602088451385,0.17140133678913116,0.15739178657531738,0.2679847776889801,0.2141258418560028,0.06279262900352478
corona,0.18553146719932556,0.021013593301177025,-0.044267281889915466,0.13644428551197052,0.09223224967718124,0.19294391572475433,0.0841987282037735,0.06624988466501236,0.034745555371046066,0.16571886837482452,0.10806601494550705,0.05756046995520592,0.19294391572475433,0.19097256660461426,0.1807832568883896,0.09389303624629974
",",0.3658004403114319,0.27878350019454956,-0.0016132977325469255,0.23312760889530182,0.2798398435115814,0.3696524500846863,0.2038491666316986,0.25776931643486023,0.38860568404197693,0.48816442489624023,0.390799880027771,0.36755475401878357,0.3696524500846863,0.19458916783332825,0.19394852221012115,0.31091248989105225
the,0.6521818041801453,0.30432501435279846,-0.01540423184633255,0.22665506601333618,0.36325156688690186,0.39758381247520447,0.2051282376050949,0.2821049392223358,0.4565047025680542,0.48381632566452026,0.49925389885902405,0.3906462490558624,0.39758381247520447,0.18534968793392181,0.22032952308654785,0.22068053483963013
toyota,0.1931948959827423,0.15751013159751892,0.013688119128346443,0.48336291313171387,0.1954212784767151,0.15739178657531738,0.08882005512714386,0.15963107347488403,0.1790030300617218,0.22407671809196472,0.14327602088451385,0.17140133678913116,0.15739178657531738,0.2679847776889801,0.2141258418560028,0.06279262900352478
corolla,0.3056314289569855,0.10532515496015549,0.04422307759523392,0.3450421094894409,0.17321676015853882,0.2153506726026535,0.1361260712146759,0.0743567943572998,0.1458260715007782,0.23259232938289642,0.23252522945404053,0.18145926296710968,0.2153506726026535,0.2421894669532776,0.2831710875034332,0.16297723352909088
",",0.3658004403114319,0.27878350019454956,-0.0016132977325469255,0.23312760889530182,0.2798398435115814,0.3696524500846863,0.2038491666316986,0.25776931643486023,0.38860568404197693,0.48816442489624023,0.390799880027771,0.36755475401878357,0.3696524500846863,0.19458916783332825,0.19394852221012115,0.31091248989105225
the,0.6521818041801453,0.30432501435279846,-0.01540423184633255,0.22665506601333618,0.36325156688690186,0.39758381247520447,0.2051282376050949,0.2821049392223358,0.4565047025680542,0.48381632566452026,0.49925389885902405,0.3906462490558624,0.39758381247520447,0.18534968793392181,0.22032952308654785,0.22068053483963013
datsun,0.20587193965911865,0.16710956394672394,-0.04745497927069664,0.1927095502614975,0.16602735221385956,0.17740853130817413,0.1336815357208252,0.062020398676395416,0.19956058263778687,0.14537544548511505,0.14048849046230316,0.1614563763141632,0.17740853130817413,0.17267771065235138,0.0743534192442894,0.24280552566051483
b210,0.05992143973708153,0.1713794320821762,0.13966192305088043,-0.01137123815715313,0.06584710627794266,0.01764700375497341,0.027492552995681763,0.14184336364269257,0.054743535816669464,0.04888543486595154,0.10755662620067596,0.161355659365654,0.01764700375497341,-0.061036694794893265,-0.062149714678525925,-0.055110666900873184
",",0.3658004403114319,0.27878350019454956,-0.0016132977325469255,0.23312760889530182,0.2798398435115814,0.3696524500846863,0.2038491666316986,0.25776931643486023,0.38860568404197693,0.48816442489624023,0.390799880027771,0.36755475401878357,0.3696524500846863,0.19458916783332825,0.19394852221012115,0.31091248989105225
the,0.6521818041801453,0.30432501435279846,-0.01540423184633255,0.22665506601333618,0.36325156688690186,0.39758381247520447,0.2051282376050949,0.2821049392223358,0.4565047025680542,0.48381632566452026,0.49925389885902405,0.3906462490558624,0.39758381247520447,0.18534968793392181,0.22032952308654785,0.22068053483963013
datsun,0.20587193965911865,0.16710956394672394,-0.04745497927069664,0.1927095502614975,0.16602735221385956,0.17740853130817413,0.1336815357208252,0.062020398676395416,0.19956058263778687,0.14537544548511505,0.14048849046230316,0.1614563763141632,0.17740853130817413,0.17267771065235138,0.0743534192442894,0.24280552566051483
510,0.1535544991493225,0.1988803744316101,0.07601670920848846,-0.03168783336877823,0.1952521800994873,0.13314048945903778,0.1386423110961914,0.21764212846755981,0.10561493784189224,0.24752573668956757,0.2229495346546173,0.24936959147453308,0.13314048945903778,0.029994310811161995,-0.06621785461902618,0.02240603417158127
",",0.3658004403114319,0.27878350019454956,-0.0016132977325469255,0.23312760889530182,0.2798398435115814,0.3696524500846863,0.2038491666316986,0.25776931643486023,0.38860568404197693,0.48816442489624023,0.390799880027771,0.36755475401878357,0.3696524500846863,0.19458916783332825,0.19394852221012115,0.31091248989105225
the,0.6521818041801453,0.30432501435279846,-0.01540423184633255,0.22665506601333618,0.36325156688690186,0.39758381247520447,0.2051282376050949,0.2821049392223358,0.4565047025680542,0.48381632566452026,0.49925389885902405,0.3906462490558624,0.39758381247520447,0.18534968793392181,0.22032952308654785,0.22068053483963013
honda,0.20295242965221405,0.1466856598854065,-0.021327542141079903,0.48888733983039856,0.1797819882631302,0.17311349511146545,0.10556399822235107,0.15462760627269745,0.15491360425949097,0.15509498119354248,0.17942547798156738,0.15626052021980286,0.17311349511146545,0.2988153100013733,0.13863328099250793,0.1309606283903122
civic,0.15689361095428467,0.20778509974479675,-0.005099231377243996,0.2419591099023819,0.23673728108406067,0.18271705508232117,0.09420827031135559,0.21951688826084137,0.1290908306837082,0.24785515666007996,0.09999918937683105,0.12012124806642532,0.18271705508232117,0.18643693625926971,0.24816182255744934,0.08940358459949493
",",0.3658004403114319,0.27878350019454956,-0.0016132977325469255,0.23312760889530182,0.2798398435115814,0.3696524500846863,0.2038491666316986,0.25776931643486023,0.38860568404197693,0.48816442489624023,0.390799880027771,0.36755475401878357,0.3696524500846863,0.19458916783332825,0.19394852221012115,0.31091248989105225
the,0.6521818041801453,0.30432501435279846,-0.01540423184633255,0.22665506601333618,0.36325156688690186,0.39758381247520447,0.2051282376050949,0.2821049392223358,0.4565047025680542,0.48381632566452026,0.49925389885902405,0.3906462490558624,0.39758381247520447,0.18534968793392181,0.22032952308654785,0.22068053483963013
mitsubishi,0.2878035306930542,0.11156773567199707,-0.05653751641511917,0.4535718858242035,0.19741296768188477,0.18767023086547852,0.14678537845611572,0.11140592396259308,0.11999240517616272,0.1510561853647232,0.20188911259174347,0.21309112012386322,0.18767023086547852,0.28689536452293396,0.2094331979751587,0.15891717374324799
galant,0.1968906670808792,0.0665980726480484,-0.05203526094555855,0.2140466421842575,0.10353167355060577,0.14863790571689606,0.12799857556819916,0.07992085069417953,0.15536758303642273,0.23989981412887573,0.15920348465442657,0.11755158752202988,0.14863790571689606,0.23498766124248505,0.14711818099021912,0.14548102021217346
(,0.2589828372001648,0.1820623129606247,0.0012731997994706035,0.14667920768260956,0.15322089195251465,0.20831379294395447,0.12522266805171967,0.1267838478088379,0.2132600098848343,0.32029855251312256,0.22770340740680695,0.14743882417678833,0.20831379294395447,0.1458325833082199,0.14426638185977936,0.40561532974243164
a,0.56894451379776,0.20991116762161255,0.04866964742541313,0.2242674082517624,0.28774285316467285,0.3452818691730499,0.27636659145355225,0.20137426257133484,0.3831600844860077,0.39550232887268066,0.3528250455856323,0.17203083634376526,0.3452818691730499,0.199651837348938,0.19768685102462769,0.23916715383529663
captive,0.1964818686246872,0.14726905524730682,0.07780185341835022,0.14301562309265137,0.143964022397995,0.18802835047245026,0.15666410326957703,0.30842888355255127,0.277879536151886,0.1665528267621994,0.28947213292121887,0.250079482793808,0.18802835047245026,0.0847337394952774,0.19437335431575775,0.1558947116136551
import,0.2647826671600342,0.26659348607063293,-0.05807654932141304,0.22618213295936584,0.09060422331094742,0.2444334775209427,0.20792213082313538,0.2619253098964691,0.1604161560535431,0.21138526499271393,0.21522700786590576,0.13176146149635315,0.2444334775209427,0.2539224326610565,0.29258057475090027,0.35787662863731384
from,0.38755592703819275,0.21630296111106873,-0.01936490088701248,0.1459573358297348,0.22486808896064758,0.2529715299606323,0.11790557950735092,0.2597581446170807,0.4051513373851776,0.3251767158508301,0.3321932256221771,0.29991888999938965,0.2529715299606323,0.18447183072566986,0.10684682428836823,0.19969791173934937
chrysler,0.24411582946777344,0.08328570425510406,-0.015777846798300743,0.43217504024505615,0.21212974190711975,0.19397898018360138,0.12262580543756485,0.15896989405155182,0.16288161277770996,0.19693860411643982,0.22332239151000977,0.18321524560451508,0.19397898018360138,0.2725575864315033,0.26951873302459717,0.17612145841121674
sold,0.20852339267730713,0.20241354405879974,0.0745566189289093,0.3672367036342621,0.3044348955154419,0.2732376754283905,0.10475360602140427,0.24294255673885345,0.20720331370830536,0.2316816747188568,0.2773205637931824,0.2960594594478607,0.2732376754283905,0.2458208203315735,0.17776568233966827,0.14943712949752808
as,0.41006597876548767,0.2241005152463913,-0.05775856226682663,0.2156364917755127,0.3482101261615753,0.42839905619621277,0.29170122742652893,0.27242714166641235,0.3014480769634247,1.0,0.3294360637664795,0.3025437891483307,0.42839905619621277,0.18854616582393646,0.2651938199996948,0.27043893933296204
the,0.6521818041801453,0.30432501435279846,-0.01540423184633255,0.22665506601333618,0.36325156688690186,0.39758381247520447,0.2051282376050949,0.2821049392223358,0.4565047025680542,0.48381632566452026,0.49925389885902405,0.3906462490558624,0.39758381247520447,0.18534968793392181,0.22032952308654785,0.22068053483963013
dodge,0.19427956640720367,0.13387560844421387,0.014966458082199097,0.3979890048503876,0.10787032544612885,0.2063087373971939,0.12346064299345016,0.1433476358652115,0.17461071908473969,0.23524484038352966,0.1795632690191269,0.16296452283859253,0.2063087373971939,0.233302041888237,0.2138396054506302,0.1866140216588974
colt,0.1909496933221817,0.14539378881454468,-0.0639592632651329,0.3399806022644043,0.1419164538383484,0.1539505571126938,0.11922185122966766,0.15262599289417267,0.18919385969638824,0.19425098598003387,0.26042407751083374,0.20970073342323303,0.1539505571126938,0.1900748312473297,0.13710781931877136,0.1951955407857895
),0.2758678197860718,0.18773311376571655,0.021107977256178856,0.1524934321641922,0.19107717275619507,0.23179085552692413,0.1275760531425476,0.12602479755878448,0.24162524938583374,0.32161882519721985,0.22818082571029663,0.1566188633441925,0.23179085552692413,0.15975375473499298,0.1525680124759674,0.42300865054130554
",",0.3658004403114319,0.27878350019454956,-0.0016132977325469255,0.23312760889530182,0.2798398435115814,0.3696524500846863,0.2038491666316986,0.25776931643486023,0.38860568404197693,0.48816442489624023,0.390799880027771,0.36755475401878357,0.3696524500846863,0.19458916783332825,0.19394852221012115,0.31091248989105225
the,0.6521818041801453,0.30432501435279846,-0.01540423184633255,0.22665506601333618,0.36325156688690186,0.39758381247520447,0.2051282376050949,0.2821049392223358,0.4565047025680542,0.48381632566452026,0.49925389885902405,0.3906462490558624,0.39758381247520447,0.18534968793392181,0.22032952308654785,0.22068053483963013
subaru,0.20945359766483307,0.16452692449092865,-0.008665078319609165,0.36840543150901794,0.17158201336860657,0.2082190215587616,0.15770003199577332,0.006047229282557964,0.16703595221042633,0.1913202852010727,0.2276175320148468,0.13301880657672882,0.2082190215587616,0.28375357389450073,0.1642087697982788,0.13015960156917572
dl,0.11903144419193268,0.10262149572372437,0.025723842903971672,0.13788758218288422,0.13225895166397095,0.10989423096179962,0.12229219824075699,0.10553127527236938,0.07946310937404633,0.18886108696460724,0.050305597484111786,0.06578928232192993,0.10989423096179962,0.14741115272045135,0.21973778307437897,0.2181485891342163
",",0.3658004403114319,0.27878350019454956,-0.0016132977325469255,0.23312760889530182,0.2798398435115814,0.3696524500846863,0.2038491666316986,0.25776931643486023,0.38860568404197693,0.48816442489624023,0.390799880027771,0.36755475401878357,0.3696524500846863,0.19458916783332825,0.19394852221012115,0.31091248989105225
and,0.506277859210968,0.30884742736816406,0.06895173341035843,0.2871580421924591,0.31226563453674316,0.39880692958831787,0.25759628415107727,0.2640237808227539,0.3765919506549835,0.49487000703811646,0.5073080658912659,0.42175528407096863,0.39880692958831787,0.22683054208755493,0.2733532190322876,0.20544172823429108
later,0.39698365330696106,0.15766936540603638,0.05591587722301483,0.1867259442806244,0.4831738770008087,0.2855042517185211,0.20883142948150635,0.27621129155158997,0.5807580947875977,0.38482072949409485,0.370341420173645,0.46195727586746216,0.2855042517185211,0.1297813355922699,0.11641345918178558,0.1417175978422165
the,0.6521818041801453,0.30432501435279846,-0.01540423184633255,0.22665506601333618,0.36325156688690186,0.39758381247520447,0.2051282376050949,0.2821049392223358,0.4565047025680542,0.48381632566452026,0.49925389885902405,0.3906462490558624,0.39758381247520447,0.18534968793392181,0.22032952308654785,0.22068053483963013
honda,0.20295242965221405,0.1466856598854065,-0.021327542141079903,0.48888733983039856,0.1797819882631302,0.17311349511146545,0.10556399822235107,0.15462760627269745,0.15491360425949097,0.15509498119354248,0.17942547798156738,0.15626052021980286,0.17311349511146545,0.2988153100013733,0.13863328099250793,0.1309606283903122
accord,0.22884243726730347,0.17950032651424408,-0.00931887049227953,0.19629618525505066,0.15445955097675323,0.13845445215702057,0.07645982503890991,0.2880646288394928,0.2570289373397827,0.1814776062965393,0.12337864935398102,0.20536668598651886,0.13845445215702057,0.154857337474823,0.1607028841972351,0.11823157966136932
all,0.50777268409729,0.20782890915870667,0.03181743621826172,0.21213750541210175,0.21539275348186493,0.39087146520614624,0.2936581075191498,0.182582288980484,0.284124493598938,0.33195313811302185,0.4884434938430786,0.4387909770011902,0.39087146520614624,0.22574171423912048,0.25319012999534607,0.29575422406196594
had,0.3188965916633606,0.2020130157470703,-0.004401352722197771,0.2364167869091034,0.4615839719772339,0.35322055220603943,0.15282543003559113,0.3425552546977997,0.4133172631263733,0.3393979072570801,0.4949169158935547,0.6150832772254944,0.35322055220603943,0.2274472415447235,0.19355499744415283,0.20728366076946259
four,0.37497180700302124,0.13886886835098267,0.030550921335816383,0.23326851427555084,0.22001969814300537,0.32673588395118713,0.09847557544708252,0.18558266758918762,0.2891320586204529,0.21867670118808746,0.3668050169944763,0.3769223988056183,0.32673588395118713,0.11693332344293594,0.14708124101161957,0.14532537758350372
cylinder,0.28004783391952515,0.08821144700050354,-0.07462844252586365,0.3773971199989319,0.04097190499305725,0.2064904272556305,0.16521623730659485,0.04520312324166298,0.13428276777267456,0.14330938458442688,0.19489198923110962,0.15375828742980957,0.2064904272556305,0.3372645676136017,0.3324599862098694,0.12323369085788727
engines,0.2775522768497467,0.138432577252388,0.070243701338768,0.5740059018135071,0.16198648512363434,0.2802164554595947,0.13747788965702057,0.13565278053283691,0.18249601125717163,0.17400804162025452,0.2806333899497986,0.27072596549987793,0.2802164554595947,0.5345862507820129,0.43092378973960876,0.18940703570842743
that,0.6894589066505432,0.210195854306221,0.04397977516055107,0.25923076272010803,0.1675340086221695,0.4813884496688843,0.33355817198753357,0.2937079668045044,0.373811811208725,0.4735107421875,0.5710820555686951,0.35517072677612305,0.4813884496688843,0.2250998467206955,0.3503778278827667,0.32716336846351624
were,0.2807837128639221,0.19303756952285767,0.007088581565767527,0.28461217880249023,0.45684126019477844,0.33779072761535645,0.19810888171195984,0.21022987365722656,0.36224013566970825,0.3025437891483307,0.5580583214759827,1.0000001192092896,0.33779072761535645,0.20035406947135925,0.1770784854888916,0.17890112102031708
more,0.4639437198638916,0.16735000908374786,0.032942235469818115,0.22783681750297546,0.22458474338054657,1.0,0.40795132517814636,0.23875796794891357,0.2585527002811432,0.42839905619621277,0.4636705815792084,0.33779072761535645,1.0,0.2822505235671997,0.4292800724506378,0.27894994616508484
fuel,0.25593674182891846,0.19963768124580383,0.011867005378007889,0.42941099405288696,0.12112537771463394,0.2822505235671997,0.16507673263549805,0.1130434051156044,0.1544715166091919,0.18854616582393646,0.22754862904548645,0.20035406947135925,0.2822505235671997,0.9999999403953552,0.42329615354537964,0.10583324730396271
efficient,0.34435197710990906,0.13499514758586884,0.08796707540750504,0.34082770347595215,0.13749170303344727,0.4292800724506378,0.345452219247818,0.3029102683067322,0.11568304896354675,0.2651938199996948,0.26268744468688965,0.1770784854888916,0.4292800724506378,0.42329615354537964,1.0000001192092896,0.18034493923187256
than,0.3974681496620178,0.16402976214885712,0.0585811510682106,0.24045386910438538,0.20325537025928497,0.726518988609314,0.3035231828689575,0.1891106218099594,0.20929968357086182,0.40532299876213074,0.3383907079696655,0.2885614037513733,0.726518988609314,0.2662421464920044,0.4201815128326416,0.24917294085025787
the,0.6521818041801453,0.30432501435279846,-0.01540423184633255,0.22665506601333618,0.36325156688690186,0.39758381247520447,0.2051282376050949,0.2821049392223358,0.4565047025680542,0.48381632566452026,0.49925389885902405,0.3906462490558624,0.39758381247520447,0.18534968793392181,0.22032952308654785,0.22068053483963013
typical,0.3325612545013428,0.1266189068555832,0.09478029608726501,0.15451312065124512,0.08237060159444809,0.28495660424232483,0.2993219196796417,0.17317591607570648,0.13618628680706024,0.24787501990795135,0.2188899666070938,0.15278682112693787,0.28495660424232483,0.23215773701667786,0.33713555335998535,0.15633712708950043
american,0.16603466868400574,0.24713923037052155,0.01565130427479744,0.1259250044822693,0.2360076755285263,0.14813844859600067,0.08789321035146713,0.19630342721939087,0.1780838519334793,0.2994234561920166,0.20345567166805267,0.18710100650787354,0.14813844859600067,0.14077071845531464,0.11658196151256561,0.18877598643302917
v8,-0.04177588224411011,0.013384280726313591,-0.09349788725376129,0.025418393313884735,-0.05662517994642258,-0.038717418909072876,-0.03658682852983475,-0.07501410692930222,-0.06794123351573944,-0.034494467079639435,0.05921008065342903,0.04928823560476303,-0.038717418909072876,0.03322649374604225,-0.04611244425177574,0.047641854733228683
and,0.506277859210968,0.30884742736816406,0.06895173341035843,0.2871580421924591,0.31226563453674316,0.39880692958831787,0.25759628415107727,0.2640237808227539,0.3765919506549835,0.49487000703811646,0.5073080658912659,0.42175528407096863,0.39880692958831787,0.22683054208755493,0.2733532190322876,0.20544172823429108
six,0.35139694809913635,0.15242576599121094,0.06576314568519592,0.21536751091480255,0.23764361441135406,0.3258782625198364,0.07503139972686768,0.1710667759180069,0.29967090487480164,0.21515001356601715,0.33498507738113403,0.3701136112213135,0.3258782625198364,0.17327961325645447,0.11966431885957718,0.15298804640769958
cylinder,0.28004783391952515,0.08821144700050354,-0.07462844252586365,0.3773971199989319,0.04097190499305725,0.2064904272556305,0.16521623730659485,0.04520312324166298,0.13428276777267456,0.14330938458442688,0.19489198923110962,0.15375828742980957,0.2064904272556305,0.3372645676136017,0.3324599862098694,0.12323369085788727
engines,0.2775522768497467,0.138432577252388,0.070243701338768,0.5740059018135071,0.16198648512363434,0.2802164554595947,0.13747788965702057,0.13565278053283691,0.18249601125717163,0.17400804162025452,0.2806333899497986,0.27072596549987793,0.2802164554595947,0.5345862507820129,0.43092378973960876,0.18940703570842743
.,0.45942068099975586,0.26130348443984985,-0.003708066651597619,0.27835485339164734,0.2806840240955353,0.4070230722427368,0.2621603310108185,0.1925266534090042,0.35870397090911865,0.515582263469696,0.4510921239852905,0.3378238379955292,0.4070230722427368,0.17959722876548767,0.2178027182817459,0.4130953550338745
