,what,is,the,second,academic,school,of,technology,in,poland,?
separated,0.18778635561466217,0.18671321868896484,0.27899038791656494,0.20653557777404785,0.07165808975696564,0.11638081073760986,0.27533861994743347,0.09959376603364944,0.26304155588150024,0.13955631852149963,0.0923643484711647
warsaw,0.10373849421739578,0.09741193056106567,0.23137180507183075,0.1990465670824051,0.24623557925224304,0.20320187509059906,0.19253842532634735,0.2244858294725418,0.22642600536346436,0.6352760195732117,0.09769917279481888
from,0.2737620174884796,0.27355384826660156,0.40150508284568787,0.222062349319458,0.09781721234321594,0.1915854513645172,0.4249346852302551,0.21710312366485596,0.4274188280105591,0.20462825894355774,0.19969791173934937
the,0.42745697498321533,0.5823672413825989,1.0,0.4620301127433777,0.15387672185897827,0.22953221201896667,0.733189046382904,0.21669498085975647,0.6662389636039734,0.24871079623699188,0.22068053483963013
oldest,0.12504005432128906,0.3135911226272583,0.30836519598960876,0.28283050656318665,0.15027925372123718,0.17265115678310394,0.33351290225982666,0.14527484774589539,0.33251360058784485,0.1264549046754837,0.14864160120487213
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.2743909955024719,0.2552715241909027,0.2752758264541626,0.5116966962814331,0.2333960235118866,0.4954058527946472,0.2642565965652466,0.20544172823429108
most,0.3219912350177765,0.41165053844451904,0.47635307908058167,0.2877694070339203,0.17076992988586426,0.13605839014053345,0.4178851246833801,0.213637113571167,0.41416558623313904,0.15508009493350983,0.2107497900724411
influential,0.21743842959403992,0.2366836816072464,0.2541041374206543,0.25595584511756897,0.34429240226745605,0.1821398138999939,0.35619789361953735,0.24621562659740448,0.2626776695251465,0.1917797178030014,0.1465693712234497
polish,0.08233486860990524,0.14989061653614044,0.17708231508731842,0.16637906432151794,0.25444296002388,0.09225784987211227,0.16866981983184814,0.11993787437677383,0.1896398365497589,0.6610397100448608,0.14012759923934937
academic,0.10352335125207901,0.19421102106571198,0.15387672185897827,0.14632554352283478,0.9999998807907104,0.34779801964759827,0.20802809298038483,0.2951809763908386,0.1914365142583847,0.15960735082626343,0.11011603474617004
center,0.1908310204744339,0.24782158434391022,0.29064592719078064,0.17175021767616272,0.1661836802959442,0.23000440001487732,0.24526838958263397,0.17210599780082703,0.27253323793411255,0.09998121857643127,0.12538520991802216
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.29927265644073486,0.3273942470550537,0.27141863107681274,0.4946078956127167,0.2817870080471039,0.5201468467712402,0.2751549184322357,0.31091248989105225
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.34510284662246704,0.1914365142583847,0.26157811284065247,0.5696388483047485,0.24215441942214966,1.0,0.2887791395187378,0.20430970191955566
kraków,0.15572486817836761,0.14373372495174408,0.19051972031593323,0.19821380078792572,0.24978308379650116,0.23657822608947754,0.20613795518875122,0.19731424748897552,0.269519180059433,0.6202669739723206,0.17615953087806702
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.346034437417984,0.21939443051815033,0.24214158952236176,0.5352458953857422,0.21310871839523315,0.5591574311256409,0.2872875928878784,0.4130953550338745
