,when,did,tesla,start,working,on,the,problem,of,energy,and,matter,?
started,0.3198525607585907,0.3904789686203003,0.10913282632827759,0.5619677901268005,0.3665921688079834,0.35066497325897217,0.3222070634365082,0.19462129473686218,0.22928385436534882,0.1302557736635208,0.2649672031402588,0.07771717011928558,0.19447724521160126
working,0.3169759511947632,0.2788783311843872,0.206875741481781,0.33042213320732117,1.0,0.2811677157878876,0.25857484340667725,0.33289778232574463,0.19986772537231445,0.17909421026706696,0.30510061979293823,0.20639944076538086,0.17154020071029663
on,0.37706470489501953,0.2670976221561432,0.16159376502037048,0.2699633240699768,0.2811677157878876,0.9999999403953552,0.5107308030128479,0.19349780678749084,0.3966929316520691,0.15102268755435944,0.4077630043029785,0.26765185594558716,0.2714994251728058
in,0.4431333839893341,0.2593238651752472,0.17097744345664978,0.29979339241981506,0.3062970042228699,0.46853652596473694,0.6662389636039734,0.16969570517539978,0.5696388483047485,0.17693158984184265,0.4954058527946472,0.2179846465587616,0.20430970191955566
1892,0.03494388610124588,0.020185532048344612,-0.037353258579969406,0.092635877430439,-0.07978219538927078,0.06277459114789963,0.1010928824543953,0.02155296877026558,0.06631195545196533,0.016318608075380325,0.0502113401889801,0.013858978636562824,-0.03980826586484909
",",0.36674630641937256,0.3015086054801941,0.20599327981472015,0.2934366464614868,0.29007792472839355,0.49057599902153015,0.4933079481124878,0.23938199877738953,0.4946078956127167,0.21156731247901917,0.6633074283599854,0.26075416803359985,0.31091248989105225
and,0.4716290831565857,0.34479495882987976,0.19560420513153076,0.2890162169933319,0.30510061979293823,0.4077630043029785,0.5171257257461548,0.24328261613845825,0.5116966962814331,0.23934243619441986,1.0,0.26431259512901306,0.20544172823429108
in,0.4431333839893341,0.2593238651752472,0.17097744345664978,0.29979339241981506,0.3062970042228699,0.46853652596473694,0.6662389636039734,0.16969570517539978,0.5696388483047485,0.17693158984184265,0.4954058527946472,0.2179846465587616,0.20430970191955566
1937,0.03458652272820473,-0.06755529344081879,0.009204071946442127,0.026227612048387527,-0.06665239483118057,0.05254232883453369,0.11461441218852997,0.0660352110862732,0.10678981989622116,0.13557752966880798,-0.04043380543589592,0.12507574260234833,-0.06511971354484558
",",0.36674630641937256,0.3015086054801941,0.20599327981472015,0.2934366464614868,0.29007792472839355,0.49057599902153015,0.4933079481124878,0.23938199877738953,0.4946078956127167,0.21156731247901917,0.6633074283599854,0.26075416803359985,0.31091248989105225
at,0.38876327872276306,0.28390252590179443,0.16552478075027466,0.3116826117038727,0.26494351029396057,0.4806317389011383,0.457212895154953,0.2246675044298172,0.42558613419532776,0.15487252175807953,0.3571503460407257,0.20023852586746216,0.21978627145290375
age,0.30780088901519775,0.1816447526216507,0.07816897332668304,0.2771690785884857,0.22428660094738007,0.23768801987171173,0.24711290001869202,0.16408640146255493,0.2372717410326004,0.08243795484304428,0.20936404168605804,0.18718920648097992,0.16859300434589386
81,0.05795644596219063,0.01917952299118042,0.01753879338502884,0.00047562021063640714,0.0074837994761765,0.04071939364075661,0.015727363526821136,-0.05969643592834473,0.03756263107061386,-0.023960812017321587,0.03143203258514404,-0.04014277830719948,0.0420728474855423
",",0.36674630641937256,0.3015086054801941,0.20599327981472015,0.2934366464614868,0.29007792472839355,0.49057599902153015,0.4933079481124878,0.23938199877738953,0.4946078956127167,0.21156731247901917,0.6633074283599854,0.26075416803359985,0.31091248989105225
claimed,0.24380207061767578,0.34913167357444763,0.09713935106992722,0.07766775786876678,0.14594228565692902,0.23817035555839539,0.2761930227279663,0.18475641310214996,0.25888603925704956,0.0775076150894165,0.2411240041255951,0.22407858073711395,0.2083493024110794
in,0.4431333839893341,0.2593238651752472,0.17097744345664978,0.29979339241981506,0.3062970042228699,0.46853652596473694,0.6662389636039734,0.16969570517539978,0.5696388483047485,0.17693158984184265,0.4954058527946472,0.2179846465587616,0.20430970191955566
a,0.44397395849227905,0.2552328109741211,0.2211925983428955,0.29672953486442566,0.2998538911342621,0.3848365545272827,0.5829201340675354,0.2605542540550232,0.5052502155303955,0.21513298153877258,0.3739250600337982,0.25967463850975037,0.23916715383529663
letter,0.26815468072891235,0.182692289352417,0.1376257985830307,0.19648118317127228,0.07767321914434433,0.14245302975177765,0.26056721806526184,0.15774646401405334,0.2327217161655426,0.08562289923429489,0.19703584909439087,0.171187624335289,0.14808706939220428
to,0.5423505902290344,0.4452643394470215,0.17548894882202148,0.33345553278923035,0.28215980529785156,0.41031414270401,0.535392165184021,0.2502208352088928,0.41548454761505127,0.27179354429244995,0.48971283435821533,0.27089571952819824,0.29463258385658264
have,0.40555819869041443,0.3783526122570038,0.12181562930345535,0.3069983422756195,0.27710407972335815,0.36494916677474976,0.40389683842658997,0.3683631420135498,0.3802283704280853,0.2782949209213257,0.4711785912513733,0.4257828891277313,0.32991164922714233
completed,0.1893177628517151,0.2574852406978607,0.15516161918640137,0.3079536259174347,0.26684635877609253,0.26186099648475647,0.29278936982154846,0.18259170651435852,0.2491239756345749,0.14817345142364502,0.24284477531909943,0.1311405748128891,0.08272653818130493
a,0.44397395849227905,0.2552328109741211,0.2211925983428955,0.29672953486442566,0.2998538911342621,0.3848365545272827,0.5829201340675354,0.2605542540550232,0.5052502155303955,0.21513298153877258,0.3739250600337982,0.25967463850975037,0.23916715383529663
``,0.07174111902713776,-0.029888948425650597,0.04274534806609154,0.10742469877004623,-0.031726498156785965,-0.03274054825305939,0.029072100296616554,0.11128564924001694,0.06780257821083069,-0.012139007449150085,0.036644238978624344,0.05683933198451996,0.0685480609536171
dynamic,0.19670455157756805,0.09248243272304535,0.20170842111110687,0.18614643812179565,0.17929303646087646,0.1618548184633255,0.21275386214256287,0.282014936208725,0.24278119206428528,0.22845731675624847,0.240245059132576,0.2509092390537262,0.32116639614105225
theory,0.20727984607219696,0.20347590744495392,0.25004854798316956,0.17602209746837616,0.17051371932029724,0.16873858869075775,0.2277156263589859,0.32978713512420654,0.23506702482700348,0.2591722011566162,0.1765792816877365,0.3724932372570038,0.1387292891740799
of,0.3757161796092987,0.2513895630836487,0.18837453424930573,0.23166994750499725,0.19986772537231445,0.3966929316520691,0.733189046382904,0.20464475452899933,1.0,0.26257598400115967,0.5116966962814331,0.2804143726825714,0.1826142966747284
gravity,0.19679071009159088,0.16321109235286713,0.2892897129058838,0.14207780361175537,0.17686456441879272,0.18129420280456543,0.22609853744506836,0.21308326721191406,0.17525646090507507,0.3990887999534607,0.20030911266803741,0.4093186855316162,0.18354056775569916
'',-0.07688097655773163,0.01978493109345436,0.048713020980358124,0.05317810922861099,-0.02339978888630867,0.04238596186041832,0.041273195296525955,0.0465521365404129,0.13035868108272552,0.014536253176629543,0.021612688899040222,0.005456180777400732,0.018684765323996544
that,0.5860282182693481,0.47518548369407654,0.22102725505828857,0.34617605805397034,0.34541255235671997,0.42569106817245483,0.5473989248275757,0.4416671693325043,0.41498205065727234,0.2617390751838684,0.4731321930885315,0.44028252363204956,0.32716336846351624
``,0.07174111902713776,-0.029888948425650597,0.04274534806609154,0.10742469877004623,-0.031726498156785965,-0.03274054825305939,0.029072100296616554,0.11128564924001694,0.06780257821083069,-0.012139007449150085,0.036644238978624344,0.05683933198451996,0.0685480609536171
[,0.07002913951873779,0.030549485236406326,0.1408626139163971,0.12475329637527466,0.11508657783269882,0.2087296098470688,0.07130392640829086,0.03026476502418518,0.010817250236868858,0.15369202196598053,0.08702973276376724,-0.03269582241773605,0.011015460826456547
would,0.4219970703125,0.6268245577812195,0.14290116727352142,0.3351765275001526,0.327809602022171,0.35589995980262756,0.4133751392364502,0.33138108253479004,0.3353942930698395,0.19771908223628998,0.34921059012413025,0.36063891649246216,0.37178951501846313
],-0.0009315960924141109,0.024806415662169456,0.05621577054262161,0.005000413861125708,0.05183139443397522,-0.008521610870957375,-0.04779602214694023,-0.019926635548472404,-0.035044461488723755,0.04994634538888931,-0.03590818867087364,-0.0016038697212934494,-0.0022520492784678936
put,0.32715895771980286,0.32128840684890747,0.1382041871547699,0.2919650971889496,0.30240246653556824,0.33860915899276733,0.34150463342666626,0.2658120095729828,0.3247257471084595,0.1340121477842331,0.3297767639160156,0.22761593759059906,0.2993032932281494
an,0.33026179671287537,0.22598257660865784,0.13714656233787537,0.1929628849029541,0.18882836401462555,0.3192969560623169,0.4207492768764496,0.21292734146118164,0.32280945777893066,0.22262732684612274,0.2838519215583801,0.21144568920135498,0.19793890416622162
end,0.3228412866592407,0.18808481097221375,0.05453544855117798,0.5429463982582092,0.16815464198589325,0.2773675322532654,0.39658910036087036,0.20461146533489227,0.2215006798505783,0.13647472858428955,0.24708716571331024,0.16001184284687042,0.12543344497680664
to,0.5423505902290344,0.4452643394470215,0.17548894882202148,0.33345553278923035,0.28215980529785156,0.41031414270401,0.535392165184021,0.2502208352088928,0.41548454761505127,0.27179354429244995,0.48971283435821533,0.27089571952819824,0.29463258385658264
idle,0.225117489695549,0.15782558917999268,0.19347144663333893,0.17906664311885834,0.3060225546360016,0.2442479282617569,0.26268839836120605,0.24191683530807495,0.24626760184764862,0.1545562744140625,0.2616676092147827,0.21595361828804016,0.15573453903198242
speculations,0.24386392533779144,0.32685136795043945,0.13594147562980652,0.21472647786140442,0.2085927128791809,0.2805006206035614,0.2566300630569458,0.3253213167190552,0.21935608983039856,0.21576490998268127,0.2600051164627075,0.33583030104637146,0.25307953357696533
and,0.4716290831565857,0.34479495882987976,0.19560420513153076,0.2890162169933319,0.30510061979293823,0.4077630043029785,0.5171257257461548,0.24328261613845825,0.5116966962814331,0.23934243619441986,1.0,0.26431259512901306,0.20544172823429108
false,0.1874486356973648,0.18280620872974396,0.1444968730211258,0.15875761210918427,0.09731721132993698,0.1863347738981247,0.16059079766273499,0.27555355429649353,0.16798274219036102,0.105629101395607,0.17760016024112701,0.21691441535949707,0.2877490520477295
conceptions,0.18272694945335388,0.24025888741016388,0.1708623170852661,0.21641229093074799,0.2038673460483551,0.23586194217205048,0.24434740841388702,0.31904634833335876,0.27620941400527954,0.2216498851776123,0.27187198400497437,0.31086060404777527,0.15790770947933197
",",0.36674630641937256,0.3015086054801941,0.20599327981472015,0.2934366464614868,0.29007792472839355,0.49057599902153015,0.4933079481124878,0.23938199877738953,0.4946078956127167,0.21156731247901917,0.6633074283599854,0.26075416803359985,0.31091248989105225
as,0.4437963366508484,0.3596470057964325,0.10285310447216034,0.26252481341362,0.2861536145210266,0.36047765612602234,0.48381632566452026,0.2586832344532013,0.3886612355709076,0.23298127949237823,0.49487000703811646,0.2596532106399536,0.27043893933296204
that,0.5860282182693481,0.47518548369407654,0.22102725505828857,0.34617605805397034,0.34541255235671997,0.42569106817245483,0.5473989248275757,0.4416671693325043,0.41498205065727234,0.2617390751838684,0.4731321930885315,0.44028252363204956,0.32716336846351624
of,0.3757161796092987,0.2513895630836487,0.18837453424930573,0.23166994750499725,0.19986772537231445,0.3966929316520691,0.733189046382904,0.20464475452899933,1.0,0.26257598400115967,0.5116966962814331,0.2804143726825714,0.1826142966747284
curved,0.21622854471206665,0.22777360677719116,0.17041198909282684,0.1557822972536087,0.1181074008345604,0.2363920360803604,0.27877119183540344,0.2018735110759735,0.22088298201560974,0.20692399144172668,0.26802390813827515,0.11137394607067108,0.12876681983470917
space,0.17422115802764893,0.1488010138273239,0.19314052164554596,0.2126152664422989,0.20385771989822388,0.15890881419181824,0.24495907127857208,0.24926458299160004,0.21300287544727325,0.3151380121707916,0.22901733219623566,0.29014530777931213,0.1885536164045334
.,0.475719153881073,0.35288307070732117,0.17949827015399933,0.3501981496810913,0.28468647599220276,0.49257001280784607,0.5934505462646484,0.22562150657176971,0.5352458953857422,0.22292809188365936,0.588965117931366,0.2540481984615326,0.4130953550338745
'',-0.07688097655773163,0.01978493109345436,0.048713020980358124,0.05317810922861099,-0.02339978888630867,0.04238596186041832,0.041273195296525955,0.0465521365404129,0.13035868108272552,0.014536253176629543,0.021612688899040222,0.005456180777400732,0.018684765323996544
