,how,many,hours,can,one,expect,to,ride,the,train,from,newcastle,to,king,'s,cross,?
of,0.2480744868516922,0.37253960967063904,0.1357264667749405,0.2603091299533844,0.4999135136604309,0.1961493194103241,0.41548454761505127,0.15646083652973175,0.733189046382904,0.16048036515712738,0.4249346852302551,0.18781472742557526,0.41548454761505127,0.2938710153102875,-0.03817026689648628,0.2018742561340332,0.1826142966747284
trains,0.19860102236270905,0.19334690272808075,0.3076331913471222,0.19336974620819092,0.23058569431304932,0.21279998123645782,0.27289023995399475,0.35528719425201416,0.2246430516242981,0.8071229457855225,0.1962612122297287,0.24930311739444733,0.27289023995399475,0.16612599790096283,-0.014810417778789997,0.22534696757793427,0.12280461937189102
to,0.44169697165489197,0.40243685245513916,0.23638038337230682,0.4979398250579834,0.4025384783744812,0.3964124023914337,1.0,0.2262345403432846,0.535392165184021,0.23553375899791718,0.4069952368736267,0.23559264838695526,1.0,0.24476152658462524,0.03782717138528824,0.21814192831516266,0.29463258385658264
london,0.1765858680009842,0.20719969272613525,0.16578413546085358,0.13201864063739777,0.19502635300159454,0.16866308450698853,0.2021344155073166,0.16494770348072052,0.27034124732017517,0.2708961069583893,0.2371179163455963,0.3328736424446106,0.2021344155073166,0.2929719090461731,0.03185916692018509,0.22996066510677338,0.11278104782104492
king,0.13607946038246155,0.15898756682872772,0.11833473294973373,0.10587169975042343,0.20432665944099426,0.13906818628311157,0.24476152658462524,0.18613126873970032,0.25887003540992737,0.12241174280643463,0.1906634420156479,0.18451805412769318,0.24476152658462524,1.0000001192092896,-0.002494113054126501,0.2137984037399292,0.19130074977874756
's,-0.026164190843701363,0.01698932610452175,0.057343196123838425,-0.02075597457587719,0.06913424283266068,0.037681106477975845,0.03782717138528824,0.0005763082881458104,-0.01540423184633255,0.006521238945424557,-0.01936490088701248,-0.017262522131204605,0.03782717138528824,-0.002494113054126501,0.9999999403953552,0.009486227296292782,-0.023395681753754616
cross,0.1486883908510208,0.20987239480018616,0.20501592755317688,0.118974469602108,0.191521555185318,0.135788694024086,0.21814192831516266,0.15211915969848633,0.25741100311279297,0.19740283489227295,0.1645013391971588,0.1784159541130066,0.21814192831516266,0.2137984037399292,0.009486227296292782,1.0000001192092896,0.12288589030504227
",",0.22659391164779663,0.40610817074775696,0.236481711268425,0.3139454126358032,0.3696635365486145,0.21740008890628815,0.44245919585227966,0.19656556844711304,0.4933079481124878,0.24366621673107147,0.39760664105415344,0.251589834690094,0.44245919585227966,0.27879971265792847,-0.0016132977325469255,0.2534312307834625,0.31091248989105225
with,0.3525622487068176,0.35744401812553406,0.1960090845823288,0.3572797477245331,0.3855307400226593,0.2808811366558075,0.4239959120750427,0.13224342465400696,0.4223487675189972,0.16738973557949066,0.26272761821746826,0.1710812896490097,0.4239959120750427,0.1820080578327179,-0.04624466598033905,0.1790148913860321,0.2433311939239502
a,0.29312583804130554,0.2872205972671509,0.22820048034191132,0.3915780484676361,0.4910551905632019,0.3019236922264099,0.45503583550453186,0.234205961227417,0.5829201340675354,0.2487073689699173,0.322764128446579,0.21405641734600067,0.45503583550453186,0.18420645594596863,0.04866964742541313,0.21602843701839447,0.23916715383529663
journey,0.19427305459976196,0.16357815265655518,0.26401036977767944,0.13314254581928253,0.1964549720287323,0.18777631223201752,0.31875574588775635,0.37579894065856934,0.24944555759429932,0.32083019614219666,0.19643481075763702,0.2294575721025467,0.31875574588775635,0.25341805815696716,0.0539570115506649,0.24726085364818573,0.06391996890306473
time,0.35346719622612,0.3523001968860626,0.45485395193099976,0.2720869183540344,0.4878559708595276,0.26422780752182007,0.3679993152618408,0.250830739736557,0.43061500787734985,0.2614901661872864,0.2964353561401367,0.1941487193107605,0.3679993152618408,0.22635099291801453,0.01301188487559557,0.14448389410972595,0.27391523122787476
of,0.2480744868516922,0.37253960967063904,0.1357264667749405,0.2603091299533844,0.4999135136604309,0.1961493194103241,0.41548454761505127,0.15646083652973175,0.733189046382904,0.16048036515712738,0.4249346852302551,0.18781472742557526,0.41548454761505127,0.2938710153102875,-0.03817026689648628,0.2018742561340332,0.1826142966747284
about,0.44264400005340576,0.3800397515296936,0.26724737882614136,0.27397462725639343,0.35568177700042725,0.3009411692619324,0.391953706741333,0.20864693820476532,0.37995871901512146,0.16665880382061005,0.3421173691749573,0.09376832842826843,0.391953706741333,0.17590904235839844,-0.020936643704771996,0.11430683732032776,0.302409827709198
three,0.23807744681835175,0.4501400589942932,0.252488911151886,0.21489545702934265,0.5923700332641602,0.13483603298664093,0.3043823838233948,0.169508159160614,0.43452659249305725,0.19977031648159027,0.22603893280029297,0.16302451491355896,0.3043823838233948,0.1727162003517151,0.03946888819336891,0.15429864823818207,0.20928427577018738
hours,0.20131175220012665,0.18217699229717255,0.9999998807907104,0.24582414329051971,0.2391175925731659,0.2808913290500641,0.23638038337230682,0.2586434483528137,0.18919475376605988,0.251725971698761,0.186747208237648,0.196311816573143,0.23638038337230682,0.11833473294973373,0.057343196123838425,0.20501592755317688,0.21755769848823547
",",0.22659391164779663,0.40610817074775696,0.236481711268425,0.3139454126358032,0.3696635365486145,0.21740008890628815,0.44245919585227966,0.19656556844711304,0.4933079481124878,0.24366621673107147,0.39760664105415344,0.251589834690094,0.44245919585227966,0.27879971265792847,-0.0016132977325469255,0.2534312307834625,0.31091248989105225
these,0.41104358434677124,0.7077717185020447,0.25468966364860535,0.4833051562309265,0.41197383403778076,0.3128059208393097,0.46852558851242065,0.18321652710437775,0.49086877703666687,0.21904629468917847,0.2928802967071533,0.14014609158039093,0.46852558851242065,0.15986226499080658,0.026068098843097687,0.21361887454986572,0.2571668326854706
services,0.18439824879169464,0.28198590874671936,0.2547244429588318,0.23481161892414093,0.1466827690601349,0.21424975991249084,0.27867045998573303,0.19995005428791046,0.2381475418806076,0.37006330490112305,0.21715614199638367,0.25399428606033325,0.27867045998573303,0.11872496455907822,0.0342075377702713,0.28171420097351074,0.1328447163105011
call,0.21400348842144012,0.2692023813724518,0.1516491174697876,0.29099413752555847,0.196565642952919,0.30606549978256226,0.27641981840133667,0.18124133348464966,0.26640447974205017,0.18362006545066833,0.20354944467544556,0.1773042380809784,0.27641981840133667,0.1877913475036621,-0.021786727011203766,0.07468271255493164,0.23091886937618256
at,0.2154216170310974,0.2716965675354004,0.2760489583015442,0.16641086339950562,0.32580816745758057,0.25538551807403564,0.36524343490600586,0.18817737698554993,0.457212895154953,0.2475673258304596,0.3447161316871643,0.18403437733650208,0.36524343490600586,0.17968851327896118,-0.08481216430664062,0.18790024518966675,0.21978627145290375
durham,0.16799968481063843,0.2219640612602234,0.16764064133167267,0.20004132390022278,0.149362713098526,0.17016646265983582,0.20981496572494507,0.14980216324329376,0.20531530678272247,0.17581576108932495,0.22705352306365967,0.421761155128479,0.20981496572494507,0.19859446585178375,-0.11710840463638306,0.12223517894744873,0.12051723152399063
",",0.22659391164779663,0.40610817074775696,0.236481711268425,0.3139454126358032,0.3696635365486145,0.21740008890628815,0.44245919585227966,0.19656556844711304,0.4933079481124878,0.24366621673107147,0.39760664105415344,0.251589834690094,0.44245919585227966,0.27879971265792847,-0.0016132977325469255,0.2534312307834625,0.31091248989105225
darlington,0.18815043568611145,0.21528415381908417,0.19898055493831635,0.18035218119621277,0.2062179148197174,0.14182651042938232,0.23624977469444275,0.1898203343153,0.2096831500530243,0.25418564677238464,0.1727360337972641,0.4166209101676941,0.23624977469444275,0.169717937707901,0.029706353321671486,0.2146996110677719,0.1837279349565506
",",0.22659391164779663,0.40610817074775696,0.236481711268425,0.3139454126358032,0.3696635365486145,0.21740008890628815,0.44245919585227966,0.19656556844711304,0.4933079481124878,0.24366621673107147,0.39760664105415344,0.251589834690094,0.44245919585227966,0.27879971265792847,-0.0016132977325469255,0.2534312307834625,0.31091248989105225
york,0.19939486682415009,0.22864362597465515,0.14029963314533234,0.1585492044687271,0.1883089542388916,0.1802070140838623,0.22230617702007294,0.14743643999099731,0.3034006953239441,0.13645923137664795,0.25090619921684265,0.3378005027770996,0.22230617702007294,0.15420550107955933,-0.02817569300532341,0.1350935697555542,0.15262620151042938
",",0.22659391164779663,0.40610817074775696,0.236481711268425,0.3139454126358032,0.3696635365486145,0.21740008890628815,0.44245919585227966,0.19656556844711304,0.4933079481124878,0.24366621673107147,0.39760664105415344,0.251589834690094,0.44245919585227966,0.27879971265792847,-0.0016132977325469255,0.2534312307834625,0.31091248989105225
doncaster,0.17321009933948517,0.23023514449596405,0.1887928694486618,0.14911755919456482,0.27012503147125244,0.17598667740821838,0.18942151963710785,0.2775426208972931,0.2787806987762451,0.34767693281173706,0.22121502459049225,0.47288674116134644,0.18942151963710785,0.22023627161979675,0.030254630371928215,0.1808166354894638,0.12163535505533218
",",0.22659391164779663,0.40610817074775696,0.236481711268425,0.3139454126358032,0.3696635365486145,0.21740008890628815,0.44245919585227966,0.19656556844711304,0.4933079481124878,0.24366621673107147,0.39760664105415344,0.251589834690094,0.44245919585227966,0.27879971265792847,-0.0016132977325469255,0.2534312307834625,0.31091248989105225
newark,0.08954685181379318,0.18143011629581451,0.1402016580104828,0.10820895433425903,0.1531503051519394,0.1362852305173874,0.18962998688220978,0.15197055041790009,0.1935030221939087,0.26293858885765076,0.21716204285621643,0.44387489557266235,0.18962998688220978,0.12542761862277985,0.02940693311393261,0.14846552908420563,0.11998245120048523
north,0.12114071100950241,0.20274685323238373,0.1240881159901619,0.13564087450504303,0.2486860305070877,0.13671785593032837,0.2743184268474579,0.1301100105047226,0.36298373341560364,0.22971738874912262,0.3180590271949768,0.28581127524375916,0.2743184268474579,0.21951641142368317,0.06196961551904678,0.1876337230205536,0.11829731613397598
gate,0.09292562305927277,0.17424516379833221,0.14627410471439362,0.10566345602273941,0.20939917862415314,0.09269750863313675,0.2092132568359375,0.2019689679145813,0.23649795353412628,0.23112107813358307,0.22132720053195953,0.17678320407867432,0.2092132568359375,0.20174859464168549,0.057562533766031265,0.27694690227508545,0.071437306702137
and,0.33647966384887695,0.5296266674995422,0.2192033976316452,0.3675691485404968,0.42438167333602905,0.2746245265007019,0.48971283435821533,0.19070935249328613,0.5171257257461548,0.24473558366298676,0.3601827025413513,0.20204751193523407,0.48971283435821533,0.24642229080200195,0.06895173341035843,0.25427764654159546,0.20544172823429108
peterborough,0.1463191658258438,0.1446835845708847,0.2209116369485855,0.18240986764431,0.1934758722782135,0.17466939985752106,0.22394904494285583,0.15615850687026978,0.2830078899860382,0.285945862531662,0.16137805581092834,0.5260716676712036,0.22394904494285583,0.174131378531456,-0.011121666058897972,0.18928262591362,0.19017279148101807
and,0.33647966384887695,0.5296266674995422,0.2192033976316452,0.3675691485404968,0.42438167333602905,0.2746245265007019,0.48971283435821533,0.19070935249328613,0.5171257257461548,0.24473558366298676,0.3601827025413513,0.20204751193523407,0.48971283435821533,0.24642229080200195,0.06895173341035843,0.25427764654159546,0.20544172823429108
north,0.12114071100950241,0.20274685323238373,0.1240881159901619,0.13564087450504303,0.2486860305070877,0.13671785593032837,0.2743184268474579,0.1301100105047226,0.36298373341560364,0.22971738874912262,0.3180590271949768,0.28581127524375916,0.2743184268474579,0.21951641142368317,0.06196961551904678,0.1876337230205536,0.11829731613397598
to,0.44169697165489197,0.40243685245513916,0.23638038337230682,0.4979398250579834,0.4025384783744812,0.3964124023914337,1.0,0.2262345403432846,0.535392165184021,0.23553375899791718,0.4069952368736267,0.23559264838695526,1.0,0.24476152658462524,0.03782717138528824,0.21814192831516266,0.29463258385658264
scotland,0.1224040538072586,0.13961808383464813,0.13761959969997406,0.17124506831169128,0.17967231571674347,0.21988843381404877,0.19875919818878174,0.1283535212278366,0.23846951127052307,0.11019019037485123,0.14669892191886902,0.3324686884880066,0.19875919818878174,0.25619223713874817,0.03316264972090721,0.18728896975517273,0.09160218387842178
with,0.3525622487068176,0.35744401812553406,0.1960090845823288,0.3572797477245331,0.3855307400226593,0.2808811366558075,0.4239959120750427,0.13224342465400696,0.4223487675189972,0.16738973557949066,0.26272761821746826,0.1710812896490097,0.4239959120750427,0.1820080578327179,-0.04624466598033905,0.1790148913860321,0.2433311939239502
all,0.3725806474685669,0.5443700551986694,0.233869269490242,0.3574998378753662,0.4628787636756897,0.32108020782470703,0.42520734667778015,0.1531962901353836,0.4860881567001343,0.17848944664001465,0.2866387963294983,0.17023631930351257,0.42520734667778015,0.20123191177845,0.03181743621826172,0.20699405670166016,0.29575422406196594
trains,0.19860102236270905,0.19334690272808075,0.3076331913471222,0.19336974620819092,0.23058569431304932,0.21279998123645782,0.27289023995399475,0.35528719425201416,0.2246430516242981,0.8071229457855225,0.1962612122297287,0.24930311739444733,0.27289023995399475,0.16612599790096283,-0.014810417778789997,0.22534696757793427,0.12280461937189102
calling,0.21007879078388214,0.23406654596328735,0.15007388591766357,0.19680267572402954,0.19416265189647675,0.28675487637519836,0.2725794315338135,0.16465090215206146,0.23722994327545166,0.10306761413812637,0.1565229296684265,0.17777438461780548,0.2725794315338135,0.19419026374816895,0.04120776057243347,0.14819075167179108,0.23612231016159058
at,0.2154216170310974,0.2716965675354004,0.2760489583015442,0.16641086339950562,0.32580816745758057,0.25538551807403564,0.36524343490600586,0.18817737698554993,0.457212895154953,0.2475673258304596,0.3447161316871643,0.18403437733650208,0.36524343490600586,0.17968851327896118,-0.08481216430664062,0.18790024518966675,0.21978627145290375
edinburgh,0.18993356823921204,0.17440606653690338,0.15425363183021545,0.1806451380252838,0.20079305768013,0.19565995037555695,0.14218463003635406,0.09139624983072281,0.2266589254140854,0.19026575982570648,0.18416473269462585,0.3934532105922699,0.14218463003635406,0.2312678098678589,0.02990899048745632,0.16919547319412231,0.09266204386949539
and,0.33647966384887695,0.5296266674995422,0.2192033976316452,0.3675691485404968,0.42438167333602905,0.2746245265007019,0.48971283435821533,0.19070935249328613,0.5171257257461548,0.24473558366298676,0.3601827025413513,0.20204751193523407,0.48971283435821533,0.24642229080200195,0.06895173341035843,0.25427764654159546,0.20544172823429108
a,0.29312583804130554,0.2872205972671509,0.22820048034191132,0.3915780484676361,0.4910551905632019,0.3019236922264099,0.45503583550453186,0.234205961227417,0.5829201340675354,0.2487073689699173,0.322764128446579,0.21405641734600067,0.45503583550453186,0.18420645594596863,0.04866964742541313,0.21602843701839447,0.23916715383529663
small,0.18460747599601746,0.3760077953338623,0.1593470722436905,0.304699569940567,0.2469208985567093,0.20857147872447968,0.3054737150669098,0.15299712121486664,0.39655908942222595,0.18366603553295135,0.23586681485176086,0.12640036642551422,0.3054737150669098,0.08582182228565216,0.08369652181863785,0.13638004660606384,0.13914890587329865
number,0.2725796401500702,0.41408368945121765,0.15769466757774353,0.33886176347732544,0.4248921275138855,0.22963805496692657,0.2706126868724823,0.13745246827602386,0.35145696997642517,0.18272215127944946,0.24833418428897858,0.20403559505939484,0.2706126868724823,0.14580300450325012,0.033178191632032394,0.1273224800825119,0.19256845116615295
of,0.2480744868516922,0.37253960967063904,0.1357264667749405,0.2603091299533844,0.4999135136604309,0.1961493194103241,0.41548454761505127,0.15646083652973175,0.733189046382904,0.16048036515712738,0.4249346852302551,0.18781472742557526,0.41548454761505127,0.2938710153102875,-0.03817026689648628,0.2018742561340332,0.1826142966747284
trains,0.19860102236270905,0.19334690272808075,0.3076331913471222,0.19336974620819092,0.23058569431304932,0.21279998123645782,0.27289023995399475,0.35528719425201416,0.2246430516242981,0.8071229457855225,0.1962612122297287,0.24930311739444733,0.27289023995399475,0.16612599790096283,-0.014810417778789997,0.22534696757793427,0.12280461937189102
extended,0.1505790501832962,0.1898389756679535,0.25081300735473633,0.20710553228855133,0.24283982813358307,0.1814008206129074,0.28740090131759644,0.15537771582603455,0.3160722553730011,0.11809966713190079,0.21253903210163116,0.1381467580795288,0.28740090131759644,0.16011744737625122,-0.0012415836099535227,0.11453986167907715,0.17568568885326385
to,0.44169697165489197,0.40243685245513916,0.23638038337230682,0.4979398250579834,0.4025384783744812,0.3964124023914337,1.0,0.2262345403432846,0.535392165184021,0.23553375899791718,0.4069952368736267,0.23559264838695526,1.0,0.24476152658462524,0.03782717138528824,0.21814192831516266,0.29463258385658264
glasgow,0.07996248453855515,0.1671825796365738,0.14892533421516418,0.1598789542913437,0.19782193005084991,0.2141241729259491,0.1892232596874237,0.1222364753484726,0.22962802648544312,0.30785369873046875,0.17736247181892395,0.4470740556716919,0.1892232596874237,0.09733367711305618,0.11783115565776825,0.13817483186721802,0.035187333822250366
",",0.22659391164779663,0.40610817074775696,0.236481711268425,0.3139454126358032,0.3696635365486145,0.21740008890628815,0.44245919585227966,0.19656556844711304,0.4933079481124878,0.24366621673107147,0.39760664105415344,0.251589834690094,0.44245919585227966,0.27879971265792847,-0.0016132977325469255,0.2534312307834625,0.31091248989105225
aberdeen,0.0930912122130394,0.15791960060596466,0.08026178181171417,0.11215013265609741,0.24452108144760132,0.1776285618543625,0.1943472921848297,0.1171896681189537,0.2572372257709503,0.1373392641544342,0.18232615292072296,0.47287189960479736,0.1943472921848297,0.19268184900283813,0.08497912436723709,0.1330270618200302,0.0929538831114769
and,0.33647966384887695,0.5296266674995422,0.2192033976316452,0.3675691485404968,0.42438167333602905,0.2746245265007019,0.48971283435821533,0.19070935249328613,0.5171257257461548,0.24473558366298676,0.3601827025413513,0.20204751193523407,0.48971283435821533,0.24642229080200195,0.06895173341035843,0.25427764654159546,0.20544172823429108
inverness,0.1405516117811203,0.1088600605726242,0.17301687598228455,0.14050717651844025,0.19427579641342163,0.2024272382259369,0.15780872106552124,0.231239914894104,0.25073376297950745,0.2365126609802246,0.1321313977241516,0.489070326089859,0.15780872106552124,0.18949517607688904,0.021120257675647736,0.21522480249404907,0.05250139907002449
.,0.3287222981452942,0.3974229395389557,0.2665947675704956,0.35783761739730835,0.4123194217681885,0.24678824841976166,0.4645031690597534,0.20335879921913147,0.5934505462646484,0.22884486615657806,0.41536515951156616,0.2714749276638031,0.4645031690597534,0.2334747016429901,-0.003708066651597619,0.20566852390766144,0.4130953550338745
