,in,what,year,was,a,program,study,done,on,the,modules,labeled,as,block,i,and,block,ii,?
would,0.30461156368255615,0.45766422152519226,0.259968101978302,0.41663143038749695,0.398599237203598,0.23408164083957672,0.1529979407787323,0.34642425179481506,0.35589995980262756,0.4133751392364502,0.2602972090244293,0.20026807487010956,0.3824005722999573,0.3174099624156952,0.4595685601234436,0.34921059012413025,0.3174099624156952,0.14788436889648438,0.37178951501846313
incorporate,0.24667415022850037,0.27291518449783325,0.12688441574573517,0.14862464368343353,0.27376946806907654,0.16858920454978943,0.13214249908924103,0.1930357664823532,0.22554732859134674,0.2866564989089966,0.23697027564048767,0.2709841728210449,0.30102914571762085,0.19889378547668457,0.16154807806015015,0.2605700194835663,0.19889378547668457,0.1258472204208374,0.2177756130695343
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.48711544275283813,0.5829201340675354,0.22986935079097748,0.2533665597438812,0.26575928926467896,0.5107308030128479,1.0,0.18172919750213623,0.2831297516822815,0.48381632566452026,0.20056472718715668,0.26687872409820557,0.5171257257461548,0.20056472718715668,0.2631464898586273,0.22068053483963013
docking,0.24858155846595764,0.2420152723789215,0.16445887088775635,0.23138867318630219,0.25240078568458557,0.25066566467285156,0.19593656063079834,0.2608010470867157,0.31037959456443787,0.3106865882873535,0.2572516202926636,0.16436928510665894,0.30328333377838135,0.2826845645904541,0.16823402047157288,0.24384231865406036,0.2826845645904541,0.1584249585866928,0.16871534287929535
equipment,0.1740107387304306,0.21531300246715546,0.16070033609867096,0.157419353723526,0.23026658594608307,0.24580462276935577,0.1877811849117279,0.3274984359741211,0.20764270424842834,0.22635069489479065,0.3803959786891937,0.1366598904132843,0.21337802708148956,0.1475331038236618,0.15388162434101105,0.24890132248401642,0.1475331038236618,0.14345578849315643,0.0920877456665039
and,0.4954058527946472,0.31309178471565247,0.2506658732891083,0.3740963041782379,0.3739250600337982,0.24895258247852325,0.300253301858902,0.3048352003097534,0.4077630043029785,0.5171257257461548,0.25122326612472534,0.24298599362373352,0.49487000703811646,0.19999995827674866,0.31928038597106934,1.0,0.19999995827674866,0.27599602937698364,0.20544172823429108
take,0.21975718438625336,0.3275112509727478,0.16639219224452972,0.15919329226016998,0.2789212465286255,0.24883151054382324,0.22886760532855988,0.32135793566703796,0.27423644065856934,0.31620436906814575,0.22890304028987885,0.14707444608211517,0.26337623596191406,0.27522987127304077,0.264489084482193,0.296702116727829,0.27522987127304077,0.14978493750095367,0.21897350251674652
advantage,0.1498534232378006,0.17863520979881287,0.12337443977594376,0.15638723969459534,0.2823992371559143,0.2437458038330078,0.21374081075191498,0.2734251022338867,0.18241821229457855,0.2844003438949585,0.2705272138118744,0.16540583968162537,0.22279125452041626,0.19259414076805115,0.10853476077318192,0.21273426711559296,0.19259414076805115,0.07046661525964737,0.10412604361772537
of,0.5696388483047485,0.33290785551071167,0.2578314542770386,0.4069072902202606,0.5052502155303955,0.17376001179218292,0.29377859830856323,0.23300732672214508,0.3966929316520691,0.733189046382904,0.09978590905666351,0.2756808400154114,0.3886612355709076,0.1477721929550171,0.25849398970603943,0.5116966962814331,0.1477721929550171,0.2844806909561157,0.1826142966747284
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.48711544275283813,0.5829201340675354,0.22986935079097748,0.2533665597438812,0.26575928926467896,0.5107308030128479,1.0,0.18172919750213623,0.2831297516822815,0.48381632566452026,0.20056472718715668,0.26687872409820557,0.5171257257461548,0.20056472718715668,0.2631464898586273,0.22068053483963013
lessons,0.17658352851867676,0.21948477625846863,0.19759708642959595,0.1925024539232254,0.25391891598701477,0.27371731400489807,0.39331912994384766,0.202499121427536,0.19435247778892517,0.1640927940607071,0.23030182719230652,0.12248975783586502,0.23790934681892395,0.12430921196937561,0.19479794800281525,0.23982363939285278,0.12430921196937561,0.12975579500198364,0.19643595814704895
learned,0.22734703123569489,0.30293530225753784,0.18308743834495544,0.2962099611759186,0.22732147574424744,0.2412416636943817,0.32975339889526367,0.3524150848388672,0.2180129438638687,0.2019677460193634,0.22805063426494598,0.16058656573295593,0.21948851644992828,0.16086874902248383,0.25111886858940125,0.25679853558540344,0.16086874902248383,0.15920162200927734,0.23222841322422028
in,1.0,0.30808621644973755,0.3359307050704956,0.45514053106307983,0.539380669593811,0.1994907110929489,0.2875489294528961,0.22165289521217346,0.46853652596473694,0.6662389636039734,0.1093975305557251,0.22942285239696503,0.3887844979763031,0.1659933477640152,0.22907796502113342,0.4954058527946472,0.1659933477640152,0.21453368663787842,0.20430970191955566
block,0.1659933477640152,0.33229514956474304,0.1705419272184372,0.1182115375995636,0.2515272796154022,0.2596672773361206,0.13275882601737976,0.257993221282959,0.27317050099372864,0.20056472718715668,0.19866129755973816,0.18026302754878998,0.21416059136390686,1.0,0.329783171415329,0.19999995827674866,1.0,0.09797373414039612,0.27211859822273254
i,0.22907796502113342,0.4411132335662842,0.19013510644435883,0.23566235601902008,0.3155658543109894,0.20785826444625854,0.16037945449352264,0.34295621514320374,0.238076314330101,0.26687872409820557,0.21373820304870605,0.1444595456123352,0.28558287024497986,0.329783171415329,0.9999999403953552,0.31928038597106934,0.329783171415329,0.43923601508140564,0.4695145785808563
development,0.2550492286682129,0.19014155864715576,0.15921196341514587,0.2344081997871399,0.2762584090232849,0.3008393943309784,0.32321956753730774,0.2009498029947281,0.23800693452358246,0.3362044394016266,0.299395352602005,0.1537569761276245,0.22143439948558807,0.09944160282611847,0.09314457327127457,0.26069340109825134,0.09944160282611847,0.19156590104103088,0.1211358830332756
.,0.5591574311256409,0.3567904531955719,0.32538118958473206,0.40146201848983765,0.50484299659729,0.18964338302612305,0.23432257771492004,0.3132319152355194,0.49257001280784607,0.5934505462646484,0.22986087203025818,0.2531788945198059,0.515582263469696,0.24829226732254028,0.33645379543304443,0.588965117931366,0.24829226732254028,0.27393630146980286,0.4130953550338745
