,building,printing,is,making,it,possible,to,flexibly,construct,small,commercial,buildings,and,private,habitations,in,what,amount,of,time,?
the,0.3159640431404114,0.24993151426315308,0.5823672413825989,0.35185980796813965,0.6251175999641418,0.32701125741004944,0.535392165184021,0.22082069516181946,0.24684178829193115,0.39655908942222595,0.23051398992538452,0.25566717982292175,0.5171257257461548,0.18291357159614563,0.27394095063209534,0.6662389636039734,0.42745697498321533,0.3336862325668335,0.733189046382904,0.43061500787734985,0.22068053483963013
additive,0.21369527280330658,0.21433424949645996,0.3262607157230377,0.27586036920547485,0.28832918405532837,0.2659246027469635,0.25312766432762146,0.25860050320625305,0.30854055285453796,0.21975572407245636,0.30641624331474304,0.23457303643226624,0.2936302721500397,0.12475213408470154,0.2802317142486572,0.23449565470218658,0.19144724309444427,0.3290662467479706,0.2644406259059906,0.11206638067960739,0.15785454213619232
manufacturing,0.3503689169883728,0.37015199661254883,0.19076082110404968,0.37497463822364807,0.26743656396865845,0.19810223579406738,0.22432498633861542,0.25044992566108704,0.3533545136451721,0.2500864267349243,0.4392828345298767,0.3233446478843689,0.26176297664642334,0.17504750192165375,0.23620663583278656,0.2715393304824829,0.1945977807044983,0.2356967031955719,0.26644885540008545,0.206936776638031,0.11596895009279251
techniques,0.21542558073997498,0.2645048201084137,0.17422489821910858,0.2522841989994049,0.18254806101322174,0.3584718406200409,0.2575913667678833,0.34879839420318604,0.3037349581718445,0.09140545129776001,0.18321719765663147,0.2380596101284027,0.2132204920053482,0.1326141059398651,0.3986132740974426,0.22916999459266663,0.19165433943271637,0.1827981323003769,0.2114233523607254,0.26122379302978516,0.1533757448196411
for,0.2644540071487427,0.2851170003414154,0.43268078565597534,0.4092673361301422,0.32171204686164856,0.3421795666217804,0.4451248347759247,0.21758383512496948,0.24001248180866241,0.20376276969909668,0.25690725445747375,0.24183204770088196,0.5064792633056641,0.22242696583271027,0.2914922535419464,0.4322226941585541,0.3017193675041199,0.3007623255252838,0.4185989499092102,0.3992156386375427,0.264628142118454
manufactured,0.2417776733636856,0.29944857954978943,0.19754764437675476,0.30528518557548523,0.2747274935245514,0.2200857698917389,0.20193690061569214,0.2833333909511566,0.2865317761898041,0.2490261048078537,0.3810901343822479,0.25741034746170044,0.2096557319164276,0.12884435057640076,0.18979063630104065,0.20258495211601257,0.14394399523735046,0.21546684205532074,0.19884580373764038,0.16453863680362701,0.12339863181114197
parts,0.23013290762901306,0.2003210335969925,0.330430269241333,0.25972980260849,0.39777734875679016,0.20527403056621552,0.24449384212493896,0.28833743929862976,0.1825331449508667,0.32378438115119934,0.15201276540756226,0.3216346800327301,0.3901200294494629,0.13036328554153442,0.3106633424758911,0.3282690644264221,0.3415631353855133,0.2621214985847473,0.3379773199558258,0.23894937336444855,0.12310896813869476
",",0.2374238669872284,0.25780928134918213,0.4691906273365021,0.3254455029964447,0.48329564929008484,0.3032452464103699,0.44245919585227966,0.20253340899944305,0.21148894727230072,0.3083299398422241,0.26546892523765564,0.272444486618042,0.6633074283599854,0.1899166703224182,0.3093934953212738,0.5201468467712402,0.3087472915649414,0.21125462651252747,0.4946078956127167,0.3029961884021759,0.31091248989105225
building,0.9999998807907104,0.27669501304626465,0.20087163150310516,0.2973703444004059,0.2947906255722046,0.15899024903774261,0.2658686637878418,0.18776358664035797,0.4708453118801117,0.22012944519519806,0.1868683248758316,0.765990138053894,0.2593274712562561,0.20027288794517517,0.24007727205753326,0.3256937265396118,0.23529528081417084,0.18932348489761353,0.26200541853904724,0.19608338177204132,0.13549931347370148
printing,0.27669501304626465,1.0000001192092896,0.18425920605659485,0.33000925183296204,0.1932901293039322,0.17221374809741974,0.1891471892595291,0.28704410791397095,0.27615970373153687,0.21530409157276154,0.22825120389461517,0.23308967053890228,0.20254148542881012,0.2606075406074524,0.15791188180446625,0.22161865234375,0.23539213836193085,0.18121807277202606,0.23686911165714264,0.19878938794136047,0.17118792235851288
is,0.20087163150310516,0.18425920605659485,1.0,0.3214159309864044,0.6328473687171936,0.2872174084186554,0.42745086550712585,0.22261030972003937,0.2508331537246704,0.32085540890693665,0.2402932196855545,0.2076430320739746,0.3859752118587494,0.1420905888080597,0.21464967727661133,0.5394441485404968,0.28837618231773376,0.3016021251678467,0.4854315221309662,0.25187405943870544,0.22961433231830597
making,0.2973703444004059,0.33000925183296204,0.3214159309864044,1.0,0.3834436535835266,0.31699177622795105,0.3740498423576355,0.31108662486076355,0.29912659525871277,0.22569651901721954,0.313976526260376,0.18858492374420166,0.38677045702934265,0.16199322044849396,0.2001791000366211,0.280230849981308,0.30777570605278015,0.27791398763656616,0.3250596821308136,0.32329261302948,0.2539324164390564
it,0.2947906255722046,0.1932901293039322,0.6328473687171936,0.3834436535835266,0.9999999403953552,0.3402087390422821,0.513711154460907,0.3117470443248749,0.22038446366786957,0.2971538305282593,0.2612326145172119,0.2711029052734375,0.40957894921302795,0.17335385084152222,0.2762458026409149,0.5130809545516968,0.45803478360176086,0.3270067572593689,0.38761502504348755,0.3375589847564697,0.25732165575027466
possible,0.15899024903774261,0.17221374809741974,0.2872174084186554,0.31699177622795105,0.3402087390422821,1.0,0.4506641626358032,0.2540432810783386,0.3525973856449127,0.20603148639202118,0.226457878947258,0.17292962968349457,0.29339438676834106,0.1887785941362381,0.3898017406463623,0.2287878543138504,0.3281886577606201,0.27238085865974426,0.3314395844936371,0.3436918258666992,0.3059970438480377
to,0.2658686637878418,0.1891471892595291,0.42745086550712585,0.3740498423576355,0.513711154460907,0.4506641626358032,1.0,0.27637675404548645,0.3568635582923889,0.3054737150669098,0.2572329044342041,0.25290772318840027,0.48971283435821533,0.18892748653888702,0.30523520708084106,0.45010748505592346,0.455847829580307,0.309798926115036,0.41548454761505127,0.3679993152618408,0.29463258385658264
flexibly,0.18776358664035797,0.28704410791397095,0.22261030972003937,0.31108662486076355,0.3117470443248749,0.2540432810783386,0.27637675404548645,0.9999998807907104,0.30852821469306946,0.33116742968559265,0.11559733003377914,0.16517014801502228,0.26359280943870544,0.09056472033262253,0.26636072993278503,0.14273998141288757,0.30539438128471375,0.27757930755615234,0.17300406098365784,0.2516838312149048,0.2247963696718216
construct,0.4708453118801117,0.27615970373153687,0.2508331537246704,0.29912659525871277,0.22038446366786957,0.3525973856449127,0.3568635582923889,0.30852821469306946,1.0000001192092896,0.2538601756095886,0.2707406282424927,0.3990790843963623,0.2497677356004715,0.17312249541282654,0.30087319016456604,0.2649496793746948,0.27044278383255005,0.21843072772026062,0.24681958556175232,0.1839219480752945,0.16900332272052765
small,0.22012944519519806,0.21530409157276154,0.32085540890693665,0.22569651901721954,0.2971538305282593,0.20603148639202118,0.3054737150669098,0.33116742968559265,0.2538601756095886,1.0,0.21057932078838348,0.2132028043270111,0.35207539796829224,0.21875159442424774,0.26190540194511414,0.3722202181816101,0.2504110634326935,0.326815664768219,0.353353351354599,0.1967482715845108,0.13914890587329865
commercial,0.1868683248758316,0.22825120389461517,0.2402932196855545,0.313976526260376,0.2612326145172119,0.226457878947258,0.2572329044342041,0.11559733003377914,0.2707406282424927,0.21057932078838348,1.0,0.22829735279083252,0.240259051322937,0.2246631532907486,0.27435898780822754,0.2615188956260681,0.12070754915475845,0.19234202802181244,0.21107374131679535,0.08601386845111847,0.04216946288943291
buildings,0.765990138053894,0.23308967053890228,0.2076430320739746,0.18858492374420166,0.2711029052734375,0.17292962968349457,0.25290772318840027,0.16517014801502228,0.3990790843963623,0.2132028043270111,0.22829735279083252,1.0,0.3477250337600708,0.25516772270202637,0.39269930124282837,0.3479180932044983,0.17147983610630035,0.1444999873638153,0.2829168736934662,0.15475402772426605,0.11192528158426285
and,0.2593274712562561,0.20254148542881012,0.3859752118587494,0.38677045702934265,0.40957894921302795,0.29339438676834106,0.48971283435821533,0.26359280943870544,0.2497677356004715,0.35207539796829224,0.240259051322937,0.3477250337600708,1.0,0.2557651102542877,0.3465189039707184,0.4954058527946472,0.31309178471565247,0.2668909728527069,0.5116966962814331,0.3025408685207367,0.20544172823429108
private,0.20027288794517517,0.2606075406074524,0.1420905888080597,0.16199322044849396,0.17335385084152222,0.1887785941362381,0.18892748653888702,0.09056472033262253,0.17312249541282654,0.21875159442424774,0.2246631532907486,0.25516772270202637,0.2557651102542877,1.0,0.27785080671310425,0.21135757863521576,0.16778090596199036,0.14647702872753143,0.18706899881362915,0.15503939986228943,0.14389030635356903
habitations,0.24007727205753326,0.15791188180446625,0.21464967727661133,0.2001791000366211,0.2762458026409149,0.3898017406463623,0.30523520708084106,0.26636072993278503,0.30087319016456604,0.26190540194511414,0.27435898780822754,0.39269930124282837,0.3465189039707184,0.27785080671310425,1.0,0.2973276376724243,0.21293191611766815,0.31505030393600464,0.320768266916275,0.29217854142189026,0.22738459706306458
in,0.3256937265396118,0.22161865234375,0.5394441485404968,0.280230849981308,0.5130809545516968,0.2287878543138504,0.45010748505592346,0.14273998141288757,0.2649496793746948,0.3722202181816101,0.2615188956260681,0.3479180932044983,0.4954058527946472,0.21135757863521576,0.2973276376724243,1.0,0.30808621644973755,0.2569429874420166,0.5696388483047485,0.3431483507156372,0.20430970191955566
around,0.2478300780057907,0.18602332472801208,0.286477267742157,0.3202960193157196,0.4002610445022583,0.2599347233772278,0.3591267168521881,0.28574392199516296,0.21520578861236572,0.37417298555374146,0.24036012589931488,0.26798775792121887,0.34341543912887573,0.14923639595508575,0.2918432652950287,0.41294145584106445,0.27475327253341675,0.2741750180721283,0.3296394646167755,0.344309538602829,0.14729668200016022
20,-0.03550030291080475,0.04368022829294205,-0.04254214093089104,-0.04476773366332054,0.0168965682387352,0.040817465633153915,-0.018198585137724876,0.06752271205186844,0.03967772796750069,0.08330966532230377,0.06826210767030716,0.043417684733867645,0.04124240204691887,0.05585751682519913,0.09213118255138397,-0.022708838805556297,-0.036424171179533005,-0.0027949633076786995,-0.0318976491689682,-0.011112496256828308,0.11360422521829605
hours,0.15612991154193878,0.1216978058218956,0.14617642760276794,0.22585199773311615,0.26722267270088196,0.2945551574230194,0.23638038337230682,0.17878495156764984,0.1464441567659378,0.1593470722436905,0.18461142480373383,0.14671339094638824,0.2192033976316452,0.1555762141942978,0.2935734987258911,0.2001713663339615,0.21807120740413666,0.2861533761024475,0.1357264667749405,0.45485395193099976,0.21755769848823547
",",0.2374238669872284,0.25780928134918213,0.4691906273365021,0.3254455029964447,0.48329564929008484,0.3032452464103699,0.44245919585227966,0.20253340899944305,0.21148894727230072,0.3083299398422241,0.26546892523765564,0.272444486618042,0.6633074283599854,0.1899166703224182,0.3093934953212738,0.5201468467712402,0.3087472915649414,0.21125462651252747,0.4946078956127167,0.3029961884021759,0.31091248989105225
with,0.1992759108543396,0.15706638991832733,0.3250955045223236,0.37677428126335144,0.3369046747684479,0.2800780236721039,0.4239959120750427,0.23067253828048706,0.21369196474552155,0.28140774369239807,0.16438549757003784,0.16776278614997864,0.5477725267410278,0.20792533457279205,0.28244102001190186,0.4080928862094879,0.2464839518070221,0.30051055550575256,0.41827285289764404,0.31862112879753113,0.2433311939239502
built-in,0.575035810470581,0.2150883674621582,0.2541937828063965,0.21755237877368927,0.31393709778785706,0.22657352685928345,0.23554913699626923,0.25834348797798157,0.5074777007102966,0.3082691431045532,0.1654394119977951,0.504981279373169,0.2918943464756012,0.23544010519981384,0.20510780811309814,0.3007124364376068,0.15022259950637817,0.1967683881521225,0.26765310764312744,0.21945597231388092,0.12131613492965698
plumbing,0.3637632727622986,0.28501930832862854,0.2291233092546463,0.3490607440471649,0.28135567903518677,0.2929539382457733,0.2665955126285553,0.33986321091651917,0.2971585690975189,0.25307655334472656,0.3455685079097748,0.33469077944755554,0.3159940838813782,0.23737244307994843,0.35201501846313477,0.24637748301029205,0.2187212109565735,0.18479840457439423,0.2091921865940094,0.21846435964107513,0.18203091621398926
and,0.2593274712562561,0.20254148542881012,0.3859752118587494,0.38677045702934265,0.40957894921302795,0.29339438676834106,0.48971283435821533,0.26359280943870544,0.2497677356004715,0.35207539796829224,0.240259051322937,0.3477250337600708,1.0,0.2557651102542877,0.3465189039707184,0.4954058527946472,0.31309178471565247,0.2668909728527069,0.5116966962814331,0.3025408685207367,0.20544172823429108
electrical,0.2393597513437271,0.2678305208683014,0.20024892687797546,0.22091759741306305,0.20594088733196259,0.22809982299804688,0.2649001479148865,0.28952574729919434,0.2936077117919922,0.22999207675457,0.2262692153453827,0.24329230189323425,0.24563585221767426,0.21780815720558167,0.21912726759910583,0.2146623730659485,0.19961315393447876,0.29661116003990173,0.23057208955287933,0.2059982270002365,0.10923371464014053
facilities,0.35122692584991455,0.1568790078163147,0.17244288325309753,0.19520114362239838,0.2069532871246338,0.2528769075870514,0.25067898631095886,0.21881961822509766,0.28123095631599426,0.2476811408996582,0.29397979378700256,0.4302005171775818,0.31028881669044495,0.28443798422813416,0.41239115595817566,0.2149869203567505,0.137315571308136,0.2144068330526352,0.17473776638507843,0.20148654282093048,0.10624271631240845
",",0.2374238669872284,0.25780928134918213,0.4691906273365021,0.3254455029964447,0.48329564929008484,0.3032452464103699,0.44245919585227966,0.20253340899944305,0.21148894727230072,0.3083299398422241,0.26546892523765564,0.272444486618042,0.6633074283599854,0.1899166703224182,0.3093934953212738,0.5201468467712402,0.3087472915649414,0.21125462651252747,0.4946078956127167,0.3029961884021759,0.31091248989105225
in,0.3256937265396118,0.22161865234375,0.5394441485404968,0.280230849981308,0.5130809545516968,0.2287878543138504,0.45010748505592346,0.14273998141288757,0.2649496793746948,0.3722202181816101,0.2615188956260681,0.3479180932044983,0.4954058527946472,0.21135757863521576,0.2973276376724243,1.0,0.30808621644973755,0.2569429874420166,0.5696388483047485,0.3431483507156372,0.20430970191955566
one,0.2307232916355133,0.1947215497493744,0.4544198513031006,0.3631944954395294,0.4284902811050415,0.3811245262622833,0.4025384783744812,0.22170917689800262,0.29008451104164124,0.2469208985567093,0.20126551389694214,0.23935101926326752,0.42438167333602905,0.24056240916252136,0.27271768450737,0.4129433035850525,0.376489520072937,0.32451149821281433,0.4999135136604309,0.4878559708595276,0.2673267424106598
continuous,0.1852673590183258,0.2604016959667206,0.22904802858829498,0.1869221180677414,0.23096467554569244,0.3455266058444977,0.24047334492206573,0.3565916419029236,0.3242683708667755,0.21150857210159302,0.14120128750801086,0.2140558362007141,0.2512466311454773,0.10482006520032883,0.3317689895629883,0.2536813020706177,0.24768517911434174,0.24194061756134033,0.28397953510284424,0.3106561601161957,0.10320229828357697
build,0.5836763381958008,0.24310140311717987,0.21933425962924957,0.34669461846351624,0.2748400866985321,0.2383403182029724,0.38783395290374756,0.28315985202789307,0.5728070139884949,0.31622883677482605,0.10963556915521622,0.4621964395046234,0.27539998292922974,0.17083954811096191,0.1978013962507248,0.26063278317451477,0.27055490016937256,0.22625569999217987,0.22630037367343903,0.21468615531921387,0.1704305112361908
",",0.2374238669872284,0.25780928134918213,0.4691906273365021,0.3254455029964447,0.48329564929008484,0.3032452464103699,0.44245919585227966,0.20253340899944305,0.21148894727230072,0.3083299398422241,0.26546892523765564,0.272444486618042,0.6633074283599854,0.1899166703224182,0.3093934953212738,0.5201468467712402,0.3087472915649414,0.21125462651252747,0.4946078956127167,0.3029961884021759,0.31091248989105225
using,0.2224433422088623,0.31967103481292725,0.26543745398521423,0.4134748578071594,0.28191491961479187,0.38709816336631775,0.3678804934024811,0.3032427728176117,0.35629114508628845,0.26612311601638794,0.1902625560760498,0.1899356096982956,0.33157408237457275,0.1944674700498581,0.27536025643348694,0.2717311978340149,0.27984681725502014,0.31375688314437866,0.24298200011253357,0.2605619430541992,0.2804589569568634
large,0.31278279423713684,0.20895907282829285,0.2971126437187195,0.22778327763080597,0.2843167781829834,0.23027294874191284,0.3150999844074249,0.3221721351146698,0.3077201545238495,0.7174716591835022,0.1944904923439026,0.3271004855632782,0.3404269814491272,0.24709449708461761,0.3075486421585083,0.2841601073741913,0.2017821967601776,0.3612733483314514,0.3569655418395996,0.19091641902923584,0.1355665624141693
3d,0.1004672646522522,0.10521700978279114,0.08797618746757507,-0.004703001584857702,0.03197436407208443,-0.07565144449472427,-0.04626362398266792,0.009859736077487469,0.01437562145292759,0.06531640142202377,0.06419278681278229,0.06691505759954453,0.0360160730779171,-0.0014174601528793573,-0.019131453707814217,0.029786530882120132,-0.028964104130864143,-0.10122846066951752,0.04026421904563904,-0.10010577738285065,0.040244732052087784
printers,0.1448889970779419,0.6666115522384644,0.26020848751068115,0.24766390025615692,0.22952546179294586,0.22058017551898956,0.2935020625591278,0.3771269917488098,0.29731041193008423,0.2948111593723297,0.24903124570846558,0.22745496034622192,0.2290760725736618,0.26955318450927734,0.2288151979446411,0.20817963778972626,0.25231003761291504,0.23562048375606537,0.16746042668819427,0.22394970059394836,0.1761903464794159
.,0.275610089302063,0.3019598126411438,0.4569662809371948,0.3708619773387909,0.5593622326850891,0.2935521602630615,0.4645031690597534,0.1826557070016861,0.23683789372444153,0.3130834400653839,0.2460125982761383,0.2799520492553711,0.588965117931366,0.2534593939781189,0.30013585090637207,0.5591574311256409,0.3567904531955719,0.24893930554389954,0.5352458953857422,0.371569961309433,0.4130953550338745
