,what,encoding,decision,needs,to,be,made,in,order,to,determine,an,exact,definition,of,the,formal,language,?
",",0.3087472915649414,0.2055341899394989,0.2818170189857483,0.2390357255935669,0.44245919585227966,0.39254459738731384,0.32507219910621643,0.5201468467712402,0.22478096187114716,0.44245919585227966,0.2144405096769333,0.3581022024154663,0.17973914742469788,0.24771931767463684,0.4946078956127167,0.4933079481124878,0.2519475817680359,0.2694627344608307,0.31091248989105225
one,0.376489520072937,0.22786834836006165,0.25143271684646606,0.289870947599411,0.4025384783744812,0.4154875874519348,0.3043140470981598,0.4129433035850525,0.144612655043602,0.4025384783744812,0.37501260638237,0.2829729914665222,0.29886335134506226,0.29703259468078613,0.4999135136604309,0.5514441132545471,0.2008877694606781,0.23009946942329407,0.2673267424106598
has,0.20338068902492523,0.21941295266151428,0.19688548147678375,0.37049415707588196,0.3619994819164276,0.3863394856452942,0.27942559123039246,0.4173259735107422,0.14991246163845062,0.3619994819164276,0.2546979784965515,0.2991473078727722,0.1821325570344925,0.2356703132390976,0.3909035325050354,0.4177538752555847,0.20151138305664062,0.1895800083875656,0.15994466841220856
to,0.455847829580307,0.21554811298847198,0.35372841358184814,0.3999912142753601,1.0,0.4972836375236511,0.3377571105957031,0.45010748505592346,0.35544881224632263,1.0,0.4076496958732605,0.3138085603713989,0.3245314359664917,0.2924377918243408,0.41548454761505127,0.535392165184021,0.27394044399261475,0.2763397693634033,0.29463258385658264
decide,0.4684337377548218,0.20532698929309845,0.5564746856689453,0.34381234645843506,0.4438391625881195,0.3724094033241272,0.27156010270118713,0.24276606738567352,0.19329911470413208,0.4438391625881195,0.5866364240646362,0.2204476296901703,0.2816656827926636,0.2657884657382965,0.2682307958602905,0.35331496596336365,0.2904447913169861,0.16765059530735016,0.35001131892204285
how,0.6468034982681274,0.2543673813343048,0.30215373635292053,0.41854971647262573,0.44169697165489197,0.4158933162689209,0.2655200958251953,0.2601168751716614,0.22134430706501007,0.44169697165489197,0.40512213110923767,0.2520636022090912,0.3601437509059906,0.25456923246383667,0.2480744868516922,0.33890387415885925,0.2216119021177292,0.2547633647918701,0.4024120569229126
graphs,0.23150402307510376,0.330777645111084,0.10603778809309006,0.18832732737064362,0.17534662783145905,0.2402525693178177,0.20566625893115997,0.10934894531965256,0.21254315972328186,0.17534662783145905,0.22878260910511017,0.09649275988340378,0.19153842329978943,0.2758615016937256,0.16268819570541382,0.12824366986751556,0.1680792272090912,0.19709882140159607,0.2068129926919937
are,0.29724663496017456,0.2846527695655823,0.1736466884613037,0.36136168241500854,0.3504326641559601,0.5556803941726685,0.2941095530986786,0.3841303884983063,0.22330260276794434,0.3504326641559601,0.3171437084674835,0.1556541919708252,0.2391187697649002,0.2561403512954712,0.39081433415412903,0.40399202704429626,0.19033540785312653,0.26836323738098145,0.24591213464736938
encoded,0.22943362593650818,0.8464848399162292,0.2094501554965973,0.2670030891895294,0.18420244753360748,0.3416876792907715,0.23162418603897095,0.1764841377735138,0.20076289772987366,0.18420244753360748,0.34787771105766296,0.2103758603334427,0.2926316261291504,0.3097638189792633,0.27301374077796936,0.26610639691352844,0.23113799095153809,0.29883307218551636,0.19836890697479248
as,0.31749409437179565,0.25951239466667175,0.21492452919483185,0.27244406938552856,0.42092081904411316,0.5230465531349182,0.40740177035331726,0.3887844979763031,0.21579164266586304,0.42092081904411316,0.3198702335357666,0.37218472361564636,0.2654586732387543,0.30895569920539856,0.3886612355709076,0.48381632566452026,0.2356107234954834,0.2037375271320343,0.27043893933296204
binary,0.21848982572555542,0.4845099151134491,0.17150086164474487,0.2636049687862396,0.2343311607837677,0.3137739300727844,0.16784779727458954,0.16351808607578278,0.20804326236248016,0.2343311607837677,0.30951812863349915,0.1825919896364212,0.28063639998435974,0.29644593596458435,0.21468596160411835,0.18260802328586578,0.24907386302947998,0.22671674191951752,0.16258445382118225
strings,0.19280186295509338,0.36032533645629883,0.1949271708726883,0.19984257221221924,0.20373444259166718,0.23409953713417053,0.2285958230495453,0.11179190874099731,0.17674662172794342,0.20373444259166718,0.1875828057527542,0.17022031545639038,0.2600101828575134,0.11850660294294357,0.15250706672668457,0.19122597575187683,0.12494935095310211,0.18408843874931335,0.16539564728736877
.,0.3567904531955719,0.24509593844413757,0.3103445768356323,0.23357591032981873,0.4645031690597534,0.4383580684661865,0.4032190144062042,0.5591574311256409,0.20712141692638397,0.4645031690597534,0.323413223028183,0.3581749200820923,0.22292393445968628,0.2228187918663025,0.5352458953857422,0.5934505462646484,0.18800637125968933,0.2506868243217468,0.4130953550338745
