,who,might,be,responsible,for,student,discipline,?
halls,0.19957825541496277,0.1952778846025467,0.1936045140028,0.12421919405460358,0.23254097998142242,0.23100487887859344,0.1577545404434204,0.10686422884464264
",",0.3365725874900818,0.2533247768878937,0.39254459738731384,0.2192283272743225,0.4464869201183319,0.2261858433485031,0.18374353647232056,0.31091248989105225
help,0.3826322555541992,0.3930322527885437,0.3613757789134979,0.24645087122917175,0.33200904726982117,0.21770836412906647,0.21030786633491516,0.28403452038764954
with,0.3282766342163086,0.28227806091308594,0.36101722717285156,0.1930297166109085,0.39140474796295166,0.1580762416124344,0.1664356142282486,0.2433311939239502
the,0.3733934462070465,0.32504433393478394,0.4248143136501312,0.3305104374885559,0.4739971458911896,0.21259291470050812,0.1981438249349594,0.22068053483963013
organization,0.2852892577648163,0.18675567209720612,0.15203745663166046,0.32560428977012634,0.2952536344528198,0.27003172039985657,0.32907286286354065,0.2069297879934311
of,0.2827862501144409,0.2900311052799225,0.33904364705085754,0.37070101499557495,0.4185989499092102,0.20310284197330475,0.2260950356721878,0.1826142966747284
school,0.21669194102287292,0.19290851056575775,0.16095811128616333,0.15696056187152863,0.18618352711200714,0.5531905293464661,0.23339909315109253,0.15091250836849213
functions,0.126784086227417,0.2750781774520874,0.2704888582229614,0.36421141028404236,0.26696184277534485,0.14767523109912872,0.25093385577201843,0.13745930790901184
",",0.3365725874900818,0.2533247768878937,0.39254459738731384,0.2192283272743225,0.4464869201183319,0.2261858433485031,0.18374353647232056,0.31091248989105225
and,0.41279885172843933,0.31685465574264526,0.41766801476478577,0.29945531487464905,0.5064792633056641,0.2391568422317505,0.22925299406051636,0.20544172823429108
serve,0.2677389681339264,0.25535595417022705,0.343167245388031,0.2578955888748169,0.36519864201545715,0.08164709061384201,0.15674319863319397,0.19925682246685028
as,0.3923053741455078,0.3630484640598297,0.5230465531349182,0.25070908665657043,0.44774648547172546,0.19075024127960205,0.1783600002527237,0.27043893933296204
supervisors,0.3020119071006775,0.20599189400672913,0.18503524363040924,0.3861948847770691,0.3169265687465668,0.29161402583122253,0.29065534472465515,0.1287984699010849
for,0.37110671401023865,0.3858846127986908,0.3801851272583008,0.35061514377593994,0.9999999403953552,0.20500831305980682,0.23497483134269714,0.264628142118454
extracurricular,0.1989164650440216,0.33013439178466797,0.29988691210746765,0.26885563135147095,0.3431401550769806,0.41804859042167664,0.3716951012611389,0.23387525975704193
activities,0.1925259530544281,0.2529897689819336,0.23189091682434082,0.3952648639678955,0.34456658363342285,0.28718629479408264,0.42688533663749695,0.11289679259061813
.,0.3541337847709656,0.27493223547935486,0.4383580684661865,0.2309054434299469,0.4726039469242096,0.20994822680950165,0.129770427942276,0.4130953550338745
,who,might,be,responsible,for,student,discipline,?
in,0.2792111933231354,0.26443570852279663,0.3481820821762085,0.24309778213500977,0.4322226941585541,0.254856139421463,0.19738538563251495,0.20430970191955566
some,0.3978389501571655,0.541539192199707,0.49956634640693665,0.23173010349273682,0.4257155656814575,0.20990753173828125,0.21145696938037872,0.2562315762042999
education,0.2051982581615448,0.17907509207725525,0.19451211392879486,0.21469652652740479,0.27265021204948425,0.46045735478401184,0.3033060133457184,0.18067774176597595
systems,0.11571111530065536,0.26772892475128174,0.2608191668987274,0.3087728023529053,0.25885844230651855,0.1051679253578186,0.2819608747959137,0.1575973927974701
",",0.3365725874900818,0.2533247768878937,0.39254459738731384,0.2192283272743225,0.4464869201183319,0.2261858433485031,0.18374353647232056,0.31091248989105225
teachers,0.34250906109809875,0.24122771620750427,0.20256873965263367,0.1879110485315323,0.274332195520401,0.5576453804969788,0.28530004620552063,0.19522249698638916
may,0.23082798719406128,0.5044193863868713,0.45514434576034546,0.1265905350446701,0.29255861043930054,0.17901644110679626,0.14022758603096008,0.2768254578113556
have,0.39246654510498047,0.5161747932434082,0.5760743618011475,0.22827203571796417,0.41175219416618347,0.18004842102527618,0.15976078808307648,0.32991164922714233
responsibility,0.29908397793769836,0.29601266980171204,0.2631148397922516,0.7189788818359375,0.31113919615745544,0.2510465979576111,0.3693476617336273,0.20907385647296906
for,0.37110671401023865,0.3858846127986908,0.3801851272583008,0.35061514377593994,0.9999999403953552,0.20500831305980682,0.23497483134269714,0.264628142118454
student,0.34103330969810486,0.20252788066864014,0.1783752143383026,0.13502761721611023,0.20500831305980682,1.0000001192092896,0.2725600302219391,0.13282090425491333
discipline,0.2213398814201355,0.24280621111392975,0.20076337456703186,0.24627916514873505,0.23497483134269714,0.2725600302219391,1.0000001192092896,0.06836310029029846
.,0.3541337847709656,0.27493223547935486,0.4383580684661865,0.2309054434299469,0.4726039469242096,0.20994822680950165,0.129770427942276,0.4130953550338745
