,what,is,the,first,major,bend,in,the,rhine,called,?
overall,0.23488298058509827,0.21297959983348846,0.31739529967308044,0.19732029736042023,0.2079867273569107,0.09887488186359406,0.26280614733695984,0.31739529967308044,0.07747253030538559,0.14766934514045715,0.18573027849197388
direction,0.25776705145835876,0.2159055918455124,0.28851455450057983,0.15310871601104736,0.189147487282753,0.35100993514060974,0.17485231161117554,0.28851455450057983,0.18879841268062592,0.15034475922584534,0.10739318281412125
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.3536086082458496,0.2641255557537079,0.24791669845581055,0.5696388483047485,0.733189046382904,0.2548927664756775,0.4222904443740845,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,1.0,0.49448907375335693,0.31775903701782227,0.2507157623767853,0.6662389636039734,1.0,0.30735138058662415,0.489897221326828,0.22068053483963013
rhine,0.16475653648376465,0.15617261826992035,0.30735138058662415,0.13051658868789673,0.10607928037643433,0.19291333854198456,0.24648422002792358,0.30735138058662415,1.0,0.14562174677848816,0.13754533231258392
changes,0.2740466892719269,0.23356598615646362,0.3427845537662506,0.21815986931324005,0.16707319021224976,0.1995559185743332,0.226434126496315,0.3427845537662506,0.15896299481391907,0.20573073625564575,0.21264225244522095
from,0.2737620174884796,0.27355384826660156,0.40150508284568787,0.23348960280418396,0.1417090892791748,0.2510492205619812,0.4274188280105591,0.40150508284568787,0.2181936800479889,0.2703215777873993,0.19969791173934937
west,0.1946573108434677,0.25201764702796936,0.32918402552604675,0.24142304062843323,0.21044398844242096,0.26809296011924744,0.34078434109687805,0.32918402552604675,0.3360097110271454,0.1848684400320053,0.12088293582201004
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.3792489171028137,0.19240309298038483,0.24531115591526031,0.45010748505592346,0.535392165184021,0.1736302673816681,0.2987143397331238,0.29463258385658264
north,0.18673177063465118,0.2993389368057251,0.36298373341560364,0.2128637284040451,0.20476683974266052,0.34033024311065674,0.39050599932670593,0.36298373341560364,0.3832572400569916,0.20414142310619354,0.11829731613397598
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.4345304071903229,0.3054012954235077,0.29314759373664856,0.5591574311256409,0.5934505462646484,0.2089352011680603,0.300344854593277,0.4130953550338745
