,what,color,were,the,bronco,'s,uniforms,in,super,bowl,50,?
afc,0.1550256609916687,0.1398073136806488,0.18922588229179382,0.25863510370254517,0.2580011487007141,-0.07818128913640976,0.22077317535877228,0.20746317505836487,0.37206512689590454,0.41199249029159546,0.07724300771951675,0.2026895433664322
and,0.31309178471565247,0.21500243246555328,0.42175528407096863,0.5171257257461548,0.14328375458717346,0.06895173341035843,0.2257126122713089,0.4954058527946472,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.20544172823429108
nfc,0.19796092808246613,0.20098018646240234,0.17775137722492218,0.2545439600944519,0.3370496332645416,0.014258365146815777,0.31153443455696106,0.20630285143852234,0.373574823141098,0.47588562965393066,0.017712999135255814,0.15073348581790924
teams,0.16624371707439423,0.21772772073745728,0.28874582052230835,0.3164927661418915,0.294884592294693,0.079634889960289,0.37205103039741516,0.2639528214931488,0.26333683729171753,0.2752957046031952,0.09035295248031616,0.11150168627500534
",",0.3087472915649414,0.20653429627418518,0.36755475401878357,0.4933079481124878,0.1808430403470993,-0.0016132977325469255,0.17297542095184326,0.5201468467712402,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.31091248989105225
the,0.42745697498321533,0.21895472705364227,0.3906462490558624,1.0,0.17987582087516785,-0.01540423184633255,0.24092966318130493,0.6662389636039734,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
broncos,0.1787765771150589,0.2807192802429199,0.21682508289813995,0.25985947251319885,0.8171223998069763,-0.037254199385643005,0.28786805272102356,0.20316283404827118,0.36141330003738403,0.4351775348186493,0.055216576904058456,0.18377114832401276
elected,0.16005432605743408,0.06277673691511154,0.13310495018959045,0.23167964816093445,0.10733510553836823,-0.09862285107374191,0.11268197000026703,0.21190309524536133,0.07077067345380783,0.18424858152866364,0.06773777306079865,0.1966295689344406
to,0.455847829580307,0.2497486025094986,0.31913647055625916,0.535392165184021,0.1709693968296051,0.03782717138528824,0.23132634162902832,0.45010748505592346,0.17783479392528534,0.16993016004562378,-0.024239253252744675,0.29463258385658264
wear,0.21155497431755066,0.23840825259685516,0.32153943181037903,0.27011215686798096,0.18956203758716583,0.027364084497094154,0.5505856871604919,0.20694924890995026,0.10551737993955612,0.0700678676366806,0.02115890569984913,0.1366986185312271
their,0.35142919421195984,0.1928606778383255,0.43277356028556824,0.516537070274353,0.16613757610321045,-0.005530759692192078,0.3214048743247986,0.34976133704185486,0.14342328906059265,0.1663845032453537,0.06537782400846481,0.1898253709077835
road,0.14859327673912048,0.08847055584192276,0.20312872529029846,0.27181798219680786,0.22787804901599884,0.001669416087679565,0.17561021447181702,0.23586870729923248,0.10741297155618668,0.18759363889694214,-0.02458563633263111,0.10894691944122314
white,0.1410645991563797,0.32437393069267273,0.20375953614711761,0.25492873787879944,0.13836713135242462,0.024444883689284325,0.34457963705062866,0.1821274310350418,0.11256568133831024,0.17490817606449127,0.0012327907606959343,0.124679796397686
jerseys,0.11635155230760574,0.3001514971256256,0.25176945328712463,0.279405415058136,0.3169456124305725,0.0067811887711286545,0.49412232637405396,0.2633516192436218,0.23186436295509338,0.19441187381744385,0.08840382844209671,0.0964861810207367
with,0.2464839518070221,0.22848032414913177,0.3179011940956116,0.4223487675189972,0.14700986444950104,-0.04624466598033905,0.22547544538974762,0.4080928862094879,0.1518537551164627,0.18353787064552307,0.08371289074420929,0.2433311939239502
matching,0.25211000442504883,0.2777929902076721,0.20767715573310852,0.25132954120635986,0.1419583410024643,0.01244544517248869,0.28552842140197754,0.2258259803056717,0.08712805807590485,0.16784971952438354,0.014226356521248817,0.2242019772529602
white,0.1410645991563797,0.32437393069267273,0.20375953614711761,0.25492873787879944,0.13836713135242462,0.024444883689284325,0.34457963705062866,0.1821274310350418,0.11256568133831024,0.17490817606449127,0.0012327907606959343,0.124679796397686
pants,0.1608412116765976,0.25178050994873047,0.23001432418823242,0.15805065631866455,0.3090784549713135,0.12241747975349426,0.4930434823036194,0.15389671921730042,0.2106703817844391,0.2013835906982422,0.033933721482753754,0.17935864627361298
.,0.3567904531955719,0.2641010880470276,0.3378238379955292,0.5934505462646484,0.17763781547546387,-0.003708066651597619,0.20023754239082336,0.5591574311256409,0.2757420241832733,0.21516893804073334,0.04325474053621292,0.4130953550338745
,what,color,were,the,bronco,'s,uniforms,in,super,bowl,50,?
the,0.42745697498321533,0.21895472705364227,0.3906462490558624,1.0,0.17987582087516785,-0.01540423184633255,0.24092966318130493,0.6662389636039734,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
broncos,0.1787765771150589,0.2807192802429199,0.21682508289813995,0.25985947251319885,0.8171223998069763,-0.037254199385643005,0.28786805272102356,0.20316283404827118,0.36141330003738403,0.4351775348186493,0.055216576904058456,0.18377114832401276
last,0.23175878822803497,0.1556784063577652,0.25959286093711853,0.3698786795139313,0.07543297111988068,0.03682802617549896,0.1373271495103836,0.30714505910873413,0.17231976985931396,0.20327796041965485,0.07732744514942169,0.22371746599674225
wore,0.16125711798667908,0.2502702474594116,0.3874899744987488,0.2265123575925827,0.23981741070747375,0.049437545239925385,0.547256350517273,0.2072577178478241,0.16364960372447968,0.17592862248420715,0.13921158015727997,0.11052817106246948
matching,0.25211000442504883,0.2777929902076721,0.20767715573310852,0.25132954120635986,0.1419583410024643,0.01244544517248869,0.28552842140197754,0.2258259803056717,0.08712805807590485,0.16784971952438354,0.014226356521248817,0.2242019772529602
white,0.1410645991563797,0.32437393069267273,0.20375953614711761,0.25492873787879944,0.13836713135242462,0.024444883689284325,0.34457963705062866,0.1821274310350418,0.11256568133831024,0.17490817606449127,0.0012327907606959343,0.124679796397686
jerseys,0.11635155230760574,0.3001514971256256,0.25176945328712463,0.279405415058136,0.3169456124305725,0.0067811887711286545,0.49412232637405396,0.2633516192436218,0.23186436295509338,0.19441187381744385,0.08840382844209671,0.0964861810207367
and,0.31309178471565247,0.21500243246555328,0.42175528407096863,0.5171257257461548,0.14328375458717346,0.06895173341035843,0.2257126122713089,0.4954058527946472,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.20544172823429108
pants,0.1608412116765976,0.25178050994873047,0.23001432418823242,0.15805065631866455,0.3090784549713135,0.12241747975349426,0.4930434823036194,0.15389671921730042,0.2106703817844391,0.2013835906982422,0.033933721482753754,0.17935864627361298
in,0.30808621644973755,0.10136925429105759,0.3815755248069763,0.6662389636039734,0.14553722739219666,-0.037580832839012146,0.19122402369976044,1.0,0.18576006591320038,0.17236235737800598,0.021892361342906952,0.20430970191955566
the,0.42745697498321533,0.21895472705364227,0.3906462490558624,1.0,0.17987582087516785,-0.01540423184633255,0.24092966318130493,0.6662389636039734,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
super,0.13651713728904724,0.16928184032440186,0.18743500113487244,0.21959073841571808,0.3345249593257904,0.09726737439632416,0.1960538625717163,0.18576006591320038,1.0000001192092896,0.4848237931728363,0.0833745002746582,0.166326642036438
bowl,0.15942467749118805,0.21894660592079163,0.17085392773151398,0.21576224267482758,0.30743443965911865,-0.02838491089642048,0.15275798738002777,0.17236235737800598,0.4848237931728363,1.0,0.005446359980851412,0.21118052303791046
in,0.30808621644973755,0.10136925429105759,0.3815755248069763,0.6662389636039734,0.14553722739219666,-0.037580832839012146,0.19122402369976044,1.0,0.18576006591320038,0.17236235737800598,0.021892361342906952,0.20430970191955566
super,0.13651713728904724,0.16928184032440186,0.18743500113487244,0.21959073841571808,0.3345249593257904,0.09726737439632416,0.1960538625717163,0.18576006591320038,1.0000001192092896,0.4848237931728363,0.0833745002746582,0.166326642036438
bowl,0.15942467749118805,0.21894660592079163,0.17085392773151398,0.21576224267482758,0.30743443965911865,-0.02838491089642048,0.15275798738002777,0.17236235737800598,0.4848237931728363,1.0,0.005446359980851412,0.21118052303791046
xxxiii,0.13784337043762207,0.20192457735538483,0.2319912612438202,0.3131234347820282,0.3454763889312744,0.017510170117020607,0.2290738970041275,0.23179616034030914,0.521435022354126,0.5332549810409546,0.08687330782413483,0.19756333529949188
",",0.3087472915649414,0.20653429627418518,0.36755475401878357,0.4933079481124878,0.1808430403470993,-0.0016132977325469255,0.17297542095184326,0.5201468467712402,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.31091248989105225
elway,0.2192334681749344,0.1730874925851822,0.16223347187042236,0.2985321283340454,0.3636820912361145,-0.02843191660940647,0.28842422366142273,0.2640700042247772,0.2389257848262787,0.3023669123649597,-0.03922658413648605,0.2248448133468628
's,0.02692362666130066,-0.02538621611893177,0.007088581565767527,-0.01540423184633255,-0.03704093396663666,0.9999999403953552,0.020875148475170135,-0.037580832839012146,0.09726737439632416,-0.02838491089642048,-0.01041578408330679,-0.023395681753754616
last,0.23175878822803497,0.1556784063577652,0.25959286093711853,0.3698786795139313,0.07543297111988068,0.03682802617549896,0.1373271495103836,0.30714505910873413,0.17231976985931396,0.20327796041965485,0.07732744514942169,0.22371746599674225
game,0.2246788740158081,0.24641147255897522,0.21951238811016083,0.285271555185318,0.24910777807235718,0.07448072731494904,0.23268237709999084,0.23986028134822845,0.3480181396007538,0.2413962334394455,0.012895043939352036,0.1829071193933487
as,0.31749409437179565,0.21893621981143951,0.3025437891483307,0.48381632566452026,0.17748500406742096,-0.05775856226682663,0.23654711246490479,0.3887844979763031,0.21450649201869965,0.14539222419261932,-0.0016074778977781534,0.27043893933296204
denver,0.1275133192539215,0.17002470791339874,0.21132278442382812,0.2052404284477234,0.4215141236782074,-0.08765961974859238,0.19852574169635773,0.2221570909023285,0.24589714407920837,0.2861449718475342,0.03614028915762901,0.1520889848470688
qb,0.12458405643701553,0.24588847160339355,0.1740567982196808,0.15503893792629242,0.26363566517829895,0.01218508742749691,0.234376922249794,0.12069996446371078,0.2669486999511719,0.32663026452064514,-0.05494023859500885,0.17378021776676178
",",0.3087472915649414,0.20653429627418518,0.36755475401878357,0.4933079481124878,0.1808430403470993,-0.0016132977325469255,0.17297542095184326,0.5201468467712402,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.31091248989105225
when,0.4700249433517456,0.21349301934242249,0.29649975895881653,0.5091903209686279,0.17947053909301758,-0.03368149697780609,0.2209760695695877,0.4431333839893341,0.20393483340740204,0.20523639023303986,0.06190349534153938,0.22841128706932068
they,0.4431931674480438,0.20740480720996857,0.5580583214759827,0.49925389885902405,0.18117102980613708,0.03738465905189514,0.3297886848449707,0.4330179989337921,0.1988932192325592,0.18658970296382904,0.059837549924850464,0.2753053903579712
defeated,0.13652801513671875,0.12367706000804901,0.30903002619743347,0.2833898365497589,0.2013140469789505,-0.037976399064064026,0.16565997898578644,0.24813973903656006,0.22541621327400208,0.24224305152893066,0.06455407291650772,0.1413237303495407
the,0.42745697498321533,0.21895472705364227,0.3906462490558624,1.0,0.17987582087516785,-0.01540423184633255,0.24092966318130493,0.6662389636039734,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
atlanta,0.16388162970542908,0.218241885304451,0.1646958291530609,0.23474927246570587,0.3239728510379791,0.012664222158491611,0.21111571788787842,0.19453994929790497,0.18281380832195282,0.2594067454338074,0.031756650656461716,0.15733501315116882
falcons,0.16426008939743042,0.29915651679039,0.1814546436071396,0.21631120145320892,0.37449944019317627,0.020129263401031494,0.32852745056152344,0.15516816079616547,0.2247217297554016,0.3091208338737488,0.02411159873008728,0.13383014500141144
34–19,-0.024621915072202682,-0.10297012329101562,-0.04637153074145317,-0.14853201806545258,-0.06796887516975403,-0.02441401034593582,-0.049964796751737595,-0.15643662214279175,-0.015810701996088028,-0.08226211369037628,0.07382913678884506,-0.03791365772485733
.,0.3567904531955719,0.2641010880470276,0.3378238379955292,0.5934505462646484,0.17763781547546387,-0.003708066651597619,0.20023754239082336,0.5591574311256409,0.2757420241832733,0.21516893804073334,0.04325474053621292,0.4130953550338745
,what,color,were,the,bronco,'s,uniforms,in,super,bowl,50,?
elway,0.2192334681749344,0.1730874925851822,0.16223347187042236,0.2985321283340454,0.3636820912361145,-0.02843191660940647,0.28842422366142273,0.2640700042247772,0.2389257848262787,0.3023669123649597,-0.03922658413648605,0.2248448133468628
stated,0.3668954074382782,0.16721287369728088,0.2678734064102173,0.2814950942993164,0.11994834244251251,0.014573756605386734,0.11551276594400406,0.24313503503799438,0.1140226274728775,0.04108824580907822,-0.04979994520545006,0.24280361831188202
",",0.3087472915649414,0.20653429627418518,0.36755475401878357,0.4933079481124878,0.1808430403470993,-0.0016132977325469255,0.17297542095184326,0.5201468467712402,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.31091248989105225
``,0.008517155423760414,0.03322875499725342,0.006090171169489622,0.029072100296616554,0.011133572086691856,-0.03416389226913452,-0.03820879012346268,0.04765888676047325,0.012585706077516079,-0.004176590591669083,0.05617367848753929,0.0685480609536171
we,0.5622460842132568,0.19771011173725128,0.2341374158859253,0.3206169009208679,0.10246599465608597,0.03954920172691345,0.22885479032993317,0.23132319748401642,0.16073982417583466,0.13266761600971222,-0.01578693464398384,0.535264790058136
've,0.31642356514930725,0.2190564125776291,0.17914904654026031,0.23887036740779877,0.2329643815755844,0.003924804273992777,0.24054425954818726,0.20285309851169586,0.25636714696884155,0.3156324028968811,0.09309853613376617,0.260578989982605
had,0.23849567770957947,0.13532502949237823,0.6150832772254944,0.3875846862792969,0.15566012263298035,-0.004401352722197771,0.21268071234226227,0.385026752948761,0.17216899991035461,0.1661457121372223,0.09219186753034592,0.20728366076946259
super,0.13651713728904724,0.16928184032440186,0.18743500113487244,0.21959073841571808,0.3345249593257904,0.09726737439632416,0.1960538625717163,0.18576006591320038,1.0000001192092896,0.4848237931728363,0.0833745002746582,0.166326642036438
bowl,0.15942467749118805,0.21894660592079163,0.17085392773151398,0.21576224267482758,0.30743443965911865,-0.02838491089642048,0.15275798738002777,0.17236235737800598,0.4848237931728363,1.0,0.005446359980851412,0.21118052303791046
success,0.22873179614543915,0.16416586935520172,0.2159206122159958,0.2764457166194916,0.1922970861196518,0.041425660252571106,0.1806100308895111,0.3020555078983307,0.219517320394516,0.23260177671909332,0.04966862499713898,0.1216118186712265
in,0.30808621644973755,0.10136925429105759,0.3815755248069763,0.6662389636039734,0.14553722739219666,-0.037580832839012146,0.19122402369976044,1.0,0.18576006591320038,0.17236235737800598,0.021892361342906952,0.20430970191955566
our,0.3871900141239166,0.1341184377670288,0.1450430154800415,0.34956011176109314,0.029900282621383667,0.07959601283073425,0.18526004254817963,0.17172041535377502,0.13933390378952026,0.04744952544569969,0.05671123042702675,0.2894428074359894
white,0.1410645991563797,0.32437393069267273,0.20375953614711761,0.25492873787879944,0.13836713135242462,0.024444883689284325,0.34457963705062866,0.1821274310350418,0.11256568133831024,0.17490817606449127,0.0012327907606959343,0.124679796397686
uniforms,0.2348768413066864,0.2856641411781311,0.2902430295944214,0.24092966318130493,0.22700397670269012,0.020875148475170135,1.0,0.19122402369976044,0.1960538625717163,0.15275798738002777,0.10476140677928925,0.1901218593120575
.,0.3567904531955719,0.2641010880470276,0.3378238379955292,0.5934505462646484,0.17763781547546387,-0.003708066651597619,0.20023754239082336,0.5591574311256409,0.2757420241832733,0.21516893804073334,0.04325474053621292,0.4130953550338745
'',0.08143015950918198,0.03426432982087135,0.007215402089059353,0.041273195296525955,-0.04564246907830238,-0.04859459400177002,0.033189672976732254,0.07432962208986282,-0.02655862085521221,-0.008809788152575493,0.08711730688810349,0.018684765323996544
