,how,many,soldiers,did,genghis,khan,take,with,him,to,khwarezmia,?
",",0.22659391164779663,0.40610817074775696,0.2250073105096817,0.3015086054801941,0.2891939878463745,0.19700400531291962,0.2881867289543152,0.4120737314224243,0.31121695041656494,0.44245919585227966,0.35280895233154297,0.31091248989105225
his,0.24614305794239044,0.3188176155090332,0.28465813398361206,0.3546801507472992,0.3744826912879944,0.26570460200309753,0.24483558535575867,0.33836179971694946,0.6629161238670349,0.3715193271636963,0.30844542384147644,0.18075084686279297
most,0.311336874961853,0.6236066222190857,0.20088857412338257,0.2822507321834564,0.22644314169883728,0.15546606481075287,0.192624032497406,0.336320698261261,0.2179088294506073,0.321603000164032,0.27018821239471436,0.2107497900724411
capable,0.25707393884658813,0.23204919695854187,0.17466218769550323,0.1266767978668213,0.12807103991508484,0.12731698155403137,0.16974319517612457,0.2248685210943222,0.18897448480129242,0.21250563859939575,0.21556946635246277,0.18388573825359344
generals,0.17411991953849792,0.27159982919692993,0.4824276566505432,0.26768800616264343,0.35899436473846436,0.2616235017776489,0.19775031507015228,0.21205726265907288,0.2518765330314636,0.23583383858203888,0.2550170421600342,0.16273394227027893
and,0.33647966384887695,0.5296266674995422,0.25842928886413574,0.34479495882987976,0.26551535725593567,0.22885166108608246,0.296702116727829,0.5477725267410278,0.35759612917900085,0.48971283435821533,0.34526392817497253,0.20544172823429108
some,0.4180530905723572,0.7976660132408142,0.27004432678222656,0.42553430795669556,0.19859196245670319,0.10166428983211517,0.33165034651756287,0.3924338221549988,0.3116835355758667,0.4636894166469574,0.30507001280784607,0.2562315762042999
of,0.2480744868516922,0.37253960967063904,0.26257410645484924,0.2513895630836487,0.2938849925994873,0.17124508321285248,0.29282352328300476,0.41827285289764404,0.2764812409877777,0.41548454761505127,0.30564188957214355,0.1826142966747284
his,0.24614305794239044,0.3188176155090332,0.28465813398361206,0.3546801507472992,0.3744826912879944,0.26570460200309753,0.24483558535575867,0.33836179971694946,0.6629161238670349,0.3715193271636963,0.30844542384147644,0.18075084686279297
sons,0.14994631707668304,0.17685455083847046,0.26284900307655334,0.19547776877880096,0.2966407537460327,0.2521197199821472,0.13292860984802246,0.16226254403591156,0.2549692690372467,0.11964831501245499,0.27294841408729553,0.13006451725959778
.,0.3287222981452942,0.3974229395389557,0.24540002644062042,0.35288307070732117,0.25373268127441406,0.19819748401641846,0.3045158088207245,0.4446153938770294,0.30228540301322937,0.4645031690597534,0.29643574357032776,0.4130953550338745
