,because,of,the,gold,theme,",",what,was,super,bowl,50,known,as,?
tie,0.22545236349105835,0.14211483299732208,0.22106048464775085,0.17898952960968018,0.13266025483608246,0.1799984574317932,0.13305725157260895,0.13822536170482635,0.17262586951255798,0.11696851253509521,0.09516307711601257,0.10614444315433502,0.15191522240638733,0.1004955843091011
into,0.2905239760875702,0.32255905866622925,0.39493247866630554,0.1654365211725235,0.11099060624837875,0.2826121151447296,0.2180619090795517,0.2322220653295517,0.178719162940979,0.16612307727336884,-0.04834462329745293,0.1555754393339157,0.24094121158123016,0.15662476420402527
the,0.44596394896507263,0.733189046382904,1.0,0.27136439085006714,0.2470158040523529,0.4933079481124878,0.42745697498321533,0.48711544275283813,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.3624623417854309,0.48381632566452026,0.22068053483963013
``,0.013636519201099873,0.06780257821083069,0.029072100296616554,-0.11425485461950302,-0.04043178632855415,0.09681109338998795,0.008517155423760414,-0.012679691426455975,0.012585706077516079,-0.004176590591669083,0.05617367848753929,0.00922766886651516,0.03910288214683533,0.0685480609536171
golden,0.19735847413539886,0.23340271413326263,0.28740859031677246,0.36275357007980347,0.12523235380649567,0.26355642080307007,0.172581747174263,0.21282179653644562,0.2640960216522217,0.25437235832214355,0.03387100249528885,0.26627835631370544,0.18888385593891144,0.1324693262577057
super,0.2024259716272354,0.14718765020370483,0.21959073841571808,0.1844714879989624,0.20093533396720886,0.22322475910186768,0.13651713728904724,0.21420986950397491,1.0000001192092896,0.4848237931728363,0.0833745002746582,0.1743854135274887,0.21450649201869965,0.166326642036438
bowl,0.18954485654830933,0.2243070751428604,0.21576224267482758,0.19331370294094086,0.16222190856933594,0.1810409277677536,0.15942467749118805,0.21915455162525177,0.4848237931728363,1.0,0.005446359980851412,0.1501779556274414,0.14539222419261932,0.21118052303791046
'',-0.0771673172712326,0.13035868108272552,0.041273195296525955,-7.126860873540863e-05,0.03232346102595329,-0.037358131259679794,0.08143015950918198,0.04456103965640068,-0.02655862085521221,-0.008809788152575493,0.08711730688810349,0.06905213743448257,0.006628023460507393,0.018684765323996544
;,0.03551723062992096,0.054534342139959335,0.09152708947658539,0.012675312347710133,0.021994154900312424,0.04938793554902077,0.10986888408660889,0.0754367932677269,0.0580664724111557,0.03451862558722496,-0.044462960213422775,0.06441469490528107,0.05586666986346245,0.10349778085947037
gold-tinted,0.3184909224510193,0.2565603256225586,0.34194332361221313,0.5649223327636719,0.2751008868217468,0.33270150423049927,0.25862276554107666,0.3376583755016327,0.21833153069019318,0.3090018332004547,0.095573790371418,0.2837395966053009,0.3119683861732483,0.21912521123886108
logos,0.18445277214050293,0.20088501274585724,0.22483909130096436,0.21279771625995636,0.28400948643684387,0.23948726058006287,0.24573560059070587,0.12409704178571701,0.13980142772197723,0.06191003695130348,0.13113391399383545,0.1201590821146965,0.21402402222156525,0.3621874749660492
were,0.3762696087360382,0.34038281440734863,0.3906462490558624,0.25720104575157166,0.1238798275589943,0.36755475401878357,0.22298263013362885,0.590133786201477,0.18743500113487244,0.17085392773151398,0.025104328989982605,0.2330206036567688,0.3025437891483307,0.17890112102031708
implemented,0.27127471566200256,0.20162434875965118,0.21611113846302032,0.10452573746442795,0.17477379739284515,0.25661253929138184,0.2723406255245209,0.2312583029270172,0.18682299554347992,0.12407568097114563,0.015530250035226345,0.18370428681373596,0.30200669169425964,0.27067989110946655
across,0.266289085149765,0.2936134934425354,0.3816230297088623,0.09403197467327118,0.1457352489233017,0.22515052556991577,0.24809791147708893,0.20413610339164734,0.1142096221446991,0.10498353838920593,-0.008373823016881943,0.17076361179351807,0.23795689642429352,0.17034576833248138
the,0.44596394896507263,0.733189046382904,1.0,0.27136439085006714,0.2470158040523529,0.4933079481124878,0.42745697498321533,0.48711544275283813,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.3624623417854309,0.48381632566452026,0.22068053483963013
nfl,0.1405661255121231,0.1524115800857544,0.15305201709270477,0.16953468322753906,0.10590102523565292,0.18939071893692017,0.12579965591430664,0.20145657658576965,0.319060355424881,0.48354101181030273,-0.06279195845127106,0.14964929223060608,0.18464252352714539,0.10610254108905792
's,0.05210670828819275,-0.03817026689648628,-0.01540423184633255,0.095478355884552,0.010491529479622841,-0.0016132977325469255,0.02692362666130066,0.008974763564765453,0.09726737439632416,-0.02838491089642048,-0.01041578408330679,0.008368984796106815,-0.05775856226682663,-0.023395681753754616
properties,0.3050702214241028,0.2832101881504059,0.20062518119812012,0.19378620386123657,0.1471114605665207,0.21241174638271332,0.23360128700733185,0.14832323789596558,0.09991060942411423,0.10915952920913696,0.060957156121730804,0.21596723794937134,0.2591269016265869,0.12601029872894287
and,0.5069696307182312,0.5116966962814331,0.5171257257461548,0.26129499077796936,0.2354547381401062,0.6633074283599854,0.31309178471565247,0.3740963041782379,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.3468935489654541,0.49487000703811646,0.20544172823429108
painted,0.24215354025363922,0.21165502071380615,0.18695808947086334,0.21472008526325226,0.21060775220394135,0.1939309537410736,0.19051748514175415,0.2505439817905426,0.1073715016245842,0.21304813027381897,0.08831141889095306,0.20424209535121918,0.19963586330413818,0.13457663357257843
on,0.33021900057792664,0.3966929316520691,0.5107308030128479,0.15932275354862213,0.2474956214427948,0.49057599902153015,0.34226128458976746,0.3909217119216919,0.1569211632013321,0.1334993690252304,0.05590687692165375,0.19541868567466736,0.36047765612602234,0.2714994251728058
fields,0.21958333253860474,0.19633589684963226,0.16397054493427277,0.1775711476802826,0.1484793722629547,0.2786177098751068,0.14054246246814728,0.09075388312339783,0.08708840608596802,0.16866959631443024,-0.08669588714838028,0.07339075952768326,0.19345667958259583,0.1411406248807907
",",0.372031033039093,0.4946078956127167,0.4933079481124878,0.28787803649902344,0.21865783631801605,1.0000001192092896,0.3087472915649414,0.45456063747406006,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.3604377806186676,0.48816442489624023,0.31091248989105225
the,0.44596394896507263,0.733189046382904,1.0,0.27136439085006714,0.2470158040523529,0.4933079481124878,0.42745697498321533,0.48711544275283813,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.3624623417854309,0.48381632566452026,0.22068053483963013
numbering,0.1958470344543457,0.2694896459579468,0.33478236198425293,0.1479392945766449,0.14767307043075562,0.26845359802246094,0.26612839102745056,0.1521965116262436,0.18296942114830017,0.08578565716743469,-0.04261156544089317,0.12472286075353622,0.2970418930053711,0.18656331300735474
of,0.4075504541397095,1.0,0.733189046382904,0.2101457566022873,0.17537155747413635,0.4946078956127167,0.33290785551071167,0.4069072902202606,0.14718765020370483,0.2243070751428604,0.006577443331480026,0.35814476013183594,0.3886612355709076,0.1826142966747284
the,0.44596394896507263,0.733189046382904,1.0,0.27136439085006714,0.2470158040523529,0.4933079481124878,0.42745697498321533,0.48711544275283813,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.3624623417854309,0.48381632566452026,0.22068053483963013
50-yard,0.22609858214855194,0.1965905725955963,0.2974485754966736,0.1545170247554779,0.25888270139694214,0.24600011110305786,0.20699849724769592,0.3158988356590271,0.17980119585990906,0.18631784617900848,0.011375758796930313,0.1989985704421997,0.24640636146068573,0.11265861243009567
line,0.17019851505756378,0.23765452206134796,0.29789501428604126,0.1268826425075531,0.1632579118013382,0.22637072205543518,0.2245367169380188,0.1765366792678833,0.1948607861995697,0.09206075221300125,-0.06176300346851349,0.11063651740550995,0.22621846199035645,0.16271452605724335
on,0.33021900057792664,0.3966929316520691,0.5107308030128479,0.15932275354862213,0.2474956214427948,0.49057599902153015,0.34226128458976746,0.3909217119216919,0.1569211632013321,0.1334993690252304,0.05590687692165375,0.19541868567466736,0.36047765612602234,0.2714994251728058
fields,0.21958333253860474,0.19633589684963226,0.16397054493427277,0.1775711476802826,0.1484793722629547,0.2786177098751068,0.14054246246814728,0.09075388312339783,0.08708840608596802,0.16866959631443024,-0.08669588714838028,0.07339075952768326,0.19345667958259583,0.1411406248807907
was,0.3841400742530823,0.4069072902202606,0.48711544275283813,0.24345459043979645,0.21860456466674805,0.45456063747406006,0.22111038863658905,1.0000001192092896,0.21420986950397491,0.21915455162525177,-0.0011744623770937324,0.35203275084495544,0.3677520453929901,0.18412111699581146
colored,0.24387286603450775,0.20577436685562134,0.23921820521354675,0.240311861038208,0.19945859909057617,0.22846366465091705,0.18799574673175812,0.15550875663757324,0.16287699341773987,0.23187671601772308,0.09715691953897476,0.18606853485107422,0.23830509185791016,0.17333996295928955
gold,0.17432862520217896,0.2101457566022873,0.27136439085006714,0.9999999403953552,0.1178743913769722,0.28787803649902344,0.15779642760753632,0.24345459043979645,0.1844714879989624,0.19331370294094086,0.006151561159640551,0.13709750771522522,0.14158271253108978,0.11542754620313644
",",0.372031033039093,0.4946078956127167,0.4933079481124878,0.28787803649902344,0.21865783631801605,1.0000001192092896,0.3087472915649414,0.45456063747406006,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.3604377806186676,0.48816442489624023,0.31091248989105225
and,0.5069696307182312,0.5116966962814331,0.5171257257461548,0.26129499077796936,0.2354547381401062,0.6633074283599854,0.31309178471565247,0.3740963041782379,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.3468935489654541,0.49487000703811646,0.20544172823429108
beginning,0.3241887092590332,0.36558160185813904,0.49622642993927,0.1962701380252838,0.303350567817688,0.31347912549972534,0.3351518511772156,0.35191401839256287,0.1733865588903427,0.17699073255062103,0.04047684744000435,0.26313984394073486,0.3335636258125305,0.19413669407367706
on,0.33021900057792664,0.3966929316520691,0.5107308030128479,0.15932275354862213,0.2474956214427948,0.49057599902153015,0.34226128458976746,0.3909217119216919,0.1569211632013321,0.1334993690252304,0.05590687692165375,0.19541868567466736,0.36047765612602234,0.2714994251728058
week,0.26238101720809937,0.17998629808425903,0.28402599692344666,0.11240503191947937,0.22605960071086884,0.3187089264392853,0.2483774870634079,0.24251437187194824,0.18053525686264038,0.2576042413711548,-0.09653012454509735,0.11054053902626038,0.26266953349113464,0.25105318427085876
7,-0.2076575756072998,-0.04983885586261749,-0.1142377033829689,-0.08602553606033325,-0.18579626083374023,0.07715427130460739,-0.1699475795030594,0.002381215337663889,-0.11163666844367981,-0.12705844640731812,-0.104477159678936,-0.12409065663814545,-0.14058567583560944,-0.15092156827449799
",",0.372031033039093,0.4946078956127167,0.4933079481124878,0.28787803649902344,0.21865783631801605,1.0000001192092896,0.3087472915649414,0.45456063747406006,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.3604377806186676,0.48816442489624023,0.31091248989105225
all,0.44457945227622986,0.42798417806625366,0.4860881567001343,0.20422807335853577,0.17170163989067078,0.425624817609787,0.41981086134910583,0.23179835081100464,0.26925644278526306,0.2204573154449463,0.10941741615533829,0.13808979094028473,0.33195313811302185,0.29575422406196594
sideline,0.21185189485549927,0.11210323870182037,0.2606579065322876,0.1924520879983902,0.26272261142730713,0.22783276438713074,0.3090035319328308,0.23175807297229767,0.2961301803588867,0.33748066425323486,0.005377794615924358,0.21732991933822632,0.306721568107605,0.2637002468109131
jackets,0.23050077259540558,0.13493965566158295,0.22636963427066803,0.2633756399154663,0.1065300926566124,0.21782124042510986,0.138166144490242,0.1580561101436615,0.1899246871471405,0.2728385329246521,0.0486503541469574,0.16386514902114868,0.2108692079782486,0.0852784663438797
and,0.5069696307182312,0.5116966962814331,0.5171257257461548,0.26129499077796936,0.2354547381401062,0.6633074283599854,0.31309178471565247,0.3740963041782379,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.3468935489654541,0.49487000703811646,0.20544172823429108
hats,0.32776686549186707,0.2087404876947403,0.24366404116153717,0.260940819978714,0.1955588012933731,0.24768668413162231,0.29457175731658936,0.15088391304016113,0.12189412862062454,0.19273144006729126,0.041738152503967285,0.14380377531051636,0.21623872220516205,0.22648833692073822
featured,0.21608956158161163,0.2342860847711563,0.28660184144973755,0.19190490245819092,0.37877461314201355,0.27189624309539795,0.20330384373664856,0.3064519464969635,0.24398969113826752,0.18793275952339172,0.08678045123815536,0.25067198276519775,0.29986897110939026,0.2944096624851227
gold-trimmed,0.3687668442726135,0.29429855942726135,0.3633308410644531,0.4707041084766388,0.20418934524059296,0.3834155201911926,0.3198505938053131,0.30106842517852783,0.21647635102272034,0.27731314301490784,0.07611178606748581,0.20699593424797058,0.2810388505458832,0.3005979359149933
logos,0.18445277214050293,0.20088501274585724,0.22483909130096436,0.21279771625995636,0.28400948643684387,0.23948726058006287,0.24573560059070587,0.12409704178571701,0.13980142772197723,0.06191003695130348,0.13113391399383545,0.1201590821146965,0.21402402222156525,0.3621874749660492
.,0.45765790343284607,0.5352458953857422,0.5934505462646484,0.22364865243434906,0.2135048359632492,0.6812511086463928,0.3567904531955719,0.40146201848983765,0.2757420241832733,0.21516893804073334,0.04325474053621292,0.283290296792984,0.515582263469696,0.4130953550338745
