,what,equation,desribed,the,physics,of,force,before,the,current,schrodinger,equation,?
the,0.42745697498321533,0.2096533477306366,0.3252376914024353,1.0,0.17952929437160492,0.733189046382904,0.2800885736942291,0.45900648832321167,1.0,0.3314409554004669,0.24251551926136017,0.2096533477306366,0.22068053483963013
physics,0.26464056968688965,0.47365474700927734,0.142277330160141,0.17952929437160492,0.9999999403953552,0.2395489662885666,0.29059725999832153,0.14185811579227448,0.17952929437160492,0.19129319489002228,0.36281338334083557,0.47365474700927734,0.1470423936843872
is,0.28837618231773376,0.2610480785369873,0.2177138477563858,0.5823672413825989,0.16058161854743958,0.4854315221309662,0.22036980092525482,0.25183290243148804,0.5823672413825989,0.2555285692214966,0.20439529418945312,0.2610480785369873,0.22961433231830597
now,0.4903225302696228,0.18140672147274017,0.22117005288600922,0.38266420364379883,0.16145509481430054,0.29182544350624084,0.14073489606380463,0.36188122630119324,0.38266420364379883,0.2849317789077759,0.21534542739391327,0.18140672147274017,0.29641881585121155
described,0.22590412199497223,0.2655537724494934,0.5892881751060486,0.2878154516220093,0.2137419581413269,0.297532320022583,0.12680673599243164,0.13154399394989014,0.2878154516220093,0.14519211649894714,0.28379321098327637,0.2655537724494934,0.1374269425868988
by,0.2455483376979828,0.199402317404747,0.2675868272781372,0.4408751428127289,0.15634199976921082,0.3646814823150635,0.24997374415397644,0.37709173560142517,0.4408751428127289,0.20655159652233124,0.26547154784202576,0.199402317404747,0.17966607213020325
the,0.42745697498321533,0.2096533477306366,0.3252376914024353,1.0,0.17952929437160492,0.733189046382904,0.2800885736942291,0.45900648832321167,1.0,0.3314409554004669,0.24251551926136017,0.2096533477306366,0.22068053483963013
schrödinger,0.36661428213119507,0.5638400316238403,0.30228912830352783,0.26511383056640625,0.5355281233787537,0.22917421162128448,0.24729736149311066,0.17954981327056885,0.26511383056640625,0.1796324998140335,0.7674834728240967,0.5638400316238403,0.24498341977596283
equation,0.281838983297348,1.0000001192092896,0.1868695616722107,0.2096533477306366,0.47365474700927734,0.18257875740528107,0.2695007920265198,0.18736480176448822,0.2096533477306366,0.21896344423294067,0.33226969838142395,1.0000001192092896,0.22958515584468842
instead,0.4104403555393219,0.23251324892044067,0.17885459959506989,0.3940567970275879,0.12242229282855988,0.31208282709121704,0.1860058307647705,0.4460048973560333,0.3940567970275879,0.1662917286157608,0.1997259557247162,0.23251324892044067,0.2942638397216797
of,0.33290785551071167,0.18257875740528107,0.28742191195487976,0.733189046382904,0.2395489662885666,1.0,0.27094775438308716,0.3282964527606964,0.733189046382904,0.31470298767089844,0.24432553350925446,0.18257875740528107,0.1826142966747284
newtonian,0.2607386112213135,0.4755356013774872,0.16388098895549774,0.2466065138578415,0.37948912382125854,0.21370476484298706,0.2523835301399231,0.16631300747394562,0.2466065138578415,0.18191517889499664,0.3644351065158844,0.4755356013774872,0.16408871114253998
equations,0.26397332549095154,0.928786039352417,0.18666556477546692,0.1991964876651764,0.5178844928741455,0.186348557472229,0.26144513487815857,0.18781547248363495,0.1991964876651764,0.2199060618877411,0.3578771948814392,0.928786039352417,0.2186179906129837
.,0.3567904531955719,0.23947837948799133,0.30713385343551636,0.5934505462646484,0.21820253133773804,0.5352458953857422,0.2783275842666626,0.36693984270095825,0.5934505462646484,0.29179835319519043,0.3638042211532593,0.23947837948799133,0.4130953550338745
