,in,gebhard,v,consiglio,...,milano,",",the,requirements,to,be,registered,in,milan,before,being,able,to,practice,law,would,be,allowed,under,what,conditions,?
if,0.2589588761329651,0.25334104895591736,0.18749232590198517,0.20961584150791168,-0.08330421149730682,0.15969552099704742,0.257730096578598,0.33724796772003174,0.413532555103302,0.4559597074985504,0.5628611445426941,0.2565499544143677,0.2589588761329651,0.12706027925014496,0.38886740803718567,0.4287751317024231,0.4252382516860962,0.4559597074985504,0.22322523593902588,0.19418910145759583,0.5543612837791443,0.5628611445426941,0.38221800327301025,0.22169512510299683,0.5277165174484253,0.3242419958114624,0.4441644251346588
they,0.4330179989337921,0.184349924325943,0.2006511688232422,0.16613411903381348,-0.030677227303385735,0.13780926167964935,0.390799880027771,0.49925389885902405,0.3022459149360657,0.5452046394348145,0.4858434796333313,0.23781704902648926,0.4330179989337921,0.15047767758369446,0.372068852186203,0.41845834255218506,0.49901753664016724,0.5452046394348145,0.2743101119995117,0.21479126811027527,0.5262938141822815,0.4858434796333313,0.48281627893447876,0.2802797257900238,0.4431931674480438,0.3394690155982971,0.2753053903579712
were,0.3815755248069763,0.21770162880420685,0.1089601069688797,0.196913942694664,-0.011268461123108864,0.2053520530462265,0.36755475401878357,0.3906462490558624,0.21074138581752777,0.31913647055625916,0.4064064621925354,0.23260313272476196,0.3815755248069763,0.2289602905511856,0.3127685785293579,0.4775565266609192,0.2341073453426361,0.31913647055625916,0.25205129384994507,0.15560519695281982,0.37426912784576416,0.4064064621925354,0.37402987480163574,0.28293636441230774,0.22298263013362885,0.25564876198768616,0.17890112102031708
non-discriminatory,0.18254385888576508,0.09745017439126968,0.21819184720516205,0.260285347700119,0.08315977454185486,0.23833204805850983,0.23519635200500488,0.19702912867069244,0.33525943756103516,0.2721802890300751,0.2588646113872528,0.21005786955356598,0.18254385888576508,0.15623736381530762,0.10758642107248306,0.307559609413147,0.18444359302520752,0.2721802890300751,0.28193822503089905,0.3808912932872772,0.27380281686782837,0.2588646113872528,0.2522173523902893,0.1155673936009407,0.32388079166412354,0.31462350487709045,0.2597663402557373
",",0.5201468467712402,0.320673406124115,0.22053663432598114,0.30381977558135986,0.113417848944664,0.26662859320640564,1.0000001192092896,0.4933079481124878,0.29181739687919617,0.44245919585227966,0.39254459738731384,0.22778020799160004,0.5201468467712402,0.2710646688938141,0.3156566619873047,0.34499165415763855,0.28725793957710266,0.44245919585227966,0.2838936448097229,0.24953721463680267,0.32586824893951416,0.39254459738731384,0.2785535454750061,0.24875585734844208,0.3087472915649414,0.17239321768283844,0.31091248989105225
``,0.04765888676047325,0.11354409158229828,0.01636357791721821,0.11532264947891235,-0.08643835037946701,0.00036797334905713797,0.09681109338998795,0.029072100296616554,0.050584107637405396,0.06720756739377975,0.07670000940561295,0.05336311459541321,0.04765888676047325,0.04654499888420105,0.0842912346124649,0.0027407517191022635,0.014177370816469193,0.06720756739377975,0.04819212853908539,0.005725041963160038,0.08063928782939911,0.07670000940561295,0.06970605254173279,-0.001388426753692329,0.008517155423760414,0.051184263080358505,0.0685480609536171
justified,0.17641499638557434,0.17955951392650604,0.13114646077156067,0.3068411350250244,-0.13347585499286652,0.16841672360897064,0.2919631898403168,0.20756277441978455,0.3090914189815521,0.18677540123462677,0.3197648227214813,0.2454269528388977,0.17641499638557434,0.12817984819412231,0.2885119318962097,0.32029035687446594,0.275939017534256,0.18677540123462677,0.2577733099460602,0.1890905797481537,0.3508821427822113,0.3197648227214813,0.2675453722476959,0.15345388650894165,0.3712652921676636,0.1740434765815735,0.38761505484580994
by,0.370934396982193,0.2239450365304947,0.11988817155361176,0.2445433884859085,0.035524122416973114,0.18611255288124084,0.3680937886238098,0.4408751428127289,0.1468922197818756,0.33534231781959534,0.43158695101737976,0.1821882128715515,0.370934396982193,0.19287264347076416,0.37709173560142517,0.4690866470336914,0.24084776639938354,0.33534231781959534,0.199177086353302,0.1977037936449051,0.28394925594329834,0.43158695101737976,0.24764572083950043,0.3161602020263672,0.2455483376979828,0.18849025666713715,0.17966607213020325
imperative,0.2565305531024933,0.20966383814811707,0.07851912826299667,0.33090639114379883,8.569591955165379e-06,0.18091760575771332,0.22759541869163513,0.2050996571779251,0.26155269145965576,0.2739303708076477,0.23145601153373718,0.1382169872522354,0.2565305531024933,0.1744878590106964,0.11539012938737869,0.24456383287906647,0.21536119282245636,0.2739303708076477,0.2403254210948944,0.27878043055534363,0.2714885175228119,0.23145601153373718,0.1633005440235138,0.19076454639434814,0.33647608757019043,0.2980928421020508,0.23065581917762756
requirements,0.17665298283100128,0.16696548461914062,0.13152416050434113,0.26184624433517456,-0.011147630400955677,0.12752141058444977,0.29181739687919617,0.26905253529548645,0.9999998807907104,0.33546167612075806,0.38826778531074524,0.28332817554473877,0.17665298283100128,0.09575239568948746,0.2709868848323822,0.3443071246147156,0.30019596219062805,0.33546167612075806,0.355508029460907,0.229910746216774,0.37586820125579834,0.38826778531074524,0.36330947279930115,0.22666119039058685,0.32438647747039795,0.41087162494659424,0.2940613329410553
in,1.0,0.2685207426548004,0.15216681361198425,0.20787017047405243,0.17783419787883759,0.21317000687122345,0.5201468467712402,0.6662389636039734,0.17665298283100128,0.45010748505592346,0.3481820821762085,0.193543940782547,1.0,0.2182251662015915,0.4155850410461426,0.33162933588027954,0.23456627130508423,0.45010748505592346,0.24572531878948212,0.24850773811340332,0.30461156368255615,0.3481820821762085,0.23683252930641174,0.2535393238067627,0.30808621644973755,0.2580132484436035,0.20430970191955566
the,0.6662389636039734,0.29391011595726013,0.18580520153045654,0.2665446996688843,0.04743409901857376,0.15189678966999054,0.4933079481124878,1.0,0.26905253529548645,0.535392165184021,0.4248143136501312,0.23383188247680664,0.6662389636039734,0.19558972120285034,0.45900648832321167,0.419739305973053,0.3435857892036438,0.535392165184021,0.27333036065101624,0.24548950791358948,0.4133751392364502,0.4248143136501312,0.2985120713710785,0.3348022699356079,0.42745697498321533,0.2622014284133911,0.22068053483963013
general,0.259066641330719,0.2804623544216156,0.17662426829338074,0.2344675064086914,0.007010192610323429,0.059122104197740555,0.3022127151489258,0.28634732961654663,0.20822466909885406,0.24755197763442993,0.1851358562707901,0.12431072443723679,0.259066641330719,0.04914906993508339,0.1992262303829193,0.21628807485103607,0.1463969498872757,0.24755197763442993,0.1837732344865799,0.26049289107322693,0.2446732223033905,0.1851358562707901,0.19260640442371368,0.33664318919181824,0.24928055703639984,0.14170131087303162,0.1972234547138214
interest,0.27232617139816284,0.13141676783561707,0.09608685225248337,0.17563112080097198,0.03468203544616699,0.13943436741828918,0.2741461396217346,0.197127103805542,0.2283487766981125,0.29384326934814453,0.21657410264015198,0.3461320102214813,0.27232617139816284,0.13492117822170258,0.17468267679214478,0.20119675993919373,0.20953954756259918,0.29384326934814453,0.25925934314727783,0.23304279148578644,0.2439950704574585,0.21657410264015198,0.21441350877285004,0.1508224606513977,0.23849236965179443,0.1605129837989807,0.2411724328994751
'',0.07432962208986282,-0.035567279905080795,0.03103136084973812,0.05690568685531616,0.1170739009976387,0.04800555482506752,-0.037358131259679794,0.041273195296525955,-0.02816513180732727,-0.009905828163027763,0.08835477381944656,-0.006704313680529594,0.07432962208986282,0.054288581013679504,-0.07730459421873093,-0.015289289876818657,-0.06382150202989578,-0.009905828163027763,-0.01546788401901722,0.02283594384789467,0.02574172429740429,0.08835477381944656,-0.006666950415819883,0.07581566274166107,0.08143015950918198,-0.01879417710006237,0.018684765323996544
and,0.4954058527946472,0.2983511686325073,0.19040757417678833,0.2736261785030365,0.0796550065279007,0.1913847178220749,0.6633074283599854,0.5171257257461548,0.2906794250011444,0.48971283435821533,0.41766801476478577,0.15022504329681396,0.4954058527946472,0.16884438693523407,0.3518902659416199,0.4286794066429138,0.3303895890712738,0.48971283435821533,0.2791718542575836,0.254730761051178,0.34921059012413025,0.41766801476478577,0.30774351954460144,0.3005301356315613,0.31309178471565247,0.252461701631546,0.20544172823429108
proportionately,0.20929481089115143,0.1789907068014145,0.14903515577316284,0.2329404354095459,-0.05921432748436928,0.17493461072444916,0.2310343235731125,0.24612577259540558,0.2621535658836365,0.32816362380981445,0.3857658803462982,0.22471781075000763,0.20929481089115143,0.19108664989471436,0.14725954830646515,0.36800074577331543,0.2510072588920593,0.32816362380981445,0.16822534799575806,0.19455237686634064,0.32420897483825684,0.3857658803462982,0.28595295548439026,0.15442262589931488,0.22782151401042938,0.23395885527133942,0.14519178867340088
applied,0.2475845366716385,0.2237829566001892,0.21205194294452667,0.12848642468452454,0.16063374280929565,0.12249566614627838,0.28330111503601074,0.22842662036418915,0.2880341112613678,0.26928162574768066,0.2932760715484619,0.22004514932632446,0.2475845366716385,0.0895189642906189,0.22765083611011505,0.2535747289657593,0.2485719621181488,0.26928162574768066,0.3135601282119751,0.3741767704486847,0.22592833638191223,0.2932760715484619,0.3286065459251404,0.2401891052722931,0.1944669634103775,0.18965069949626923,0.15585725009441376
.,0.5591574311256409,0.2818387448787689,0.2973858416080475,0.2486780732870102,0.07683825492858887,0.249428391456604,0.6812511086463928,0.5934505462646484,0.25201094150543213,0.4645031690597534,0.4383580684661865,0.23739121854305267,0.5591574311256409,0.25939348340034485,0.36693984270095825,0.35574623942375183,0.34544092416763306,0.4645031690597534,0.2513175904750824,0.24482665956020355,0.35067233443260193,0.4383580684661865,0.3197084665298462,0.2901604175567627,0.3567904531955719,0.17719176411628723,0.4130953550338745
,in,gebhard,v,consiglio,...,milano,",",the,requirements,to,be,registered,in,milan,before,being,able,to,practice,law,would,be,allowed,under,what,conditions,?
in,1.0,0.2685207426548004,0.15216681361198425,0.20787017047405243,0.17783419787883759,0.21317000687122345,0.5201468467712402,0.6662389636039734,0.17665298283100128,0.45010748505592346,0.3481820821762085,0.193543940782547,1.0,0.2182251662015915,0.4155850410461426,0.33162933588027954,0.23456627130508423,0.45010748505592346,0.24572531878948212,0.24850773811340332,0.30461156368255615,0.3481820821762085,0.23683252930641174,0.2535393238067627,0.30808621644973755,0.2580132484436035,0.20430970191955566
gebhard,0.2685207426548004,0.9999999403953552,0.20821091532707214,0.3467409014701843,0.13142536580562592,0.28410524129867554,0.320673406124115,0.29391011595726013,0.16696548461914062,0.23500807583332062,0.22430327534675598,0.11726348102092743,0.2685207426548004,0.3275122344493866,0.2207922786474228,0.18607401847839355,0.21724697947502136,0.23500807583332062,0.19114457070827484,0.22683127224445343,0.23459883034229279,0.22430327534675598,0.24663114547729492,0.30650800466537476,0.19416697323322296,0.1844283491373062,0.1356247514486313
v,0.15216681361198425,0.20821091532707214,1.0,0.12902836501598358,0.04233159124851227,0.19832703471183777,0.22053663432598114,0.18580520153045654,0.13152416050434113,0.2109750658273697,0.11805149912834167,0.0504491962492466,0.15216681361198425,0.1330288201570511,0.1393473595380783,0.11234191805124283,0.14127010107040405,0.2109750658273697,0.04656066372990608,0.17908430099487305,0.21886853873729706,0.11805149912834167,0.19912324845790863,0.16373565793037415,0.16628342866897583,0.11308277398347855,0.28677162528038025
consiglio,0.20787017047405243,0.3467409014701843,0.12902836501598358,1.0,0.14927057921886444,0.5347757935523987,0.30381977558135986,0.2665446996688843,0.26184624433517456,0.2791508436203003,0.2635367810726166,0.17986808717250824,0.20787017047405243,0.4035777449607849,0.1791592538356781,0.24237601459026337,0.14270076155662537,0.2791508436203003,0.21125566959381104,0.28202950954437256,0.2413918375968933,0.2635367810726166,0.18761412799358368,0.18303561210632324,0.19703683257102966,0.11296862363815308,0.2131974697113037
dell,0.2011178731918335,0.1984296441078186,0.15360787510871887,0.35561516880989075,0.2796395421028137,0.521036684513092,0.20690535008907318,0.18714162707328796,0.15350520610809326,0.15012603998184204,0.13707135617733002,0.0882144495844841,0.2011178731918335,0.3842035233974457,0.12029682099819183,0.08612505346536636,0.06646265834569931,0.15012603998184204,0.10269985347986221,0.04621770977973938,0.13368654251098633,0.13707135617733002,0.09378816187381744,0.13779886066913605,0.12608177959918976,0.10009333491325378,0.07327381521463394
’,-0.04677301645278931,0.045893482863903046,0.03287336602807045,-0.08784790337085724,0.01071153860539198,-0.027908796444535255,0.09620588272809982,-0.04090067744255066,-0.031737931072711945,0.00253736088052392,-0.06709875911474228,0.01560644619166851,-0.04677301645278931,-0.06459492444992065,-0.04035633057355881,0.0232684463262558,0.03580862283706665,0.00253736088052392,-0.07217690348625183,-0.03580364212393761,0.01236837636679411,-0.06709875911474228,-0.0598197765648365,0.08188845962285995,-0.01733604073524475,-0.015324371866881847,0.045561522245407104
ordine,0.3294784724712372,0.1804192215204239,0.11670120060443878,0.12497870624065399,0.07872148603200912,0.11875481903553009,0.2966025173664093,0.31046995520591736,0.22440609335899353,0.21599380671977997,0.2711217999458313,0.12461983412504196,0.3294784724712372,0.035120438784360886,0.18395262956619263,0.18394413590431213,0.11406015604734421,0.21599380671977997,0.19449223577976227,0.2541636824607849,0.11931408941745758,0.2711217999458313,0.14990538358688354,0.12569725513458252,0.14850060641765594,0.16186906397342682,0.2132704108953476
degli,0.26385149359703064,0.42771291732788086,0.1465713381767273,0.600996196269989,0.36904969811439514,0.624008059501648,0.2471218705177307,0.22003990411758423,0.09731066972017288,0.17471174895763397,0.1513044834136963,0.1036825180053711,0.26385149359703064,0.5375105738639832,0.13516108691692352,0.15376831591129303,0.09937874972820282,0.17471174895763397,0.14237959682941437,0.22993406653404236,0.08182283490896225,0.1513044834136963,0.14892643690109253,0.1230480819940567,0.15599997341632843,0.08632948249578476,0.1146014928817749
avvocati,0.1906152218580246,0.28704097867012024,0.11192931979894638,0.39301174879074097,0.2710762321949005,0.33128467202186584,0.27060800790786743,0.1418970674276352,0.1678147315979004,0.17169399559497833,0.16263726353645325,0.277514785528183,0.1906152218580246,0.25993919372558594,0.1649182140827179,0.1787024587392807,0.1270553022623062,0.17169399559497833,0.18730245530605316,0.13688309490680695,0.14327144622802734,0.16263726353645325,0.12959632277488708,0.07959472388029099,0.19992147386074066,0.07519255578517914,0.27061721682548523
e,0.1907322108745575,0.21233198046684265,0.22427397966384888,0.25755658745765686,0.07879272848367691,0.24944376945495605,0.27074310183525085,0.21895931661128998,0.14305266737937927,0.1972678154706955,0.20325613021850586,0.16447290778160095,0.1907322108745575,0.15068389475345612,0.15605567395687103,0.14692780375480652,0.13304688036441803,0.1972678154706955,0.13788090646266937,0.10508976876735687,0.12726300954818726,0.20325613021850586,0.11553867906332016,0.18034152686595917,0.1324329376220703,0.09245898574590683,0.1675775796175003
procuratori,0.24211253225803375,0.3185381591320038,0.1316499561071396,0.48314595222473145,0.1973048746585846,0.4360966980457306,0.24525892734527588,0.2299189269542694,0.22259707748889923,0.19918635487556458,0.18450941145420074,0.2041897475719452,0.24211253225803375,0.37616145610809326,0.23994658887386322,0.2025119960308075,0.14270640909671783,0.19918635487556458,0.29073795676231384,0.2848157286643982,0.15717393159866333,0.18450941145420074,0.1265653818845749,0.17544373869895935,0.22724506258964539,0.15347681939601898,0.13480037450790405
di,0.14995694160461426,0.2741835117340088,0.15529003739356995,0.4823634624481201,0.15812523663043976,0.5826054215431213,0.2519688308238983,0.1722872257232666,0.13764774799346924,0.13815151154994965,0.1393793672323227,0.15388432145118713,0.14995694160461426,0.4430135488510132,0.1402578353881836,0.12758301198482513,0.08943431079387665,0.13815151154994965,0.10258413106203079,0.14152604341506958,0.11158090829849243,0.1393793672323227,0.040739674121141434,0.09558672457933426,0.08176326006650925,0.016065498813986778,0.10912146419286728
milano,0.21317000687122345,0.28410524129867554,0.19832703471183777,0.5347757935523987,0.23557977378368378,1.0,0.26662859320640564,0.15189678966999054,0.12752141058444977,0.17855314910411835,0.12356512248516083,0.1515963077545166,0.21317000687122345,0.7799011468887329,0.09669274836778641,0.10971811413764954,0.14279651641845703,0.17855314910411835,0.10314606875181198,0.1564803421497345,0.16409258544445038,0.12356512248516083,0.12327892333269119,0.11286848783493042,0.12649105489253998,0.09415189921855927,0.21532930433750153
the,0.6662389636039734,0.29391011595726013,0.18580520153045654,0.2665446996688843,0.04743409901857376,0.15189678966999054,0.4933079481124878,1.0,0.26905253529548645,0.535392165184021,0.4248143136501312,0.23383188247680664,0.6662389636039734,0.19558972120285034,0.45900648832321167,0.419739305973053,0.3435857892036438,0.535392165184021,0.27333036065101624,0.24548950791358948,0.4133751392364502,0.4248143136501312,0.2985120713710785,0.3348022699356079,0.42745697498321533,0.2622014284133911,0.22068053483963013
court,0.2793687880039215,0.2668122947216034,0.31226083636283875,0.26169553399086,0.13471676409244537,0.1147555485367775,0.24410836398601532,0.2812081575393677,0.20357801020145416,0.24824365973472595,0.20228137075901031,0.1907554566860199,0.2793687880039215,0.18794745206832886,0.25162237882614136,0.2116917073726654,0.1470089703798294,0.24824365973472595,0.20934301614761353,0.413828045129776,0.19866934418678284,0.20228137075901031,0.2273443639278412,0.1557169258594513,0.23440583050251007,0.14901778101921082,0.17100423574447632
of,0.5696388483047485,0.2927874028682709,0.1655031144618988,0.3262821435928345,0.15639884769916534,0.16710025072097778,0.4946078956127167,0.733189046382904,0.2509140372276306,0.41548454761505127,0.33904364705085754,0.17804858088493347,0.5696388483047485,0.19778676331043243,0.3282964527606964,0.34885138273239136,0.23883962631225586,0.41548454761505127,0.2597380578517914,0.2816956341266632,0.3353942930698395,0.33904364705085754,0.2699741721153259,0.32766106724739075,0.33290785551071167,0.2074868083000183,0.1826142966747284
justice,0.2678598463535309,0.24218355119228363,0.22317616641521454,0.24871213734149933,0.05863801762461662,0.11488433927297592,0.22630788385868073,0.23470892012119293,0.19086208939552307,0.19197677075862885,0.1579141616821289,0.18656909465789795,0.2678598463535309,0.09228548407554626,0.20891611278057098,0.18030878901481628,0.13235853612422943,0.19197677075862885,0.24373182654380798,0.357088178396225,0.21374009549617767,0.1579141616821289,0.16155587136745453,0.14663933217525482,0.21462921798229218,0.11212839186191559,0.19269752502441406
held,0.3127288818359375,0.19904807209968567,0.09840460121631622,0.14703823626041412,0.033119626343250275,0.1109335646033287,0.2880980372428894,0.32185450196266174,0.1654183566570282,0.22177374362945557,0.18061767518520355,0.20274990797042847,0.3127288818359375,0.18603627383708954,0.17456568777561188,0.2188621312379837,0.2665520906448364,0.22177374362945557,0.23275798559188843,0.15026940405368805,0.22652123868465424,0.18061767518520355,0.2389245480298996,0.23477822542190552,0.0974166989326477,0.19438336789608002,0.14103956520557404
that,0.435920387506485,0.21263791620731354,0.14623945951461792,0.22812046110630035,-0.035931192338466644,0.16937723755836487,0.4137537479400635,0.5473989248275757,0.40566104650497437,0.5436353087425232,0.6036020517349243,0.27147117257118225,0.435920387506485,0.1533479541540146,0.40745505690574646,0.46201252937316895,0.4536534547805786,0.5436353087425232,0.3368259370326996,0.23277728259563446,0.5895259380340576,0.6036020517349243,0.41059720516204834,0.26447200775146484,0.6297725439071655,0.32457053661346436,0.32716336846351624
to,0.45010748505592346,0.23500807583332062,0.2109750658273697,0.2791508436203003,-0.012529745697975159,0.17855314910411835,0.44245919585227966,0.535392165184021,0.33546167612075806,1.0,0.4972836375236511,0.2159089893102646,0.45010748505592346,0.19568127393722534,0.4190867841243744,0.4514104127883911,0.529755175113678,1.0,0.289366751909256,0.259207159280777,0.5965728163719177,0.4972836375236511,0.42967355251312256,0.27177539467811584,0.455847829580307,0.2756218910217285,0.29463258385658264
