,in,2013-14,",",nbc,finished,in,first,place,in,the,18-49,demographic,for,the,first,time,since,when,?
and,0.4954058527946472,0.22870375216007233,0.6633074283599854,0.1969573199748993,0.22604867815971375,0.4954058527946472,0.3167642652988434,0.2813849449157715,0.4954058527946472,0.5171257257461548,0.15105557441711426,0.27161845564842224,0.5064792633056641,0.5171257257461548,0.3167642652988434,0.3025408685207367,0.3515571057796478,0.4716290831565857,0.20544172823429108
in,1.0,0.2407332807779312,0.5201468467712402,0.19303210079669952,0.2933714687824249,1.0,0.4127444326877594,0.38128477334976196,1.0,0.6662389636039734,0.20226791501045227,0.21722672879695892,0.4322226941585541,0.6662389636039734,0.4127444326877594,0.3431483507156372,0.4325680434703827,0.4431333839893341,0.20430970191955566
second,0.34510284662246704,0.05355076119303703,0.29927265644073486,0.15693192183971405,0.41321343183517456,0.34510284662246704,0.6953977942466736,0.29261162877082825,0.34510284662246704,0.4620301127433777,0.1322324424982071,0.14961372315883636,0.25438159704208374,0.4620301127433777,0.6953977942466736,0.35794535279273987,0.2927606999874115,0.28561660647392273,0.17239587008953094
place,0.38128477334976196,0.1019025668501854,0.34068408608436584,0.10189764946699142,0.32091301679611206,0.38128477334976196,0.283309668302536,1.0,0.38128477334976196,0.4179787337779999,0.09570296853780746,0.21652160584926605,0.3033463954925537,0.4179787337779999,0.283309668302536,0.379790335893631,0.23461247980594635,0.23831914365291595,0.2455766350030899
in,1.0,0.2407332807779312,0.5201468467712402,0.19303210079669952,0.2933714687824249,1.0,0.4127444326877594,0.38128477334976196,1.0,0.6662389636039734,0.20226791501045227,0.21722672879695892,0.4322226941585541,0.6662389636039734,0.4127444326877594,0.3431483507156372,0.4325680434703827,0.4431333839893341,0.20430970191955566
total,0.27667245268821716,0.12055690586566925,0.25815486907958984,0.14407403767108917,0.20913679897785187,0.27667245268821716,0.18841083347797394,0.1591714471578598,0.27667245268821716,0.27068960666656494,0.11963119357824326,0.27635133266448975,0.18924455344676971,0.27068960666656494,0.18841083347797394,0.23522065579891205,0.22661477327346802,0.15801572799682617,0.14396025240421295
viewership,0.23857662081718445,0.0678776204586029,0.2360859364271164,0.3254510760307312,0.19149217009544373,0.23857662081718445,0.25766152143478394,0.20788204669952393,0.23857662081718445,0.30921506881713867,0.06522144377231598,0.40301379561424255,0.3187984824180603,0.30921506881713867,0.25766152143478394,0.25192078948020935,0.27626338601112366,0.1621217429637909,0.23784568905830383
behind,0.3174246549606323,0.061664484441280365,0.27367478609085083,0.1312233805656433,0.2652738690376282,0.3174246549606323,0.1930677592754364,0.3226894736289978,0.3174246549606323,0.38928431272506714,0.023015225306153297,0.13416419923305511,0.24390444159507751,0.38928431272506714,0.1930677592754364,0.23013393580913544,0.17265550792217255,0.2798575460910797,0.19274599850177765
long-dominant,0.3459166884422302,0.19451065361499786,0.32860997319221497,0.1827629953622818,0.17030052840709686,0.3459166884422302,0.2981123924255371,0.23591604828834534,0.3459166884422302,0.4331076145172119,0.16984842717647552,0.35011711716651917,0.30351200699806213,0.4331076145172119,0.2981123924255371,0.26189181208610535,0.22936950623989105,0.2688860297203064,0.134700745344162
cbs,0.17584392428398132,0.14040523767471313,0.18569420278072357,0.7415741682052612,0.14538630843162537,0.17584392428398132,0.23310497403144836,0.08337215334177017,0.17584392428398132,0.2283918708562851,-0.040272314101457596,0.14747287333011627,0.20941372215747833,0.2283918708562851,0.23310497403144836,0.21976353228092194,0.19630782306194305,0.19047732651233673,0.14594407379627228
.,0.5591574311256409,0.23303525149822235,0.6812511086463928,0.23586274683475494,0.26350095868110657,0.5591574311256409,0.4345304071903229,0.2844318151473999,0.5591574311256409,0.5934505462646484,0.17169764637947083,0.22963133454322815,0.4726039469242096,0.5934505462646484,0.4345304071903229,0.371569961309433,0.431787371635437,0.475719153881073,0.4130953550338745
