,who,did,the,fcc,rule,in,favor,of,in,the,april,2000,dispute,between,time,warner,cable,and,abc,?
on,0.2340552806854248,0.2670976221561432,0.5107308030128479,0.2287844568490982,0.1522592008113861,0.46853652596473694,0.2537641227245331,0.3966929316520691,0.46853652596473694,0.5107308030128479,0.32559236884117126,0.0072531066834926605,0.2065497636795044,0.3335416913032532,0.30044233798980713,0.17829261720180511,0.28757408261299133,0.4077630043029785,0.2862928807735443,0.2714994251728058
may,0.23082798719406128,0.3038632869720459,0.2694292366504669,0.0914919525384903,0.13841623067855835,0.3424151837825775,0.1807800829410553,0.26447007060050964,0.3424151837825775,0.2694292366504669,0.5221617817878723,-0.010245288722217083,0.21068869531154633,0.18371161818504333,0.25842100381851196,0.17849849164485931,0.1557440459728241,0.34598252177238464,0.11823318153619766,0.2768254578113556
1,-0.35742413997650146,-0.2815930247306824,-0.1554475575685501,-0.24509531259536743,-0.21030963957309723,-0.10660158097743988,-0.30358392000198364,-0.09473495930433273,-0.10660158097743988,-0.1554475575685501,-0.1532176285982132,-0.206721693277359,-0.17071780562400818,-0.07641475647687912,-0.2839563190937042,-0.25020626187324524,-0.08817580342292786,-0.20516018569469452,-0.21221664547920227,-0.249979168176651
to,0.42656609416007996,0.4452643394470215,0.535392165184021,0.24543172121047974,0.2587790787220001,0.45010748505592346,0.28869640827178955,0.41548454761505127,0.45010748505592346,0.535392165184021,0.20614087581634521,-0.05413077399134636,0.28106391429901123,0.3639189600944519,0.3679993152618408,0.2131848782300949,0.1879989206790924,0.48971283435821533,0.1762417107820511,0.29463258385658264
force,0.19492056965827942,0.1680130809545517,0.2800885736942291,0.2203017920255661,0.23066222667694092,0.21744468808174133,0.1523091346025467,0.27094775438308716,0.21744468808174133,0.2800885736942291,0.1605023443698883,-0.178124338388443,0.19825874269008636,0.21681782603263855,0.187156081199646,0.060028523206710815,0.10380453616380692,0.24372100830078125,0.13449233770370483,0.1650998443365097
twc,0.11830415576696396,0.22241634130477905,0.27927860617637634,0.4007972478866577,0.23467497527599335,0.2065178006887436,0.2359548658132553,0.2193915694952011,0.2065178006887436,0.27927860617637634,0.2129427045583725,-0.1918511986732483,0.24869194626808167,0.2411394566297531,0.31964004039764404,0.3411795496940613,0.26081860065460205,0.25304239988327026,0.26377061009407043,0.2905823290348053
to,0.42656609416007996,0.4452643394470215,0.535392165184021,0.24543172121047974,0.2587790787220001,0.45010748505592346,0.28869640827178955,0.41548454761505127,0.45010748505592346,0.535392165184021,0.20614087581634521,-0.05413077399134636,0.28106391429901123,0.3639189600944519,0.3679993152618408,0.2131848782300949,0.1879989206790924,0.48971283435821533,0.1762417107820511,0.29463258385658264
restore,0.21635395288467407,0.23417381942272186,0.3155142068862915,0.17543020844459534,0.29464513063430786,0.24718217551708221,0.23294000327587128,0.25640997290611267,0.24718217551708221,0.3155142068862915,0.17359483242034912,-0.031534697860479355,0.303130179643631,0.1509794443845749,0.2513352930545807,0.13464199006557465,0.14654025435447693,0.26268982887268066,0.11660916358232498,0.22407253086566925
the,0.3733934462070465,0.34736719727516174,1.0,0.24932202696800232,0.29894936084747314,0.6662389636039734,0.24460799992084503,0.733189046382904,0.6662389636039734,1.0,0.23232673108577728,-0.015081177465617657,0.2852358818054199,0.39067012071609497,0.43061500787734985,0.2301838994026184,0.2599749267101288,0.5171257257461548,0.2068762183189392,0.22068053483963013
affected,0.2596658170223236,0.2617346942424774,0.32402780652046204,0.22443826496601105,0.194154754281044,0.33125343918800354,0.22160613536834717,0.3409542441368103,0.33125343918800354,0.32402780652046204,0.1520555466413498,-0.18990521132946014,0.16279567778110504,0.29135751724243164,0.2814686596393585,0.11820494383573532,0.16158561408519745,0.3552402853965759,0.14615879952907562,0.21614891290664673
stations,0.18933221697807312,0.16568200290203094,0.24762700498104095,0.3792693614959717,0.08545684814453125,0.25864288210868835,0.10357662290334702,0.20414425432682037,0.25864288210868835,0.24762700498104095,0.16454960405826569,-0.15910384058952332,0.1754872053861618,0.2545621991157532,0.24070517718791962,0.16340482234954834,0.3935324549674988,0.2687023878097534,0.23858611285686493,0.13192185759544373
;,0.007937713526189327,0.10727239400148392,0.09152708947658539,0.11849372833967209,0.001938623026944697,0.092739537358284,0.06246637552976608,0.054534342139959335,0.092739537358284,0.09152708947658539,-0.030489398166537285,-0.05998704582452774,0.11510086804628372,0.1024872213602066,0.07762139290571213,0.0932476744055748,0.0038249287754297256,0.08403264731168747,-0.0012340332614257932,0.10349778085947037
the,0.3733934462070465,0.34736719727516174,1.0,0.24932202696800232,0.29894936084747314,0.6662389636039734,0.24460799992084503,0.733189046382904,0.6662389636039734,1.0,0.23232673108577728,-0.015081177465617657,0.2852358818054199,0.39067012071609497,0.43061500787734985,0.2301838994026184,0.2599749267101288,0.5171257257461548,0.2068762183189392,0.22068053483963013
fcc,0.18582917749881744,0.23574954271316528,0.24932202696800232,1.0000001192092896,0.1710635870695114,0.134840726852417,0.18797537684440613,0.16839106380939484,0.134840726852417,0.24932202696800232,0.08937163650989532,-0.07309596240520477,0.26372867822647095,0.1788443624973297,0.22545011341571808,0.18445350229740143,0.306086003780365,0.22326773405075073,0.27474352717399597,0.1708466112613678
ruled,0.26271435618400574,0.28686225414276123,0.2668108344078064,0.19941285252571106,0.5672529339790344,0.20897114276885986,0.32729673385620117,0.29798635840415955,0.20897114276885986,0.2668108344078064,0.20539714395999908,-0.0630321204662323,0.2704760730266571,0.1297301948070526,0.25135737657546997,0.18946126103401184,0.06844788789749146,0.1996956765651703,0.16334021091461182,0.19970785081386566
in,0.2792111933231354,0.2593238651752472,0.6662389636039734,0.134840726852417,0.2128441035747528,1.0,0.2092810571193695,0.5696388483047485,1.0,0.6662389636039734,0.2882915735244751,-0.0435720756649971,0.2249964326620102,0.41100412607192993,0.3431483507156372,0.12745040655136108,0.17584200203418732,0.4954058527946472,0.1697147786617279,0.20430970191955566
favor,0.23959270119667053,0.2881953716278076,0.24460799992084503,0.18797537684440613,0.2970195412635803,0.2092810571193695,0.9999998807907104,0.25472742319107056,0.2092810571193695,0.24460799992084503,0.12977011501789093,-0.042684782296419144,0.28644266724586487,0.12758764624595642,0.21201972663402557,0.11120467633008957,0.08963191509246826,0.2348119467496872,0.13852077722549438,0.17767609655857086
of,0.2827862501144409,0.2513895630836487,0.733189046382904,0.16839106380939484,0.25175079703330994,0.5696388483047485,0.25472742319107056,1.0,0.5696388483047485,0.733189046382904,0.18706536293029785,0.010344067588448524,0.2382534146308899,0.3737983703613281,0.35127586126327515,0.14623181521892548,0.18660153448581696,0.5116966962814331,0.14607268571853638,0.1826142966747284
abc,0.14673753082752228,0.13353709876537323,0.2068762183189392,0.27474352717399597,0.15242911875247955,0.1697147786617279,0.13852077722549438,0.14607268571853638,0.1697147786617279,0.2068762183189392,0.1727592945098877,0.0834399089217186,0.14638042449951172,0.07610002905130386,0.17553414404392242,0.33640289306640625,0.3252342939376831,0.16453155875205994,1.0000001192092896,0.19065172970294952
",",0.3365725874900818,0.3015086054801941,0.4933079481124878,0.12939687073230743,0.24230371415615082,0.5201468467712402,0.2809197008609772,0.4946078956127167,0.5201468467712402,0.4933079481124878,0.4403347671031952,-0.03465369716286659,0.23539960384368896,0.27714940905570984,0.3029961884021759,0.22650380432605743,0.19718225300312042,0.6633074283599854,0.2097204476594925,0.31091248989105225
ordering,0.22416919469833374,0.2629462480545044,0.28440147638320923,0.22763369977474213,0.2505958080291748,0.2598384618759155,0.3078804910182953,0.3317446708679199,0.2598384618759155,0.28440147638320923,0.15746766328811646,-0.17189103364944458,0.2071962058544159,0.2261599600315094,0.17037510871887207,0.07004177570343018,0.09385104477405548,0.26512154936790466,0.09454083442687988,0.18185093998908997
time,0.36634087562561035,0.3567926585674286,0.43061500787734985,0.22545011341571808,0.2758761942386627,0.3431483507156372,0.21201972663402557,0.35127586126327515,0.3431483507156372,0.43061500787734985,0.27397891879081726,-0.08042243123054504,0.26211512088775635,0.2893446385860443,0.9999998807907104,0.25966882705688477,0.1874496340751648,0.3025408685207367,0.17553414404392242,0.27391523122787476
warner,0.1977756917476654,0.18217530846595764,0.2301838994026184,0.18445350229740143,0.11759855598211288,0.12745040655136108,0.11120467633008957,0.14623181521892548,0.12745040655136108,0.2301838994026184,0.2053426206111908,0.16268789768218994,0.15058846771717072,0.15456154942512512,0.25966882705688477,0.9999999403953552,0.31261777877807617,0.2326769232749939,0.33640289306640625,0.21637006103992462
cable,0.14792867004871368,0.11801295727491379,0.2599749267101288,0.306086003780365,0.12210036814212799,0.17584200203418732,0.08963191509246826,0.18660153448581696,0.17584200203418732,0.2599749267101288,0.16995744407176971,0.032056111842393875,0.12319959700107574,0.23045773804187775,0.1874496340751648,0.31261777877807617,1.0000001192092896,0.26685893535614014,0.3252342939376831,0.13993921875953674
to,0.42656609416007996,0.4452643394470215,0.535392165184021,0.24543172121047974,0.2587790787220001,0.45010748505592346,0.28869640827178955,0.41548454761505127,0.45010748505592346,0.535392165184021,0.20614087581634521,-0.05413077399134636,0.28106391429901123,0.3639189600944519,0.3679993152618408,0.2131848782300949,0.1879989206790924,0.48971283435821533,0.1762417107820511,0.29463258385658264
restore,0.21635395288467407,0.23417381942272186,0.3155142068862915,0.17543020844459534,0.29464513063430786,0.24718217551708221,0.23294000327587128,0.25640997290611267,0.24718217551708221,0.3155142068862915,0.17359483242034912,-0.031534697860479355,0.303130179643631,0.1509794443845749,0.2513352930545807,0.13464199006557465,0.14654025435447693,0.26268982887268066,0.11660916358232498,0.22407253086566925
the,0.3733934462070465,0.34736719727516174,1.0,0.24932202696800232,0.29894936084747314,0.6662389636039734,0.24460799992084503,0.733189046382904,0.6662389636039734,1.0,0.23232673108577728,-0.015081177465617657,0.2852358818054199,0.39067012071609497,0.43061500787734985,0.2301838994026184,0.2599749267101288,0.5171257257461548,0.2068762183189392,0.22068053483963013
stations,0.18933221697807312,0.16568200290203094,0.24762700498104095,0.3792693614959717,0.08545684814453125,0.25864288210868835,0.10357662290334702,0.20414425432682037,0.25864288210868835,0.24762700498104095,0.16454960405826569,-0.15910384058952332,0.1754872053861618,0.2545621991157532,0.24070517718791962,0.16340482234954834,0.3935324549674988,0.2687023878097534,0.23858611285686493,0.13192185759544373
",",0.3365725874900818,0.3015086054801941,0.4933079481124878,0.12939687073230743,0.24230371415615082,0.5201468467712402,0.2809197008609772,0.4946078956127167,0.5201468467712402,0.4933079481124878,0.4403347671031952,-0.03465369716286659,0.23539960384368896,0.27714940905570984,0.3029961884021759,0.22650380432605743,0.19718225300312042,0.6633074283599854,0.2097204476594925,0.31091248989105225
doing,0.34141549468040466,0.43122872710227966,0.29305580258369446,0.25000688433647156,0.2277892380952835,0.27240219712257385,0.21002748608589172,0.25269845128059387,0.27240219712257385,0.29305580258369446,0.2239425629377365,-0.045739755034446716,0.18989260494709015,0.10872893035411835,0.3565804660320282,0.1413099616765976,0.11067108809947968,0.31533369421958923,0.14869026839733124,0.4119948446750641
so,0.39952170848846436,0.43696269392967224,0.4296516180038452,0.23555509746074677,0.28462156653404236,0.31275880336761475,0.30495938658714294,0.3184450566768646,0.31275880336761475,0.4296516180038452,0.1874159723520279,-0.08554207533597946,0.21422836184501648,0.2558175027370453,0.39394915103912354,0.20745572447776794,0.1827259212732315,0.4655851125717163,0.16175098717212677,0.43163934350013733
on,0.2340552806854248,0.2670976221561432,0.5107308030128479,0.2287844568490982,0.1522592008113861,0.46853652596473694,0.2537641227245331,0.3966929316520691,0.46853652596473694,0.5107308030128479,0.32559236884117126,0.0072531066834926605,0.2065497636795044,0.3335416913032532,0.30044233798980713,0.17829261720180511,0.28757408261299133,0.4077630043029785,0.2862928807735443,0.2714994251728058
the,0.3733934462070465,0.34736719727516174,1.0,0.24932202696800232,0.29894936084747314,0.6662389636039734,0.24460799992084503,0.733189046382904,0.6662389636039734,1.0,0.23232673108577728,-0.015081177465617657,0.2852358818054199,0.39067012071609497,0.43061500787734985,0.2301838994026184,0.2599749267101288,0.5171257257461548,0.2068762183189392,0.22068053483963013
afternoon,0.18103401362895966,0.22437037527561188,0.2482905238866806,0.14316663146018982,0.005816365592181683,0.25365355610847473,0.07002068310976028,0.16693705320358276,0.25365355610847473,0.2482905238866806,0.30213606357574463,0.021338628605008125,0.040124110877513885,0.17664194107055664,0.30908697843551636,0.20422807335853577,0.24709081649780273,0.23737093806266785,0.2759339213371277,0.15454228222370148
of,0.2827862501144409,0.2513895630836487,0.733189046382904,0.16839106380939484,0.25175079703330994,0.5696388483047485,0.25472742319107056,1.0,0.5696388483047485,0.733189046382904,0.18706536293029785,0.010344067588448524,0.2382534146308899,0.3737983703613281,0.35127586126327515,0.14623181521892548,0.18660153448581696,0.5116966962814331,0.14607268571853638,0.1826142966747284
may,0.23082798719406128,0.3038632869720459,0.2694292366504669,0.0914919525384903,0.13841623067855835,0.3424151837825775,0.1807800829410553,0.26447007060050964,0.3424151837825775,0.2694292366504669,0.5221617817878723,-0.010245288722217083,0.21068869531154633,0.18371161818504333,0.25842100381851196,0.17849849164485931,0.1557440459728241,0.34598252177238464,0.11823318153619766,0.2768254578113556
2,-0.0748172402381897,-0.044790901243686676,-0.019434669986367226,-0.09696941077709198,-0.004049604292958975,0.01447046548128128,0.014958672225475311,-0.013777675107121468,0.01447046548128128,-0.019434669986367226,-0.039944685995578766,0.08329383283853531,-0.013126752339303493,-0.014141567051410675,-0.01869712583720684,-0.10631543397903442,-0.04454905167222023,-0.0926629975438118,0.055081967264413834,0.001977203879505396
.,0.3541337847709656,0.35288307070732117,0.5934505462646484,0.1972244679927826,0.2436654418706894,0.5591574311256409,0.28438901901245117,0.5352458953857422,0.5591574311256409,0.5934505462646484,0.32346561551094055,-0.03837863355875015,0.23248277604579926,0.30295518040657043,0.371569961309433,0.2520177662372589,0.2110382616519928,0.588965117931366,0.2567209303379059,0.4130953550338745
