,what,is,the,only,district,in,the,cbd,to,not,have,``,downtown,'',in,it,'s,name,?
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.4220978021621704,0.25852543115615845,0.5201468467712402,0.4933079481124878,0.20395544171333313,0.44245919585227966,0.3769696354866028,0.3541618287563324,0.09681109338998795,0.2289871871471405,-0.037358131259679794,0.5201468467712402,0.48329564929008484,-0.0016132977325469255,0.28145334124565125,0.31091248989105225
downtown,0.1348404437303543,0.21999821066856384,0.2602716088294983,0.15848848223686218,0.40016987919807434,0.2716291546821594,0.2602716088294983,0.48306503891944885,0.1747063249349594,0.14955492317676544,0.16571132838726044,-0.1326136440038681,1.0,0.026239745318889618,0.2716291546821594,0.2425573617219925,-0.06733015179634094,0.09688074886798859,0.15638743340969086
san,0.19375550746917725,0.1594623327255249,0.2858080565929413,0.16803529858589172,0.18726517260074615,0.2617562413215637,0.2858080565929413,0.21962839365005493,0.21651452779769897,0.16655369102954865,0.1570361703634262,-0.013664762489497662,0.27212876081466675,0.10309749841690063,0.2617562413215637,0.1953807920217514,-0.022058377042412758,0.14419548213481903,0.10952327400445938
diego,0.16958405077457428,0.1608497053384781,0.20885010063648224,0.1586780846118927,0.11401040107011795,0.2255222201347351,0.20885010063648224,0.14915166795253754,0.17890489101409912,0.1348377913236618,0.13668768107891083,0.01685994304716587,0.2178671658039093,0.029203331097960472,0.2255222201347351,0.17149576544761658,-0.02298388071358204,0.07785920798778534,0.11438121646642685
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.4220978021621704,0.25852543115615845,0.5201468467712402,0.4933079481124878,0.20395544171333313,0.44245919585227966,0.3769696354866028,0.3541618287563324,0.09681109338998795,0.2289871871471405,-0.037358131259679794,0.5201468467712402,0.48329564929008484,-0.0016132977325469255,0.28145334124565125,0.31091248989105225
downtown,0.1348404437303543,0.21999821066856384,0.2602716088294983,0.15848848223686218,0.40016987919807434,0.2716291546821594,0.2602716088294983,0.48306503891944885,0.1747063249349594,0.14955492317676544,0.16571132838726044,-0.1326136440038681,1.0,0.026239745318889618,0.2716291546821594,0.2425573617219925,-0.06733015179634094,0.09688074886798859,0.15638743340969086
san,0.19375550746917725,0.1594623327255249,0.2858080565929413,0.16803529858589172,0.18726517260074615,0.2617562413215637,0.2858080565929413,0.21962839365005493,0.21651452779769897,0.16655369102954865,0.1570361703634262,-0.013664762489497662,0.27212876081466675,0.10309749841690063,0.2617562413215637,0.1953807920217514,-0.022058377042412758,0.14419548213481903,0.10952327400445938
bernardino,0.09213948994874954,0.2006608545780182,0.2722903788089752,0.14474965631961823,0.19070717692375183,0.28734850883483887,0.2722903788089752,0.2245255410671234,0.2179812788963318,0.1430034041404724,0.1673329770565033,0.06464768946170807,0.2855835556983948,0.0518021285533905,0.28734850883483887,0.19141292572021484,-0.06036724895238876,0.12842392921447754,0.11443846672773361
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.4220978021621704,0.25852543115615845,0.5201468467712402,0.4933079481124878,0.20395544171333313,0.44245919585227966,0.3769696354866028,0.3541618287563324,0.09681109338998795,0.2289871871471405,-0.037358131259679794,0.5201468467712402,0.48329564929008484,-0.0016132977325469255,0.28145334124565125,0.31091248989105225
downtown,0.1348404437303543,0.21999821066856384,0.2602716088294983,0.15848848223686218,0.40016987919807434,0.2716291546821594,0.2602716088294983,0.48306503891944885,0.1747063249349594,0.14955492317676544,0.16571132838726044,-0.1326136440038681,1.0,0.026239745318889618,0.2716291546821594,0.2425573617219925,-0.06733015179634094,0.09688074886798859,0.15638743340969086
bakersfield,0.1487322598695755,0.19348205626010895,0.25596779584884644,0.17982861399650574,0.3140355944633484,0.30744487047195435,0.25596779584884644,0.327262818813324,0.22048959136009216,0.13467469811439514,0.11372458189725876,-0.06595590710639954,0.41208475828170776,0.027510127052664757,0.30744487047195435,0.15522144734859467,0.020182892680168152,0.14063261449337006,0.14907705783843994
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.4220978021621704,0.25852543115615845,0.5201468467712402,0.4933079481124878,0.20395544171333313,0.44245919585227966,0.3769696354866028,0.3541618287563324,0.09681109338998795,0.2289871871471405,-0.037358131259679794,0.5201468467712402,0.48329564929008484,-0.0016132977325469255,0.28145334124565125,0.31091248989105225
south,0.15388517081737518,0.27680471539497375,0.3129390776157379,0.2718343436717987,0.3230174481868744,0.33642083406448364,0.3129390776157379,0.4093337953090668,0.25657615065574646,0.13560758531093597,0.15469403564929962,0.025162741541862488,0.26706749200820923,-0.04543294757604599,0.33642083406448364,0.28465771675109863,0.06268392503261566,0.21417751908302307,0.12336621433496475
coast,0.2200622260570526,0.25204822421073914,0.28366661071777344,0.19232769310474396,0.21392984688282013,0.2620964050292969,0.28366661071777344,0.32717061042785645,0.23308983445167542,0.14513659477233887,0.1655300408601761,0.040974631905555725,0.24035079777240753,-0.02813679166138172,0.2620964050292969,0.23087865114212036,0.02010589838027954,0.15518057346343994,0.15869849920272827
metro,0.11200546473264694,0.14491155743598938,0.18014898896217346,0.16724252700805664,0.26299595832824707,0.22130531072616577,0.18014898896217346,0.35130342841148376,0.17760074138641357,0.10477499663829803,0.11049845069646835,-0.10383047163486481,0.4201251268386841,0.08529016375541687,0.22130531072616577,0.21758104860782623,0.0579783171415329,0.1447477787733078,0.15922676026821136
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.4542345404624939,0.23884956538677216,0.4954058527946472,0.5171257257461548,0.2642320990562439,0.48971283435821533,0.39099299907684326,0.4711785912513733,0.036644238978624344,0.20503629744052887,0.021612688899040222,0.4954058527946472,0.40957894921302795,0.06895173341035843,0.21235932409763336,0.20544172823429108
downtown,0.1348404437303543,0.21999821066856384,0.2602716088294983,0.15848848223686218,0.40016987919807434,0.2716291546821594,0.2602716088294983,0.48306503891944885,0.1747063249349594,0.14955492317676544,0.16571132838726044,-0.1326136440038681,1.0,0.026239745318889618,0.2716291546821594,0.2425573617219925,-0.06733015179634094,0.09688074886798859,0.15638743340969086
riverside,0.1112799271941185,0.19612395763397217,0.27102717757225037,0.2252362072467804,0.27045688033103943,0.30268025398254395,0.27102717757225037,0.3709509074687958,0.17074929177761078,0.14409002661705017,0.17961885035037994,-0.08707245439291,0.4194495379924774,0.037120599299669266,0.30268025398254395,0.18379464745521545,-0.0165407694876194,0.15203066170215607,0.10042606294155121
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.49507418274879456,0.23195737600326538,0.5591574311256409,0.5934505462646484,0.2634170949459076,0.4645031690597534,0.4824007451534271,0.41614407300949097,0.05720457062125206,0.2247719168663025,-0.07181349396705627,0.5591574311256409,0.5593622326850891,-0.003708066651597619,0.24737101793289185,0.4130953550338745
