,to,force,japan,to,be,more,involved,in,the,crisis,",",what,did,saudi,and,kuwaiti,government,do,?
november,0.2179545760154724,0.20056773722171783,0.20023822784423828,0.2179545760154724,0.18873494863510132,0.1460961550474167,0.21711038053035736,0.27148663997650146,0.25734350085258484,0.1802755445241928,0.4120670258998871,0.23963461816310883,0.27178457379341125,0.1685081273317337,0.28525662422180176,0.24296937882900238,0.19193750619888306,0.15985269844532013,0.3159552216529846
7,-0.1819358468055725,0.012613042257726192,-0.08620885759592056,-0.1819358468055725,-0.23325690627098083,-0.16263152658939362,-0.07187332957983017,-0.02604081481695175,-0.1142377033829689,-0.12489979714155197,0.07715427130460739,-0.1699475795030594,-0.147744283080101,0.012012975290417671,-0.012642918154597282,0.08818110823631287,0.0052964948117733,-0.18881750106811523,-0.15092156827449799
",",0.44245919585227966,0.22091743350028992,0.2639627754688263,0.44245919585227966,0.39254459738731384,0.3696524500846863,0.3099522888660431,0.5201468467712402,0.4933079481124878,0.18660308420658112,1.0000001192092896,0.3087472915649414,0.3015086054801941,0.2657196521759033,0.6633074283599854,0.23921775817871094,0.27344048023223877,0.3283645510673523,0.31091248989105225
1973,-0.2857922613620758,-0.2001822292804718,-0.16477225720882416,-0.2857922613620758,-0.22200067341327667,-0.21889634430408478,-0.22048990428447723,-0.18588787317276,-0.22297891974449158,-0.166395902633667,-0.14860835671424866,-0.22440221905708313,-0.23175965249538422,-0.05928972363471985,-0.23950208723545074,-0.06952065974473953,-0.17181502282619476,-0.05714483559131622,-0.07644321769475937
",",0.44245919585227966,0.22091743350028992,0.2639627754688263,0.44245919585227966,0.39254459738731384,0.3696524500846863,0.3099522888660431,0.5201468467712402,0.4933079481124878,0.18660308420658112,1.0000001192092896,0.3087472915649414,0.3015086054801941,0.2657196521759033,0.6633074283599854,0.23921775817871094,0.27344048023223877,0.3283645510673523,0.31091248989105225
the,0.535392165184021,0.2800885736942291,0.22735914587974548,0.535392165184021,0.4248143136501312,0.39758381247520447,0.2872544527053833,0.6662389636039734,1.0,0.263981431722641,0.4933079481124878,0.42745697498321533,0.34736719727516174,0.23420350253582,0.5171257257461548,0.210621178150177,0.31798112392425537,0.30239659547805786,0.22068053483963013
saudi,0.21921516954898834,0.18270018696784973,0.37642955780029297,0.21921516954898834,0.23012472689151764,0.22967271506786346,0.15222327411174774,0.21112655103206635,0.23420350253582,0.23207546770572662,0.2657196521759033,0.2167188823223114,0.12426625192165375,0.9999999403953552,0.2913876175880432,0.6263071894645691,0.2584783434867859,0.18554437160491943,0.1627861112356186
and,0.48971283435821533,0.24372100830078125,0.2348099797964096,0.48971283435821533,0.41766801476478577,0.39880692958831787,0.3208049237728119,0.4954058527946472,0.5171257257461548,0.17489491403102875,0.6633074283599854,0.31309178471565247,0.34479495882987976,0.2913876175880432,1.0,0.2776084840297699,0.2859337627887726,0.276123583316803,0.20544172823429108
kuwaiti,0.19293247163295746,0.26325830817222595,0.3596270978450775,0.19293247163295746,0.16490134596824646,0.1412336379289627,0.17900674045085907,0.1900772899389267,0.210621178150177,0.27046215534210205,0.23921775817871094,0.14028990268707275,0.17699876427650452,0.6263071894645691,0.2776084840297699,0.9999999403953552,0.3027816712856293,0.11234826594591141,0.17485927045345306
governments,0.30281347036361694,0.27800101041793823,0.19150017201900482,0.30281347036361694,0.2636183798313141,0.25317633152008057,0.2640092372894287,0.26927295327186584,0.2835306227207184,0.320865660905838,0.259052038192749,0.2814749777317047,0.30091071128845215,0.25924670696258545,0.31577762961387634,0.2884581983089447,0.87839275598526,0.25228410959243774,0.18805137276649475
declared,0.19457092881202698,0.1498383730649948,0.212652325630188,0.19457092881202698,0.19271017611026764,0.1177452951669693,0.224253848195076,0.24232879281044006,0.260531485080719,0.22273780405521393,0.2511547803878784,0.15646570920944214,0.23851890861988068,0.22514590620994568,0.2012694627046585,0.29256898164749146,0.34311947226524353,0.1343621164560318,0.17688149213790894
japan,0.24116237461566925,0.10554799437522888,1.0,0.24116237461566925,0.20121683180332184,0.2165372520685196,0.12224973738193512,0.23087722063064575,0.22735914587974548,0.23379391431808472,0.2639627754688263,0.1865565925836563,0.16141492128372192,0.37642955780029297,0.2348099797964096,0.3596270978450775,0.1991148144006729,0.11374112963676453,0.1312343180179596
a,0.45503583550453186,0.2451154738664627,0.20427335798740387,0.45503583550453186,0.39883795380592346,0.3452818691730499,0.2598431408405304,0.539380669593811,0.5829201340675354,0.1976640820503235,0.427140474319458,0.3320399522781372,0.2552328109741211,0.20991550385951996,0.3739250600337982,0.1602349728345871,0.25158295035362244,0.26237669587135315,0.23916715383529663
``,0.06720756739377975,0.08451810479164124,-0.04030786454677582,0.06720756739377975,0.07670000940561295,0.08673381805419922,0.06851514428853989,0.04765888676047325,0.029072100296616554,0.0945596694946289,0.09681109338998795,0.008517155423760414,-0.029888948425650597,0.09411241114139557,0.036644238978624344,0.13046394288539886,0.09259884804487228,0.06628920882940292,0.0685480609536171
nonfriendly,0.2993399202823639,0.18138425052165985,0.13794219493865967,0.2993399202823639,0.2725382149219513,0.3152492046356201,0.22860968112945557,0.135929137468338,0.1819991171360016,0.13810476660728455,0.28536152839660645,0.34711793065071106,0.23666630685329437,0.1683092713356018,0.2518676519393921,0.11696299910545349,0.22032342851161957,0.30553722381591797,0.34280329942703247
'',-0.009905828163027763,-0.09640523791313171,0.0005484121502377093,-0.009905828163027763,0.08835477381944656,0.006126302294433117,0.019303016364574432,0.07432962208986282,0.041273195296525955,0.016355004161596298,-0.037358131259679794,0.08143015950918198,0.01978493109345436,0.039727985858917236,0.021612688899040222,-0.02509055659174919,0.01981239765882492,-0.00043653504690155387,0.018684765323996544
country,0.31281599402427673,0.1692022979259491,0.25777024030685425,0.31281599402427673,0.2115473747253418,0.16735000908374786,0.1449882984161377,0.3040012717247009,0.30432501435279846,0.18197865784168243,0.27878350019454956,0.22705033421516418,0.24348343908786774,0.27513960003852844,0.30884742736816406,0.3602905869483948,0.384080171585083,0.20290088653564453,0.12647280097007751
to,1.0,0.24496492743492126,0.24116237461566925,1.0,0.4972836375236511,0.47084665298461914,0.24297703802585602,0.45010748505592346,0.535392165184021,0.21038146317005157,0.44245919585227966,0.455847829580307,0.4452643394470215,0.21921516954898834,0.48971283435821533,0.19293247163295746,0.28343796730041504,0.38876664638519287,0.29463258385658264
encourage,0.4254889488220215,0.22639915347099304,0.11512608826160431,0.4254889488220215,0.3595629036426544,0.3765813112258911,0.3232712149620056,0.2503052353858948,0.25321751832962036,0.19408167898654938,0.24523833394050598,0.32112085819244385,0.33932557702064514,0.22394214570522308,0.3351057767868042,0.16176773607730865,0.26453641057014465,0.43552640080451965,0.3081754148006439
it,0.513711154460907,0.22565218806266785,0.23131272196769714,0.513711154460907,0.5203388929367065,0.42550966143608093,0.208605095744133,0.5130809545516968,0.6251175999641418,0.17909592390060425,0.48329564929008484,0.45803478360176086,0.2993364930152893,0.13281653821468353,0.40957894921302795,0.11306554824113846,0.28037968277931213,0.337066113948822,0.25732165575027466
to,1.0,0.24496492743492126,0.24116237461566925,1.0,0.4972836375236511,0.47084665298461914,0.24297703802585602,0.45010748505592346,0.535392165184021,0.21038146317005157,0.44245919585227966,0.455847829580307,0.4452643394470215,0.21921516954898834,0.48971283435821533,0.19293247163295746,0.28343796730041504,0.38876664638519287,0.29463258385658264
change,0.3581787943840027,0.21709659695625305,0.16161295771598816,0.3581787943840027,0.4429277777671814,0.34770509600639343,0.2282954901456833,0.2510564923286438,0.3641999065876007,0.18300819396972656,0.2752361297607422,0.3690716028213501,0.2806394100189209,0.16290923953056335,0.2438346892595291,0.10597147047519684,0.21514688432216644,0.528757631778717,0.24115969240665436
its,0.3691340684890747,0.2075270563364029,0.167439267039299,0.3691340684890747,0.2731834948062897,0.2746449112892151,0.15236784517765045,0.3793783485889435,0.559237003326416,0.18487988412380219,0.33157986402511597,0.30393704771995544,0.19922670722007751,0.20131619274616241,0.3841775357723236,0.16579748690128326,0.27754512429237366,0.18495778739452362,0.15103481709957123
noninvolvement,0.3578953146934509,0.24055060744285583,0.236851766705513,0.3578953146934509,0.3509507179260254,0.37275785207748413,0.56156325340271,0.3028258681297302,0.3454931676387787,0.37289920449256897,0.3661983609199524,0.4233023524284363,0.31375956535339355,0.2855677604675293,0.32755565643310547,0.2934649586677551,0.3375951051712036,0.32000064849853516,0.3653334379196167
policy,0.26804789900779724,0.2025766521692276,0.25484007596969604,0.26804789900779724,0.26498162746429443,0.26751017570495605,0.25064322352409363,0.1459147185087204,0.2358427494764328,0.357536256313324,0.2903050184249878,0.3869883120059967,0.2751549482345581,0.23423008620738983,0.2148873209953308,0.15463979542255402,0.42850491404533386,0.3217141628265381,0.30462446808815
.,0.4645031690597534,0.2783275842666626,0.28114771842956543,0.4645031690597534,0.4383580684661865,0.4070230722427368,0.25169795751571655,0.5591574311256409,0.5934505462646484,0.15965543687343597,0.6812511086463928,0.3567904531955719,0.35288307070732117,0.2524958550930023,0.588965117931366,0.2532570958137512,0.2521961033344269,0.3613996207714081,0.4130953550338745
