,what,are,numbers,greater,than,1,that,can,be,divided,by,3,or,more,numbers,called,?
primes,0.2505246102809906,0.2606703042984009,0.47689586877822876,0.19917280972003937,0.28400641679763794,-0.25417813658714294,0.30276167392730713,0.2540391981601715,0.24869440495967865,0.2325516939163208,0.16924074292182922,-0.010150526650249958,0.18961890041828156,0.2567965090274811,0.47689586877822876,0.2508922517299652,0.18851876258850098
in,0.30808621644973755,0.3841303884983063,0.23087690770626068,0.26627716422080994,0.3270052373409271,-0.10660158097743988,0.435920387506485,0.26527702808380127,0.3481820821762085,0.29514673352241516,0.370934396982193,0.06326868385076523,0.3586423695087433,0.32563260197639465,0.23087690770626068,0.40847352147102356,0.20430970191955566
number,0.23046229779720306,0.3537501394748688,0.7132124304771423,0.2183322310447693,0.2816639244556427,-0.20963284373283386,0.32951247692108154,0.33886176347732544,0.28840136528015137,0.22974832355976105,0.2551532983779907,-0.0164857879281044,0.28384777903556824,0.327032208442688,0.7132124304771423,0.20936982333660126,0.19256845116615295
theory,0.297923743724823,0.1918308287858963,0.21611954271793365,0.19417323172092438,0.18195666372776031,-0.20586082339286804,0.36183905601501465,0.18596251308918,0.2076098620891571,0.17524510622024536,0.17579947412014008,0.009694562293589115,0.21121910214424133,0.23122718930244446,0.21611954271793365,0.2556686997413635,0.1387292891740799
:,-0.12022944539785385,-0.1189703419804573,-0.06123719364404678,-0.07304292917251587,-0.11965936422348022,-0.04604250565171242,-0.12200210988521576,-0.18125738203525543,-0.09417453408241272,-0.03563159704208374,-0.11676844954490662,-0.14544126391410828,-0.09801474958658218,-0.05062626302242279,-0.06123719364404678,-0.08732113987207413,-0.07156077772378922
any,0.43670421838760376,0.40178635716438293,0.3530762493610382,0.3009572923183441,0.4801669418811798,-0.3230189085006714,0.5484943389892578,0.5010802745819092,0.5107080936431885,0.19541658461093903,0.2681882679462433,0.04891523718833923,0.5601577162742615,0.48890697956085205,0.3530762493610382,0.2513023018836975,0.4113408327102661
integer,0.23293888568878174,0.25369736552238464,0.5218074321746826,0.271879106760025,0.2785238027572632,-0.18673858046531677,0.26981496810913086,0.29095104336738586,0.2557193338871002,0.2692524194717407,0.09935232251882553,-0.014383489266037941,0.2828921973705292,0.21886657178401947,0.5218074321746826,0.19616864621639252,0.2503974437713623
greater,0.1946859508752823,0.19981995224952698,0.21942506730556488,1.0000001192092896,0.4072994291782379,-0.041464030742645264,0.2520751655101776,0.17744551599025726,0.2287398725748062,0.3091512620449066,0.19546322524547577,-0.007299121469259262,0.19565004110336304,0.3394005596637726,0.21942506730556488,0.19735118746757507,0.09723397344350815
than,0.29388150572776794,0.39206281304359436,0.2706771492958069,0.4072994291782379,1.0,-0.1783061921596527,0.4891277849674225,0.3532506823539734,0.46516597270965576,0.23076117038726807,0.2015816867351532,0.012559344060719013,0.5002588033676147,0.726518988609314,0.2706771492958069,0.23151835799217224,0.24917294085025787
1,-0.21266892552375793,-0.2175680249929428,-0.23353983461856842,-0.041464030742645264,-0.1783061921596527,1.0,-0.3131840229034424,-0.2700748145580292,-0.2923636734485626,-0.06877432763576508,-0.2582099735736847,-0.02777617610991001,-0.21893133223056793,-0.24222660064697266,-0.23353983461856842,-0.13961221277713776,-0.249979168176651
can,0.34502777457237244,0.5408529043197632,0.32231637835502625,0.17744551599025726,0.3532506823539734,-0.2700748145580292,0.4522190988063812,1.0,0.5791122913360596,0.18851013481616974,0.29642900824546814,0.1026974618434906,0.5614996552467346,0.4044358730316162,0.32231637835502625,0.306973397731781,0.3226337134838104
be,0.3929833769798279,0.5556803941726685,0.2776923179626465,0.2287398725748062,0.46516597270965576,-0.2923636734485626,0.6036020517349243,0.5791122913360596,1.0,0.2212335467338562,0.43158695101737976,0.13293789327144623,0.5260903835296631,0.5445363521575928,0.2776923179626465,0.2761072516441345,0.3324260413646698
expressed,0.20227427780628204,0.19505958259105682,0.24733330309391022,0.29997456073760986,0.22526338696479797,-0.2853805422782898,0.3005213737487793,0.2116832584142685,0.25860801339149475,0.25598663091659546,0.26528993248939514,-0.012904755771160126,0.22985966503620148,0.2205016165971756,0.24733330309391022,0.19171297550201416,0.17175263166427612
as,0.31749409437179565,0.3826591968536377,0.2396276444196701,0.1750667840242386,0.40532299876213074,-0.2728762626647949,0.4735107421875,0.3245031237602234,0.5230465531349182,0.1633165329694748,0.3815547823905945,0.09568799287080765,0.4400654137134552,0.42839905619621277,0.2396276444196701,0.2827680706977844,0.27043893933296204
a,0.3320399522781372,0.265255331993103,0.24434582889080048,0.20286329090595245,0.3126874566078186,-0.20817746222019196,0.47537946701049805,0.3915780484676361,0.39883795380592346,0.211577370762825,0.32094135880470276,0.08904784172773361,0.48853766918182373,0.3452818691730499,0.24434582889080048,0.4868806302547455,0.23916715383529663
product,0.2465333193540573,0.2408166378736496,0.2822636067867279,0.22970882058143616,0.27195724844932556,-0.18632787466049194,0.34754347801208496,0.30556124448776245,0.30949610471725464,0.1445636749267578,0.20719797909259796,0.004507786128669977,0.2867417335510254,0.27886053919792175,0.2822636067867279,0.23149818181991577,0.19651241600513458
of,0.33290785551071167,0.39081433415412903,0.228018656373024,0.34470728039741516,0.33036211133003235,-0.09473495930433273,0.41498205065727234,0.2603091299533844,0.33904364705085754,0.37450557947158813,0.3646814823150635,0.046857766807079315,0.3792596757411957,0.30478984117507935,0.228018656373024,0.4222904443740845,0.1826142966747284
primes,0.2505246102809906,0.2606703042984009,0.47689586877822876,0.19917280972003937,0.28400641679763794,-0.25417813658714294,0.30276167392730713,0.2540391981601715,0.24869440495967865,0.2325516939163208,0.16924074292182922,-0.010150526650249958,0.18961890041828156,0.2567965090274811,0.47689586877822876,0.2508922517299652,0.18851876258850098
that,0.6297725439071655,0.45265161991119385,0.342125803232193,0.2520751655101776,0.4891277849674225,-0.3131840229034424,1.0,0.4522190988063812,0.6036020517349243,0.23581433296203613,0.37496164441108704,0.028775349259376526,0.4729836881160736,0.4813884496688843,0.342125803232193,0.41604554653167725,0.32716336846351624
is,0.28837618231773376,0.5330929756164551,0.19465886056423187,0.21338969469070435,0.2839990258216858,-0.12491171807050705,0.3995479643344879,0.44256699085235596,0.4819129705429077,0.2042115330696106,0.3899846076965332,0.1504552811384201,0.41870999336242676,0.2946030795574188,0.19465886056423187,0.430266410112381,0.22961433231830597
unique,0.2536143958568573,0.33033159375190735,0.3413766622543335,0.205258309841156,0.25508540868759155,-0.13644064962863922,0.3585395812988281,0.3215049207210541,0.23836831748485565,0.2466568946838379,0.20481349527835846,0.08953537791967392,0.2890448272228241,0.2813410460948944,0.3413766622543335,0.28976762294769287,0.17680858075618744
up,0.28591108322143555,0.32151925563812256,0.24530549347400665,0.1445995569229126,0.2813877463340759,-0.15417242050170898,0.35427621006965637,0.33698323369026184,0.27963516116142273,0.22385302186012268,0.2738759219646454,0.01584550179541111,0.28756099939346313,0.2851726710796356,0.24530549347400665,0.25133395195007324,0.1819818764925003
to,0.455847829580307,0.3504326641559601,0.29515770077705383,0.25585630536079407,0.3192550539970398,-0.2769182622432709,0.5436353087425232,0.4979398250579834,0.4972836375236511,0.17007847130298615,0.33534231781959534,0.09797177463769913,0.38921234011650085,0.47084665298461914,0.29515770077705383,0.2987143397331238,0.29463258385658264
ordering,0.2565787434577942,0.20447373390197754,0.32887357473373413,0.1628127247095108,0.21886014938354492,-0.250309556722641,0.3558320105075836,0.1841682642698288,0.21448566019535065,0.20591431856155396,0.2833593189716339,0.055433351546525955,0.31773650646209717,0.18057136237621307,0.32887357473373413,0.16598904132843018,0.18185093998908997
.,0.3567904531955719,0.3452940285205841,0.2591777741909027,0.20152446627616882,0.3594527542591095,-0.15870751440525055,0.4460422694683075,0.35783761739730835,0.4383580684661865,0.21858547627925873,0.3936232924461365,0.043593376874923706,0.36683785915374756,0.4070230722427368,0.2591777741909027,0.300344854593277,0.4130953550338745
