,what,caused,changes,in,the,amazon,rainforest,vegetation,?
and,0.31309178471565247,0.2892237603664398,0.27557092905044556,0.4954058527946472,0.5171257257461548,0.23464977741241455,0.26834338903427124,0.30153927206993103,0.20544172823429108
from,0.2737620174884796,0.29811105132102966,0.1855839341878891,0.4274188280105591,0.40150508284568787,0.08236479759216309,0.20909366011619568,0.17893631756305695,0.19969791173934937
the,0.42745697498321533,0.24990202486515045,0.3427845537662506,0.6662389636039734,1.0,0.260541707277298,0.2571161389350891,0.27478766441345215,0.22068053483963013
amazon,0.16355936229228973,0.09666959196329117,0.06073456630110741,0.12227833271026611,0.260541707277298,1.0000001192092896,0.48046615719795227,0.36174994707107544,0.18144656717777252
fan,0.10274515300989151,0.165779709815979,0.11569279432296753,0.09429174661636353,0.163461834192276,0.2319728136062622,0.1199224591255188,0.06803476810455322,0.15863578021526337
indicate,0.24538113176822662,0.18203680217266083,0.22212208807468414,0.21759656071662903,0.2430160641670227,0.1705303192138672,0.14904773235321045,0.13494175672531128,0.23544088006019592
that,0.6297725439071655,0.33201703429222107,0.33237403631210327,0.435920387506485,0.5473989248275757,0.2228476107120514,0.22076080739498138,0.2737760543823242,0.32716336846351624
rainfall,0.1762358695268631,0.36839768290519714,0.20636938512325287,0.24792563915252686,0.24584579467773438,0.26409438252449036,0.5444077253341675,0.4893377423286438,0.17489276826381683
in,0.30808621644973755,0.2494886964559555,0.226434126496315,1.0,0.6662389636039734,0.12227833271026611,0.2207682877779007,0.25661489367485046,0.20430970191955566
the,0.42745697498321533,0.24990202486515045,0.3427845537662506,0.6662389636039734,1.0,0.260541707277298,0.2571161389350891,0.27478766441345215,0.22068053483963013
basin,0.1565224826335907,0.19061477482318878,0.1280021071434021,0.22316701710224152,0.24553915858268738,0.41143864393234253,0.4187982678413391,0.3512457311153412,0.14685653150081635
during,0.24137552082538605,0.29632696509361267,0.23536542057991028,0.4627237319946289,0.4838213622570038,0.11170908063650131,0.1900283694267273,0.18522514402866364,0.1325719803571701
the,0.42745697498321533,0.24990202486515045,0.3427845537662506,0.6662389636039734,1.0,0.260541707277298,0.2571161389350891,0.27478766441345215,0.22068053483963013
lgm,0.2686269283294678,0.2798428237438202,0.2573396861553192,0.2136618196964264,0.2530740201473236,0.11549964547157288,0.20166289806365967,0.18740037083625793,0.27672693133354187
was,0.22111038863658905,0.25113144516944885,0.17310309410095215,0.45514053106307983,0.48711544275283813,0.14616160094738007,0.13883572816848755,0.117296501994133,0.18412111699581146
lower,0.20079238712787628,0.12485136836767197,0.19215598702430725,0.27455443143844604,0.3463275134563446,0.12892797589302063,0.1790555715560913,0.2156354784965515,0.08471795171499252
than,0.29388150572776794,0.23573338985443115,0.2752169370651245,0.3270052373409271,0.3227543234825134,0.24920178949832916,0.2140055149793625,0.23724982142448425,0.24917294085025787
for,0.3017193675041199,0.1862620860338211,0.25747987627983093,0.4322226941585541,0.4739971458911896,0.165912926197052,0.18492411077022552,0.23696251213550568,0.264628142118454
the,0.42745697498321533,0.24990202486515045,0.3427845537662506,0.6662389636039734,1.0,0.260541707277298,0.2571161389350891,0.27478766441345215,0.22068053483963013
present,0.30940163135528564,0.14879187941551208,0.18881537020206451,0.23905439674854279,0.2829846143722534,0.08765508979558945,0.12973405420780182,0.16563625633716583,0.21759982407093048
",",0.3087472915649414,0.2600580155849457,0.23045918345451355,0.5201468467712402,0.4933079481124878,0.2214922308921814,0.2737860679626465,0.25971779227256775,0.31091248989105225
and,0.31309178471565247,0.2892237603664398,0.27557092905044556,0.4954058527946472,0.5171257257461548,0.23464977741241455,0.26834338903427124,0.30153927206993103,0.20544172823429108
this,0.5489566326141357,0.2965903580188751,0.4571877419948578,0.45205554366111755,0.6274310946464539,0.15259569883346558,0.23467609286308289,0.3122807741165161,0.3155723512172699
was,0.22111038863658905,0.25113144516944885,0.17310309410095215,0.45514053106307983,0.48711544275283813,0.14616160094738007,0.13883572816848755,0.117296501994133,0.18412111699581146
almost,0.2467888444662094,0.28060096502304077,0.2368660569190979,0.3422279357910156,0.3341992199420929,0.16051292419433594,0.26116421818733215,0.27802959084510803,0.1372147500514984
certainly,0.4790121912956238,0.16548888385295868,0.26601532101631165,0.19669848680496216,0.2813522219657898,0.20060418546199799,0.25057440996170044,0.2297772318124771,0.4394175112247467
associated,0.15836219489574432,0.360446959733963,0.1613387167453766,0.23328746855258942,0.2742886245250702,0.13181497156620026,0.14779923856258392,0.13781945407390594,0.1453326791524887
with,0.2464839518070221,0.31770411133766174,0.23350933194160461,0.4080928862094879,0.4223487675189972,0.21287250518798828,0.19804547727108002,0.22369661927223206,0.2433311939239502
reduced,0.11519023776054382,0.3421819508075714,0.25904256105422974,0.2766173183917999,0.2897622883319855,0.1122642531991005,0.15299464762210846,0.2244480848312378,0.10234767943620682
moist,0.1691630482673645,0.23376156389713287,0.18793314695358276,0.21136130392551422,0.23634515702724457,0.29526612162590027,0.5493876934051514,0.5608622431755066,0.12842220067977905
tropical,0.204971045255661,0.28876128792762756,0.16882802546024323,0.18481527268886566,0.18640398979187012,0.3167080283164978,0.46654731035232544,0.4096978008747101,0.16629411280155182
vegetation,0.2184489667415619,0.21834085881710052,0.21773624420166016,0.25661489367485046,0.27478766441345215,0.36174994707107544,0.6021780967712402,1.0000001192092896,0.10736152529716492
cover,0.19970405101776123,0.13391442596912384,0.12432882189750671,0.19227565824985504,0.26727065443992615,0.21230551600456238,0.24127532541751862,0.302956223487854,0.18414615094661713
in,0.30808621644973755,0.2494886964559555,0.226434126496315,1.0,0.6662389636039734,0.12227833271026611,0.2207682877779007,0.25661489367485046,0.20430970191955566
the,0.42745697498321533,0.24990202486515045,0.3427845537662506,0.6662389636039734,1.0,0.260541707277298,0.2571161389350891,0.27478766441345215,0.22068053483963013
basin,0.1565224826335907,0.19061477482318878,0.1280021071434021,0.22316701710224152,0.24553915858268738,0.41143864393234253,0.4187982678413391,0.3512457311153412,0.14685653150081635
.,0.3567904531955719,0.2413787543773651,0.29733169078826904,0.5591574311256409,0.5934505462646484,0.262887567281723,0.25713270902633667,0.22089946269989014,0.4130953550338745
