,in,what,year,was,doctor,who,rated,the,third,greatest,show,of,the,2000,'s,?
by,0.370934396982193,0.2455483376979828,0.28805047273635864,0.4752357602119446,0.13681447505950928,0.39727845788002014,0.27325159311294556,0.4408751428127289,0.28581833839416504,0.21669237315654755,0.2779667377471924,0.3646814823150635,0.4408751428127289,0.028724920004606247,-0.010884488001465797,0.17966607213020325
channel,0.210372194647789,0.20295917987823486,0.14741797745227814,0.15624403953552246,0.14612802863121033,0.17347675561904907,0.24848376214504242,0.2860044836997986,0.06365478783845901,0.18259482085704803,0.3266039490699768,0.1671900898218155,0.2860044836997986,-0.027098696678876877,0.10094652324914932,0.20176179707050323
4,0.08310048282146454,-0.04324747622013092,0.003002665936946869,0.23394860327243805,0.03546636924147606,0.09137360751628876,-0.04960182309150696,0.15499350428581238,0.12064141780138016,0.04855429008603096,-0.07589703053236008,0.17227263748645782,0.15499350428581238,-0.01600552164018154,-0.0858617052435875,0.010515431873500347
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.45456063747406006,0.20407600700855255,0.3365725874900818,0.19297492504119873,0.4933079481124878,0.283071368932724,0.21757464110851288,0.31928569078445435,0.4946078956127167,0.4933079481124878,-0.03465369716286659,-0.0016132977325469255,0.31091248989105225
behind,0.3174246549606323,0.1959938108921051,0.15985725820064545,0.27558037638664246,0.1363207995891571,0.2240559607744217,0.23510104417800903,0.38928431272506714,0.31267136335372925,0.15728458762168884,0.21485739946365356,0.2801654636859894,0.38928431272506714,0.018652383238077164,0.06894329190254211,0.19274599850177765
top,0.2235720455646515,0.21232028305530548,0.21013402938842773,0.1381647288799286,0.1316477656364441,0.170939639210701,0.26118186116218567,0.31754136085510254,0.23756948113441467,0.2738834619522095,0.24557335674762726,0.20362378656864166,0.31754136085510254,-0.047350794076919556,0.04869917780160904,0.17265194654464722
gear,0.23009705543518066,0.17239733040332794,0.15655912458896637,0.19044701755046844,0.14311303198337555,0.1666978895664215,0.33215728402137756,0.2773571014404297,0.1970415562391281,0.14706826210021973,0.25529545545578003,0.17945949733257294,0.2773571014404297,-0.09901201725006104,0.028105411678552628,0.15315064787864685
and,0.4954058527946472,0.31309178471565247,0.2506658732891083,0.3740963041782379,0.21673844754695892,0.41279885172843933,0.20185230672359467,0.5171257257461548,0.26207348704338074,0.22727768123149872,0.3455478549003601,0.5116966962814331,0.5171257257461548,-0.004737076815217733,0.06895173341035843,0.20544172823429108
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.48711544275283813,0.2820442318916321,0.3733934462070465,0.23721982538700104,1.0,0.4229298532009125,0.2877289056777954,0.319829523563385,0.733189046382904,1.0,-0.015081177465617657,-0.01540423184633255,0.22068053483963013
apprentice,0.24348106980323792,0.15669459104537964,0.1728583127260208,0.2524321675300598,0.2669260799884796,0.3076063394546509,0.21745812892913818,0.18799711763858795,0.16109086573123932,0.14323726296424866,0.2622232139110565,0.17672382295131683,0.18799711763858795,0.15894393622875214,-0.08297283202409744,0.1291360855102539
.,0.5591574311256409,0.3567904531955719,0.32538118958473206,0.40146201848983765,0.22361043095588684,0.3541337847709656,0.301523894071579,0.5934505462646484,0.3039522171020508,0.2034384310245514,0.3016606271266937,0.5352458953857422,0.5934505462646484,-0.03837863355875015,-0.003708066651597619,0.4130953550338745
