,which,of,genghis,khan,'s,descendants,pushed,the,mamluks,out,of,palestine,?
right,0.29368749260902405,0.22473211586475372,0.07570236176252365,0.11718541383743286,-0.03631126880645752,0.14222858846187592,0.2501266598701477,0.33901116251945496,0.20613904297351837,0.23051589727401733,0.22473211586475372,0.17773309350013733,0.27135515213012695
out,0.37864550948143005,0.34176841378211975,0.17537984251976013,0.11201522499322891,0.0021837172098457813,0.18391185998916626,0.3545636534690857,0.39404502511024475,0.22804756462574005,1.0,0.34176841378211975,0.1467321813106537,0.22020699083805084
of,0.5011631846427917,1.0,0.2938849925994873,0.17124508321285248,-0.03817026689648628,0.31403958797454834,0.24163289368152618,0.733189046382904,0.28725576400756836,0.34176841378211975,1.0,0.23739594221115112,0.1826142966747284
levant,0.21594417095184326,0.27092400193214417,0.3865588903427124,0.24914352595806122,0.05856471136212349,0.30334722995758057,0.23558594286441803,0.3292599320411682,0.5042234659194946,0.20265227556228638,0.27092400193214417,0.4680546820163727,0.1883341521024704
",",0.3658004403114319,0.4946078956127167,0.2891939878463745,0.19700400531291962,-0.0016132977325469255,0.2562495768070221,0.22971470654010773,0.4933079481124878,0.2627182602882385,0.3161109685897827,0.4946078956127167,0.18300923705101013,0.31091248989105225
palestine,0.19321675598621368,0.23739594221115112,0.297689825296402,0.2602756917476654,-0.039644427597522736,0.15037210285663605,0.17105135321617126,0.2786056101322174,0.490340918302536,0.1467321813106537,0.23739594221115112,1.0000001192092896,0.19504891335964203
and,0.506277859210968,0.5116966962814331,0.26551535725593567,0.22885166108608246,0.06895173341035843,0.21007809042930603,0.28285926580429077,0.5171257257461548,0.2862313985824585,0.3881998062133789,0.5116966962814331,0.22811970114707947,0.20544172823429108
even,0.4903149902820587,0.34735506772994995,0.22711509466171265,0.17017365992069244,0.0353488028049469,0.17297129333019257,0.22096604108810425,0.37996912002563477,0.2388262152671814,0.33484500646591187,0.34735506772994995,0.16473563015460968,0.30082517862319946
gaza,0.21175923943519592,0.1449538618326187,0.3045611083507538,0.2650267481803894,0.014280647970736027,0.1582842469215393,0.21591979265213013,0.23494206368923187,0.46250516176223755,0.17976994812488556,0.1449538618326187,0.6516968607902527,0.14649301767349243
.,0.45942068099975586,0.5352458953857422,0.25373268127441406,0.19819748401641846,-0.003708066651597619,0.17746342718601227,0.2080259770154953,0.5934505462646484,0.22488941252231598,0.34234723448753357,0.5352458953857422,0.2168932408094406,0.4130953550338745
