,when,was,the,special,report,on,managing,risks,of,extreme,events,and,disasters,to,advance,climate,change,adaptation,(,srex,),issued,?
the,0.5091903209686279,0.48711544275283813,1.0,0.3027077615261078,0.2556745111942291,0.5107308030128479,0.2366330474615097,0.19490332901477814,0.733189046382904,0.28210628032684326,0.3102840185165405,0.5171257257461548,0.27290815114974976,0.535392165184021,0.2887929677963257,0.2693597674369812,0.3641999065876007,0.2371719926595688,0.33289089798927307,0.2350984662771225,0.3456730246543884,0.22837360203266144,0.22068053483963013
special,0.2383107990026474,0.1585642695426941,0.3027077615261078,1.0000001192092896,0.26090309023857117,0.23108302056789398,0.12743592262268066,0.19552797079086304,0.27998968958854675,0.17354975640773773,0.20818887650966644,0.22352655231952667,0.1513182669878006,0.28623831272125244,0.2264459878206253,0.12264226377010345,0.21773160994052887,0.17250004410743713,0.1810780167579651,0.23873385787010193,0.207723930478096,0.1956758350133896,0.29623302817344666
report,0.1918206363916397,0.19926786422729492,0.2556745111942291,0.26090309023857117,0.9999998807907104,0.29382312297821045,0.19635127484798431,0.35063013434410095,0.22992923855781555,0.1376652866601944,0.1897103488445282,0.20391902327537537,0.31616440415382385,0.2559358477592468,0.21100467443466187,0.26226359605789185,0.24036449193954468,0.10189707577228546,0.21187053620815277,0.25771597027778625,0.20366355776786804,0.37258848547935486,0.3138936758041382
on,0.37706470489501953,0.3909217119216919,0.5107308030128479,0.23108302056789398,0.29382312297821045,0.9999999403953552,0.19989728927612305,0.2660863995552063,0.3966929316520691,0.22590048611164093,0.17586995661258698,0.4077630043029785,0.20755535364151,0.41031414270401,0.22016243636608124,0.23228000104427338,0.3118341565132141,0.1974506974220276,0.28656116127967834,0.20137682557106018,0.29937487840652466,0.2797412872314453,0.2714994251728058
renewable,0.22588351368904114,0.0990142896771431,0.21781468391418457,0.17285872995853424,0.24154633283615112,0.17283587157726288,0.2892192304134369,0.3365059792995453,0.22930222749710083,0.19783245027065277,0.17398740351200104,0.25729137659072876,0.35928255319595337,0.3290753662586212,0.13618460297584534,0.3808151185512543,0.25796085596084595,0.188020259141922,0.17632979154586792,0.15615446865558624,0.16476847231388092,0.12596310675144196,0.22101682424545288
energy,0.24666637182235718,0.15364649891853333,0.26756542921066284,0.16238754987716675,0.21150054037570953,0.15102268755435944,0.22669894993305206,0.363503634929657,0.26257598400115967,0.21572990715503693,0.1659521907567978,0.23934243619441986,0.2827909290790558,0.27179354429244995,0.1462302953004837,0.2738046944141388,0.26996466517448425,0.14315417408943176,0.18617090582847595,0.12708324193954468,0.1943506896495819,0.11531593650579453,0.14860127866268158
sources,0.19738903641700745,0.1857762485742569,0.27209216356277466,0.10734632611274719,0.2530360519886017,0.29381874203681946,0.11737100034952164,0.3250246047973633,0.20696839690208435,0.1739901453256607,0.21495215594768524,0.27464351058006287,0.21295800805091858,0.29232558608055115,0.17059436440467834,0.19039194285869598,0.20681042969226837,0.1456565260887146,0.27034464478492737,0.08128141611814499,0.27196794748306274,0.09070438891649246,0.2886999845504761
and,0.4716290831565857,0.3740963041782379,0.5171257257461548,0.22352655231952667,0.20391902327537537,0.4077630043029785,0.33013930916786194,0.23447446525096893,0.5116966962814331,0.28143152594566345,0.2040661722421646,1.0,0.17718666791915894,0.48971283435821533,0.21963612735271454,0.2292918860912323,0.2438346892595291,0.21907475590705872,0.4862271547317505,0.2343742847442627,0.4961937665939331,0.1752057820558548,0.20544172823429108
climate,0.18233810365200043,0.14714933931827545,0.2693597674369812,0.12264226377010345,0.26226359605789185,0.23228000104427338,0.19331520795822144,0.2924131155014038,0.25840428471565247,0.2930615246295929,0.21451230347156525,0.2292918860912323,0.32906749844551086,0.3023298978805542,0.07176081836223602,1.0000001192092896,0.3181478679180145,0.2647911310195923,0.1649118959903717,0.14773060381412506,0.17368096113204956,0.1718258112668991,0.19998492300510406
change,0.33026453852653503,0.18487286567687988,0.3641999065876007,0.21773160994052887,0.24036449193954468,0.3118341565132141,0.17563244700431824,0.23465827107429504,0.2569013833999634,0.20575763285160065,0.259019672870636,0.2438346892595291,0.20651613175868988,0.3581787943840027,0.19994796812534332,0.3181478679180145,0.9999998807907104,0.25126805901527405,0.20281900465488434,0.14583276212215424,0.20322290062904358,0.09773190319538116,0.24115969240665436
mitigation,0.21638886630535126,0.17901645600795746,0.3358740508556366,0.238052636384964,0.44560009241104126,0.22066448628902435,0.23842574656009674,0.41955775022506714,0.298712819814682,0.2543238699436188,0.2859809100627899,0.2166043072938919,0.41365012526512146,0.2657720744609833,0.24199023842811584,0.27314576506614685,0.3348773419857025,0.23157760500907898,0.1831885278224945,0.3303717374801636,0.185994952917099,0.22418461740016937,0.25207698345184326
(,0.2459595799446106,0.2980341613292694,0.33289089798927307,0.1810780167579651,0.21187053620815277,0.28656116127967834,0.20604591071605682,0.09758912026882172,0.35032153129577637,0.20059917867183685,0.1442832499742508,0.4862271547317505,0.13068298995494843,0.30882009863853455,0.2237558364868164,0.1649118959903717,0.20281900465488434,0.17352277040481567,0.9999999403953552,0.26627063751220703,0.9561100602149963,0.15583530068397522,0.40561532974243164
srren,0.18890316784381866,0.2722857594490051,0.256282240152359,0.10320506244897842,0.18267200887203217,0.22511601448059082,0.2076496183872223,0.13210363686084747,0.23186390101909637,0.17137959599494934,0.12929290533065796,0.29397302865982056,0.22569626569747925,0.20537874102592468,0.10574141144752502,0.19513262808322906,0.10714361071586609,0.19443179666996002,0.274058997631073,0.4087425470352173,0.25493931770324707,0.14706622064113617,0.2105533629655838
),0.2538422644138336,0.3267642855644226,0.3456730246543884,0.207723930478096,0.20366355776786804,0.29937487840652466,0.21095329523086548,0.08977162092924118,0.3680361211299896,0.19286008179187775,0.13881289958953857,0.4961937665939331,0.1333310306072235,0.31236231327056885,0.23022495210170746,0.17368096113204956,0.20322290062904358,0.14674295485019684,0.9561100602149963,0.2718771696090698,1.0,0.16145581007003784,0.42300865054130554
and,0.4716290831565857,0.3740963041782379,0.5171257257461548,0.22352655231952667,0.20391902327537537,0.4077630043029785,0.33013930916786194,0.23447446525096893,0.5116966962814331,0.28143152594566345,0.2040661722421646,1.0,0.17718666791915894,0.48971283435821533,0.21963612735271454,0.2292918860912323,0.2438346892595291,0.21907475590705872,0.4862271547317505,0.2343742847442627,0.4961937665939331,0.1752057820558548,0.20544172823429108
the,0.5091903209686279,0.48711544275283813,1.0,0.3027077615261078,0.2556745111942291,0.5107308030128479,0.2366330474615097,0.19490332901477814,0.733189046382904,0.28210628032684326,0.3102840185165405,0.5171257257461548,0.27290815114974976,0.535392165184021,0.2887929677963257,0.2693597674369812,0.3641999065876007,0.2371719926595688,0.33289089798927307,0.2350984662771225,0.3456730246543884,0.22837360203266144,0.22068053483963013
special,0.2383107990026474,0.1585642695426941,0.3027077615261078,1.0000001192092896,0.26090309023857117,0.23108302056789398,0.12743592262268066,0.19552797079086304,0.27998968958854675,0.17354975640773773,0.20818887650966644,0.22352655231952667,0.1513182669878006,0.28623831272125244,0.2264459878206253,0.12264226377010345,0.21773160994052887,0.17250004410743713,0.1810780167579651,0.23873385787010193,0.207723930478096,0.1956758350133896,0.29623302817344666
report,0.1918206363916397,0.19926786422729492,0.2556745111942291,0.26090309023857117,0.9999998807907104,0.29382312297821045,0.19635127484798431,0.35063013434410095,0.22992923855781555,0.1376652866601944,0.1897103488445282,0.20391902327537537,0.31616440415382385,0.2559358477592468,0.21100467443466187,0.26226359605789185,0.24036449193954468,0.10189707577228546,0.21187053620815277,0.25771597027778625,0.20366355776786804,0.37258848547935486,0.3138936758041382
on,0.37706470489501953,0.3909217119216919,0.5107308030128479,0.23108302056789398,0.29382312297821045,0.9999999403953552,0.19989728927612305,0.2660863995552063,0.3966929316520691,0.22590048611164093,0.17586995661258698,0.4077630043029785,0.20755535364151,0.41031414270401,0.22016243636608124,0.23228000104427338,0.3118341565132141,0.1974506974220276,0.28656116127967834,0.20137682557106018,0.29937487840652466,0.2797412872314453,0.2714994251728058
managing,0.22634300589561462,0.22950881719589233,0.2366330474615097,0.12743592262268066,0.19635127484798431,0.19989728927612305,1.0,0.2333761602640152,0.22500714659690857,0.11011600494384766,0.18580643832683563,0.33013930916786194,0.19082826375961304,0.25854212045669556,0.1814228892326355,0.19331520795822144,0.17563244700431824,0.05817350000143051,0.20604591071605682,0.24601289629936218,0.21095329523086548,0.1438862532377243,0.09971600025892258
risks,0.23268210887908936,0.08331801742315292,0.19490332901477814,0.19552797079086304,0.35063013434410095,0.2660863995552063,0.2333761602640152,1.0,0.2464045286178589,0.30636706948280334,0.2423391491174698,0.23447446525096893,0.34842613339424133,0.2748553454875946,0.22131852805614471,0.2924131155014038,0.23465827107429504,0.1641419678926468,0.09758912026882172,0.19270572066307068,0.08977162092924118,0.09843312203884125,0.1879974603652954
of,0.3757161796092987,0.4069072902202606,0.733189046382904,0.27998968958854675,0.22992923855781555,0.3966929316520691,0.22500714659690857,0.2464045286178589,1.0,0.3050978481769562,0.20782610774040222,0.5116966962814331,0.24030889570713043,0.41548454761505127,0.19167833030223846,0.25840428471565247,0.2569013833999634,0.14920257031917572,0.35032153129577637,0.2305206060409546,0.3680361211299896,0.2873246371746063,0.1826142966747284
extreme,0.18067298829555511,0.15127508342266083,0.28210628032684326,0.17354975640773773,0.1376652866601944,0.22590048611164093,0.11011600494384766,0.30636706948280334,0.3050978481769562,1.0000001192092896,0.2663627564907074,0.28143152594566345,0.26263031363487244,0.24075588583946228,0.21104638278484344,0.2930615246295929,0.20575763285160065,0.21183405816555023,0.20059917867183685,0.14745104312896729,0.19286008179187775,0.1376725435256958,0.12677998840808868
events,0.22676362097263336,0.19392384588718414,0.3102840185165405,0.20818887650966644,0.1897103488445282,0.17586995661258698,0.18580643832683563,0.2423391491174698,0.20782610774040222,0.2663627564907074,1.0000001192092896,0.2040661722421646,0.37087541818618774,0.22643153369426727,0.17565655708312988,0.21451230347156525,0.259019672870636,0.17843139171600342,0.1442832499742508,0.30075255036354065,0.13881289958953857,0.1482832133769989,0.09835197776556015
and,0.4716290831565857,0.3740963041782379,0.5171257257461548,0.22352655231952667,0.20391902327537537,0.4077630043029785,0.33013930916786194,0.23447446525096893,0.5116966962814331,0.28143152594566345,0.2040661722421646,1.0,0.17718666791915894,0.48971283435821533,0.21963612735271454,0.2292918860912323,0.2438346892595291,0.21907475590705872,0.4862271547317505,0.2343742847442627,0.4961937665939331,0.1752057820558548,0.20544172823429108
disasters,0.22551743686199188,0.17418766021728516,0.27290815114974976,0.1513182669878006,0.31616440415382385,0.20755535364151,0.19082826375961304,0.34842613339424133,0.24030889570713043,0.26263031363487244,0.37087541818618774,0.17718666791915894,1.0,0.2691348195075989,0.18198943138122559,0.32906749844551086,0.20651613175868988,0.14641766250133514,0.13068298995494843,0.2659446895122528,0.1333310306072235,0.17463724315166473,0.22316484153270721
to,0.5423505902290344,0.3636345863342285,0.535392165184021,0.28623831272125244,0.2559358477592468,0.41031414270401,0.25854212045669556,0.2748553454875946,0.41548454761505127,0.24075588583946228,0.22643153369426727,0.48971283435821533,0.2691348195075989,1.0,0.27594003081321716,0.3023298978805542,0.3581787943840027,0.15731778740882874,0.30882009863853455,0.11810771375894547,0.31236231327056885,0.1648298054933548,0.29463258385658264
advance,0.22051356732845306,0.2502216100692749,0.2887929677963257,0.2264459878206253,0.21100467443466187,0.22016243636608124,0.1814228892326355,0.22131852805614471,0.19167833030223846,0.21104638278484344,0.17565655708312988,0.21963612735271454,0.18198943138122559,0.27594003081321716,1.0,0.07176081836223602,0.19994796812534332,0.13079087436199188,0.2237558364868164,0.13290876150131226,0.23022495210170746,0.16674955189228058,0.21102593839168549
climate,0.18233810365200043,0.14714933931827545,0.2693597674369812,0.12264226377010345,0.26226359605789185,0.23228000104427338,0.19331520795822144,0.2924131155014038,0.25840428471565247,0.2930615246295929,0.21451230347156525,0.2292918860912323,0.32906749844551086,0.3023298978805542,0.07176081836223602,1.0000001192092896,0.3181478679180145,0.2647911310195923,0.1649118959903717,0.14773060381412506,0.17368096113204956,0.1718258112668991,0.19998492300510406
change,0.33026453852653503,0.18487286567687988,0.3641999065876007,0.21773160994052887,0.24036449193954468,0.3118341565132141,0.17563244700431824,0.23465827107429504,0.2569013833999634,0.20575763285160065,0.259019672870636,0.2438346892595291,0.20651613175868988,0.3581787943840027,0.19994796812534332,0.3181478679180145,0.9999998807907104,0.25126805901527405,0.20281900465488434,0.14583276212215424,0.20322290062904358,0.09773190319538116,0.24115969240665436
adaptation,0.13136638700962067,0.14957714080810547,0.2371719926595688,0.17250004410743713,0.10189707577228546,0.1974506974220276,0.05817350000143051,0.1641419678926468,0.14920257031917572,0.21183405816555023,0.17843139171600342,0.21907475590705872,0.14641766250133514,0.15731778740882874,0.13079087436199188,0.2647911310195923,0.25126805901527405,1.0000001192092896,0.17352277040481567,0.04312625899910927,0.14674295485019684,0.04307867959141731,0.138858363032341
(,0.2459595799446106,0.2980341613292694,0.33289089798927307,0.1810780167579651,0.21187053620815277,0.28656116127967834,0.20604591071605682,0.09758912026882172,0.35032153129577637,0.20059917867183685,0.1442832499742508,0.4862271547317505,0.13068298995494843,0.30882009863853455,0.2237558364868164,0.1649118959903717,0.20281900465488434,0.17352277040481567,0.9999999403953552,0.26627063751220703,0.9561100602149963,0.15583530068397522,0.40561532974243164
srex,0.16015437245368958,0.2821345329284668,0.2350984662771225,0.23873385787010193,0.25771597027778625,0.20137682557106018,0.24601289629936218,0.19270572066307068,0.2305206060409546,0.14745104312896729,0.30075255036354065,0.2343742847442627,0.2659446895122528,0.11810771375894547,0.13290876150131226,0.14773060381412506,0.14583276212215424,0.04312625899910927,0.26627063751220703,1.0,0.2718771696090698,0.20552948117256165,0.25551921129226685
),0.2538422644138336,0.3267642855644226,0.3456730246543884,0.207723930478096,0.20366355776786804,0.29937487840652466,0.21095329523086548,0.08977162092924118,0.3680361211299896,0.19286008179187775,0.13881289958953857,0.4961937665939331,0.1333310306072235,0.31236231327056885,0.23022495210170746,0.17368096113204956,0.20322290062904358,0.14674295485019684,0.9561100602149963,0.2718771696090698,1.0,0.16145581007003784,0.42300865054130554
.,0.475719153881073,0.40146201848983765,0.5934505462646484,0.26337340474128723,0.277835488319397,0.49257001280784607,0.2176615297794342,0.1644696742296219,0.5352458953857422,0.21937976777553558,0.1484961062669754,0.588965117931366,0.19444683194160461,0.4645031690597534,0.25103411078453064,0.22208234667778015,0.3244723975658417,0.2024645209312439,0.5072786808013916,0.3135693371295929,0.5363735556602478,0.2158607542514801,0.4130953550338745
