,why,was,the,student,group,called,``,the,methodists,?,''
and,0.27806392312049866,0.3740963041782379,0.5171257257461548,0.2391568422317505,0.3510662019252777,0.3251761794090271,0.036644238978624344,0.5171257257461548,0.24762584269046783,0.20544172823429108,0.021612688899040222
exceptionally,0.27218499779701233,0.2680617868900299,0.34864354133605957,0.15129873156547546,0.1502823382616043,0.2043161392211914,0.1839255839586258,0.34864354133605957,0.1707700788974762,0.1493367850780487,-0.027029426768422127
detailed,0.2876119017601013,0.14771351218223572,0.287728875875473,0.17731457948684692,0.11678044497966766,0.14505553245544434,-0.09122272580862045,0.287728875875473,0.13701453804969788,0.22426927089691162,0.13366103172302246
in,0.23227278888225555,0.45514053106307983,0.6662389636039734,0.254856139421463,0.2304753065109253,0.40847352147102356,0.04765888676047325,0.6662389636039734,0.24642148613929749,0.20430970191955566,0.07432962208986282
their,0.2619993984699249,0.2396296262741089,0.516537070274353,0.1515319049358368,0.31846651434898376,0.33472323417663574,0.05465886741876602,0.516537070274353,0.2836626172065735,0.1898253709077835,0.011550518684089184
bible,0.23430664837360382,0.21726252138614655,0.27647915482521057,0.18335537612438202,0.12880992889404297,0.2198602855205536,-0.012361351400613785,0.27647915482521057,0.3968636095523834,0.22667601704597473,0.038071148097515106
study,0.23703505098819733,0.18420368432998657,0.2533665597438812,0.37676331400871277,0.28618448972702026,0.27654188871383667,0.018686002120375633,0.2533665597438812,0.25408774614334106,0.15902167558670044,0.1005299910902977
",",0.2827242314815521,0.45456063747406006,0.4933079481124878,0.2261858433485031,0.2809832692146301,0.26549121737480164,0.09681109338998795,0.4933079481124878,0.2727557420730591,0.31091248989105225,-0.037358131259679794
opinions,0.3640403151512146,0.18434874713420868,0.22484979033470154,0.19374793767929077,0.23312844336032867,0.18200063705444336,0.07848519831895828,0.22484979033470154,0.33074530959129333,0.367843359708786,-0.05787144601345062
and,0.27806392312049866,0.3740963041782379,0.5171257257461548,0.2391568422317505,0.3510662019252777,0.3251761794090271,0.036644238978624344,0.5171257257461548,0.24762584269046783,0.20544172823429108,0.021612688899040222
disciplined,0.18649446964263916,0.2217814326286316,0.2254353016614914,0.26895326375961304,0.2117617130279541,0.24493104219436646,0.0894339308142662,0.2254353016614914,0.2611881494522095,0.08443240821361542,0.016230609267950058
lifestyle,0.1688959300518036,0.17311280965805054,0.262520432472229,0.13339248299598694,0.26042938232421875,0.20919139683246613,0.026376809924840927,0.262520432472229,0.24627013504505157,0.1593247801065445,0.04703741893172264
.,0.32909876108169556,0.40146201848983765,0.5934505462646484,0.20994822680950165,0.27268800139427185,0.300344854593277,0.05720457062125206,0.5934505462646484,0.2883146405220032,0.4130953550338745,-0.07181349396705627
,why,was,the,student,group,called,``,the,methodists,?,''
a,0.2667238116264343,0.4508470594882965,0.5829201340675354,0.3207114636898041,0.2594761848449707,0.4868806302547455,0.07272057235240936,0.5829201340675354,0.23617979884147644,0.23916715383529663,0.04890415817499161
small,0.2009722888469696,0.16572418808937073,0.39655908942222595,0.17439885437488556,0.31002482771873474,0.36828139424324036,0.10102039575576782,0.39655908942222595,0.1876787692308426,0.13914890587329865,0.08523771911859512
group,0.1530916690826416,0.1789962202310562,0.30795547366142273,0.2147483378648758,0.9999999403953552,0.3319643437862396,0.14310015738010406,0.30795547366142273,0.2457958310842514,0.13827809691429138,0.017886392772197723
of,0.28464117646217346,0.4069072902202606,0.733189046382904,0.20310284197330475,0.25542253255844116,0.4222904443740845,0.06780257821083069,0.733189046382904,0.3035426437854767,0.1826142966747284,0.13035868108272552
students,0.1645456701517105,0.19959072768688202,0.25268980860710144,0.7746244072914124,0.25015988945961,0.1514655500650406,-0.0182420052587986,0.25268980860710144,0.3840484321117401,0.18017297983169556,-0.024092674255371094
",",0.2827242314815521,0.45456063747406006,0.4933079481124878,0.2261858433485031,0.2809832692146301,0.26549121737480164,0.09681109338998795,0.4933079481124878,0.2727557420730591,0.31091248989105225,-0.037358131259679794
including,0.24291585385799408,0.21884717047214508,0.3738902807235718,0.1502692550420761,0.2925799489021301,0.3095756471157074,-0.045510437339544296,0.3738902807235718,0.2561652362346649,0.1633303165435791,-0.03566865250468254
john,0.22121897339820862,0.2875721752643585,0.2230520099401474,0.09058911353349686,0.1503848433494568,0.1628292202949524,0.011006556451320648,0.2230520099401474,0.2546778619289398,0.13162356615066528,0.00810936652123928
wesley,0.11203139275312424,0.244222953915596,0.1425647884607315,0.24374686181545258,0.06804579496383667,0.13975559175014496,-0.05419543758034706,0.1425647884607315,0.41978904604911804,0.1662333607673645,0.03319815546274185
",",0.2827242314815521,0.45456063747406006,0.4933079481124878,0.2261858433485031,0.2809832692146301,0.26549121737480164,0.09681109338998795,0.4933079481124878,0.2727557420730591,0.31091248989105225,-0.037358131259679794
charles,0.15176470577716827,0.28342804312705994,0.20777860283851624,0.15846939384937286,0.08685801178216934,0.13778330385684967,0.0007464891532436013,0.20777860283851624,0.24817778170108795,0.17366734147071838,-0.009746478870511055
wesley,0.11203139275312424,0.244222953915596,0.1425647884607315,0.24374686181545258,0.06804579496383667,0.13975559175014496,-0.05419543758034706,0.1425647884607315,0.41978904604911804,0.1662333607673645,0.03319815546274185
and,0.27806392312049866,0.3740963041782379,0.5171257257461548,0.2391568422317505,0.3510662019252777,0.3251761794090271,0.036644238978624344,0.5171257257461548,0.24762584269046783,0.20544172823429108,0.021612688899040222
george,0.11390091478824615,0.2601471245288849,0.2510760426521301,0.14137698709964752,0.136537566781044,0.12750159204006195,0.009980633854866028,0.2510760426521301,0.23772545158863068,0.1479024887084961,0.10133115202188492
whitefield,0.2190629541873932,0.29492220282554626,0.22695691883563995,0.1212739571928978,0.1627771109342575,0.178998202085495,-0.008476941846311092,0.22695691883563995,0.35655200481414795,0.1551922857761383,-0.023268338292837143
",",0.2827242314815521,0.45456063747406006,0.4933079481124878,0.2261858433485031,0.2809832692146301,0.26549121737480164,0.09681109338998795,0.4933079481124878,0.2727557420730591,0.31091248989105225,-0.037358131259679794
met,0.17875884473323822,0.3100595772266388,0.2303115278482437,0.3060048520565033,0.20112086832523346,0.23084348440170288,-0.016672847792506218,0.2303115278482437,0.20758695900440216,0.13848096132278442,0.04951654002070427
on,0.2698206305503845,0.3909217119216919,0.5107308030128479,0.17496874928474426,0.22796137630939484,0.25462663173675537,-0.03274054825305939,0.5107308030128479,0.17854467034339905,0.2714994251728058,0.04238596186041832
the,0.30742117762565613,0.48711544275283813,1.0,0.21259291470050812,0.30795547366142273,0.489897221326828,0.029072100296616554,1.0,0.25832629203796387,0.22068053483963013,0.041273195296525955
oxford,0.16012577712535858,0.22749270498752594,0.24588388204574585,0.25600510835647583,0.14864063262939453,0.23063381016254425,-0.01199510507285595,0.24588388204574585,0.32867690920829773,0.14411403238773346,0.030978159978985786
university,0.18185217678546906,0.290752112865448,0.263973206281662,0.46536099910736084,0.1525231897830963,0.22025726735591888,-0.05806000158190727,0.263973206281662,0.31217560172080994,0.11887256056070328,0.0635535717010498
campus,0.10480493307113647,0.271132230758667,0.20087170600891113,0.39494943618774414,0.10108404606580734,0.17662566900253296,-0.07097740471363068,0.20087170600891113,0.240730881690979,0.06952692568302155,0.044005997478961945
.,0.32909876108169556,0.40146201848983765,0.5934505462646484,0.20994822680950165,0.27268800139427185,0.300344854593277,0.05720457062125206,0.5934505462646484,0.2883146405220032,0.4130953550338745,-0.07181349396705627
