,what,was,the,title,of,abc,'s,broadcast,film,program,that,debuted,on,sundays,in,1962,?
sunday,0.2246854603290558,0.23012804985046387,0.21692955493927002,0.14728936553001404,0.13926826417446136,0.29011502861976624,-0.01155957393348217,0.35669150948524475,0.17426419258117676,0.19545039534568787,0.26095932722091675,0.2930837869644165,0.34206917881965637,0.8418558239936829,0.20307813584804535,-0.05131528154015541,0.23753786087036133
nights,0.13745176792144775,0.22070999443531036,0.2459263801574707,0.22039812803268433,0.12694916129112244,0.2151530534029007,0.03456372395157814,0.30094674229621887,0.2087395191192627,0.1694110780954361,0.21546503901481628,0.266242653131485,0.2920009195804596,0.39860838651657104,0.20632196962833405,-0.09752870351076126,0.12477648258209229
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.2263992726802826,0.5696388483047485,0.1697147786617279,-0.037580832839012146,0.26723843812942505,0.22183799743652344,0.1994907110929489,0.435920387506485,0.25110283493995667,0.46853652596473694,0.2116008996963501,1.0,-0.0651141032576561,0.20430970191955566
1962,-0.001027831924147904,-0.03281155601143837,-0.023296929895877838,-0.06445979326963425,0.01980927400290966,-0.12502028048038483,0.02088261768221855,-0.08139665424823761,-0.010105723515152931,-0.05467388033866882,-0.010425219312310219,-0.15012389421463013,-0.12164092063903809,-0.11848847568035126,-0.0651141032576561,1.0000001192092896,-0.008269774727523327
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.2202284336090088,0.4946078956127167,0.2097204476594925,-0.0016132977325469255,0.24917922914028168,0.2552308440208435,0.17760658264160156,0.4137537479400635,0.23864160478115082,0.49057599902153015,0.2922166585922241,0.5201468467712402,-0.05353415384888649,0.31091248989105225
with,0.2464839518070221,0.27411898970603943,0.4223487675189972,0.16094465553760529,0.41827285289764404,0.17432008683681488,-0.04624466598033905,0.1932039111852646,0.10958370566368103,0.14732027053833008,0.4154358208179474,0.20936383306980133,0.40749499201774597,0.24701900780200958,0.4080928862094879,-0.07231000065803528,0.2433311939239502
the,0.42745697498321533,0.48711544275283813,1.0,0.27465343475341797,0.733189046382904,0.2068762183189392,-0.01540423184633255,0.2713715434074402,0.2824619710445404,0.22986935079097748,0.5473989248275757,0.28418588638305664,0.5107308030128479,0.22255757451057434,0.6662389636039734,-0.023296929895877838,0.22068053483963013
launch,0.22967466711997986,0.22367219626903534,0.2628649175167084,0.16707582771778107,0.20697395503520966,0.21600057184696198,0.01992534101009369,0.29535678029060364,0.1425224393606186,0.30474361777305603,0.23042123019695282,0.24681630730628967,0.2868025302886963,0.21730700135231018,0.19686491787433624,0.01397730503231287,0.22009649872779846
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.18969319760799408,1.0,0.14607268571853638,-0.03817026689648628,0.20155203342437744,0.22166931629180908,0.17376001179218292,0.41498205065727234,0.18094587326049805,0.3966929316520691,0.1340562403202057,0.5696388483047485,0.01980927400290966,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,1.0,0.27465343475341797,0.733189046382904,0.2068762183189392,-0.01540423184633255,0.2713715434074402,0.2824619710445404,0.22986935079097748,0.5473989248275757,0.28418588638305664,0.5107308030128479,0.22255757451057434,0.6662389636039734,-0.023296929895877838,0.22068053483963013
abc,0.1317344456911087,0.21565799415111542,0.2068762183189392,0.15317635238170624,0.14607268571853638,1.0000001192092896,0.06670809537172318,0.4876510202884674,0.19744548201560974,0.28949791193008423,0.17440107464790344,0.27247121930122375,0.2862928807735443,0.33209943771362305,0.1697147786617279,-0.12502028048038483,0.19065172970294952
sunday,0.2246854603290558,0.23012804985046387,0.21692955493927002,0.14728936553001404,0.13926826417446136,0.29011502861976624,-0.01155957393348217,0.35669150948524475,0.17426419258117676,0.19545039534568787,0.26095932722091675,0.2930837869644165,0.34206917881965637,0.8418558239936829,0.20307813584804535,-0.05131528154015541,0.23753786087036133
night,0.20251014828681946,0.21724213659763336,0.2817382514476776,0.20295418798923492,0.19958451390266418,0.21145369112491608,0.023643653839826584,0.2727527320384979,0.16247713565826416,0.21970747411251068,0.27608349919319153,0.2687590420246124,0.28230446577072144,0.3646780252456665,0.24847309291362762,-0.040507055819034576,0.13794848322868347
movie,0.19373337924480438,0.3245687186717987,0.2636405825614929,0.19457311928272247,0.2027330845594406,0.24821209907531738,0.0758422240614891,0.31659966707229614,0.7101938724517822,0.20881445705890656,0.21549339592456818,0.2774522006511688,0.2304898053407669,0.20849449932575226,0.2507663369178772,-0.005415365565568209,0.18408656120300293
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.2202284336090088,0.4946078956127167,0.2097204476594925,-0.0016132977325469255,0.24917922914028168,0.2552308440208435,0.17760658264160156,0.4137537479400635,0.23864160478115082,0.49057599902153015,0.2922166585922241,0.5201468467712402,-0.05353415384888649,0.31091248989105225
which,0.5261979103088379,0.2830964922904968,0.6521818041801453,0.22373083233833313,0.5011631846427917,0.1991286277770996,0.03856118768453598,0.26385819911956787,0.15144312381744385,0.3116832673549652,0.6894589066505432,0.17272479832172394,0.4245251417160034,0.2564515769481659,0.4840516746044159,-0.00023798574693500996,0.25814583897590637
debuted,0.08543460816144943,0.3357197344303131,0.28418588638305664,0.17168311774730682,0.18094587326049805,0.27247121930122375,0.025340793654322624,0.35800012946128845,0.2132939249277115,0.22954562306404114,0.13997265696525574,0.9999999403953552,0.3414226770401001,0.38769403100013733,0.25110283493995667,-0.15012389421463013,0.12089905142784119
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.23181948065757751,0.5052502155303955,0.21331243216991425,0.04866964742541313,0.2046348601579666,0.19172197580337524,0.2779408395290375,0.47537946701049805,0.22790193557739258,0.3848365545272827,0.18547041714191437,0.539380669593811,-0.10114685446023941,0.23916715383529663
year,0.15184831619262695,0.3209837079048157,0.3609684407711029,0.1854516863822937,0.2578314542770386,0.2373921275138855,-0.04087831452488899,0.23991180956363678,0.22832289338111877,0.17092710733413696,0.2826407253742218,0.30176782608032227,0.27628999948501587,0.33516186475753784,0.3359307050704956,-0.018759602680802345,0.18315006792545319
behind,0.1959938108921051,0.27558037638664246,0.38928431272506714,0.10400116443634033,0.2801654636859894,0.13531123101711273,0.06894329190254211,0.12564261257648468,0.167726069688797,0.11086055636405945,0.33211183547973633,0.1585085541009903,0.32823121547698975,0.11157362163066864,0.3174246549606323,-0.043467290699481964,0.19274599850177765
its,0.30393704771995544,0.3518870174884796,0.559237003326416,0.1844891905784607,0.48690423369407654,0.19045390188694,0.03202139586210251,0.22796769440174103,0.14654311537742615,0.22245895862579346,0.416561484336853,0.14871901273727417,0.34331920742988586,0.18585744500160217,0.3793783485889435,-0.020631538704037666,0.15103481709957123
competitors,0.21241851150989532,0.24050508439540863,0.25828930735588074,0.17617784440517426,0.16556251049041748,0.09631531685590744,0.0763479620218277,0.19752918183803558,0.12189094722270966,0.27896690368652344,0.33175650238990784,0.29589155316352844,0.1987839788198471,0.2554362118244171,0.18733935058116913,-0.06422872841358185,0.16859129071235657
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.20763245224952698,0.5116966962814331,0.16453155875205994,0.06895173341035843,0.22526025772094727,0.23832054436206818,0.24895258247852325,0.4731321930885315,0.17266049981117249,0.4077630043029785,0.22147157788276672,0.4954058527946472,-0.05160701274871826,0.20544172823429108
was,0.22111038863658905,1.0000001192092896,0.48711544275283813,0.19408874213695526,0.4069072902202606,0.21565799415111542,0.008974763564765453,0.24068336188793182,0.25235438346862793,0.1849333792924881,0.33670201897621155,0.3357197344303131,0.3909217119216919,0.1982128620147705,0.45514053106307983,-0.03281155601143837,0.18412111699581146
initially,0.24580118060112,0.3788634240627289,0.2997018098831177,0.12177027016878128,0.21367986500263214,0.17420388758182526,0.019572511315345764,0.23533475399017334,0.18247748911380768,0.23201152682304382,0.3341445326805115,0.1862276941537857,0.23948808014392853,0.1951446682214737,0.2391221970319748,0.04655928909778595,0.0699334517121315
presented,0.23381416499614716,0.2883085608482361,0.3251480758190155,0.20190231502056122,0.30231305956840515,0.2885449528694153,0.016211573034524918,0.4302695095539093,0.23568877577781677,0.3010672330856323,0.30667775869369507,0.26902830600738525,0.2615085244178772,0.31012335419654846,0.3047972023487091,-0.09389891475439072,0.17025142908096313
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.2263992726802826,0.5696388483047485,0.1697147786617279,-0.037580832839012146,0.26723843812942505,0.22183799743652344,0.1994907110929489,0.435920387506485,0.25110283493995667,0.46853652596473694,0.2116008996963501,1.0,-0.0651141032576561,0.20430970191955566
black-and-white,0.2351612001657486,0.23849615454673767,0.3203617334365845,0.18266960978507996,0.2723461091518402,0.2835651934146881,0.06830554455518723,0.1584600955247879,0.23729583621025085,0.1812545210123062,0.2993934750556946,0.2293265461921692,0.254519522190094,0.2448159009218216,0.2829163372516632,-0.003993597347289324,0.22171147167682648
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.26782113313674927,0.5352458953857422,0.2567209303379059,-0.003708066651597619,0.2280997633934021,0.22823183238506317,0.18964338302612305,0.4460422694683075,0.2639025151729584,0.49257001280784607,0.2299177646636963,0.5591574311256409,-0.12549011409282684,0.4130953550338745
