,disney-abc,television,group,merged,with,abc,studios,and,what,other,entity,in,2009,?
and,0.2604368329048157,0.29514092206954956,0.3510662019252777,0.1286735236644745,0.5477725267410278,0.16453155875205994,0.18634970486164093,1.0,0.31309178471565247,0.5504306554794312,0.20907706022262573,0.4954058527946472,-0.22857710719108582,0.20544172823429108
abc,0.48218587040901184,0.46871840953826904,0.11665991693735123,0.0735054463148117,0.17432008683681488,1.0000001192092896,0.2829587459564209,0.16453155875205994,0.1317344456911087,0.10159935057163239,0.1619563102722168,0.1697147786617279,-0.07355155050754547,0.19065172970294952
studios,0.5322714447975159,0.33228906989097595,0.11975184828042984,0.16911423206329346,0.23169972002506256,0.2829587459564209,1.0,0.18634970486164093,0.15965642035007477,0.1658579409122467,0.12348120659589767,0.24788589775562286,0.06172221153974533,0.16383133828639984
into,0.18150608241558075,0.11788928508758545,0.1627434939146042,0.3618413507938385,0.2912435233592987,0.10410027205944061,0.1491899937391281,0.36597734689712524,0.2180619090795517,0.25933539867401123,0.14294084906578064,0.38021373748779297,-0.17762547731399536,0.15662476420402527
a,0.2708562910556793,0.22552843391895294,0.2594761848449707,0.1895846575498581,0.3783375024795532,0.21331243216991425,0.18739166855812073,0.3739250600337982,0.3320399522781372,0.2806335389614105,0.2841722071170807,0.539380669593811,-0.24348297715187073,0.23916715383529663
new,0.22764849662780762,0.25368571281433105,0.16508643329143524,0.2739197015762329,0.24325589835643768,0.20663127303123474,0.23893235623836517,0.31402453780174255,0.2130378633737564,0.2957918047904968,0.21284884214401245,0.3758552670478821,-0.18248754739761353,0.14782847464084625
division,0.17917011678218842,0.18900638818740845,0.21565891802310944,0.15254658460617065,0.14527691900730133,0.24142871797084808,0.1583959013223648,0.23460866510868073,0.19144181907176971,0.15898381173610687,0.15054139494895935,0.2658538520336151,-0.1452174335718155,0.08900629729032516
",",0.24468442797660828,0.27995240688323975,0.2809832692146301,0.2192392498254776,0.4120737314224243,0.2097204476594925,0.2194606214761734,0.6633074283599854,0.3087472915649414,0.4446498453617096,0.19129666686058044,0.5201468467712402,-0.3093184232711792,0.31091248989105225
abc,0.48218587040901184,0.46871840953826904,0.11665991693735123,0.0735054463148117,0.17432008683681488,1.0000001192092896,0.2829587459564209,0.16453155875205994,0.1317344456911087,0.10159935057163239,0.1619563102722168,0.1697147786617279,-0.07355155050754547,0.19065172970294952
entertainment,0.4061053991317749,0.37605300545692444,0.21839508414268494,0.15221039950847626,0.22968845069408417,0.28069135546684265,0.4293292164802551,0.2582898437976837,0.21648827195167542,0.22955796122550964,0.17732998728752136,0.20493005216121674,-0.038295187056064606,0.11855241656303406
group,0.20508883893489838,0.14428815245628357,0.9999999403953552,0.13873474299907684,0.23998425900936127,0.11665991693735123,0.11975184828042984,0.3510662019252777,0.2114069163799286,0.3767421245574951,0.2090454250574112,0.2304753065109253,-0.12655717134475708,0.13827809691429138
",",0.24468442797660828,0.27995240688323975,0.2809832692146301,0.2192392498254776,0.4120737314224243,0.2097204476594925,0.2194606214761734,0.6633074283599854,0.3087472915649414,0.4446498453617096,0.19129666686058044,0.5201468467712402,-0.3093184232711792,0.31091248989105225
which,0.3078937828540802,0.21160198748111725,0.32466647028923035,0.16748248040676117,0.46403205394744873,0.1991286277770996,0.19342312216758728,0.506277859210968,0.5261979103088379,0.50507652759552,0.2909833490848541,0.4840516746044159,-0.23722223937511444,0.25814583897590637
would,0.258760541677475,0.17012080550193787,0.15431860089302063,0.25939545035362244,0.38372042775154114,0.13780725002288818,0.15916910767555237,0.34921059012413025,0.45766422152519226,0.37565508484840393,0.20729023218154907,0.30461156368255615,-0.2860099673271179,0.37178951501846313
be,0.26940080523490906,0.21234801411628723,0.21518005430698395,0.2050747275352478,0.36101722717285156,0.14780379831790924,0.16055795550346375,0.41766801476478577,0.3929833769798279,0.4629868268966675,0.2448408603668213,0.3481820821762085,-0.2188660204410553,0.3324260413646698
responsible,0.14570961892604828,0.17840315401554108,0.25306612253189087,0.07239914685487747,0.1930297166109085,0.13014128804206848,0.13337695598602295,0.29945531487464905,0.26869386434555054,0.21337731182575226,0.2557980418205261,0.24309778213500977,-0.20675234496593475,0.11367333680391312
for,0.235372394323349,0.27045196294784546,0.24519909918308258,0.13095442950725555,0.39140474796295166,0.22510288655757904,0.14505156874656677,0.5064792633056641,0.3017193675041199,0.3273986279964447,0.18166229128837585,0.4322226941585541,-0.20903140306472778,0.264628142118454
both,0.24302981793880463,0.16104763746261597,0.2148570716381073,0.14584286510944366,0.4766458570957184,0.1231609657406807,0.12115994840860367,0.5503310561180115,0.3361809551715851,0.48922300338745117,0.2631151080131531,0.3960166871547699,-0.22249606251716614,0.19455738365650177
its,0.2787948250770569,0.1756780445575714,0.2008703351020813,0.14409181475639343,0.3087116777896881,0.19045390188694,0.21129365265369415,0.3841775357723236,0.30393704771995544,0.29483991861343384,0.23230299353599548,0.3793783485889435,-0.21331872045993805,0.15103481709957123
production,0.3093394339084625,0.2539292275905609,0.17353308200836182,0.06416813284158707,0.25508856773376465,0.23261262476444244,0.40240782499313354,0.25569969415664673,0.16636081039905548,0.19805970788002014,0.11780815571546555,0.22079120576381683,-0.09101264923810959,0.19318072497844696
and,0.2604368329048157,0.29514092206954956,0.3510662019252777,0.1286735236644745,0.5477725267410278,0.16453155875205994,0.18634970486164093,1.0,0.31309178471565247,0.5504306554794312,0.20907706022262573,0.4954058527946472,-0.22857710719108582,0.20544172823429108
broadcasting,0.4141359329223633,0.6134137511253357,0.20696769654750824,0.20967279374599457,0.21988992393016815,0.45669859647750854,0.3828892707824707,0.2752234637737274,0.18499015271663666,0.19949008524417877,0.23536793887615204,0.27609771490097046,-0.20367859303951263,0.10870421677827835
operations,0.15172553062438965,0.20516012609004974,0.2881830334663391,0.09926173090934753,0.2251075953245163,0.17405781149864197,0.1577804833650589,0.283679723739624,0.1829104721546173,0.21768073737621307,0.22529321908950806,0.2654678225517273,-0.28782862424850464,0.13622350990772247
.,0.2878374457359314,0.2806251645088196,0.27268800139427185,0.18283970654010773,0.4446153938770294,0.2567209303379059,0.1911878138780594,0.588965117931366,0.3567904531955719,0.41511186957359314,0.24862751364707947,0.5591574311256409,-0.3028804063796997,0.4130953550338745
