,abc,aired,symphony,performances,by,what,conductor,?
whiteman,0.28647178411483765,0.19552338123321533,0.2914029061794281,0.26429125666618347,0.2738196849822998,0.1951242983341217,0.3134985566139221,0.20019450783729553
",",0.2097204476594925,0.2195960283279419,0.22059956192970276,0.24997647106647491,0.3680937886238098,0.3087472915649414,0.2754141688346863,0.31091248989105225
performances,0.15612252056598663,0.29124847054481506,0.4265454113483429,1.0000001192092896,0.2159411609172821,0.173678919672966,0.35593798756599426,0.15137696266174316
from,0.12159302085638046,0.21616578102111816,0.19738002121448517,0.16207991540431976,0.3373257517814636,0.2737620174884796,0.11411847174167633,0.19969791173934937
the,0.2068762183189392,0.2525516450405121,0.2237418293952942,0.28274261951446533,0.4408751428127289,0.42745697498321533,0.16887977719306946,0.22068053483963013
metropolitan,0.16606685519218445,0.17209161818027496,0.28768569231033325,0.2882344722747803,0.16927392780780792,0.15624397993087769,0.25937727093696594,0.1861504763364792
opera,0.28884679079055786,0.28697147965431213,0.458105206489563,0.47236332297325134,0.16073735058307648,0.19126243889331818,0.4485187232494354,0.12079104036092758
",",0.2097204476594925,0.2195960283279419,0.22059956192970276,0.24997647106647491,0.3680937886238098,0.3087472915649414,0.2754141688346863,0.31091248989105225
and,0.16453155875205994,0.2092604786157608,0.1939915418624878,0.2993272542953491,0.4289871156215668,0.31309178471565247,0.20400647819042206,0.20544172823429108
jazz,0.18586137890815735,0.1528175175189972,0.33724698424339294,0.3205154836177826,0.1343727558851242,0.11757855117321014,0.3662612736225128,0.17092959582805634
concerts,0.16239112615585327,0.23194223642349243,0.5544992089271545,0.5907589197158813,0.20443029701709747,0.12693393230438232,0.4567303955554962,0.1105763241648674
aired,0.5025622844696045,1.0000001192092896,0.1802164912223816,0.29124847054481506,0.23136848211288452,0.1692323386669159,0.19186167418956757,0.22283338010311127
as,0.2286096066236496,0.17256414890289307,0.17370790243148804,0.2778730094432831,0.3815547823905945,0.31749409437179565,0.188624307513237,0.27043893933296204
part,0.13526929914951324,0.218070387840271,0.19929324090480804,0.1781160533428192,0.28271573781967163,0.3476244807243347,0.18609924614429474,0.08557961881160736
of,0.14607268571853638,0.15519371628761292,0.23093383014202118,0.21684497594833374,0.3646814823150635,0.33290785551071167,0.1300535798072815,0.1826142966747284
its,0.19045390188694,0.24988263845443726,0.20773786306381226,0.21656090021133423,0.24398943781852722,0.30393704771995544,0.14642789959907532,0.15103481709957123
broadcast,0.4876510202884674,0.5757981538772583,0.3069514334201813,0.3403499722480774,0.22584840655326843,0.17857211828231812,0.2558909058570862,0.15760008990764618
of,0.14607268571853638,0.15519371628761292,0.23093383014202118,0.21684497594833374,0.3646814823150635,0.33290785551071167,0.1300535798072815,0.1826142966747284
the,0.2068762183189392,0.2525516450405121,0.2237418293952942,0.28274261951446533,0.4408751428127289,0.42745697498321533,0.16887977719306946,0.22068053483963013
chamber,0.08184900879859924,0.09594550728797913,0.2858867347240448,0.2322622686624527,0.16238753497600555,0.1224752739071846,0.23042970895767212,0.04307165369391441
music,0.2344057261943817,0.2148413062095642,0.47716888785362244,0.45040184259414673,0.28659453988075256,0.23070453107357025,0.411465585231781,0.18264494836330414
society,0.09681165218353271,0.11910901963710785,0.21781976521015167,0.2623673677444458,0.14365209639072418,0.23231269419193268,0.18693090975284576,0.1373005360364914
of,0.14607268571853638,0.15519371628761292,0.23093383014202118,0.21684497594833374,0.3646814823150635,0.33290785551071167,0.1300535798072815,0.1826142966747284
lower,0.11324325948953629,0.08199319988489151,0.13738831877708435,0.06930798292160034,0.17122666537761688,0.20079238712787628,0.07617945224046707,0.08471795171499252
basin,0.17425385117530823,0.12359362095594406,0.11619734764099121,0.09099587053060532,0.19840280711650848,0.1565224826335907,0.17580202221870422,0.14685653150081635
street,0.1996762454509735,0.24240712821483612,0.14573153853416443,0.22662006318569183,0.16118578612804413,0.14271703362464905,0.10120461136102676,0.07315441966056824
announced,0.20444560050964355,0.28923895955085754,0.14802077412605286,0.24073079228401184,0.208782359957695,0.09249057620763779,0.08699843287467957,0.17416009306907654
by,0.17600902915000916,0.23136848211288452,0.1540825068950653,0.2159411609172821,1.0000001192092896,0.2455483376979828,0.14902475476264954,0.17966607213020325
milton,0.19641965627670288,0.14729011058807373,0.1655556708574295,0.17487099766731262,0.19381706416606903,0.19606824219226837,0.1692814975976944,0.1688244491815567
cross,0.15315373241901398,0.0844917818903923,0.10664777457714081,0.060725752264261246,0.20809641480445862,0.1799720823764801,0.1708444058895111,0.12288589030504227
.,0.2567209303379059,0.2278250902891159,0.19065234065055847,0.22665591537952423,0.3936232924461365,0.3567904531955719,0.18483777344226837,0.4130953550338745
