,by,justification,certain,racial,and,geographical,theories,",",europe,thought,of,itself,as,what,?
superior,0.21738117933273315,0.251077800989151,0.21715523302555084,0.3014834225177765,0.22918622195720673,0.20909547805786133,0.18689493834972382,0.2323935180902481,0.1478884369134903,0.2566071152687073,0.3148541748523712,0.20217181742191315,0.20624326169490814,0.2175816148519516,0.08769503235816956
and,0.4289871156215668,0.22579629719257355,0.36360108852386475,0.25171521306037903,1.0,0.2914482355117798,0.2395821362733841,0.6633074283599854,0.3463572859764099,0.34702804684638977,0.5116966962814331,0.2663651406764984,0.49487000703811646,0.31309178471565247,0.20544172823429108
the,0.4408751428127289,0.26831284165382385,0.392071396112442,0.21064363420009613,0.5171257257461548,0.3164447844028473,0.24012529850006104,0.4933079481124878,0.34463706612586975,0.3509289622306824,0.733189046382904,0.45971640944480896,0.48381632566452026,0.42745697498321533,0.22068053483963013
norm,0.11919830739498138,0.19775795936584473,0.25400152802467346,0.22926296293735504,0.25557422637939453,0.11251284927129745,0.16595612466335297,0.20988225936889648,0.1238865926861763,0.13662715256214142,0.07171522080898285,0.1890934258699417,0.24783313274383545,0.2015267312526703,0.19331911206245422
",",0.3680937886238098,0.28414639830589294,0.28759655356407166,0.2529792785644531,0.6633074283599854,0.2952534854412079,0.18424807488918304,1.0000001192092896,0.2542513906955719,0.2965437173843384,0.4946078956127167,0.2783147692680359,0.48816442489624023,0.3087472915649414,0.31091248989105225
which,0.40543368458747864,0.3810770809650421,0.5292714238166809,0.19829218089580536,0.506277859210968,0.3198205530643463,0.29404017329216003,0.3658004403114319,0.23978596925735474,0.3462379276752472,0.5011631846427917,0.5675862431526184,0.41006597876548767,0.5261979103088379,0.25814583897590637
justified,0.2476484179496765,0.6792376041412354,0.2689710855484009,0.21089127659797668,0.2443014681339264,0.19799618422985077,0.25834712386131287,0.2919631898403168,0.21114176511764526,0.4112914800643921,0.21700510382652283,0.2410765290260315,0.25866401195526123,0.3712652921676636,0.38761505484580994
its,0.24398943781852722,0.24148014187812805,0.3204604387283325,0.17408670485019684,0.3841775357723236,0.2866438031196594,0.22449824213981628,0.33157986402511597,0.23578834533691406,0.2686062455177307,0.48690423369407654,0.5226107835769653,0.31874480843544006,0.30393704771995544,0.15103481709957123
dominance,0.20267850160598755,0.3467526435852051,0.28539860248565674,0.28157198429107666,0.30922091007232666,0.2990541160106659,0.30248746275901794,0.21292094886302948,0.27696505188941956,0.24112293124198914,0.3554438352584839,0.3061472773551941,0.23833465576171875,0.27423277497291565,0.08315658569335938
over,0.29360154271125793,0.28236815333366394,0.29151302576065063,0.09080322831869125,0.4021143913269043,0.2048691362142563,0.1998208612203598,0.3301127254962921,0.3086998760700226,0.2780161499977112,0.36136594414711,0.30271589756011963,0.3506779670715332,0.28007611632347107,0.25742942094802856
the,0.4408751428127289,0.26831284165382385,0.392071396112442,0.21064363420009613,0.5171257257461548,0.3164447844028473,0.24012529850006104,0.4933079481124878,0.34463706612586975,0.3509289622306824,0.733189046382904,0.45971640944480896,0.48381632566452026,0.42745697498321533,0.22068053483963013
essentialized,0.2768052816390991,0.36822375655174255,0.4597592353820801,0.2378736138343811,0.3162422180175781,0.22965958714485168,0.30384793877601624,0.28762295842170715,0.19138354063034058,0.2850343883037567,0.3074861764907837,0.39282798767089844,0.28251174092292786,0.3235507309436798,0.1937967985868454
orient,0.11474709212779999,0.1375771164894104,0.15858007967472076,0.2099369317293167,0.1526370793581009,0.2357194572687149,0.10854076594114304,0.17927058041095734,0.17802192270755768,0.10247396677732468,0.20063620805740356,0.14050991833209991,0.06920909136533737,0.12409209460020065,0.11546461284160614
.,0.3936232924461365,0.27713653445243835,0.2603873014450073,0.22679263353347778,0.588965117931366,0.24650725722312927,0.18147483468055725,0.6812511086463928,0.31984585523605347,0.3521888852119446,0.5352458953857422,0.28960058093070984,0.515582263469696,0.3567904531955719,0.4130953550338745
