,what,did,luther,use,the,hymn,to,encourage,colleagues,to,do,?
sent,0.19595611095428467,0.3411059081554413,0.16650304198265076,0.18805938959121704,0.3010627329349518,0.17294597625732422,0.34694167971611023,0.18544675409793854,0.1557786464691162,0.34694167971611023,0.1656864732503891,0.10903520882129669
it,0.45803478360176086,0.2993364930152893,0.15365919470787048,0.34436097741127014,0.6251175999641418,0.18387563526630402,0.513711154460907,0.2397700697183609,0.14690245687961578,0.513711154460907,0.337066113948822,0.25732165575027466
as,0.31749409437179565,0.3596470057964325,0.20242992043495178,0.3453201949596405,0.48381632566452026,0.15318240225315094,0.42092081904411316,0.28108420968055725,0.26400426030158997,0.42092081904411316,0.38329678773880005,0.27043893933296204
a,0.3320399522781372,0.2552328109741211,0.17967689037322998,0.30793872475624084,0.5829201340675354,0.1312560737133026,0.45503583550453186,0.22210997343063354,0.16711650788784027,0.45503583550453186,0.26237669587135315,0.23916715383529663
sample,0.2470649778842926,0.14558300375938416,0.16743215918540955,0.18423238396644592,0.21526014804840088,0.1660471260547638,0.2193089872598648,0.16203810274600983,0.22646938264369965,0.2193089872598648,0.16569477319717407,0.2070276141166687
to,0.455847829580307,0.4452643394470215,0.18029534816741943,0.47261837124824524,0.535392165184021,0.1294938325881958,1.0,0.4254889488220215,0.25015169382095337,1.0,0.38876664638519287,0.29463258385658264
encourage,0.32112085819244385,0.33932557702064514,0.16028201580047607,0.36989736557006836,0.25321751832962036,0.2019292712211609,0.4254889488220215,0.9999999403953552,0.19920702278614044,0.4254889488220215,0.43552640080451965,0.3081754148006439
evangelical,0.20315878093242645,0.13638198375701904,0.46746668219566345,0.15072840452194214,0.23743100464344025,0.3670145273208618,0.24407906830310822,0.20492693781852722,0.1675177812576294,0.24407906830310822,0.1794680505990982,0.16597984731197357
colleagues,0.23925349116325378,0.2787981927394867,0.15299086272716522,0.1288362443447113,0.1930164247751236,0.09980878233909607,0.25015169382095337,0.19920702278614044,1.0,0.25015169382095337,0.17421075701713562,0.15860716998577118
to,0.455847829580307,0.4452643394470215,0.18029534816741943,0.47261837124824524,0.535392165184021,0.1294938325881958,1.0,0.4254889488220215,0.25015169382095337,1.0,0.38876664638519287,0.29463258385658264
write,0.37596118450164795,0.33173128962516785,0.14316920936107635,0.3781275749206543,0.23380951583385468,0.3005315959453583,0.4184085726737976,0.3610144257545471,0.23171018064022064,0.4184085726737976,0.3304080665111542,0.3189060389995575
psalm-hymns,0.2279721349477768,0.19258864223957062,0.31433340907096863,0.22062203288078308,0.24112920463085175,0.6869863271713257,0.15113094449043274,0.16963282227516174,0.20625180006027222,0.15113094449043274,0.17275869846343994,0.19410622119903564
for,0.3017193675041199,0.318512886762619,0.12958186864852905,0.47655582427978516,0.4739971458911896,0.1612643152475357,0.4451248347759247,0.3451491594314575,0.19370527565479279,0.4451248347759247,0.29510271549224854,0.264628142118454
use,0.3453877568244934,0.32446643710136414,0.10849796235561371,1.0,0.34342584013938904,0.11637894064188004,0.47261837124824524,0.36989736557006836,0.1288362443447113,0.47261837124824524,0.4545445144176483,0.32795652747154236
in,0.30808621644973755,0.2593238651752472,0.20523880422115326,0.2715643048286438,0.6662389636039734,0.15935353934764862,0.45010748505592346,0.2503052353858948,0.21033704280853271,0.45010748505592346,0.23402775824069977,0.20430970191955566
german,0.1960553526878357,0.2048940509557724,0.28169330954551697,0.19428829848766327,0.256483793258667,0.18321937322616577,0.15143753588199615,0.17057126760482788,0.13095173239707947,0.15143753588199615,0.13675272464752197,0.13978645205497742
worship,0.2504543364048004,0.2547917664051056,0.24786995351314545,0.21360698342323303,0.2739982008934021,0.37755128741264343,0.2843751609325409,0.32156071066856384,0.08095735311508179,0.2843751609325409,0.22301456332206726,0.17813213169574738
.,0.3567904531955719,0.35288307070732117,0.24907569587230682,0.3711656630039215,0.5934505462646484,0.18054819107055664,0.4645031690597534,0.2384900003671646,0.20817288756370544,0.4645031690597534,0.3613996207714081,0.4130953550338745
