,gandhi,often,referenced,shelley,'s,poem,in,his,efforts,to,do,what,?
shelley,0.26635316014289856,0.24862948060035706,0.21557776629924774,1.0,-0.014250878244638443,0.26259467005729675,0.2943161129951477,0.3374878764152527,0.18324296176433563,0.18929587304592133,0.11351488530635834,0.1713116317987442,0.16777275502681732
's,0.13761647045612335,0.05346176400780678,-0.02177860029041767,-0.014250878244638443,0.9999999403953552,0.02714274823665619,-0.037580832839012146,0.047556519508361816,0.11025857925415039,0.03782717138528824,-0.01994597539305687,0.02692362666130066,-0.023395681753754616
masque,0.11824359744787216,0.2930404245853424,0.26527321338653564,0.2884649932384491,0.07657952606678009,0.33586767315864563,0.17777325212955475,0.2583920955657959,0.10480951517820358,0.2185322344303131,0.10634022951126099,0.18576546013355255,0.20870105922222137
of,0.2484963834285736,0.3351972997188568,0.1965748816728592,0.15595409274101257,-0.03817026689648628,0.2282063513994217,0.5696388483047485,0.38364991545677185,0.23738951981067657,0.41548454761505127,0.26150479912757874,0.33290785551071167,0.1826142966747284
anarchy,0.20853063464164734,0.15138472616672516,0.14133378863334656,0.1891411691904068,0.020966263487935066,0.22461247444152832,0.14403030276298523,0.2159770280122757,0.2406528741121292,0.17269267141819,0.13169662654399872,0.24923689663410187,0.2034674733877182
to,0.2410610467195511,0.4351843297481537,0.22918525338172913,0.18929587304592133,0.03782717138528824,0.1599099487066269,0.45010748505592346,0.3715193271636963,0.36228540539741516,1.0,0.38876664638519287,0.455847829580307,0.29463258385658264
vast,0.1330510377883911,0.2728216350078583,0.22296014428138733,0.15725518763065338,0.0593150295317173,0.13547788560390472,0.24572928249835968,0.17472538352012634,0.27260351181030273,0.25245171785354614,0.1681700348854065,0.23471814393997192,0.12112510949373245
audiences,0.168580561876297,0.3318922817707062,0.2162141650915146,0.1825125515460968,0.033039696514606476,0.2422926425933838,0.28830450773239136,0.32847660779953003,0.24235928058624268,0.34542354941368103,0.17695780098438263,0.3526768088340759,0.2457132339477539
during,0.16947846114635468,0.32226666808128357,0.14191211760044098,0.20518802106380463,0.011294117197394371,0.17683400213718414,0.4627237319946289,0.36789870262145996,0.2865699231624603,0.2828781306743622,0.1831897497177124,0.24137552082538605,0.1325719803571701
the,0.23259694874286652,0.38004449009895325,0.24287962913513184,0.19734613597393036,-0.01540423184633255,0.22930538654327393,0.6662389636039734,0.4394008219242096,0.26890742778778076,0.535392165184021,0.30239659547805786,0.42745697498321533,0.22068053483963013
campaign,0.20594316720962524,0.17607653141021729,0.10728389769792557,0.16304491460323334,0.051238369196653366,0.1525578647851944,0.2438942790031433,0.28777557611465454,0.37799566984176636,0.24738837778568268,0.09331812709569931,0.22158007323741913,0.162482351064682
for,0.23430567979812622,0.37495917081832886,0.2980940341949463,0.177045077085495,-0.07241261005401611,0.17620112001895905,0.4322226941585541,0.39312878251075745,0.34140706062316895,0.4451248347759247,0.29510271549224854,0.3017193675041199,0.264628142118454
a,0.2022973597049713,0.3930865228176117,0.2686111032962799,0.2595197260379791,0.04866964742541313,0.2251199632883072,0.539380669593811,0.3497250974178314,0.1736609786748886,0.45503583550453186,0.26237669587135315,0.3320399522781372,0.23916715383529663
free,0.16855840384960175,0.214697003364563,0.1749206930398941,0.0987844243645668,0.040468521416187286,0.09413719922304153,0.25575435161590576,0.16550898551940918,0.15841072797775269,0.2913753390312195,0.22559458017349243,0.22754132747650146,0.1278279572725296
india,0.5212753415107727,0.2194991558790207,0.17413680255413055,0.1429823935031891,0.08424708992242813,0.16371074318885803,0.27070173621177673,0.18687714636325836,0.22854149341583252,0.23679906129837036,0.18598313629627228,0.23203566670417786,0.10473668575286865
.,0.23160921037197113,0.30710849165916443,0.2630021870136261,0.23196963965892792,-0.003708066651597619,0.16596515476703644,0.5591574311256409,0.3119256794452667,0.22250142693519592,0.4645031690597534,0.3613996207714081,0.3567904531955719,0.4130953550338745
,gandhi,often,referenced,shelley,'s,poem,in,his,efforts,to,do,what,?
gandhi,1.0,0.13559812307357788,0.15123435854911804,0.26635316014289856,0.13761647045612335,0.19366686046123505,0.2202024757862091,0.23340414464473724,0.29552552103996277,0.2410610467195511,0.14617037773132324,0.23243291676044464,0.18234050273895264
's,0.13761647045612335,0.05346176400780678,-0.02177860029041767,-0.014250878244638443,0.9999999403953552,0.02714274823665619,-0.037580832839012146,0.047556519508361816,0.11025857925415039,0.03782717138528824,-0.01994597539305687,0.02692362666130066,-0.023395681753754616
satyagraha,0.6144656538963318,0.29304563999176025,0.2621999680995941,0.19344012439250946,0.1384100466966629,0.2765939235687256,0.2673364579677582,0.3263585567474365,0.2899189889431,0.3177034258842468,0.2296324372291565,0.3866046965122223,0.2565320134162903
was,0.183432474732399,0.2700076997280121,0.25088638067245483,0.25022226572036743,0.008974763564765453,0.25135987997055054,0.45514053106307983,0.4405253231525421,0.2586594820022583,0.3636345863342285,0.11523093283176422,0.22111038863658905,0.18412111699581146
partially,0.09600421041250229,0.260696679353714,0.2561042606830597,0.21290279924869537,0.02883117087185383,0.05072513222694397,0.2404835969209671,0.14694586396217346,0.18775273859500885,0.26340022683143616,0.16720382869243622,0.24273231625556946,0.10232327878475189
influenced,0.16733434796333313,0.24329786002635956,0.3281730115413666,0.18678385019302368,-0.0006173446890898049,0.24477161467075348,0.23469695448875427,0.251677006483078,0.2585081160068512,0.11829091608524323,0.1213863417506218,0.22395093739032745,0.1310873031616211
and,0.20518991351127625,0.42465832829475403,0.23546341061592102,0.2692590653896332,0.06895173341035843,0.17358823120594025,0.4954058527946472,0.4234102666378021,0.3115611970424652,0.48971283435821533,0.276123583316803,0.31309178471565247,0.20544172823429108
inspired,0.21560481190681458,0.28954944014549255,0.22644510865211487,0.24747391045093536,0.053430888801813126,0.36731454730033875,0.27352839708328247,0.30602148175239563,0.3742496371269226,0.23367811739444733,0.1363586187362671,0.18111269176006317,0.1529090851545334
by,0.16666939854621887,0.32333052158355713,0.2481495887041092,0.23383553326129913,-0.010884488001465797,0.20888975262641907,0.370934396982193,0.3107621967792511,0.2471044808626175,0.33534231781959534,0.1481526494026184,0.2455483376979828,0.17966607213020325
shelley,0.26635316014289856,0.24862948060035706,0.21557776629924774,1.0,-0.014250878244638443,0.26259467005729675,0.2943161129951477,0.3374878764152527,0.18324296176433563,0.18929587304592133,0.11351488530635834,0.1713116317987442,0.16777275502681732
's,0.13761647045612335,0.05346176400780678,-0.02177860029041767,-0.014250878244638443,0.9999999403953552,0.02714274823665619,-0.037580832839012146,0.047556519508361816,0.11025857925415039,0.03782717138528824,-0.01994597539305687,0.02692362666130066,-0.023395681753754616
nonviolence,0.4838014841079712,0.2639841139316559,0.17680314183235168,0.21078617870807648,0.10047005861997604,0.14641208946704865,0.231698676943779,0.2857838273048401,0.43988344073295593,0.2569606900215149,0.2529251277446747,0.29576870799064636,0.24961347877979279
in,0.2202024757862091,0.3380797803401947,0.24979080259799957,0.2943161129951477,-0.037580832839012146,0.19288983941078186,1.0,0.3598145842552185,0.21540255844593048,0.45010748505592346,0.23402775824069977,0.30808621644973755,0.20430970191955566
protest,0.3360328674316406,0.21000906825065613,0.16341812908649445,0.1643563061952591,-0.0016888814279809594,0.19679367542266846,0.29343265295028687,0.21227677166461945,0.2830420136451721,0.22359536588191986,0.1973678171634674,0.20248152315616608,0.1878921240568161
and,0.20518991351127625,0.42465832829475403,0.23546341061592102,0.2692590653896332,0.06895173341035843,0.17358823120594025,0.4954058527946472,0.4234102666378021,0.3115611970424652,0.48971283435821533,0.276123583316803,0.31309178471565247,0.20544172823429108
political,0.23716677725315094,0.21065454185009003,0.20955878496170044,0.1978820115327835,0.04151610657572746,0.12168172001838684,0.22136160731315613,0.2937181890010834,0.26685744524002075,0.2065112292766571,0.16049352288246155,0.21846716105937958,0.17130474746227264
action,0.20651689171791077,0.20491768419742584,0.1398409605026245,0.17300637066364288,-0.003886178135871887,0.09194517880678177,0.22362500429153442,0.22143815457820892,0.2661392092704773,0.24674110114574432,0.1896611452102661,0.30170392990112305,0.250188946723938
.,0.23160921037197113,0.30710849165916443,0.2630021870136261,0.23196963965892792,-0.003708066651597619,0.16596515476703644,0.5591574311256409,0.3119256794452667,0.22250142693519592,0.4645031690597534,0.3613996207714081,0.3567904531955719,0.4130953550338745
