,what,was,the,name,of,the,tangut,capital,?
seizing,0.20753644406795502,0.21086204051971436,0.36028915643692017,0.052357371896505356,0.3423256278038025,0.36028915643692017,0.22226320207118988,0.3193315267562866,0.1286938190460205
lintiao-fu,0.24345925450325012,0.28928419947624207,0.3194360136985779,0.16973507404327393,0.31047606468200684,0.3194360136985779,0.3370286226272583,0.2673417031764984,0.2722196578979492
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.3729153573513031,0.28033894300460815,0.31091248989105225
xining,0.15156805515289307,0.2242794632911682,0.31630104780197144,0.1259794533252716,0.3016725480556488,0.31630104780197144,0.39712053537368774,0.3029717803001404,0.13069920241832733
province,0.18841709196567535,0.2417035698890686,0.24390551447868347,0.20523247122764587,0.28751370310783386,0.24390551447868347,0.26149609684944153,0.45526251196861267,0.11473246663808823
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.3729153573513031,0.28033894300460815,0.31091248989105225
xindu-fu,0.22682027518749237,0.2697311341762543,0.34417545795440674,0.19789138436317444,0.3478665351867676,0.34417545795440674,0.42930346727371216,0.44056642055511475,0.19425173103809357
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.3729153573513031,0.28033894300460815,0.31091248989105225
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.35823047161102295,0.218168243765831,0.20544172823429108
deshun,0.23830503225326538,0.31991955637931824,0.3439965546131134,0.2462761402130127,0.34901195764541626,0.3439965546131134,0.3906937539577484,0.3129589259624481,0.18899410963058472
province,0.18841709196567535,0.2417035698890686,0.24390551447868347,0.20523247122764587,0.28751370310783386,0.24390551447868347,0.26149609684944153,0.45526251196861267,0.11473246663808823
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.2459065467119217,0.5696388483047485,0.6662389636039734,0.28882312774658203,0.3233928978443146,0.20430970191955566
quick,0.2555945813655853,0.13649864494800568,0.23670247197151184,0.1274222731590271,0.18324702978134155,0.23670247197151184,0.1916416883468628,0.04019918292760849,0.29684531688690186
succession,0.23054298758506775,0.2223631888628006,0.3133684992790222,0.16925816237926483,0.3265681266784668,0.3133684992790222,0.22390903532505035,0.1630324423313141,0.13082198798656464
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.2459065467119217,0.5696388483047485,0.6662389636039734,0.28882312774658203,0.3233928978443146,0.20430970191955566
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.300812304019928,0.3049491047859192,0.22068053483963013
spring,0.17833508551120758,0.19448593258857727,0.316989928483963,0.19041109085083008,0.2455621361732483,0.316989928483963,0.1881398856639862,0.08079814910888672,0.06767474114894867
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.3289887309074402,0.23657599091529846,0.4130953550338745
