,what,is,abc,'s,traditional,vod,service,currently,named,?
the,0.42745697498321533,0.5823672413825989,0.2068762183189392,-0.01540423184633255,0.25703898072242737,0.2821354568004608,0.22661015391349792,0.2945235073566437,0.3521348536014557,0.22068053483963013
network,0.16917307674884796,0.2196272611618042,0.4295894205570221,0.07819218933582306,0.14074411988258362,0.21779479086399078,0.30970117449760437,0.23458144068717957,0.08493299037218094,0.17853789031505585
's,0.02692362666130066,0.02396530658006668,0.06670809537172318,0.9999999403953552,0.05243854969739914,0.16438880562782288,0.017307469621300697,-0.0480838343501091,-0.06022389233112335,-0.023395681753754616
programming,0.22725710272789001,0.20774513483047485,0.3165910840034485,0.011488005518913269,0.1656152904033661,0.1813185065984726,0.17188701033592224,0.21660484373569489,0.13354602456092834,0.22249025106430054
",",0.3087472915649414,0.4691906273365021,0.2097204476594925,-0.0016132977325469255,0.25490131974220276,0.283483624458313,0.2389259785413742,0.33041635155677795,0.2530003488063812,0.31091248989105225
including,0.18328791856765747,0.25093933939933777,0.1471431404352188,0.0074059427715837955,0.24539653956890106,0.14662086963653564,0.18575811386108398,0.2837940454483032,0.2161136269569397,0.1633303165435791
a,0.3320399522781372,0.658733606338501,0.21331243216991425,0.04866964742541313,0.27521875500679016,0.2445567399263382,0.23104366660118103,0.2612716257572174,0.3292267918586731,0.23916715383529663
traditional,0.20066824555397034,0.24577821791172028,0.12761685252189636,0.05243854969739914,1.0,0.26386651396751404,0.19017700850963593,0.10884750634431839,0.09388458728790283,0.1327509582042694
vod,0.2685966491699219,0.21598410606384277,0.15503093600273132,0.16438880562782288,0.26386651396751404,1.0,0.1687360405921936,0.14735563099384308,0.11727489531040192,0.204364612698555
service,0.16857224702835083,0.15705204010009766,0.22076331079006195,0.017307469621300697,0.19017700850963593,0.1687360405921936,0.9999998807907104,0.17475493252277374,0.15616202354431152,0.1676298975944519
called,0.3235960602760315,0.430266410112381,0.16562479734420776,-0.021773243322968483,0.2919866144657135,0.2575441002845764,0.17257089912891388,0.1307877004146576,0.45048224925994873,0.18963319063186646
abc,0.1317344456911087,0.16037321090698242,1.0000001192092896,0.06670809537172318,0.12761685252189636,0.15503093600273132,0.22076331079006195,0.21135549247264862,0.2247007191181183,0.19065172970294952
on,0.34226128458976746,0.3635730445384979,0.2862928807735443,0.0026888418942689896,0.14103850722312927,0.13230766355991364,0.21384719014167786,0.2809738218784332,0.19771578907966614,0.2714994251728058
demand,0.2007312774658203,0.20401930809020996,0.12548789381980896,0.009128083474934101,0.20506945252418518,0.24699310958385468,0.3020496368408203,0.1993451565504074,0.0024850331246852875,0.13359291851520538
",",0.3087472915649414,0.4691906273365021,0.2097204476594925,-0.0016132977325469255,0.25490131974220276,0.283483624458313,0.2389259785413742,0.33041635155677795,0.2530003488063812,0.31091248989105225
which,0.5261979103088379,0.4457404911518097,0.1991286277770996,0.03856118768453598,0.28318530321121216,0.23492838442325592,0.25458550453186035,0.2807596027851105,0.3135877251625061,0.25814583897590637
is,0.28837618231773376,1.0,0.16037321090698242,0.02396530658006668,0.24577821791172028,0.21598410606384277,0.15705204010009766,0.4011616110801697,0.28335005044937134,0.22961433231830597
carried,0.17649970948696136,0.15077325701713562,0.1741836816072464,-0.015492361038923264,0.11189176887273788,0.16433969140052795,0.21375110745429993,0.1172519400715828,0.1252952516078949,0.1305524855852127
on,0.34226128458976746,0.3635730445384979,0.2862928807735443,0.0026888418942689896,0.14103850722312927,0.13230766355991364,0.21384719014167786,0.2809738218784332,0.19771578907966614,0.2714994251728058
most,0.3219912350177765,0.41165053844451904,0.12975531816482544,0.024445664137601852,0.23436321318149567,0.21574535965919495,0.15512463450431824,0.2676321268081665,0.25594380497932434,0.2107497900724411
traditional,0.20066824555397034,0.24577821791172028,0.12761685252189636,0.05243854969739914,1.0,0.26386651396751404,0.19017700850963593,0.10884750634431839,0.09388458728790283,0.1327509582042694
cable,0.14582780003547668,0.20210157334804535,0.3252342939376831,0.07009196281433105,0.15178236365318298,0.1889192909002304,0.2994803488254547,0.1428190916776657,0.08012140542268753,0.13993921875953674
and,0.31309178471565247,0.3859752118587494,0.16453155875205994,0.06895173341035843,0.30483514070510864,0.23157571256160736,0.24532052874565125,0.2922934591770172,0.23097854852676392,0.20544172823429108
iptv,0.19756311178207397,0.2524464428424835,0.40971729159355164,0.09155691415071487,0.2082088589668274,0.2798883020877838,0.38822096586227417,0.28938931226730347,0.11479299515485764,0.26155799627304077
providers,0.2401704341173172,0.19733847677707672,0.21184875071048737,-0.0026536579243838787,0.15648625791072845,0.23397640883922577,0.48126691579818726,0.21901383996009827,0.0789719820022583,0.21294598281383514
.,0.3567904531955719,0.4569662809371948,0.2567209303379059,-0.003708066651597619,0.1875026524066925,0.29147812724113464,0.2115515172481537,0.29744869470596313,0.24760639667510986,0.4130953550338745
