,what,was,the,name,of,the,blind,date,concept,program,debuted,by,abc,in,1966,?
series,0.17328087985515594,0.2261398285627365,0.31376904249191284,0.1536245048046112,0.22268271446228027,0.31376904249191284,0.14341963827610016,0.1100047156214714,0.21561957895755768,0.27202239632606506,0.2802524268627167,0.267352432012558,0.38518208265304565,0.2914260923862457,0.08041634410619736,0.1709602326154709
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.2459065467119217,0.5696388483047485,0.6662389636039734,0.15337114036083221,0.21362407505512238,0.21857000887393951,0.1994907110929489,0.25110283493995667,0.370934396982193,0.1697147786617279,1.0,-0.09151272475719452,0.20430970191955566
its,0.30393704771995544,0.3518870174884796,0.559237003326416,0.317160964012146,0.48690423369407654,0.559237003326416,0.07077915221452713,0.20582455396652222,0.1954406201839447,0.22245895862579346,0.14871901273727417,0.24398943781852722,0.19045390188694,0.3793783485889435,-0.05736135318875313,0.15103481709957123
genre,0.202426478266716,0.14017805457115173,0.16448336839675903,0.15260185301303864,0.13994969427585602,0.16448336839675903,0.15530742704868317,0.10669805854558945,0.30264246463775635,0.23029902577400208,0.19365757703781128,0.20213045179843903,0.18996067345142365,0.22209514677524567,0.058784447610378265,0.19215336441993713
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.251240611076355,0.2279704213142395,0.20029692351818085,0.17760658264160156,0.23864160478115082,0.3680937886238098,0.2097204476594925,0.5201468467712402,-0.012670902535319328,0.31091248989105225
which,0.5261979103088379,0.2830964922904968,0.6521818041801453,0.2972666025161743,0.5011631846427917,0.6521818041801453,0.22801150381565094,0.198163703083992,0.33416232466697693,0.3116832673549652,0.17272479832172394,0.40543368458747864,0.1991286277770996,0.4840516746044159,0.08596549183130264,0.25814583897590637
was,0.22111038863658905,1.0000001192092896,0.48711544275283813,0.2646567225456238,0.4069072902202606,0.48711544275283813,0.1576722264289856,0.23531168699264526,0.2765439450740814,0.1849333792924881,0.3357197344303131,0.4752357602119446,0.21565799415111542,0.45514053106307983,-0.12360594421625137,0.18412111699581146
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.26421117782592773,0.5052502155303955,0.5829201340675354,0.24279455840587616,0.20166118443012238,0.29586365818977356,0.2779408395290375,0.22790193557739258,0.32094135880470276,0.21331243216991425,0.539380669593811,0.06093672290444374,0.23916715383529663
reworking,0.3469385802745819,0.18050283193588257,0.2734147906303406,0.14226052165031433,0.20908775925636292,0.2734147906303406,0.17867453396320343,0.21561048924922943,0.30455121397972107,0.27518418431282043,0.21547672152519226,0.20990942418575287,0.13027732074260712,0.25004008412361145,0.09033244848251343,0.2962334156036377
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.17185138165950775,0.19568462669849396,0.24082158505916595,0.17376001179218292,0.18094587326049805,0.3646814823150635,0.14607268571853638,0.5696388483047485,-0.13182570040225983,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.18614573776721954,0.25333094596862793,0.2355310022830963,0.22986935079097748,0.28418588638305664,0.4408751428127289,0.2068762183189392,0.6662389636039734,-0.0162473414093256,0.22068053483963013
blind,0.21692055463790894,0.1576722264289856,0.18614573776721954,0.06840050220489502,0.17185138165950775,0.18614573776721954,1.0,0.11176805943250656,0.08666028827428818,0.18548758327960968,0.19213378429412842,0.21594178676605225,0.08587484806776047,0.15337114036083221,0.14967098832130432,0.11960162967443466
date,0.20141606032848358,0.23531168699264526,0.25333094596862793,0.2502301335334778,0.19568462669849396,0.25333094596862793,0.11176805943250656,1.0,0.15885460376739502,0.10963917523622513,0.13504329323768616,0.1930214762687683,0.14113543927669525,0.21362407505512238,-0.042094796895980835,0.2698357403278351
concept,0.28724339604377747,0.2765439450740814,0.2355310022830963,0.15315236151218414,0.24082158505916595,0.2355310022830963,0.08666028827428818,0.15885460376739502,0.9999998807907104,0.1836337000131607,0.21225890517234802,0.28219208121299744,0.09359899908304214,0.21857000887393951,0.03070300631225109,0.17160645127296448
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.2459065467119217,0.5696388483047485,0.6662389636039734,0.15337114036083221,0.21362407505512238,0.21857000887393951,0.1994907110929489,0.25110283493995667,0.370934396982193,0.1697147786617279,1.0,-0.09151272475719452,0.20430970191955566
which,0.5261979103088379,0.2830964922904968,0.6521818041801453,0.2972666025161743,0.5011631846427917,0.6521818041801453,0.22801150381565094,0.198163703083992,0.33416232466697693,0.3116832673549652,0.17272479832172394,0.40543368458747864,0.1991286277770996,0.4840516746044159,0.08596549183130264,0.25814583897590637
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.26421117782592773,0.5052502155303955,0.5829201340675354,0.24279455840587616,0.20166118443012238,0.29586365818977356,0.2779408395290375,0.22790193557739258,0.32094135880470276,0.21331243216991425,0.539380669593811,0.06093672290444374,0.23916715383529663
suitor,0.1581702083349228,0.26702335476875305,0.22915133833885193,0.2259102612733841,0.12906435132026672,0.22915133833885193,0.2027600109577179,0.08045724779367447,0.1726168990135193,0.2674291133880615,0.18213462829589844,0.12079841643571854,0.2627275884151459,0.15436914563179016,0.048463813960552216,0.12897713482379913
selected,0.17657704651355743,0.18810634315013885,0.31003430485725403,0.15473996102809906,0.27315807342529297,0.31003430485725403,0.15313486754894257,0.11039707064628601,0.14742335677146912,0.2394978553056717,0.23305240273475647,0.2977735102176666,0.1556955724954605,0.19912077486515045,-0.009755421429872513,0.19565007090568542
one,0.376489520072937,0.3752199709415436,0.5514441132545471,0.27018114924430847,0.4999135136604309,0.5514441132545471,0.16251042485237122,0.257239431142807,0.31404930353164673,0.20825394988059998,0.19762225449085236,0.29445651173591614,0.1300981342792511,0.4129433035850525,0.018555566668510437,0.2673267424106598
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.17185138165950775,0.19568462669849396,0.24082158505916595,0.17376001179218292,0.18094587326049805,0.3646814823150635,0.14607268571853638,0.5696388483047485,-0.13182570040225983,0.1826142966747284
three,0.24888746440410614,0.2748996615409851,0.43452659249305725,0.1462973952293396,0.3844621181488037,0.43452659249305725,0.221324622631073,0.10701166093349457,0.1648443192243576,0.14696548879146576,0.18459565937519073,0.28754812479019165,0.15282940864562988,0.34828072786331177,0.002997481729835272,0.20928427577018738
contestants,0.27384141087532043,0.15464109182357788,0.2908223867416382,0.09886368364095688,0.22942638397216797,0.2908223867416382,0.18253372609615326,0.170682892203331,0.17790356278419495,0.2607738673686981,0.29944828152656555,0.17841586470603943,0.23514650762081146,0.24805530905723572,0.07510552555322647,0.20709936320781708
sight,0.29080256819725037,0.15603095293045044,0.2571186423301697,0.10174745321273804,0.16412903368473053,0.2571186423301697,0.33778801560401917,0.215079665184021,0.1844915747642517,0.05556792765855789,0.12480542808771133,0.15119603276252747,0.09505945444107056,0.14251993596553802,0.07386643439531326,0.21953286230564117
unseen,0.27821967005729675,0.16443397104740143,0.28508132696151733,0.08191928267478943,0.2796962261199951,0.28508132696151733,0.2670527398586273,0.1525977998971939,0.23056097328662872,0.23281043767929077,0.1849418431520462,0.2732604146003723,0.20369812846183777,0.20690976083278656,0.11929763108491898,0.15745802223682404
based,0.274813175201416,0.2870393395423889,0.29860720038414,0.22612735629081726,0.3033197224140167,0.29860720038414,0.1373172253370285,0.08406630903482437,0.26201578974723816,0.1757683902978897,0.21530987322330475,0.3462308943271637,0.22760380804538727,0.3070422410964966,-0.009977094829082489,0.134929820895195
on,0.34226128458976746,0.3909217119216919,0.5107308030128479,0.17627742886543274,0.3966929316520691,0.5107308030128479,0.20319248735904694,0.21806180477142334,0.19591249525547028,0.23327119648456573,0.3414226770401001,0.33887791633605957,0.2862928807735443,0.46853652596473694,-0.024109436199069023,0.2714994251728058
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.18614573776721954,0.25333094596862793,0.2355310022830963,0.22986935079097748,0.28418588638305664,0.4408751428127289,0.2068762183189392,0.6662389636039734,-0.0162473414093256,0.22068053483963013
answers,0.4220101237297058,0.15485577285289764,0.21366693079471588,0.11646958440542221,0.15953181684017181,0.21366693079471588,0.23286141455173492,0.20297613739967346,0.25464946031570435,0.21406503021717072,0.1336909830570221,0.14333601295948029,0.17183007299900055,0.13650743663311005,0.03989514708518982,0.373399019241333
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.27806994318962097,0.41548454761505127,0.535392165184021,0.2224683165550232,0.2530132532119751,0.2465057224035263,0.23681028187274933,0.17721480131149292,0.33534231781959534,0.1762417107820511,0.45010748505592346,-0.01889044977724552,0.29463258385658264
selected,0.17657704651355743,0.18810634315013885,0.31003430485725403,0.15473996102809906,0.27315807342529297,0.31003430485725403,0.15313486754894257,0.11039707064628601,0.14742335677146912,0.2394978553056717,0.23305240273475647,0.2977735102176666,0.1556955724954605,0.19912077486515045,-0.009755421429872513,0.19565007090568542
questions,0.4857400059700012,0.17022275924682617,0.23562853038311005,0.06590934097766876,0.2210283875465393,0.23562853038311005,0.17984171211719513,0.21688000857830048,0.2715979516506195,0.24032261967658997,0.10776308178901672,0.18656910955905914,0.20814047753810883,0.19608618319034576,0.0036544997710734606,0.42967134714126587
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.25630876421928406,0.2508279085159302,0.17851535975933075,0.18964338302612305,0.2639025151729584,0.3936232924461365,0.2567209303379059,0.5591574311256409,-0.01436726376414299,0.4130953550338745
