,what,are,examples,of,differentiated,effector,cells,that,peak,during,wake,periods,?
order,0.16634008288383484,0.22330260276794434,0.21048550307750702,0.31287699937820435,0.20051205158233643,0.054329488426446915,0.18086756765842438,0.2761181890964508,0.06338179111480713,0.14459867775440216,0.05976272001862526,0.1288953274488449,0.13725648820400238
to,0.455847829580307,0.3504326641559601,0.23809245228767395,0.41548454761505127,0.2854861617088318,0.25872859358787537,0.26320719718933105,0.5436353087425232,0.1896090805530548,0.2828781306743622,0.25551822781562805,0.23085090517997742,0.29463258385658264
elicit,0.2947438955307007,0.18092764914035797,0.12254419922828674,0.15619924664497375,0.27313417196273804,0.19314415752887726,0.2499808520078659,0.28259795904159546,0.12937133014202118,0.1849500834941864,0.1396210789680481,0.12103166431188583,0.22974509000778198
an,0.2821882665157318,0.1556541919708252,0.19613532721996307,0.32280945777893066,0.2681508958339691,0.23078280687332153,0.18335485458374023,0.365763783454895,0.14859126508235931,0.21076080203056335,0.11558394134044647,0.15579617023468018,0.19793890416622162
effective,0.23494793474674225,0.23313076794147491,0.2556048631668091,0.27888283133506775,0.2771057188510895,0.5971004962921143,0.1312885284423828,0.3091796338558197,0.093986377120018,0.212815523147583,0.14760646224021912,0.21296148002147675,0.21825028955936432
response,0.3532308340072632,0.20697586238384247,0.22730086743831635,0.21864040195941925,0.31182360649108887,0.29710492491722107,0.30744311213493347,0.3606419265270233,0.15474270284175873,0.23666803538799286,0.27346348762512207,0.15171094238758087,0.2007838636636734
against,0.24561616778373718,0.20829962193965912,0.19298771023750305,0.2669808566570282,0.2101345956325531,0.19506609439849854,0.10579946637153625,0.3318655490875244,0.04038601741194725,0.3170809745788574,0.11498114466667175,0.033213816583156586,0.18095137178897858
any,0.43670421838760376,0.40178635716438293,0.36134782433509827,0.3769088089466095,0.3117913007736206,0.25763487815856934,0.26280316710472107,0.5484943389892578,0.13400429487228394,0.22442151606082916,0.18821001052856445,0.2864774167537689,0.4113408327102661
intruding,0.34342077374458313,0.3869175612926483,0.30556637048721313,0.3354053795337677,0.38125789165496826,0.2461727112531662,0.36628079414367676,0.44013848900794983,0.19483794271945953,0.28087857365608215,0.27461495995521545,0.2129451185464859,0.2515188157558441
pathogens,0.24503889679908752,0.352535605430603,0.2837522327899933,0.22946582734584808,0.46313634514808655,0.2219012975692749,0.6204997897148132,0.28222689032554626,0.11452625691890717,0.20489057898521423,0.16576679050922394,0.2623101472854614,0.21364152431488037
.,0.3567904531955719,0.3452940285205841,0.28905922174453735,0.5352458953857422,0.24296905100345612,0.2647794187068939,0.2868211269378662,0.4460422694683075,0.19691497087478638,0.3485563397407532,0.20382748544216156,0.21147440373897552,0.4130953550338745
