,which,material,is,the,gloucester,candlestick,made,from,?
elaborate,0.282611608505249,0.3037755787372589,0.18484865128993988,0.19134382903575897,0.15059618651866913,0.31606167554855347,0.22313469648361206,0.07950235158205032,0.25397607684135437
and,0.506277859210968,0.2923409640789032,0.3859752118587494,0.5171257257461548,0.30279669165611267,0.2476198524236679,0.34954607486724854,0.3601827025413513,0.20544172823429108
intricate,0.30154502391815186,0.31525298953056335,0.11184214800596237,0.13956572115421295,0.08072970062494278,0.2181771993637085,0.1244427040219307,0.12691713869571686,0.2661559581756592
intertwining,0.47422823309898376,0.2568398118019104,0.33544623851776123,0.4227704405784607,0.2115308940410614,0.3687218129634857,0.23112374544143677,0.25274181365966797,0.2701839506626129
branches,0.2677961587905884,0.15324467420578003,0.2068059891462326,0.3295007646083832,0.09018595516681671,0.21525749564170837,0.13861477375030518,0.2086934894323349,0.12858285009860992
containing,0.38797858357429504,0.3638851046562195,0.31318455934524536,0.268460214138031,0.15983439981937408,0.2603820562362671,0.24314960837364197,0.26469117403030396,0.1655367761850357
small,0.42979657649993896,0.2269369512796402,0.32085540890693665,0.39655908942222595,0.16270840167999268,0.21011444926261902,0.25679367780685425,0.23586681485176086,0.13914890587329865
figures,0.22192882001399994,0.1973016858100891,0.21731525659561157,0.2664589285850525,0.15376538038253784,0.23916855454444885,0.20843425393104553,0.20966191589832306,0.15584851801395416
and,0.506277859210968,0.2923409640789032,0.3859752118587494,0.5171257257461548,0.30279669165611267,0.2476198524236679,0.34954607486724854,0.3601827025413513,0.20544172823429108
inscriptions,0.2887812852859497,0.26694971323013306,0.17245104908943176,0.28041476011276245,0.13406088948249817,0.19680637121200562,0.2084442526102066,0.16779249906539917,0.120450958609581
",",0.3658004403114319,0.2189585268497467,0.4691906273365021,0.4933079481124878,0.2963126599788666,0.26831090450286865,0.32507219910621643,0.39760664105415344,0.31091248989105225
it,0.616637647151947,0.3145681917667389,0.6328473687171936,0.6251175999641418,0.23387153446674347,0.24116256833076477,0.3944323658943176,0.325604110956192,0.25732165575027466
is,0.4457404911518097,0.2518187463283539,1.0,0.5823672413825989,0.17323584854602814,0.23869945108890533,0.29543453454971313,0.27355384826660156,0.22961433231830597
a,0.56894451379776,0.28408434987068176,0.658733606338501,0.5829201340675354,0.19569192826747894,0.2583516538143158,0.3180864453315735,0.322764128446579,0.23916715383529663
tour,0.14889180660247803,0.07614729553461075,0.15544618666172028,0.21915976703166962,0.14595916867256165,0.18688897788524628,0.14706312119960785,0.14532090723514557,0.11551698297262192
de,0.13585758209228516,0.0619167797267437,0.20309367775917053,0.23491892218589783,0.20420503616333008,0.2125064581632614,0.12994715571403503,0.16806256771087646,0.11064168810844421
force,0.22571609914302826,0.23101218044757843,0.22036980092525482,0.2800885736942291,0.1725369691848755,0.10650049895048141,0.1952439397573471,0.14128944277763367,0.1650998443365097
of,0.5011631846427917,0.27520954608917236,0.4854315221309662,0.733189046382904,0.289637953042984,0.19032223522663116,0.33167365193367004,0.4249346852302551,0.1826142966747284
bronze,0.19257061183452606,0.19139248132705688,0.15866197645664215,0.2526973485946655,0.10273490846157074,0.33716198801994324,0.18397870659828186,0.16964833438396454,0.12390820682048798
casting,0.2860078811645508,0.2973523437976837,0.23353701829910278,0.28600358963012695,0.18932677805423737,0.26280534267425537,0.23847605288028717,0.15060624480247498,0.151859849691391
.,0.45942068099975586,0.24824832379817963,0.4569662809371948,0.5934505462646484,0.32183441519737244,0.23335912823677063,0.4032190144062042,0.41536515951156616,0.4130953550338745
