,what,is,the,name,of,the,desert,near,the,border,of,nevada,?
with,0.2464839518070221,0.3250955045223236,0.4223487675189972,0.17897967994213104,0.41827285289764404,0.4223487675189972,0.1674291342496872,0.21191000938415527,0.4223487675189972,0.220579594373703,0.41827285289764404,0.09549770504236221,0.2433311939239502
arizona,0.14143574237823486,0.1692543476819992,0.22572119534015656,0.1096196323633194,0.1947294920682907,0.22572119534015656,0.3060772120952606,0.15354114770889282,0.22572119534015656,0.17427074909210205,0.1947294920682907,0.5025861263275146,0.14315035939216614
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.21947160363197327,0.3141826391220093,0.4933079481124878,0.2548258304595947,0.4946078956127167,0.21919243037700653,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.23454883694648743,0.25046437978744507,0.5171257257461548,0.29048892855644226,0.5116966962814331,0.2239060252904892,0.20544172823429108
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.234701469540596,0.2879819869995117,1.0,0.2856229841709137,0.733189046382904,0.22916007041931152,0.22068053483963013
mojave,0.2214202582836151,0.28554850816726685,0.33677732944488525,0.15194202959537506,0.24289627373218536,0.33677732944488525,0.4670018255710602,0.3772558271884918,0.33677732944488525,0.22921179234981537,0.24289627373218536,0.47267600893974304,0.1653980016708374
desert,0.25473538041114807,0.18520480394363403,0.234701469540596,0.11032266914844513,0.20448997616767883,0.234701469540596,1.0,0.1927289515733719,0.234701469540596,0.25663289427757263,0.20448997616767883,0.32614845037460327,0.16409924626350403
at,0.2838611304759979,0.25906258821487427,0.457212895154953,0.11450952291488647,0.42558613419532776,0.457212895154953,0.14469215273857117,0.4118472635746002,0.457212895154953,0.18072058260440826,0.42558613419532776,0.2543949484825134,0.21978627145290375
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.234701469540596,0.2879819869995117,1.0,0.2856229841709137,0.733189046382904,0.22916007041931152,0.22068053483963013
border,0.26696228981018066,0.22676031291484833,0.2856229841709137,0.1466246247291565,0.24084383249282837,0.2856229841709137,0.25663289427757263,0.3318144977092743,0.2856229841709137,0.9999998807907104,0.24084383249282837,0.23509344458580017,0.1706928312778473
with,0.2464839518070221,0.3250955045223236,0.4223487675189972,0.17897967994213104,0.41827285289764404,0.4223487675189972,0.1674291342496872,0.21191000938415527,0.4223487675189972,0.220579594373703,0.41827285289764404,0.09549770504236221,0.2433311939239502
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.234701469540596,0.2879819869995117,1.0,0.2856229841709137,0.733189046382904,0.22916007041931152,0.22068053483963013
state,0.24273863434791565,0.2627358138561249,0.3097178041934967,0.19896633923053741,0.34253445267677307,0.3097178041934967,0.21701309084892273,0.1754806488752365,0.3097178041934967,0.26160910725593567,0.34253445267677307,0.36527806520462036,0.1160883978009224
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.20448997616767883,0.2651676535606384,0.733189046382904,0.24084383249282837,1.0,0.21896293759346008,0.1826142966747284
nevada,0.13643212616443634,0.1814681738615036,0.22916007041931152,0.10905992984771729,0.21896293759346008,0.22916007041931152,0.32614845037460327,0.24059368669986725,0.22916007041931152,0.23509344458580017,0.21896293759346008,1.0,0.14885103702545166
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.21526740491390228,0.2532462477684021,0.5934505462646484,0.26349708437919617,0.5352458953857422,0.23689883947372437,0.4130953550338745
