,who,fumbled,the,ball,on,3rd-and-9,?
recovered,0.19365158677101135,0.48067063093185425,0.2614712417125702,0.12504027783870697,0.2166234701871872,0.1928081065416336,0.08912046253681183
by,0.39727845788002014,0.21791863441467285,0.4408751428127289,0.1381615251302719,0.33887791633605957,0.07890337705612183,0.17966607213020325
ward,0.26459071040153503,0.1908610314130783,0.20814019441604614,0.17405594885349274,0.18514415621757507,0.1911780834197998,0.09479375928640366
",",0.3365725874900818,0.281479150056839,0.4933079481124878,0.2170172780752182,0.49057599902153015,0.31269383430480957,0.31091248989105225
who,0.9999998807907104,0.21337184309959412,0.3733934462070465,0.18419332802295685,0.2340552806854248,0.2545098066329956,0.26220351457595825
returned,0.23187772929668427,0.41965338587760925,0.32857778668403625,0.09811848402023315,0.27229979634284973,0.14190331101417542,0.07695316523313522
it,0.2868398427963257,0.15135453641414642,0.6251175999641418,0.1934148073196411,0.4529881477355957,0.23526693880558014,0.25732165575027466
five,0.22190363705158234,0.21277065575122833,0.41977158188819885,0.19478920102119446,0.2724660038948059,0.2394399791955948,0.18342848122119904
yards,0.13584628701210022,0.4973316490650177,0.16070343554019928,0.31545811891555786,0.15043845772743225,0.2967057228088379,0.12453813850879669
to,0.42656609416007996,0.16267803311347961,0.535392165184021,0.2563202381134033,0.41031414270401,0.2876184582710266,0.29463258385658264
the,0.3733934462070465,0.19357919692993164,1.0,0.18895584344863892,0.5107308030128479,0.2776583731174469,0.22068053483963013
panthers,0.2132880985736847,0.2889215052127838,0.2602776288986206,0.17961734533309937,0.17721405625343323,0.335552841424942,0.16608978807926178
4-yard,0.27324941754341125,0.32570916414260864,0.30518561601638794,0.28005948662757874,0.2223042994737625,0.32964593172073364,0.11815178394317627
line,0.1774713397026062,0.0974918007850647,0.29789501428604126,0.2138069123029709,0.2094266265630722,0.1608758419752121,0.16271452605724335
.,0.3541337847709656,0.2590985894203186,0.5934505462646484,0.214210644364357,0.49257001280784607,0.2823473811149597,0.4130953550338745
,who,fumbled,the,ball,on,3rd-and-9,?
although,0.3003382384777069,0.25064635276794434,0.3265823423862457,0.12654432654380798,0.3547761142253876,0.23477037250995636,0.15541206300258636
several,0.30628830194473267,0.18101924657821655,0.40559855103492737,0.11636541038751602,0.33774417638778687,0.19829529523849487,0.15595775842666626
players,0.2852925956249237,0.19002825021743774,0.2647981345653534,0.35162150859832764,0.2058166116476059,0.2112162858247757,0.15925642848014832
dove,0.15368758141994476,0.2587204873561859,0.1918858289718628,0.2838803231716156,0.14231161773204803,0.2657220661640167,0.2024282068014145
into,0.16956904530525208,0.25322771072387695,0.39493247866630554,0.17536590993404388,0.30585673451423645,0.20296311378479004,0.15662476420402527
the,0.3733934462070465,0.19357919692993164,1.0,0.18895584344863892,0.5107308030128479,0.2776583731174469,0.22068053483963013
pile,0.2695973217487335,0.24231740832328796,0.2174106389284134,0.3037300109863281,0.24955976009368896,0.19818416237831116,0.22659452259540558
to,0.42656609416007996,0.16267803311347961,0.535392165184021,0.2563202381134033,0.41031414270401,0.2876184582710266,0.29463258385658264
attempt,0.2894035577774048,0.2775006890296936,0.2614527940750122,0.21469204127788544,0.20310603082180023,0.18484258651733398,0.16559520363807678
to,0.42656609416007996,0.16267803311347961,0.535392165184021,0.2563202381134033,0.41031414270401,0.2876184582710266,0.29463258385658264
recover,0.21223141252994537,0.42101892828941345,0.2766178250312805,0.13409794867038727,0.19057044386863708,0.15807825326919556,0.1497272402048111
it,0.2868398427963257,0.15135453641414642,0.6251175999641418,0.1934148073196411,0.4529881477355957,0.23526693880558014,0.25732165575027466
",",0.3365725874900818,0.281479150056839,0.4933079481124878,0.2170172780752182,0.49057599902153015,0.31269383430480957,0.31091248989105225
newton,0.19243690371513367,0.189589262008667,0.1876603662967682,0.18903715908527374,0.14340966939926147,0.18639864027500153,0.09645649790763855
did,0.34038686752319336,0.22125831246376038,0.34736719727516174,0.11887120455503464,0.2670976221561432,0.16010147333145142,0.3023456633090973
not,0.369414746761322,0.22855781018733978,0.4310511648654938,0.14079158008098602,0.3516409695148468,0.23438173532485962,0.41942933201789856
and,0.41279885172843933,0.2381657510995865,0.5171257257461548,0.19981779158115387,0.4077630043029785,0.27431154251098633,0.20544172823429108
his,0.44966956973075867,0.3743288815021515,0.4394008219242096,0.20736344158649445,0.32064297795295715,0.2781471014022827,0.18075084686279297
lack,0.15387365221977234,0.2414945662021637,0.2674623131752014,0.14519166946411133,0.25299304723739624,0.14936621487140656,0.16953514516353607
of,0.2827862501144409,0.18059396743774414,0.733189046382904,0.15122076869010925,0.3966929316520691,0.25264668464660645,0.1826142966747284
aggression,0.22387292981147766,0.1834830641746521,0.23180729150772095,0.14537592232227325,0.1598309576511383,0.19250382483005524,0.15848076343536377
later,0.35185644030570984,0.30696597695350647,0.4060266613960266,0.11628908663988113,0.30872204899787903,0.24236711859703064,0.1417175978422165
earned,0.1624203622341156,0.33795425295829773,0.20168830454349518,0.14870265126228333,0.1826702505350113,0.17428846657276154,0.18173527717590332
him,0.5491244792938232,0.3665600121021271,0.39213326573371887,0.23032034933567047,0.2697460651397705,0.32340818643569946,0.23943768441677094
heavy,0.20948909223079681,0.2611493468284607,0.2532151937484741,0.22609959542751312,0.27002978324890137,0.09955931454896927,0.16717074811458588
criticism,0.18993082642555237,0.1421094834804535,0.2245102971792221,0.1028168722987175,0.23034310340881348,0.1100032776594162,0.23740006983280182
.,0.3541337847709656,0.2590985894203186,0.5934505462646484,0.214210644364357,0.49257001280784607,0.2823473811149597,0.4130953550338745
