,what,does,colonialism,lack,that,imperialism,has,?
",",0.3087472915649414,0.28617382049560547,0.25518688559532166,0.27166152000427246,0.4137537479400635,0.2420617640018463,0.3734780251979828,0.31091248989105225
but,0.5029441118240356,0.4353378415107727,0.22852420806884766,0.37954673171043396,0.7244205474853516,0.20532263815402985,0.41906601190567017,0.27921953797340393
colonialism,0.27914220094680786,0.19338002800941467,0.9999999403953552,0.22234764695167542,0.2405940741300583,0.6857813596725464,0.15289072692394257,0.1519109606742859
itself,0.3625122308731079,0.43539851903915405,0.28177741169929504,0.2898695468902588,0.45691362023353577,0.2227170169353485,0.3172355592250824,0.17933900654315948
does,0.38564667105674744,1.0,0.19338002800941467,0.3064509630203247,0.4764937460422516,0.11998406797647476,0.42885294556617737,0.338003009557724
not,0.5449194312095642,0.6355478763580322,0.25080606341362,0.4460451304912567,0.6600887179374695,0.22757908701896667,0.32239022850990295,0.41942933201789856
automatically,0.30652377009391785,0.3235597610473633,0.15097200870513916,0.19121600687503815,0.4288957118988037,0.15217168629169464,0.2050328403711319,0.3093365430831909
imply,0.38084062933921814,0.32954227924346924,0.2636379301548004,0.40950098633766174,0.4261035621166229,0.24778911471366882,0.21547053754329681,0.23791177570819855
imperialism,0.24614648520946503,0.11998406797647476,0.6857813596725464,0.144239142537117,0.23209288716316223,1.0,0.11067613214254379,0.14998586475849152
",",0.3087472915649414,0.28617382049560547,0.25518688559532166,0.27166152000427246,0.4137537479400635,0.2420617640018463,0.3734780251979828,0.31091248989105225
as,0.31749409437179565,0.31202155351638794,0.18886442482471466,0.23638373613357544,0.4735107421875,0.2192956656217575,0.351646363735199,0.27043893933296204
it,0.45803478360176086,0.34188351035118103,0.21276211738586426,0.24508468806743622,0.5921133160591125,0.1997520625591278,0.41962623596191406,0.25732165575027466
lacks,0.2592582106590271,0.35133394598960876,0.17336589097976685,0.6637859344482422,0.32242271304130554,0.16549897193908691,0.3654818534851074,0.22729714214801788
a,0.3320399522781372,0.38201746344566345,0.19192901253700256,0.20266364514827728,0.47537946701049805,0.17335295677185059,0.4670248031616211,0.23916715383529663
political,0.21846716105937958,0.16916483640670776,0.44026440382003784,0.16371038556098938,0.2016311138868332,0.4096531569957733,0.1945810467004776,0.17130474746227264
focus,0.32940709590911865,0.18861687183380127,0.1828804612159729,0.2948131561279297,0.3169008791446686,0.1897483617067337,0.1981494426727295,0.23925252258777618
.,0.3567904531955719,0.3022993505001068,0.22091162204742432,0.21505410969257355,0.4460422694683075,0.22279119491577148,0.4105546176433563,0.4130953550338745
,what,does,colonialism,lack,that,imperialism,has,?
robert,0.1948658525943756,0.08882448822259903,0.17354512214660645,0.10618864744901657,0.17482081055641174,0.1424429714679718,0.13334539532661438,0.11293095350265503
young,0.18808799982070923,0.15968860685825348,0.1676594763994217,0.14981821179389954,0.244308739900589,0.20800913870334625,0.11355983465909958,0.14931946992874146
writes,0.31006428599357605,0.29656583070755005,0.29747113585472107,0.14563526213169098,0.3191187381744385,0.297107994556427,0.25501447916030884,0.17896029353141785
that,0.6297725439071655,0.4764937460422516,0.2405940741300583,0.3709861636161804,1.0,0.23209288716316223,0.41272613406181335,0.32716336846351624
while,0.35511791706085205,0.3243313729763031,0.14408323168754578,0.28144127130508423,0.43523597717285156,0.14226259291172028,0.2546449601650238,0.21076419949531555
imperialism,0.24614648520946503,0.11998406797647476,0.6857813596725464,0.144239142537117,0.23209288716316223,1.0,0.11067613214254379,0.14998586475849152
operates,0.17323419451713562,0.25847193598747253,0.1861724853515625,0.17191754281520844,0.2332192361354828,0.12346699833869934,0.24792727828025818,0.12270797789096832
from,0.2737620174884796,0.1777622550725937,0.21451672911643982,0.19991877675056458,0.3477667272090912,0.16361792385578156,0.2621968984603882,0.19969791173934937
the,0.42745697498321533,0.35928019881248474,0.25141018629074097,0.2674623131752014,0.5473989248275757,0.2716025412082672,0.4177538752555847,0.22068053483963013
center,0.1908310204744339,0.1333722323179245,0.07129362225532532,0.1782640814781189,0.22661058604717255,0.08296212553977966,0.21379268169403076,0.12538520991802216
",",0.3087472915649414,0.28617382049560547,0.25518688559532166,0.27166152000427246,0.4137537479400635,0.2420617640018463,0.3734780251979828,0.31091248989105225
is,0.28837618231773376,0.4403602182865143,0.15186980366706848,0.21955184638500214,0.3995479643344879,0.13894762098789215,0.5668748617172241,0.22961433231830597
a,0.3320399522781372,0.38201746344566345,0.19192901253700256,0.20266364514827728,0.47537946701049805,0.17335295677185059,0.4670248031616211,0.23916715383529663
state,0.24273863434791565,0.15987756848335266,0.2936314344406128,0.13825640082359314,0.24252457916736603,0.28228023648262024,0.1870960146188736,0.1160883978009224
policy,0.3869883120059967,0.3125908672809601,0.35145220160484314,0.3326069116592407,0.34090733528137207,0.37139713764190674,0.20540334284305573,0.30462446808815
and,0.31309178471565247,0.3461615741252899,0.22906047105789185,0.29595619440078735,0.4731321930885315,0.19073538482189178,0.43716782331466675,0.20544172823429108
is,0.28837618231773376,0.4403602182865143,0.15186980366706848,0.21955184638500214,0.3995479643344879,0.13894762098789215,0.5668748617172241,0.22961433231830597
developed,0.15555569529533386,0.14594046771526337,0.24443209171295166,0.18011479079723358,0.29926979541778564,0.2730332016944885,0.2396264225244522,0.10763012617826462
for,0.3017193675041199,0.35159170627593994,0.17468242347240448,0.3265889286994934,0.4137635827064514,0.15846435725688934,0.450642853975296,0.264628142118454
ideological,0.30338922142982483,0.17470401525497437,0.5014304518699646,0.25118935108184814,0.3119693994522095,0.5101816058158875,0.14327237010002136,0.1390949934720993
as,0.31749409437179565,0.31202155351638794,0.18886442482471466,0.23638373613357544,0.4735107421875,0.2192956656217575,0.351646363735199,0.27043893933296204
well,0.4154493808746338,0.3239245116710663,0.18257682025432587,0.31085434556007385,0.4277172386646271,0.2120748907327652,0.3327649235725403,0.24815571308135986
as,0.31749409437179565,0.31202155351638794,0.18886442482471466,0.23638373613357544,0.4735107421875,0.2192956656217575,0.351646363735199,0.27043893933296204
financial,0.1900392472743988,0.18370962142944336,0.25339406728744507,0.26663458347320557,0.2712239921092987,0.2693345844745636,0.17396514117717743,0.06444920599460602
reasons,0.3640104830265045,0.29186809062957764,0.2083798497915268,0.42186421155929565,0.4111911356449127,0.19398672878742218,0.27773821353912354,0.248102068901062
",",0.3087472915649414,0.28617382049560547,0.25518688559532166,0.27166152000427246,0.4137537479400635,0.2420617640018463,0.3734780251979828,0.31091248989105225
colonialism,0.27914220094680786,0.19338002800941467,0.9999999403953552,0.22234764695167542,0.2405940741300583,0.6857813596725464,0.15289072692394257,0.1519109606742859
is,0.28837618231773376,0.4403602182865143,0.15186980366706848,0.21955184638500214,0.3995479643344879,0.13894762098789215,0.5668748617172241,0.22961433231830597
simply,0.4566527307033539,0.30226629972457886,0.23387573659420013,0.2718867063522339,0.43726885318756104,0.18846791982650757,0.22232230007648468,0.2984147369861603
the,0.42745697498321533,0.35928019881248474,0.25141018629074097,0.2674623131752014,0.5473989248275757,0.2716025412082672,0.4177538752555847,0.22068053483963013
development,0.19014155864715576,0.19386763870716095,0.2607499957084656,0.301909863948822,0.2717459201812744,0.2233077585697174,0.26726067066192627,0.1211358830332756
for,0.3017193675041199,0.35159170627593994,0.17468242347240448,0.3265889286994934,0.4137635827064514,0.15846435725688934,0.450642853975296,0.264628142118454
settlement,0.2558431327342987,0.14238500595092773,0.356252521276474,0.15895333886146545,0.22092460095882416,0.19454175233840942,0.1780698150396347,0.12535437941551208
or,0.33867141604423523,0.4248845875263214,0.17756415903568268,0.3214116096496582,0.4729836881160736,0.16436384618282318,0.316264808177948,0.32389625906944275
commercial,0.12070754915475845,0.1952868103981018,0.2014600783586502,0.2621610760688782,0.18704216182231903,0.12074869126081467,0.25046855211257935,0.04216946288943291
intentions,0.40177711844444275,0.3472430408000946,0.2481621652841568,0.2960081696510315,0.42857658863067627,0.23627535998821259,0.17520147562026978,0.2824881970882416
.,0.3567904531955719,0.3022993505001068,0.22091162204742432,0.21505410969257355,0.4460422694683075,0.22279119491577148,0.4105546176433563,0.4130953550338745
