,the,church,rejects,was,as,an,instrument,of,what,?
prevention,0.33015450835227966,0.13419823348522186,0.23238719999790192,0.18342262506484985,0.30523648858070374,0.2616419494152069,0.1113625019788742,0.30538198351860046,0.2702800929546356,0.2329448014497757
of,0.733189046382904,0.3079429268836975,0.2511760890483856,0.4069072902202606,0.3886612355709076,0.32280945777893066,0.2250969111919403,1.0,0.33290785551071167,0.1826142966747284
such,0.3575236201286316,0.15636888146400452,0.2050957828760147,0.12487147748470306,0.6207084655761719,0.2025681436061859,0.20985041558742523,0.3209529519081116,0.23989605903625488,0.17851735651493073
evils,0.21584279835224152,0.1548783928155899,0.3378184139728546,0.12011449038982391,0.19660069048404694,0.16665735840797424,0.11986172944307327,0.20088428258895874,0.27467602491378784,0.2350607067346573
as,0.48381632566452026,0.211966410279274,0.2559483051300049,0.3677520453929901,1.0,0.37218472361564636,0.2015579342842102,0.3886612355709076,0.31749409437179565,0.27043893933296204
genocide,0.24917379021644592,0.2942323088645935,0.23637045919895172,0.17753125727176666,0.15644437074661255,0.12513747811317444,0.09258189797401428,0.17914196848869324,0.2626589238643646,0.21973519027233124
",",0.4933079481124878,0.2707274258136749,0.23406217992305756,0.45456063747406006,0.48816442489624023,0.3581022024154663,0.2600042521953583,0.4946078956127167,0.3087472915649414,0.31091248989105225
brutal,0.2048732042312622,0.1332644671201706,0.17044831812381744,0.24273686110973358,0.153810054063797,0.07880712300539017,0.11121689528226852,0.22292274236679077,0.2395169883966446,0.18140652775764465
suppression,0.30710455775260925,0.20109350979328156,0.1883097141981125,0.11948680132627487,0.17694145441055298,0.2604045271873474,0.20503072440624237,0.27184441685676575,0.2868565022945404,0.21017272770404816
of,0.733189046382904,0.3079429268836975,0.2511760890483856,0.4069072902202606,0.3886612355709076,0.32280945777893066,0.2250969111919403,1.0,0.33290785551071167,0.1826142966747284
human,0.3103327453136444,0.14799737930297852,0.24680206179618835,0.1688746064901352,0.24055932462215424,0.18078956007957458,0.19547845423221588,0.3083189129829407,0.24243313074111938,0.19748784601688385
rights,0.2579100430011749,0.17425459623336792,0.23047998547554016,0.19272007048130035,0.23479478061199188,0.2173870950937271,0.13648253679275513,0.19425496459007263,0.2386135458946228,0.21814769506454468
",",0.4933079481124878,0.2707274258136749,0.23406217992305756,0.45456063747406006,0.48816442489624023,0.3581022024154663,0.2600042521953583,0.4946078956127167,0.3087472915649414,0.31091248989105225
and,0.5171257257461548,0.1976170688867569,0.27003946900367737,0.3740963041782379,0.49487000703811646,0.2838519215583801,0.23527435958385468,0.5116966962814331,0.31309178471565247,0.20544172823429108
unprovoked,0.22025573253631592,0.17711149156093597,0.2512945830821991,0.21728096902370453,0.25041118264198303,0.18531475961208344,0.14000488817691803,0.21890439093112946,0.2848794162273407,0.2699234187602997
international,0.23719607293605804,0.1636066734790802,0.12292484939098358,0.22185437381267548,0.20422232151031494,0.1331896334886551,0.15199805796146393,0.23367412388324738,0.10870302468538284,0.15335838496685028
aggression,0.23180729150772095,0.07212737202644348,0.28262293338775635,0.13323405385017395,0.25906091928482056,0.26124587655067444,0.2351224720478058,0.24771663546562195,0.2427702695131302,0.15848076343536377
.,0.5934505462646484,0.28898224234580994,0.22911617159843445,0.40146201848983765,0.515582263469696,0.3581749200820923,0.17175766825675964,0.5352458953857422,0.3567904531955719,0.4130953550338745
