,which,outbreak,was,associated,with,troops,in,the,thirty,years,war,?
with,0.46403205394744873,0.1338760405778885,0.27411898970603943,0.3939831554889679,0.9999999403953552,0.1365993618965149,0.4080928862094879,0.4223487675189972,0.16403880715370178,0.21224987506866455,0.20580904185771942,0.2433311939239502
troop,0.19749432802200317,0.20276887714862823,0.17743684351444244,0.08692260086536407,0.1842779666185379,0.6638140678405762,0.18646317720413208,0.2688431143760681,0.23168884217739105,0.1858166754245758,0.3382766842842102,0.14549945294857025
movements,0.3761357069015503,0.20815075933933258,0.15315485000610352,0.24322010576725006,0.19645880162715912,0.23095667362213135,0.23150597512722015,0.31594985723495483,0.1845264434814453,0.15816569328308105,0.24924564361572266,0.1501890867948532
during,0.3590145409107208,0.37723347544670105,0.4470829963684082,0.21692219376564026,0.28545209765434265,0.34273743629455566,0.4627237319946289,0.4838213622570038,0.27653178572654724,0.39110565185546875,0.4802435040473938,0.1325719803571701
the,0.6521818041801453,0.28401845693588257,0.48711544275283813,0.2742886245250702,0.4223487675189972,0.3229958415031433,0.6662389636039734,1.0,0.326707124710083,0.2912273406982422,0.366199791431427,0.22068053483963013
thirty,0.3179481625556946,0.24311032891273499,0.2848970890045166,0.06607925891876221,0.16403880715370178,0.2460501492023468,0.3051297068595886,0.326707124710083,1.0000001192092896,0.4599802494049072,0.3119053542613983,0.12186062335968018
years,0.23232990503311157,0.25240665674209595,0.35855233669281006,0.14156277477741241,0.21224987506866455,0.2350763976573944,0.33554986119270325,0.2912273406982422,0.4599802494049072,1.0,0.3038960099220276,0.1914375126361847
',0.32852497696876526,0.20314836502075195,0.33675912022590637,0.2085750848054886,0.2546919286251068,0.14822299778461456,0.4158826768398285,0.474788099527359,0.1170632541179657,0.13308875262737274,0.17949679493904114,0.330942302942276
war,0.2244700789451599,0.4365309774875641,0.3560331463813782,0.1313856542110443,0.20580904185771942,0.4551744759082794,0.29904094338417053,0.366199791431427,0.3119053542613983,0.3038960099220276,1.0000001192092896,0.15510529279708862
",",0.3658004403114319,0.2250508964061737,0.45456063747406006,0.27184680104255676,0.4120737314224243,0.23846548795700073,0.5201468467712402,0.4933079481124878,0.2459682822227478,0.2589467465877533,0.2671184241771698,0.31091248989105225
and,0.506277859210968,0.190837100148201,0.3740963041782379,0.30157923698425293,0.5477725267410278,0.23100681602954865,0.4954058527946472,0.5171257257461548,0.26866909861564636,0.300204873085022,0.29695844650268555,0.20544172823429108
the,0.6521818041801453,0.28401845693588257,0.48711544275283813,0.2742886245250702,0.4223487675189972,0.3229958415031433,0.6662389636039734,1.0,0.326707124710083,0.2912273406982422,0.366199791431427,0.22068053483963013
great,0.2356490194797516,0.2207750380039215,0.19652196764945984,0.16007612645626068,0.21752162277698517,0.12951096892356873,0.23348836600780487,0.2822027802467346,0.13102252781391144,0.1807750016450882,0.2144670933485031,0.13135133683681488
plague,0.25075629353523254,0.5057891011238098,0.24312011897563934,0.13065974414348602,0.1677253097295761,0.22892847657203674,0.2488756626844406,0.2537761330604553,0.23378682136535645,0.22512836754322052,0.27265962958335876,0.11872942000627518
of,0.5011631846427917,0.22559921443462372,0.4069072902202606,0.3077163100242615,0.41827285289764404,0.23602326214313507,0.5696388483047485,0.733189046382904,0.3474040925502777,0.2904134690761566,0.31680163741111755,0.1826142966747284
vienna,0.1970827579498291,0.19650650024414062,0.2725878655910492,0.09527379274368286,0.2274177521467209,0.1880999058485031,0.24859943985939026,0.25491636991500854,0.2495618462562561,0.22889778017997742,0.24402445554733276,0.1090276837348938
in,0.4840516746044159,0.27757999300956726,0.45514053106307983,0.23328746855258942,0.4080928862094879,0.25826749205589294,1.0,0.6662389636039734,0.3051297068595886,0.33554986119270325,0.29904094338417053,0.20430970191955566
1679,-0.18058454990386963,-0.07482057064771652,-0.014871614053845406,-0.12087537348270416,-0.20393003523349762,-0.10140223801136017,-0.12676198780536652,-0.15392738580703735,-0.002057301579043269,-0.11205044388771057,-0.04999052733182907,-0.2416742742061615
.,0.45942068099975586,0.23181170225143433,0.40146201848983765,0.2184346318244934,0.4446153938770294,0.19217929244041443,0.5591574311256409,0.5934505462646484,0.2908326983451843,0.31919315457344055,0.3000848889350891,0.4130953550338745
