,what,broadcast,group,is,the,largest,operator,of,abc,stations,?
owns,0.1270528882741928,0.1611565202474594,0.22704993188381195,0.2503352761268616,0.19328729808330536,0.23439472913742065,0.2630099058151245,0.19865453243255615,0.23212404549121857,0.19657152891159058,0.18703800439834595
the,0.42745697498321533,0.2713715434074402,0.30795547366142273,0.5823672413825989,1.0,0.3757036626338959,0.22986549139022827,0.733189046382904,0.2068762183189392,0.24762700498104095,0.22068053483963013
largest,0.13463157415390015,0.12819473445415497,0.23300331830978394,0.3413417339324951,0.3757036626338959,0.9999999403953552,0.21256251633167267,0.36650770902633667,0.09599892795085907,0.22964605689048767,0.12401245534420013
abc,0.1317344456911087,0.4876510202884674,0.11665991693735123,0.16037321090698242,0.2068762183189392,0.09599892795085907,0.21460629999637604,0.14607268571853638,1.0000001192092896,0.23858611285686493,0.19065172970294952
subchannel,0.296663761138916,0.48864224553108215,0.2645067870616913,0.3198363780975342,0.3338429033756256,0.17885249853134155,0.3070606291294098,0.2371281534433365,0.410636305809021,0.4335935413837433,0.2216910868883133
affiliate,0.16121849417686462,0.3083362877368927,0.25749412178993225,0.10908813774585724,0.2278994768857956,0.24725893139839172,0.2095722109079361,0.19963958859443665,0.2614424228668213,0.30964431166648865,0.10958297550678253
by,0.2455483376979828,0.22584840655326843,0.2915726900100708,0.3899846076965332,0.4408751428127289,0.17839421331882477,0.15075917541980743,0.3646814823150635,0.17600902915000916,0.20435920357704163,0.17966607213020325
market,0.12116116285324097,0.17547227442264557,0.13126613199710846,0.2463478147983551,0.2041238248348236,0.1892854869365692,0.14997632801532745,0.1694333702325821,0.10615630447864532,0.3157709836959839,0.12805593013763428
size,0.2566739320755005,0.09447482228279114,0.2148934304714203,0.22983339428901672,0.2946445941925049,0.3179561197757721,0.14006826281547546,0.27599775791168213,0.0863366350531578,0.1089603379368782,0.13693112134933472
",",0.3087472915649414,0.24917922914028168,0.2809832692146301,0.4691906273365021,0.4933079481124878,0.26626327633857727,0.2986533045768738,0.4946078956127167,0.2097204476594925,0.26337406039237976,0.31091248989105225
wabm-dt2/wdbb-dt2,0.13352668285369873,0.05508577451109886,0.10428211092948914,0.19134454429149628,0.24804632365703583,0.03061538189649582,0.007980681024491787,0.26021477580070496,0.1347823143005371,0.09973138570785522,0.09172680974006653
in,0.30808621644973755,0.26723843812942505,0.2304753065109253,0.5394441485404968,0.6662389636039734,0.3017216920852661,0.25355902314186096,0.5696388483047485,0.1697147786617279,0.25864288210868835,0.20430970191955566
the,0.42745697498321533,0.2713715434074402,0.30795547366142273,0.5823672413825989,1.0,0.3757036626338959,0.22986549139022827,0.733189046382904,0.2068762183189392,0.24762700498104095,0.22068053483963013
birmingham,0.14769886434078217,0.2158651351928711,0.19594931602478027,0.14477425813674927,0.2381640374660492,0.15747065842151642,0.24317552149295807,0.15350331366062164,0.20163780450820923,0.2661106288433075,0.13550083339214325
market,0.12116116285324097,0.17547227442264557,0.13126613199710846,0.2463478147983551,0.2041238248348236,0.1892854869365692,0.14997632801532745,0.1694333702325821,0.10615630447864532,0.3157709836959839,0.12805593013763428
",",0.3087472915649414,0.24917922914028168,0.2809832692146301,0.4691906273365021,0.4933079481124878,0.26626327633857727,0.2986533045768738,0.4946078956127167,0.2097204476594925,0.26337406039237976,0.31091248989105225
which,0.5261979103088379,0.26385819911956787,0.32466647028923035,0.4457404911518097,0.6521818041801453,0.29749369621276855,0.24363017082214355,0.5011631846427917,0.1991286277770996,0.25455939769744873,0.25814583897590637
serve,0.23061832785606384,0.14002598822116852,0.11412312835454941,0.22737301886081696,0.2749462425708771,0.1685294210910797,0.20256955921649933,0.2656401991844177,0.060676369816064835,0.23709776997566223,0.19925682246685028
as,0.31749409437179565,0.19535446166992188,0.2519444227218628,0.43216490745544434,0.48381632566452026,0.1819920688867569,0.18108150362968445,0.3886612355709076,0.2286096066236496,0.23359498381614685,0.27043893933296204
repeaters,0.2137874960899353,0.3609050214290619,0.2027667760848999,0.19488303363323212,0.2874545454978943,0.10086619108915329,0.188593327999115,0.18758715689182281,0.29359373450279236,0.33890220522880554,0.18885312974452972
of,0.33290785551071167,0.20155203342437744,0.25542253255844116,0.4854315221309662,0.733189046382904,0.36650770902633667,0.178121879696846,1.0,0.14607268571853638,0.20414425432682037,0.1826142966747284
wbma-ld,0.1199706643819809,0.2226465493440628,0.12663958966732025,0.1658691167831421,0.28817129135131836,0.13656501471996307,0.24479258060455322,0.17585024237632751,0.18507595360279083,0.19379378855228424,0.16148127615451813
(,0.2411840260028839,0.26369622349739075,0.21665191650390625,0.35393038392066956,0.33289089798927307,0.14214102923870087,0.29243728518486023,0.35032153129577637,0.183883935213089,0.1346510946750641,0.40561532974243164
the,0.42745697498321533,0.2713715434074402,0.30795547366142273,0.5823672413825989,1.0,0.3757036626338959,0.22986549139022827,0.733189046382904,0.2068762183189392,0.24762700498104095,0.22068053483963013
largest,0.13463157415390015,0.12819473445415497,0.23300331830978394,0.3413417339324951,0.3757036626338959,0.9999999403953552,0.21256251633167267,0.36650770902633667,0.09599892795085907,0.22964605689048767,0.12401245534420013
low-power,0.2962779700756073,0.2572126090526581,0.21273134648799896,0.18936294317245483,0.3769046366214752,0.19846636056900024,0.3006175756454468,0.2985802888870239,0.2579306364059448,0.31826359033584595,0.23557345569133759
``,0.008517155423760414,-0.05963921174407005,0.14310015738010406,0.058766357600688934,0.029072100296616554,0.06791853159666061,0.1125522255897522,0.06780257821083069,-0.04806871339678764,-0.09476577490568161,0.0685480609536171
big,0.2788069546222687,0.14178170263767242,0.1769506186246872,0.22924260795116425,0.308749794960022,0.2810453772544861,0.1905815452337265,0.2513701021671295,0.16051800549030304,0.16726243495941162,0.20497842133045197
four,0.18057085573673248,0.19108189642429352,0.281455397605896,0.22331103682518005,0.40344667434692383,0.19557702541351318,0.06822865456342697,0.36293646693229675,0.11602456867694855,0.20319925248622894,0.14532537758350372
'',0.08143015950918198,-0.02513778768479824,0.017886392772197723,0.0793738141655922,0.041273195296525955,0.010605577379465103,-0.025357866659760475,0.13035868108272552,-0.05768610164523125,0.06606116890907288,0.018684765323996544
affiliate,0.16121849417686462,0.3083362877368927,0.25749412178993225,0.10908813774585724,0.2278994768857956,0.24725893139839172,0.2095722109079361,0.19963958859443665,0.2614424228668213,0.30964431166648865,0.10958297550678253
by,0.2455483376979828,0.22584840655326843,0.2915726900100708,0.3899846076965332,0.4408751428127289,0.17839421331882477,0.15075917541980743,0.3646814823150635,0.17600902915000916,0.20435920357704163,0.17966607213020325
market,0.12116116285324097,0.17547227442264557,0.13126613199710846,0.2463478147983551,0.2041238248348236,0.1892854869365692,0.14997632801532745,0.1694333702325821,0.10615630447864532,0.3157709836959839,0.12805593013763428
size,0.2566739320755005,0.09447482228279114,0.2148934304714203,0.22983339428901672,0.2946445941925049,0.3179561197757721,0.14006826281547546,0.27599775791168213,0.0863366350531578,0.1089603379368782,0.13693112134933472
",",0.3087472915649414,0.24917922914028168,0.2809832692146301,0.4691906273365021,0.4933079481124878,0.26626327633857727,0.2986533045768738,0.4946078956127167,0.2097204476594925,0.26337406039237976,0.31091248989105225
which,0.5261979103088379,0.26385819911956787,0.32466647028923035,0.4457404911518097,0.6521818041801453,0.29749369621276855,0.24363017082214355,0.5011631846427917,0.1991286277770996,0.25455939769744873,0.25814583897590637
itself,0.3625122308731079,0.24583908915519714,0.20261962711811066,0.3638126254081726,0.45971640944480896,0.24211540818214417,0.2610008716583252,0.3157202899456024,0.1984531283378601,0.18804305791854858,0.17933900654315948
is,0.28837618231773376,0.1702820062637329,0.22153858840465546,1.0,0.5823672413825989,0.3413417339324951,0.2346540242433548,0.4854315221309662,0.16037321090698242,0.2002124935388565,0.22961433231830597
also,0.42747777700424194,0.23285190761089325,0.3116292357444763,0.5012649297714233,0.6021018624305725,0.2870445251464844,0.23889008164405823,0.4924938678741455,0.2030053734779358,0.29714539647102356,0.21848613023757935
simulcast,0.2620822489261627,0.507598340511322,0.24291758239269257,0.2441602647304535,0.31249719858169556,0.16111351549625397,0.3122578561306,0.2524929940700531,0.3766351342201233,0.3064849078655243,0.1439180225133896
on,0.34226128458976746,0.2845228910446167,0.22796137630939484,0.3635730445384979,0.5107308030128479,0.16868500411510468,0.22138723731040955,0.3966929316520691,0.2862928807735443,0.3269573450088501,0.2714994251728058
a,0.3320399522781372,0.2046348601579666,0.2594761848449707,0.658733606338501,0.5829201340675354,0.24042341113090515,0.2531388998031616,0.5052502155303955,0.21331243216991425,0.199105903506279,0.23916715383529663
subchannel,0.296663761138916,0.48864224553108215,0.2645067870616913,0.3198363780975342,0.3338429033756256,0.17885249853134155,0.3070606291294098,0.2371281534433365,0.410636305809021,0.4335935413837433,0.2216910868883133
of,0.33290785551071167,0.20155203342437744,0.25542253255844116,0.4854315221309662,0.733189046382904,0.36650770902633667,0.178121879696846,1.0,0.14607268571853638,0.20414425432682037,0.1826142966747284
former,0.13598288595676422,0.10570050030946732,0.1476394087076187,0.2175939530134201,0.2251449078321457,0.13619916141033173,0.2049548625946045,0.30415382981300354,0.11236388981342316,0.16266417503356934,0.10570605844259262
wbma,0.1591835469007492,0.31802016496658325,0.15954408049583435,0.1559111326932907,0.18546076118946075,0.14193853735923767,0.1531195342540741,0.10728900134563446,0.27367207407951355,0.20915406942367554,0.20027267932891846
satellite,0.17739586532115936,0.40283894538879395,0.1520087569952011,0.19278542697429657,0.22563834488391876,0.2613983750343323,0.182744100689888,0.1683834195137024,0.18923600018024445,0.3334680497646332,0.13568443059921265
wgww,0.26197394728660583,0.26975318789482117,0.14843617379665375,0.1660979986190796,0.22808116674423218,0.13268736004829407,0.2445661425590515,0.18577982485294342,0.2987534701824188,0.21017123758792877,0.46035540103912354
",",0.3087472915649414,0.24917922914028168,0.2809832692146301,0.4691906273365021,0.4933079481124878,0.26626327633857727,0.2986533045768738,0.4946078956127167,0.2097204476594925,0.26337406039237976,0.31091248989105225
owned,0.12432919442653656,0.25112810730934143,0.24838334321975708,0.20921923220157623,0.1999378502368927,0.293287456035614,0.31205177307128906,0.17190153896808624,0.2405787706375122,0.2823975682258606,0.1288648396730423
by,0.2455483376979828,0.22584840655326843,0.2915726900100708,0.3899846076965332,0.4408751428127289,0.17839421331882477,0.15075917541980743,0.3646814823150635,0.17600902915000916,0.20435920357704163,0.17966607213020325
sinclair,0.13678078353405,0.18345536291599274,0.08703901618719101,0.22747954726219177,0.18596287071704865,0.1429101675748825,0.2273387461900711,0.18807722628116608,0.24845848977565765,0.18315404653549194,0.17342320084571838
partner,0.10468954592943192,0.1182931512594223,0.13931269943714142,0.12903441488742828,0.1342829167842865,0.11041425168514252,0.1328519880771637,0.10028040409088135,0.11243466287851334,0.10360430926084518,0.15119856595993042
company,0.2333769053220749,0.2000226527452469,0.3087855577468872,0.18005689978599548,0.26591673493385315,0.1974945217370987,0.346477210521698,0.20467796921730042,0.16210390627384186,0.24801203608512878,0.12195809185504913
howard,0.11493710428476334,0.2604062259197235,0.14878474175930023,0.14383739233016968,0.23961152136325836,0.10939974337816238,0.13133232295513153,0.19389913976192474,0.2233182042837143,0.12637248635292053,0.0705622211098671
stirk,0.2337016612291336,0.17703963816165924,0.08000069856643677,0.21374130249023438,0.1931556612253189,0.0396663062274456,0.10506230592727661,0.1820353865623474,0.13433802127838135,0.16368867456912994,0.18809868395328522
holdings,0.07863982766866684,0.24345621466636658,0.24904675781726837,0.17933884263038635,0.1920640915632248,0.3068387806415558,0.24080583453178406,0.23571044206619263,0.18232308328151703,0.3301198482513428,0.14412938058376312
),0.26259949803352356,0.2233462631702423,0.23240500688552856,0.37732169032096863,0.3456730246543884,0.1570781171321869,0.28213560581207275,0.3680361211299896,0.18381085991859436,0.1451086699962616,0.42300865054130554
.,0.3567904531955719,0.2280997633934021,0.27268800139427185,0.4569662809371948,0.5934505462646484,0.18871670961380005,0.2044847160577774,0.5352458953857422,0.2567209303379059,0.22839494049549103,0.4130953550338745
